,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
t16,10.262057,7.0644503,4.3709846,2.6367679,6.5614586,4.252759,4.092628,4.4745536,2.0385318,3.7990746,5.779387,8.602299,5.1792326,6.31267,5.9059954
t68,10.405868,6.9906144,4.4483747,2.5733986,6.651217,4.2606277,3.96253,4.3572645,1.8598996,3.6916525,5.9176803,8.589069,5.2628,6.4019833,5.7754335
t79,10.506134,7.055751,4.4801574,2.5114362,6.569282,4.2361007,3.8690748,4.3431873,1.7533998,3.6173317,5.973525,8.648214,5.28387,6.413051,5.847145
t80,10.484309,7.0772943,4.5117545,2.5408587,6.571456,4.283129,3.8622801,4.2699165,1.7665547,3.6756845,6.0131893,8.689157,5.2754555,6.4862766,5.8802
t62,10.426158,7.0161676,4.4668555,2.5724518,6.609705,4.281043,3.9404032,4.3385625,1.8390863,3.6925223,5.940088,8.619637,5.2614455,6.4228134,5.8163314
t63,10.371582,6.943065,4.492703,2.640816,6.650625,4.3523335,3.9926004,4.2899003,1.8683225,3.7613156,5.9687386,8.575158,5.2627897,6.468986,5.7422557
t31,10.298756,7.0489616,4.407777,2.6292214,6.581304,4.282451,4.0548043,4.4299555,1.9893119,3.780151,5.8309655,8.620594,5.20759,6.352023,5.8841834
t40,10.317458,7.085461,4.387645,2.57672,6.6745195,4.238125,4.0421453,4.3480372,1.9445591,3.7270873,5.899993,8.6816025,5.282323,6.4315395,5.903975
t144,10.379688,7.0886235,4.34927,2.5128808,6.702206,4.17599,3.9908555,4.4118824,1.9146839,3.649854,5.848998,8.676867,5.3102317,6.3616652,5.8840523
t145,10.469538,7.145508,4.3586226,2.4564252,6.66221,4.146004,3.8851953,4.42645,1.8550556,3.5956104,5.8486657,8.738664,5.325022,6.339112,5.939874
t9,8.111093,5.774525,3.7219012,4.7193484,5.212075,5.9966726,6.336148,4.249875,4.482965,6.1449757,5.2476115,7.6899934,3.5561175,7.091832,5.375677
t10,8.101767,5.8027925,3.7548287,4.754966,5.1824293,5.964704,6.3555923,4.2420163,4.501804,6.191598,5.2008786,7.709967,3.5515046,7.115796,5.3041883
t1,7.960422,5.8274846,3.8440816,4.806123,5.041691,6.0635285,6.5108767,4.197062,4.577811,6.748875,5.0690575,7.652768,3.3087697,7.4681983,5.0536904
t2,7.9847465,5.8429728,3.8882663,4.717834,5.03964,6.0600076,6.443599,4.192787,4.536298,6.7434916,5.07609,7.663447,3.3593473,7.587598,5.060908
t8,8.2513895,6.0062265,3.7898467,4.726672,5.320572,5.830035,6.1827183,4.2900853,4.379088,6.0486374,5.135398,7.5970726,3.7168531,7.1779675,5.446813
t21,8.33527,6.0313888,3.806015,4.743533,5.3984814,5.810815,6.159116,4.25778,4.3188515,5.9772077,5.132889,7.550321,3.8083546,7.1441507,5.4857616
t22,8.300555,5.935943,3.8548102,4.781022,5.373547,5.9077086,6.2768283,4.1664433,4.3262224,6.1617594,5.1104417,7.5528793,3.750351,7.190006,5.3484616
t19,8.219325,5.998653,3.734515,4.7205114,5.303669,5.8096943,6.1939173,4.3140597,4.4270844,6.0051055,5.180283,7.60638,3.691009,7.132916,5.4891543
t130,8.779809,8.403641,2.6119542,4.0441947,5.90423,4.0140915,5.3509455,5.617869,4.860113,3.1825023,6.3754864,6.2471695,4.4945407,6.137671,8.357673
t131,8.819027,8.468321,2.6703403,4.0143495,5.930222,3.9930062,5.3545866,5.5382357,4.8359013,3.242288,6.405761,6.309742,4.4970927,6.1505585,8.386802
t61,8.788724,8.330353,2.649908,4.025011,5.943221,4.1232233,5.352119,5.507611,4.8483114,3.1700096,6.373403,6.2744603,4.6032724,6.21966,8.337695
t116,8.789979,8.579444,2.7246299,3.9502504,5.946939,3.9015217,5.4301376,5.595838,4.834324,3.303043,6.3570967,6.2550516,4.327184,6.019633,8.334784
t117,8.79436,8.664582,2.7831724,3.976404,6.0320835,3.893922,5.400501,5.626828,4.765494,3.3476667,6.3309126,6.2574024,4.213868,5.971592,8.390525
t108,8.699183,8.696048,2.725294,3.9981003,6.0199265,3.8768659,5.3103485,5.564265,4.8382483,3.333028,6.349608,6.350949,4.2649517,6.0567904,8.489613
t109,8.691978,8.707126,2.701576,4.02185,6.040601,3.8642259,5.303424,5.6162467,4.8534036,3.3397763,6.320906,6.3307724,4.231678,6.0239916,8.496977
t114,8.783589,8.62358,2.5220966,4.105875,6.01154,3.9921374,5.1384497,5.530097,5.085936,3.2164552,6.345532,6.282189,4.480873,6.2190113,8.572349
t115,8.786911,8.628257,2.459948,4.018916,5.9568563,3.9712474,5.206827,5.4777055,4.9604297,3.302459,6.417991,6.337607,4.5060654,6.286419,8.419088
