"accepted_species","trait_EB_scaled"
"t83",-0.869517992611263
"t84",-1.19132566352559
"t17",-3.33009099053611
"t87",-2.64328796264387
"t88",-2.78525101316921
"t74",-2.76508924292307
"t27",0.323691956929948
"t33",-0.885486088687638
"t34",0.117076958864505
"t24",1.03294321541474
"t25",0.112655506867905
"t46",-0.467430050934138
"t47",-0.537222568168022
"t28",0.519376992272551
"t65",0.260328580428595
"t66",-0.0799150143462641
"t6",-0.230425122886554
"t29",-0.0633589819911439
"t59",0.016628163081687
"t60",0.634312050106302
"t50",0.192991244108591
"t51",-0.368281140449992
"t32",-0.898109663783538
"t26",-0.46341008221909
"t77",0.366339137719062
"t78",0.0384591729427226
"t12",-1.05174772167335
"t30",-0.956034896223315
"t69",-0.765661238356716
"t79",-0.754653152840689
"t80",-0.380173226715282
"t68",-0.309912286303096
"t56",-1.06169919941563
"t57",-1.07452895082692
"t4",0.431693832645192
"t40",-0.614416821701129
"t41",-0.0273693372722015
"t14",0.553149095173405
"t15",-1.43908228805067
"t10",1.72928278029838
"t16",1.72430081165943
"t89",0.793640688194529
"t90",0.677793708032103
"t52",1.39729896081311
"t53",1.48657026100462
"t18",1.19945280334726
"t99",0.261913808877868
"t100",0.132793521870891
"t85",0.439456833599448
"t86",-0.0246607212513627
"t3",-0.024478569837345
"t58",-0.31149758226413
"t91",0.0573195168678083
"t92",0.0595609862130759
"t45",0.17904395557751
"t2",1.25217361886502
"t39",-0.633035869120536
"t70",-0.286237854033432
"t71",-0.137961779321513
"t11",-0.306950941457432
"t23",0.104467125466208
"t35",0.362594783274697
"t75",0.898619175005565
"t76",1.65079111103973
"t81",0.166849184379964
"t82",-0.151268234037437
"t36",1.51112977030248
"t43",1.00686496482151
"t97",1.6888859402939
"t98",1.83774184388393
"t72",1.80086538307945
"t95",1.03621503933385
"t96",1.01081430377175
"t73",1.21954645904899
"t48",0.502386190491565
"t49",0.433409234226133
"t42",0.740347940251175
"t8",-2.3147007080129
"t9",-0.492130968690449
"t13",0.109664808947468
"t19",0.695580209943045
"t20",0.0463771697052993
"t37",0.392671229539932
"t38",0.653507483674758
"t7",-0.548637133481736
"t21",0.769011168853954
"t22",1.37202637628631
"t54",-0.682203149735345
"t55",-1.15591722228481
"t63",0.108566913421958
"t64",0.145889213188718
"t93",-0.481327407011835
"t94",-0.202869717051714
"t67",-0.390562424106061
"t5",0.0403626671763037
"t44",-0.494049314679572
"t61",-0.0779885389465492
"t62",-0.685252820501304
"t31",0.252006373020071
"t1",-1.132228570125
