"accepted_species","Medicinal"
"Vangueriella_glabrescens",0
"Rothmannia_engleriana",1
"Machaonia_cymosa",0
"Parsonsia_oligantha",0
"Mandevilla_pubescens",0
"Benkara_depauperata",0
"Mitracarpus_glabrescens",NA
"Vangueria_psammophila",NA
"Chassalia_lushaiensis",0
"Cynanchum_bungei",1
"Psychotria_nekouana",0
"Geissospermum_laeve",1
"Mandevilla_pycnantha",0
"Rhabdadenia_biflora",1
"Tarenna_forsteniana",0
"Dolianthus_epiphyticus",0
"Vangueriopsis_lanciflora",1
"Hoffmannia_excelsa",0
"Spigelia_loganioides",0
"Vangueriella_sapinii",0
"Kuepferia_chateri",0
"Paederia_bojeriana",1
"Ruehssia_paganuccii",0
"Forsteronia_manausana",0
"Tapeinostemon_breweri",0
"Cynanchica_ophiolitica",0
"Carapichea_crebrinervia",0
"Zeltnera_stricta",1
"Neblinathamnus_brasiliensis",0
"Tarenna_pallidula",0
"Metastelma_columbianum",0
"Deianira_pallescens",1
"Asclepias_obovata",0
"Orthosia_mollis",0
"Houstonia_longifolia",1
"Polysphaeria_ovata",0
"Mandevilla_callacatensis",0
"Mandevilla_nerioides",0
"Rondeletia_susannae",0
"Gardenia_crameri",1
"Cynanchum_warburgii",0
"Schismatoclada_villiflora",0
"Spongiosperma_cataractarum",0
"Swertia_crassiuscula",0
"Bertiera_globiceps",0
"Psychotria_edentata",NA
"Psychotria_lutescens",0
"Galium_×_pseudoboreale",0
"Psychotria_hanoverensis",0
"Galium_baillonii",0
"Psychotria_lunanii",0
"Psychotria_wilkesiana",NA
"Psychotria_fuscescens",0
"Ferdinandusa_edmundoi",0
"Crawfurdia_arunachalensis",0
"Ixora_pubifolia",0
"Ixora_storckii",0
"Ixora_ledermannii",NA
"Ixora_versteegii",0
"Hoya_loyceandrewsiana",0
"Hoya_santiagoi",0
"Hoya_collina",0
"Hedyotis_lychnidifolia",0
"Hoya_griffithii",1
"Hoya_mcclurei",0
"Tabernaemontana_phymata",0
"Tabernaemontana_penduliflora",1
"Lacmellea_edulis",1
"Galium_sinaicum",0
"Exochaenium_pumilum",0
"Tabernaemontana_stenoptera",0
"Machaonia_dumosa",0
"Ochrosia_citrodora",0
"Palicourea_albiflora",NA
"Vangueria_praecox",0
"Palicourea_articulata",0
"Hydnophytum_ovatum",0
"Dolicholobium_brassii",0
"Fagraea_euneura",0
"Fagraea_salticola",0
"Malanea_guaiquinimensis",NA
"Dischidia_tonkinensis",1
"Pavetta_mufindiensis",NA
"Vinca_minor",1
"Gardneria_angustifolia",1
"Rudgea_trujilloi",NA
"Rudgea_quisquiliae",0
"Faroa_pusilla",0
"Gleasonia_cururuensis",0
"Oxyanthus_okuensis",0
"Gentianella_lowndesii",0
"Orbea_gerstneri",1
"Gonzalagunia_sessilifolia",0
"Stathmostelma_angustatum",0
"Sabicea_loxothyrsus",0
"Ophiorrhiza_utakwensis",0
"Sabicea_jongkindii",0
"Sabicea_venosa",0
"Chassalia_pubescens",NA
"Anodendron_seramense",0
