"","turnover.rates","eps.values","transition.rates"
"1",0.661898891441524,0.423942735884339,NA
"2",0.64558715862222,0.661724332720041,0.333958547096699
"3",0.826970917638391,0.236676516477019,0.315769728505984
"4",0.81674933899194,0.376606645295396,0.500691192923114
"5",0.661898891441524,0.423942735884339,0.544866180745885
"6",0.64558715862222,0.661724332720041,NA
"7",0.826970917638391,0.236676516477019,0.328107016859576
"8",0.81674933899194,0.376606645295396,0.521127528278157
"9",0.661898891441524,0.423942735884339,0.0652268233243376
"10",0.64558715862222,0.661724332720041,0.107931519392878
"11",0.826970917638391,0.236676516477019,NA
"12",0.81674933899194,0.376606645295396,0.15665960800834
"13",0.661898891441524,0.423942735884339,0.50784461479634
"14",0.64558715862222,0.661724332720041,0.328068876173347
"15",0.826970917638391,0.236676516477019,0.289369392674416
"16",0.81674933899194,0.376606645295396,NA
