"","t1","t4","t31","t41","t42","t121","t122","t86","t87","t50","t53","t56","t57","t91","t92","t85","t59","t65","t66","t110","t111","t22","t17","t68","t69","t70","t45","t46","t12","t81","t82","t10","t11","t18","t88","t89","t62","t39","t40","t44","t84","t131","t132","t96","t97","t58","t8","t73","t74","t114","t115","t100","t101","t119","t120","t94","t95","t24","t83","t102","t103","t23","t117","t118","t54","t55","t51","t123","t124","t133","t134","t116","t33","t47","t75","t106","t107","t93","t34","t35","t29","t36","t37","t14","t38","t78","t79","t52","t7","t5","t6","t43","t48","t49","t9","t108","t109","t21","t19","t20","t13","t104","t105","t26","t27","t129","t130","t76","t77","t28","t60","t61","t32","t16","t30","t63","t64","t25","t127","t128","t67","t71","t72","t98","t99","t90","t112","t113","t80","t125","t126","t15","t2","t3"
"t1",0,4.5184260921,6.75104661889,6.24663641165,6.75104661885,6.75104661879,6.75104661879,6.75104661889,6.75104661889,6.75104661889,6.7510466188,6.75104661884,6.75104661884,6.75104661878,6.71394260868,6.75104661886,6.3320890622,6.75104661887,6.75104661887,6.71292522336,6.75104661888,6.03447381069,6.45703623109,6.7510466188,6.75104661878,6.75104661878,6.75104661874,6.75104661874,5.9066995024,6.7510466191,6.7510466191,5.5377973261,5.7565289882,6.751046619,6.751046619,6.751046619,6.751046619,6.7510466189,6.7510466189,6.2891338681,6.7510466189,6.751046618845,6.751046618845,6.75104661883,6.75104661883,6.7510466189,6.7510466189,6.75104661905,6.75104661905,6.75104661906,6.75104661906,6.75104661901,6.75104661901,6.75104661903,6.75104661903,6.75104661901,6.75104661901,6.75104661901,6.7510466191,6.751046619,6.751046619,6.75104661901,6.75104661897,6.75104661897,6.75104661908,6.75104661908,6.61538494064,6.751046619101,6.751046619101,6.751046619099,6.751046619099,6.7510466191,6.75104661903,6.29404192113,6.69345362103,6.75104661907,6.71945836288,6.75104661903,6.75104661898,6.75104661898,6.39089963031,6.75104661902,6.31848736522,5.96139351298,6.751046619,6.751046619,6.751046619,6.751046619,5.0204181788,4.67231771901,4.73417233321,6.3948359626,6.75104661901,6.46143499191,6.7510466186,6.75104661894,6.75104661894,6.13427298881,6.72912726651,6.75104661901,6.04182688161,6.75104661921,6.75104661921,6.75104661891,6.67142401931,6.751046618914,6.751046618914,6.75104661891,6.75104661891,6.75104661891,6.75104661881,6.75104661881,6.75104661881,6.10433750001,6.75104661882,6.40583637138,6.75104661882,6.75104661881,6.751046618947,6.751046618947,6.75104661901,6.75104661896,6.75104661896,6.751046619012,6.751046619012,6.590721959372,6.697097072552,6.751046619062,6.751046619052,6.751046618974,6.751046618974,6.75104661861,4.4616524194,4.1071511915
"t4",4.5184260921,0,3.13493350959,2.63052330235,3.13493350955,3.13493350949,3.13493350949,3.13493350959,3.13493350959,3.13493350959,3.1349335095,3.13493350954,3.13493350954,3.13493350948,3.09782949938,3.13493350956,2.7159759529,3.13493350957,3.13493350957,3.09681211406,3.13493350958,2.41836070139,2.84092312179,3.1349335095,3.13493350948,3.13493350948,3.13493350944,3.13493350944,2.2905863931,5.0190223094,5.0190223094,3.8057730164,4.0245046785,5.0190223093,5.0190223093,5.0190223093,5.0190223093,5.0190223092,5.0190223092,4.5571095584,5.0190223092,5.019022309145,5.019022309145,5.01902230913,5.01902230913,5.0190223092,5.0190223092,5.01902230935,5.01902230935,5.01902230936,5.01902230936,5.01902230931,5.01902230931,5.01902230933,5.01902230933,5.01902230931,5.01902230931,5.01902230931,5.0190223094,5.0190223093,5.0190223093,5.01902230931,5.01902230927,5.01902230927,5.01902230938,5.01902230938,4.88336063094,5.019022309401,5.019022309401,5.019022309399,5.019022309399,5.0190223094,5.01902230933,4.56201761143,4.96142931133,5.01902230937,4.98743405318,5.01902230933,5.01902230928,5.01902230928,4.65887532061,5.01902230932,4.58646305552,4.22936920328,5.0190223093,5.0190223093,5.0190223093,5.0190223093,3.2883938691,2.94029340931,3.00214802351,4.6628116529,5.01902230931,4.72941068221,5.0190223089,5.01902230924,5.01902230924,4.40224867911,4.99710295681,5.01902230931,4.30980257191,5.01902230951,5.01902230951,5.01902230921,4.93939970961,5.019022309214,5.019022309214,5.01902230921,5.01902230921,5.01902230921,5.01902230911,5.01902230911,5.01902230911,4.37231319031,5.01902230912,4.67381206168,5.01902230912,5.01902230911,5.019022309247,5.019022309247,5.01902230931,5.01902230926,5.01902230926,5.019022309312,5.019022309312,4.858697649672,4.965072762852,5.019022309362,5.019022309352,5.019022309274,5.019022309274,5.01902230891,8.5875174457,8.2330162178
"t31",6.75104661889,3.13493350959,0,0.98231626476,1.48672647196,1.4867264719,1.4867264719,2.5095567094,2.5095567094,2.5095567094,3.25749386671,3.25749386675,3.25749386675,3.25749386669,3.22038985659,3.25749386677,2.83853631011,3.25749386678,3.25749386678,3.21937247127,3.25749386679,2.5409210586,2.963483479,3.36189962029,3.36189962027,3.36189962027,3.36189962023,3.36189962023,2.51755250389,7.25164283619,7.25164283619,6.03839354319,6.25712520529,7.25164283609,7.25164283609,7.25164283609,7.25164283609,7.25164283599,7.25164283599,6.78973008519,7.25164283599,7.251642835935,7.251642835935,7.25164283592,7.25164283592,7.25164283599,7.25164283599,7.25164283614,7.25164283614,7.25164283615,7.25164283615,7.2516428361,7.2516428361,7.25164283612,7.25164283612,7.2516428361,7.2516428361,7.2516428361,7.25164283619,7.25164283609,7.25164283609,7.2516428361,7.25164283606,7.25164283606,7.25164283617,7.25164283617,7.11598115773,7.251642836191,7.251642836191,7.251642836189,7.251642836189,7.25164283619,7.25164283612,6.79463813822,7.19404983812,7.25164283616,7.22005457997,7.25164283612,7.25164283607,7.25164283607,6.8914958474,7.25164283611,6.81908358231,6.46198973007,7.25164283609,7.25164283609,7.25164283609,7.25164283609,5.52101439589,5.1729139361,5.2347685503,6.89543217969,7.2516428361,6.962031209,7.25164283569,7.25164283603,7.25164283603,6.6348692059,7.2297234836,7.2516428361,6.5424230987,7.2516428363,7.2516428363,7.251642836,7.1720202364,7.251642836004,7.251642836004,7.251642836,7.251642836,7.251642836,7.2516428359,7.2516428359,7.2516428359,6.6049337171,7.25164283591,6.90643258847,7.25164283591,7.2516428359,7.251642836037,7.251642836037,7.2516428361,7.25164283605,7.25164283605,7.251642836102,7.251642836102,7.091318176462,7.197693289642,7.251642836152,7.251642836142,7.251642836064,7.251642836064,7.2516428357,10.82013797249,10.46563674459
"t41",6.24663641165,2.63052330235,0.98231626476,0,0.8350782026,0.9040492647,0.9040492647,2.00514650216,2.00514650216,2.00514650216,2.75308365947,2.75308365951,2.75308365951,2.75308365945,2.71597964935,2.75308365953,2.33412610287,2.75308365954,2.75308365954,2.71496226403,2.75308365955,2.03651085136,2.45907327176,2.85748941305,2.85748941303,2.85748941303,2.85748941299,2.85748941299,2.01314229665,6.74723262895,6.74723262895,5.53398333595,5.75271499805,6.74723262885,6.74723262885,6.74723262885,6.74723262885,6.74723262875,6.74723262875,6.28531987795,6.74723262875,6.747232628695,6.747232628695,6.74723262868,6.74723262868,6.74723262875,6.74723262875,6.7472326289,6.7472326289,6.74723262891,6.74723262891,6.74723262886,6.74723262886,6.74723262888,6.74723262888,6.74723262886,6.74723262886,6.74723262886,6.74723262895,6.74723262885,6.74723262885,6.74723262886,6.74723262882,6.74723262882,6.74723262893,6.74723262893,6.61157095049,6.747232628951,6.747232628951,6.747232628949,6.747232628949,6.74723262895,6.74723262888,6.29022793098,6.68963963088,6.74723262892,6.71564437273,6.74723262888,6.74723262883,6.74723262883,6.38708564016,6.74723262887,6.31467337507,5.95757952283,6.74723262885,6.74723262885,6.74723262885,6.74723262885,5.01660418865,4.66850372886,4.73035834306,6.39102197245,6.74723262886,6.45762100176,6.74723262845,6.74723262879,6.74723262879,6.13045899866,6.72531327636,6.74723262886,6.03801289146,6.74723262906,6.74723262906,6.74723262876,6.66761002916,6.747232628764,6.747232628764,6.74723262876,6.74723262876,6.74723262876,6.74723262866,6.74723262866,6.74723262866,6.10052350986,6.74723262867,6.40202238123,6.74723262867,6.74723262866,6.747232628797,6.747232628797,6.74723262886,6.74723262881,6.74723262881,6.747232628862,6.747232628862,6.586907969222,6.693283082402,6.747232628912,6.747232628902,6.747232628824,6.747232628824,6.74723262846,10.31572776525,9.96122653735
"t42",6.75104661885,3.13493350955,1.48672647196,0.8350782026,0,1.4084594719,1.4084594719,2.50955670936,2.50955670936,2.50955670936,3.25749386667,3.25749386671,3.25749386671,3.25749386665,3.22038985655,3.25749386673,2.83853631007,3.25749386674,3.25749386674,3.21937247123,3.25749386675,2.54092105856,2.96348347896,3.36189962025,3.36189962023,3.36189962023,3.36189962019,3.36189962019,2.51755250385,7.25164283615,7.25164283615,6.03839354315,6.25712520525,7.25164283605,7.25164283605,7.25164283605,7.25164283605,7.25164283595,7.25164283595,6.78973008515,7.25164283595,7.251642835895,7.251642835895,7.25164283588,7.25164283588,7.25164283595,7.25164283595,7.2516428361,7.2516428361,7.25164283611,7.25164283611,7.25164283606,7.25164283606,7.25164283608,7.25164283608,7.25164283606,7.25164283606,7.25164283606,7.25164283615,7.25164283605,7.25164283605,7.25164283606,7.25164283602,7.25164283602,7.25164283613,7.25164283613,7.11598115769,7.251642836151,7.251642836151,7.251642836149,7.251642836149,7.25164283615,7.25164283608,6.79463813818,7.19404983808,7.25164283612,7.22005457993,7.25164283608,7.25164283603,7.25164283603,6.89149584736,7.25164283607,6.81908358227,6.46198973003,7.25164283605,7.25164283605,7.25164283605,7.25164283605,5.52101439585,5.17291393606,5.23476855026,6.89543217965,7.25164283606,6.96203120896,7.25164283565,7.25164283599,7.25164283599,6.63486920586,7.22972348356,7.25164283606,6.54242309866,7.25164283626,7.25164283626,7.25164283596,7.17202023636,7.251642835964,7.251642835964,7.25164283596,7.25164283596,7.25164283596,7.25164283586,7.25164283586,7.25164283586,6.60493371706,7.25164283587,6.90643258843,7.25164283587,7.25164283586,7.251642835997,7.251642835997,7.25164283606,7.25164283601,7.25164283601,7.251642836062,7.251642836062,7.091318176422,7.197693289602,7.251642836112,7.251642836102,7.251642836024,7.251642836024,7.25164283566,10.82013797245,10.46563674455
"t121",6.75104661879,3.13493350949,1.4867264719,0.9040492647,1.4084594719,0,0.03378936864,2.5095567093,2.5095567093,2.5095567093,3.25749386661,3.25749386665,3.25749386665,3.25749386659,3.22038985649,3.25749386667,2.83853631001,3.25749386668,3.25749386668,3.21937247117,3.25749386669,2.5409210585,2.9634834789,3.36189962019,3.36189962017,3.36189962017,3.36189962013,3.36189962013,2.51755250379,7.25164283609,7.25164283609,6.03839354309,6.25712520519,7.25164283599,7.25164283599,7.25164283599,7.25164283599,7.25164283589,7.25164283589,6.78973008509,7.25164283589,7.251642835835,7.251642835835,7.25164283582,7.25164283582,7.25164283589,7.25164283589,7.25164283604,7.25164283604,7.25164283605,7.25164283605,7.251642836,7.251642836,7.25164283602,7.25164283602,7.251642836,7.251642836,7.251642836,7.25164283609,7.25164283599,7.25164283599,7.251642836,7.25164283596,7.25164283596,7.25164283607,7.25164283607,7.11598115763,7.251642836091,7.251642836091,7.251642836089,7.251642836089,7.25164283609,7.25164283602,6.79463813812,7.19404983802,7.25164283606,7.22005457987,7.25164283602,7.25164283597,7.25164283597,6.8914958473,7.25164283601,6.81908358221,6.46198972997,7.25164283599,7.25164283599,7.25164283599,7.25164283599,5.52101439579,5.172913936,5.2347685502,6.89543217959,7.251642836,6.9620312089,7.25164283559,7.25164283593,7.25164283593,6.6348692058,7.2297234835,7.251642836,6.5424230986,7.2516428362,7.2516428362,7.2516428359,7.1720202363,7.251642835904,7.251642835904,7.2516428359,7.2516428359,7.2516428359,7.2516428358,7.2516428358,7.2516428358,6.604933717,7.25164283581,6.90643258837,7.25164283581,7.2516428358,7.251642835937,7.251642835937,7.251642836,7.25164283595,7.25164283595,7.251642836002,7.251642836002,7.091318176362,7.197693289542,7.251642836052,7.251642836042,7.251642835964,7.251642835964,7.2516428356,10.82013797239,10.46563674449
"t122",6.75104661879,3.13493350949,1.4867264719,0.9040492647,1.4084594719,0.03378936864,0,2.5095567093,2.5095567093,2.5095567093,3.25749386661,3.25749386665,3.25749386665,3.25749386659,3.22038985649,3.25749386667,2.83853631001,3.25749386668,3.25749386668,3.21937247117,3.25749386669,2.5409210585,2.9634834789,3.36189962019,3.36189962017,3.36189962017,3.36189962013,3.36189962013,2.51755250379,7.25164283609,7.25164283609,6.03839354309,6.25712520519,7.25164283599,7.25164283599,7.25164283599,7.25164283599,7.25164283589,7.25164283589,6.78973008509,7.25164283589,7.251642835835,7.251642835835,7.25164283582,7.25164283582,7.25164283589,7.25164283589,7.25164283604,7.25164283604,7.25164283605,7.25164283605,7.251642836,7.251642836,7.25164283602,7.25164283602,7.251642836,7.251642836,7.251642836,7.25164283609,7.25164283599,7.25164283599,7.251642836,7.25164283596,7.25164283596,7.25164283607,7.25164283607,7.11598115763,7.251642836091,7.251642836091,7.251642836089,7.251642836089,7.25164283609,7.25164283602,6.79463813812,7.19404983802,7.25164283606,7.22005457987,7.25164283602,7.25164283597,7.25164283597,6.8914958473,7.25164283601,6.81908358221,6.46198972997,7.25164283599,7.25164283599,7.25164283599,7.25164283599,5.52101439579,5.172913936,5.2347685502,6.89543217959,7.251642836,6.9620312089,7.25164283559,7.25164283593,7.25164283593,6.6348692058,7.2297234835,7.251642836,6.5424230986,7.2516428362,7.2516428362,7.2516428359,7.1720202363,7.251642835904,7.251642835904,7.2516428359,7.2516428359,7.2516428359,7.2516428358,7.2516428358,7.2516428358,6.604933717,7.25164283581,6.90643258837,7.25164283581,7.2516428358,7.251642835937,7.251642835937,7.251642836,7.25164283595,7.25164283595,7.251642836002,7.251642836002,7.091318176362,7.197693289542,7.251642836052,7.251642836042,7.251642835964,7.251642835964,7.2516428356,10.82013797239,10.46563674449
"t86",6.75104661889,3.13493350959,2.5095567094,2.00514650216,2.50955670936,2.5095567093,2.5095567093,0,0.4948106682,1.1110320482,3.25749386671,3.25749386675,3.25749386675,3.25749386669,3.22038985659,3.25749386677,2.83853631011,3.25749386678,3.25749386678,3.21937247127,3.25749386679,2.5409210586,2.963483479,3.36189962029,3.36189962027,3.36189962027,3.36189962023,3.36189962023,2.51755250389,7.25164283619,7.25164283619,6.03839354319,6.25712520529,7.25164283609,7.25164283609,7.25164283609,7.25164283609,7.25164283599,7.25164283599,6.78973008519,7.25164283599,7.251642835935,7.251642835935,7.25164283592,7.25164283592,7.25164283599,7.25164283599,7.25164283614,7.25164283614,7.25164283615,7.25164283615,7.2516428361,7.2516428361,7.25164283612,7.25164283612,7.2516428361,7.2516428361,7.2516428361,7.25164283619,7.25164283609,7.25164283609,7.2516428361,7.25164283606,7.25164283606,7.25164283617,7.25164283617,7.11598115773,7.251642836191,7.251642836191,7.251642836189,7.251642836189,7.25164283619,7.25164283612,6.79463813822,7.19404983812,7.25164283616,7.22005457997,7.25164283612,7.25164283607,7.25164283607,6.8914958474,7.25164283611,6.81908358231,6.46198973007,7.25164283609,7.25164283609,7.25164283609,7.25164283609,5.52101439589,5.1729139361,5.2347685503,6.89543217969,7.2516428361,6.962031209,7.25164283569,7.25164283603,7.25164283603,6.6348692059,7.2297234836,7.2516428361,6.5424230987,7.2516428363,7.2516428363,7.251642836,7.1720202364,7.251642836004,7.251642836004,7.251642836,7.251642836,7.251642836,7.2516428359,7.2516428359,7.2516428359,6.6049337171,7.25164283591,6.90643258847,7.25164283591,7.2516428359,7.251642836037,7.251642836037,7.2516428361,7.25164283605,7.25164283605,7.251642836102,7.251642836102,7.091318176462,7.197693289642,7.251642836152,7.251642836142,7.251642836064,7.251642836064,7.2516428357,10.82013797249,10.46563674459
"t87",6.75104661889,3.13493350959,2.5095567094,2.00514650216,2.50955670936,2.5095567093,2.5095567093,0.4948106682,0,1.1110320482,3.25749386671,3.25749386675,3.25749386675,3.25749386669,3.22038985659,3.25749386677,2.83853631011,3.25749386678,3.25749386678,3.21937247127,3.25749386679,2.5409210586,2.963483479,3.36189962029,3.36189962027,3.36189962027,3.36189962023,3.36189962023,2.51755250389,7.25164283619,7.25164283619,6.03839354319,6.25712520529,7.25164283609,7.25164283609,7.25164283609,7.25164283609,7.25164283599,7.25164283599,6.78973008519,7.25164283599,7.251642835935,7.251642835935,7.25164283592,7.25164283592,7.25164283599,7.25164283599,7.25164283614,7.25164283614,7.25164283615,7.25164283615,7.2516428361,7.2516428361,7.25164283612,7.25164283612,7.2516428361,7.2516428361,7.2516428361,7.25164283619,7.25164283609,7.25164283609,7.2516428361,7.25164283606,7.25164283606,7.25164283617,7.25164283617,7.11598115773,7.251642836191,7.251642836191,7.251642836189,7.251642836189,7.25164283619,7.25164283612,6.79463813822,7.19404983812,7.25164283616,7.22005457997,7.25164283612,7.25164283607,7.25164283607,6.8914958474,7.25164283611,6.81908358231,6.46198973007,7.25164283609,7.25164283609,7.25164283609,7.25164283609,5.52101439589,5.1729139361,5.2347685503,6.89543217969,7.2516428361,6.962031209,7.25164283569,7.25164283603,7.25164283603,6.6348692059,7.2297234836,7.2516428361,6.5424230987,7.2516428363,7.2516428363,7.251642836,7.1720202364,7.251642836004,7.251642836004,7.251642836,7.251642836,7.251642836,7.2516428359,7.2516428359,7.2516428359,6.6049337171,7.25164283591,6.90643258847,7.25164283591,7.2516428359,7.251642836037,7.251642836037,7.2516428361,7.25164283605,7.25164283605,7.251642836102,7.251642836102,7.091318176462,7.197693289642,7.251642836152,7.251642836142,7.251642836064,7.251642836064,7.2516428357,10.82013797249,10.46563674459
"t50",6.75104661889,3.13493350959,2.5095567094,2.00514650216,2.50955670936,2.5095567093,2.5095567093,1.1110320482,1.1110320482,0,3.25749386671,3.25749386675,3.25749386675,3.25749386669,3.22038985659,3.25749386677,2.83853631011,3.25749386678,3.25749386678,3.21937247127,3.25749386679,2.5409210586,2.963483479,3.36189962029,3.36189962027,3.36189962027,3.36189962023,3.36189962023,2.51755250389,7.25164283619,7.25164283619,6.03839354319,6.25712520529,7.25164283609,7.25164283609,7.25164283609,7.25164283609,7.25164283599,7.25164283599,6.78973008519,7.25164283599,7.251642835935,7.251642835935,7.25164283592,7.25164283592,7.25164283599,7.25164283599,7.25164283614,7.25164283614,7.25164283615,7.25164283615,7.2516428361,7.2516428361,7.25164283612,7.25164283612,7.2516428361,7.2516428361,7.2516428361,7.25164283619,7.25164283609,7.25164283609,7.2516428361,7.25164283606,7.25164283606,7.25164283617,7.25164283617,7.11598115773,7.251642836191,7.251642836191,7.251642836189,7.251642836189,7.25164283619,7.25164283612,6.79463813822,7.19404983812,7.25164283616,7.22005457997,7.25164283612,7.25164283607,7.25164283607,6.8914958474,7.25164283611,6.81908358231,6.46198973007,7.25164283609,7.25164283609,7.25164283609,7.25164283609,5.52101439589,5.1729139361,5.2347685503,6.89543217969,7.2516428361,6.962031209,7.25164283569,7.25164283603,7.25164283603,6.6348692059,7.2297234836,7.2516428361,6.5424230987,7.2516428363,7.2516428363,7.251642836,7.1720202364,7.251642836004,7.251642836004,7.251642836,7.251642836,7.251642836,7.2516428359,7.2516428359,7.2516428359,6.6049337171,7.25164283591,6.90643258847,7.25164283591,7.2516428359,7.251642836037,7.251642836037,7.2516428361,7.25164283605,7.25164283605,7.251642836102,7.251642836102,7.091318176462,7.197693289642,7.251642836152,7.251642836142,7.251642836064,7.251642836064,7.2516428357,10.82013797249,10.46563674459
