"","t2","t5","t56","t100","t101","t73","t74","t122","t123","t40","t54","t55","t8","t14","t17","t18","t37","t38","t47","t48","t16","t49","t50","t44","t34","t75","t76","t67","t68","t25","t4","t98","t99","t85","t52","t53","t36","t120","t121","t51","t114","t115","t118","t119","t108","t69","t64","t71","t72","t61","t23","t9","t83","t84","t15","t116","t117","t90","t106","t107","t86","t112","t113","t27","t28","t3","t20","t92","t93","t62","t63","t96","t97","t46","t81","t82","t126","t127","t109","t87","t128","t129","t45","t33","t29","t30","t10","t11","t35","t59","t60","t94","t95","t26","t39","t79","t80","t42","t43","t13","t19","t110","t111","t91","t104","t105","t6","t7","t24","t41","t77","t78","t1","t102","t103","t31","t21","t22","t32","t70","t88","t89","t124","t125","t65","t66","t57","t58","t12"
"t2",0,3.25911816859,3.25911816879,3.25911816879,3.25911816879,3.25911816869,2.93674668334,3.25911816868,3.25911816868,3.25911816874,3.25911816874,2.92067592774,1.19546899619,3.25911816834,3.25911816824,3.25911816824,3.259118168395,3.259118168375,3.259118168375,3.259118168375,1.806833938595,3.259118168405,3.259118168405,3.259118168395,3.259118168395,3.259118168345,3.259118168345,3.259118168345,3.259118168345,2.888546580495,2.25541457874,3.25911816884,3.25911816884,3.25911816884,3.25911816884,3.25911816884,3.69593326332,3.69593326335,3.69593326335,3.69593326332,3.69593326334,3.69593326334,3.69593326335,3.69593326335,3.69593326333,3.69593326333,3.69593326337,3.69593326329,3.69593326329,3.57225367367,3.23111872254,2.13099250754,3.69593326404,3.69593326404,3.50699624794,3.69593326364,3.69593326364,3.69593326364,3.69593326354,3.69593326354,3.6959332636,3.6959332636,3.6959332636,3.92979448874,4.55190369264,1.81249008564,4.55190369308,4.55190369328,4.55190369328,4.55190369328,4.55190369328,4.55190369328,4.55190369328,4.55190369378,4.55190369378,4.55190369378,4.5519036937,4.5519036937,4.55190369371,4.55190369377,4.551903693736,4.551903693736,4.55190369377,4.55190369367,4.04465452334,3.65735736194,2.80415373754,4.55190369344,4.5519036935,4.5519036935,4.2580306033,4.55190369344,4.55190369344,4.55190369324,4.55190369344,4.55190369344,4.55190369344,4.55190369334,4.19657516074,4.25205596937,3.53665474887,4.55190369357,4.55190369357,4.55190369357,4.55190369356,4.55190369356,2.90737278054,3.97107986114,4.21348325004,3.86685835448,4.55190369304,4.55190369304,1.77471346154,5.70172686234,5.70172686234,5.18962371834,4.52585576448,5.70172686205,5.70172686235,5.70172686235,5.70172686235,5.46029927506,5.701726862285,5.701726862285,5.70172686225,5.70172686225,5.7017268623,5.7017268623,3.77542239814
"t5",3.25911816859,0,4.8925736982,4.8925736982,4.8925736982,4.8925736981,4.57020221275,4.89257369809,4.89257369809,4.89257369815,4.89257369815,4.55413145715,2.8289245256,4.96968153185,4.96968153175,4.96968153175,4.969681531905,4.969681531885,4.969681531885,4.969681531885,3.517397302105,4.969681531915,4.969681531915,4.969681531905,4.969681531905,4.969681531855,4.969681531855,4.969681531855,4.969681531855,4.599109944005,4.23418207385,5.84216549895,5.84216549895,5.84216549895,5.84216549895,5.84216549895,6.79310228923,6.79310228926,6.79310228926,6.79310228923,6.79310228925,6.79310228925,6.79310228926,6.79310228926,6.79310228924,6.79310228924,6.79310228928,6.7931022892,6.7931022892,6.66942269958,6.32828774845,5.22816153345,6.79310228995,6.79310228995,6.60416527385,6.79310228955,6.79310228955,6.79310228955,6.79310228945,6.79310228945,6.79310228951,6.79310228951,6.79310228951,7.02696351465,7.64907271855,4.90965911155,7.64907271899,7.64907271919,7.64907271919,7.64907271919,7.64907271919,7.64907271919,7.64907271919,7.64907271969,7.64907271969,7.64907271969,7.64907271961,7.64907271961,7.64907271962,7.64907271968,7.649072719646,7.649072719646,7.64907271968,7.64907271958,7.14182354925,6.75452638785,5.90132276345,7.64907271935,7.64907271941,7.64907271941,7.35519962921,7.64907271935,7.64907271935,7.64907271915,7.64907271935,7.64907271935,7.64907271935,7.64907271925,7.29374418665,7.34922499528,6.63382377478,7.64907271948,7.64907271948,7.64907271948,7.64907271947,7.64907271947,6.00454180645,7.06824888705,7.31065227595,6.96402738039,7.64907271895,7.64907271895,4.87188248745,8.79889588825,8.79889588825,8.28679274425,7.62302479039,8.79889588796,8.79889588826,8.79889588826,8.79889588826,8.55746830097,8.798895888195,8.798895888195,8.79889588816,8.79889588816,8.79889588821,8.79889588821,6.87259142405
"t56",3.25911816879,4.8925736982,0,0.9804413932,0.9804413932,2.1511677507,1.82879626535,2.15116775069,2.15116775069,2.15116775075,2.15116775075,1.81272550975,2.4353037142,4.96968153205,4.96968153195,4.96968153195,4.969681532105,4.969681532085,4.969681532085,4.969681532085,3.517397302305,4.969681532115,4.969681532115,4.969681532105,4.969681532105,4.969681532055,4.969681532055,4.969681532055,4.969681532055,4.599109944205,4.23418207405,5.84216549915,5.84216549915,5.84216549915,5.84216549915,5.84216549915,6.79310228943,6.79310228946,6.79310228946,6.79310228943,6.79310228945,6.79310228945,6.79310228946,6.79310228946,6.79310228944,6.79310228944,6.79310228948,6.7931022894,6.7931022894,6.66942269978,6.32828774865,5.22816153365,6.79310229015,6.79310229015,6.60416527405,6.79310228975,6.79310228975,6.79310228975,6.79310228965,6.79310228965,6.79310228971,6.79310228971,6.79310228971,7.02696351485,7.64907271875,4.90965911175,7.64907271919,7.64907271939,7.64907271939,7.64907271939,7.64907271939,7.64907271939,7.64907271939,7.64907271989,7.64907271989,7.64907271989,7.64907271981,7.64907271981,7.64907271982,7.64907271988,7.649072719846,7.649072719846,7.64907271988,7.64907271978,7.14182354945,6.75452638805,5.90132276365,7.64907271955,7.64907271961,7.64907271961,7.35519962941,7.64907271955,7.64907271955,7.64907271935,7.64907271955,7.64907271955,7.64907271955,7.64907271945,7.29374418685,7.34922499548,6.63382377498,7.64907271968,7.64907271968,7.64907271968,7.64907271967,7.64907271967,6.00454180665,7.06824888725,7.31065227615,6.96402738059,7.64907271915,7.64907271915,4.87188248765,8.79889588845,8.79889588845,8.28679274445,7.62302479059,8.79889588816,8.79889588846,8.79889588846,8.79889588846,8.55746830117,8.798895888395,8.798895888395,8.79889588836,8.79889588836,8.79889588841,8.79889588841,6.87259142425
"t100",3.25911816879,4.8925736982,0.9804413932,0,0.3023851598,2.1511677507,1.82879626535,2.15116775069,2.15116775069,2.15116775075,2.15116775075,1.81272550975,2.4353037142,4.96968153205,4.96968153195,4.96968153195,4.969681532105,4.969681532085,4.969681532085,4.969681532085,3.517397302305,4.969681532115,4.969681532115,4.969681532105,4.969681532105,4.969681532055,4.969681532055,4.969681532055,4.969681532055,4.599109944205,4.23418207405,5.84216549915,5.84216549915,5.84216549915,5.84216549915,5.84216549915,6.79310228943,6.79310228946,6.79310228946,6.79310228943,6.79310228945,6.79310228945,6.79310228946,6.79310228946,6.79310228944,6.79310228944,6.79310228948,6.7931022894,6.7931022894,6.66942269978,6.32828774865,5.22816153365,6.79310229015,6.79310229015,6.60416527405,6.79310228975,6.79310228975,6.79310228975,6.79310228965,6.79310228965,6.79310228971,6.79310228971,6.79310228971,7.02696351485,7.64907271875,4.90965911175,7.64907271919,7.64907271939,7.64907271939,7.64907271939,7.64907271939,7.64907271939,7.64907271939,7.64907271989,7.64907271989,7.64907271989,7.64907271981,7.64907271981,7.64907271982,7.64907271988,7.649072719846,7.649072719846,7.64907271988,7.64907271978,7.14182354945,6.75452638805,5.90132276365,7.64907271955,7.64907271961,7.64907271961,7.35519962941,7.64907271955,7.64907271955,7.64907271935,7.64907271955,7.64907271955,7.64907271955,7.64907271945,7.29374418685,7.34922499548,6.63382377498,7.64907271968,7.64907271968,7.64907271968,7.64907271967,7.64907271967,6.00454180665,7.06824888725,7.31065227615,6.96402738059,7.64907271915,7.64907271915,4.87188248765,8.79889588845,8.79889588845,8.28679274445,7.62302479059,8.79889588816,8.79889588846,8.79889588846,8.79889588846,8.55746830117,8.798895888395,8.798895888395,8.79889588836,8.79889588836,8.79889588841,8.79889588841,6.87259142425
"t101",3.25911816879,4.8925736982,0.9804413932,0.3023851598,0,2.1511677507,1.82879626535,2.15116775069,2.15116775069,2.15116775075,2.15116775075,1.81272550975,2.4353037142,4.96968153205,4.96968153195,4.96968153195,4.969681532105,4.969681532085,4.969681532085,4.969681532085,3.517397302305,4.969681532115,4.969681532115,4.969681532105,4.969681532105,4.969681532055,4.969681532055,4.969681532055,4.969681532055,4.599109944205,4.23418207405,5.84216549915,5.84216549915,5.84216549915,5.84216549915,5.84216549915,6.79310228943,6.79310228946,6.79310228946,6.79310228943,6.79310228945,6.79310228945,6.79310228946,6.79310228946,6.79310228944,6.79310228944,6.79310228948,6.7931022894,6.7931022894,6.66942269978,6.32828774865,5.22816153365,6.79310229015,6.79310229015,6.60416527405,6.79310228975,6.79310228975,6.79310228975,6.79310228965,6.79310228965,6.79310228971,6.79310228971,6.79310228971,7.02696351485,7.64907271875,4.90965911175,7.64907271919,7.64907271939,7.64907271939,7.64907271939,7.64907271939,7.64907271939,7.64907271939,7.64907271989,7.64907271989,7.64907271989,7.64907271981,7.64907271981,7.64907271982,7.64907271988,7.649072719846,7.649072719846,7.64907271988,7.64907271978,7.14182354945,6.75452638805,5.90132276365,7.64907271955,7.64907271961,7.64907271961,7.35519962941,7.64907271955,7.64907271955,7.64907271935,7.64907271955,7.64907271955,7.64907271955,7.64907271945,7.29374418685,7.34922499548,6.63382377498,7.64907271968,7.64907271968,7.64907271968,7.64907271967,7.64907271967,6.00454180665,7.06824888725,7.31065227615,6.96402738059,7.64907271915,7.64907271915,4.87188248765,8.79889588845,8.79889588845,8.28679274445,7.62302479059,8.79889588816,8.79889588846,8.79889588846,8.79889588846,8.55746830117,8.798895888395,8.798895888395,8.79889588836,8.79889588836,8.79889588841,8.79889588841,6.87259142425
"t73",3.25911816869,4.8925736981,2.1511677507,2.1511677507,2.1511677507,0,0.38300561945,1.41185620439,1.41185620439,1.71432857125,1.71432857125,1.37588633025,2.4353037141,4.96968153195,4.96968153185,4.96968153185,4.969681532005,4.969681531985,4.969681531985,4.969681531985,3.517397302205,4.969681532015,4.969681532015,4.969681532005,4.969681532005,4.969681531955,4.969681531955,4.969681531955,4.969681531955,4.599109944105,4.23418207395,5.84216549905,5.84216549905,5.84216549905,5.84216549905,5.84216549905,6.79310228933,6.79310228936,6.79310228936,6.79310228933,6.79310228935,6.79310228935,6.79310228936,6.79310228936,6.79310228934,6.79310228934,6.79310228938,6.7931022893,6.7931022893,6.66942269968,6.32828774855,5.22816153355,6.79310229005,6.79310229005,6.60416527395,6.79310228965,6.79310228965,6.79310228965,6.79310228955,6.79310228955,6.79310228961,6.79310228961,6.79310228961,7.02696351475,7.64907271865,4.90965911165,7.64907271909,7.64907271929,7.64907271929,7.64907271929,7.64907271929,7.64907271929,7.64907271929,7.64907271979,7.64907271979,7.64907271979,7.64907271971,7.64907271971,7.64907271972,7.64907271978,7.649072719746,7.649072719746,7.64907271978,7.64907271968,7.14182354935,6.75452638795,5.90132276355,7.64907271945,7.64907271951,7.64907271951,7.35519962931,7.64907271945,7.64907271945,7.64907271925,7.64907271945,7.64907271945,7.64907271945,7.64907271935,7.29374418675,7.34922499538,6.63382377488,7.64907271958,7.64907271958,7.64907271958,7.64907271957,7.64907271957,6.00454180655,7.06824888715,7.31065227605,6.96402738049,7.64907271905,7.64907271905,4.87188248755,8.79889588835,8.79889588835,8.28679274435,7.62302479049,8.79889588806,8.79889588836,8.79889588836,8.79889588836,8.55746830107,8.798895888295,8.798895888295,8.79889588826,8.79889588826,8.79889588831,8.79889588831,6.87259142415
"t74",2.93674668334,4.57020221275,1.82879626535,1.82879626535,1.82879626535,0.38300561945,0,1.08948471904,1.08948471904,1.3919570859,1.3919570859,1.0535148449,2.11293222875,4.6473100466,4.6473100465,4.6473100465,4.647310046655,4.647310046635,4.647310046635,4.647310046635,3.195025816855,4.647310046665,4.647310046665,4.647310046655,4.647310046655,4.647310046605,4.647310046605,4.647310046605,4.647310046605,4.276738458755,3.9118105886,5.5197940137,5.5197940137,5.5197940137,5.5197940137,5.5197940137,6.47073080398,6.47073080401,6.47073080401,6.47073080398,6.470730804,6.470730804,6.47073080401,6.47073080401,6.47073080399,6.47073080399,6.47073080403,6.47073080395,6.47073080395,6.34705121433,6.0059162632,4.9057900482,6.4707308047,6.4707308047,6.2817937886,6.4707308043,6.4707308043,6.4707308043,6.4707308042,6.4707308042,6.47073080426,6.47073080426,6.47073080426,6.7045920294,7.3267012333,4.5872876263,7.32670123374,7.32670123394,7.32670123394,7.32670123394,7.32670123394,7.32670123394,7.32670123394,7.32670123444,7.32670123444,7.32670123444,7.32670123436,7.32670123436,7.32670123437,7.32670123443,7.326701234396,7.326701234396,7.32670123443,7.32670123433,6.819452064,6.4321549026,5.5789512782,7.3267012341,7.32670123416,7.32670123416,7.03282814396,7.3267012341,7.3267012341,7.3267012339,7.3267012341,7.3267012341,7.3267012341,7.326701234,6.9713727014,7.02685351003,6.31145228953,7.32670123423,7.32670123423,7.32670123423,7.32670123422,7.32670123422,5.6821703212,6.7458774018,6.9882807907,6.64165589514,7.3267012337,7.3267012337,4.5495110022,8.476524403,8.476524403,7.964421259,7.30065330514,8.47652440271,8.47652440301,8.47652440301,8.47652440301,8.23509681572,8.476524402945,8.476524402945,8.47652440291,8.47652440291,8.47652440296,8.47652440296,6.5502199388
"t122",3.25911816868,4.89257369809,2.15116775069,2.15116775069,2.15116775069,1.41185620439,1.08948471904,0,0.02532856238,1.71432857124,1.71432857124,1.37588633024,2.43530371409,4.96968153194,4.96968153184,4.96968153184,4.969681531995,4.969681531975,4.969681531975,4.969681531975,3.517397302195,4.969681532005,4.969681532005,4.969681531995,4.969681531995,4.969681531945,4.969681531945,4.969681531945,4.969681531945,4.599109944095,4.23418207394,5.84216549904,5.84216549904,5.84216549904,5.84216549904,5.84216549904,6.79310228932,6.79310228935,6.79310228935,6.79310228932,6.79310228934,6.79310228934,6.79310228935,6.79310228935,6.79310228933,6.79310228933,6.79310228937,6.79310228929,6.79310228929,6.66942269967,6.32828774854,5.22816153354,6.79310229004,6.79310229004,6.60416527394,6.79310228964,6.79310228964,6.79310228964,6.79310228954,6.79310228954,6.7931022896,6.7931022896,6.7931022896,7.02696351474,7.64907271864,4.90965911164,7.64907271908,7.64907271928,7.64907271928,7.64907271928,7.64907271928,7.64907271928,7.64907271928,7.64907271978,7.64907271978,7.64907271978,7.6490727197,7.6490727197,7.64907271971,7.64907271977,7.649072719736,7.649072719736,7.64907271977,7.64907271967,7.14182354934,6.75452638794,5.90132276354,7.64907271944,7.6490727195,7.6490727195,7.3551996293,7.64907271944,7.64907271944,7.64907271924,7.64907271944,7.64907271944,7.64907271944,7.64907271934,7.29374418674,7.34922499537,6.63382377487,7.64907271957,7.64907271957,7.64907271957,7.64907271956,7.64907271956,6.00454180654,7.06824888714,7.31065227604,6.96402738048,7.64907271904,7.64907271904,4.87188248754,8.79889588834,8.79889588834,8.28679274434,7.62302479048,8.79889588805,8.79889588835,8.79889588835,8.79889588835,8.55746830106,8.798895888285,8.798895888285,8.79889588825,8.79889588825,8.7988958883,8.7988958883,6.87259142414
"t123",3.25911816868,4.89257369809,2.15116775069,2.15116775069,2.15116775069,1.41185620439,1.08948471904,0.02532856238,0,1.71432857124,1.71432857124,1.37588633024,2.43530371409,4.96968153194,4.96968153184,4.96968153184,4.969681531995,4.969681531975,4.969681531975,4.969681531975,3.517397302195,4.969681532005,4.969681532005,4.969681531995,4.969681531995,4.969681531945,4.969681531945,4.969681531945,4.969681531945,4.599109944095,4.23418207394,5.84216549904,5.84216549904,5.84216549904,5.84216549904,5.84216549904,6.79310228932,6.79310228935,6.79310228935,6.79310228932,6.79310228934,6.79310228934,6.79310228935,6.79310228935,6.79310228933,6.79310228933,6.79310228937,6.79310228929,6.79310228929,6.66942269967,6.32828774854,5.22816153354,6.79310229004,6.79310229004,6.60416527394,6.79310228964,6.79310228964,6.79310228964,6.79310228954,6.79310228954,6.7931022896,6.7931022896,6.7931022896,7.02696351474,7.64907271864,4.90965911164,7.64907271908,7.64907271928,7.64907271928,7.64907271928,7.64907271928,7.64907271928,7.64907271928,7.64907271978,7.64907271978,7.64907271978,7.6490727197,7.6490727197,7.64907271971,7.64907271977,7.649072719736,7.649072719736,7.64907271977,7.64907271967,7.14182354934,6.75452638794,5.90132276354,7.64907271944,7.6490727195,7.6490727195,7.3551996293,7.64907271944,7.64907271944,7.64907271924,7.64907271944,7.64907271944,7.64907271944,7.64907271934,7.29374418674,7.34922499537,6.63382377487,7.64907271957,7.64907271957,7.64907271957,7.64907271956,7.64907271956,6.00454180654,7.06824888714,7.31065227604,6.96402738048,7.64907271904,7.64907271904,4.87188248754,8.79889588834,8.79889588834,8.28679274434,7.62302479048,8.79889588805,8.79889588835,8.79889588835,8.79889588835,8.55746830106,8.798895888285,8.798895888285,8.79889588825,8.79889588825,8.7988958883,8.7988958883,6.87259142414
"t40",3.25911816874,4.89257369815,2.15116775075,2.15116775075,2.15116775075,1.71432857125,1.3919570859,1.71432857124,1.71432857124,0,1.5267860398,1.1883437988,2.43530371415,4.969681532,4.9696815319,4.9696815319,4.969681532055,4.969681532035,4.969681532035,4.969681532035,3.517397302255,4.969681532065,4.969681532065,4.969681532055,4.969681532055,4.969681532005,4.969681532005,4.969681532005,4.969681532005,4.599109944155,4.234182074,5.8421654991,5.8421654991,5.8421654991,5.8421654991,5.8421654991,6.79310228938,6.79310228941,6.79310228941,6.79310228938,6.7931022894,6.7931022894,6.79310228941,6.79310228941,6.79310228939,6.79310228939,6.79310228943,6.79310228935,6.79310228935,6.66942269973,6.3282877486,5.2281615336,6.7931022901,6.7931022901,6.604165274,6.7931022897,6.7931022897,6.7931022897,6.7931022896,6.7931022896,6.79310228966,6.79310228966,6.79310228966,7.0269635148,7.6490727187,4.9096591117,7.64907271914,7.64907271934,7.64907271934,7.64907271934,7.64907271934,7.64907271934,7.64907271934,7.64907271984,7.64907271984,7.64907271984,7.64907271976,7.64907271976,7.64907271977,7.64907271983,7.649072719796,7.649072719796,7.64907271983,7.64907271973,7.1418235494,6.754526388,5.9013227636,7.6490727195,7.64907271956,7.64907271956,7.35519962936,7.6490727195,7.6490727195,7.6490727193,7.6490727195,7.6490727195,7.6490727195,7.6490727194,7.2937441868,7.34922499543,6.63382377493,7.64907271963,7.64907271963,7.64907271963,7.64907271962,7.64907271962,6.0045418066,7.0682488872,7.3106522761,6.96402738054,7.6490727191,7.6490727191,4.8718824876,8.7988958884,8.7988958884,8.2867927444,7.62302479054,8.79889588811,8.79889588841,8.79889588841,8.79889588841,8.55746830112,8.798895888345,8.798895888345,8.79889588831,8.79889588831,8.79889588836,8.79889588836,6.8725914242
