,0,1,2,3,4,5,6,7,8,9,10,11
t2,-2.0929677,16.345285,1.1680475,10.253019,-1.1666063,2.1796331,-2.1737444,-2.3196013,-3.2098203,-4.736196,-3.379339,37.782364
t5,-3.8978202,29.064844,2.5319726,16.39476,-1.3120961,1.813272,-3.6740932,-3.7259908,-5.1510806,-7.9470935,-5.847584,63.825317
t56,-4.0195026,29.124502,3.9837377,19.688564,-1.0052469,-0.6627006,-3.2956243,-3.8839982,-5.51611,-8.252225,-5.6451197,61.161995
t100,-3.9955328,29.246197,3.7447565,19.422615,-0.99608755,-0.616624,-3.3010662,-3.8662298,-5.5086527,-8.190084,-5.6099105,61.12336
t101,-4.0094504,29.282448,3.7936504,19.459538,-0.9896006,-0.63573503,-3.288648,-3.8644981,-5.512119,-8.20356,-5.610086,61.1175
t73,-4.1211257,29.478924,5.0392013,19.137829,-0.9866237,-0.6730446,-3.3438725,-3.7757356,-5.637572,-8.243973,-5.864221,61.260155
t74,-3.9489903,27.999128,5.305265,18.61752,-0.979978,-0.70675564,-3.1589038,-3.6310868,-5.387631,-7.9740252,-5.608102,58.30724
t122,-4.04308,29.37621,4.9626803,19.101149,-1.0246972,-0.566477,-3.4003522,-3.8288007,-5.5773244,-8.276956,-5.8241806,61.607567
t123,-4.0424953,29.37421,4.9678903,19.099674,-1.02611,-0.5652663,-3.399759,-3.828904,-5.5755982,-8.276303,-5.824878,61.60206
t40,-4.1581235,29.42944,4.8287387,19.089598,-1.0502523,-0.5733167,-3.3522801,-3.7382762,-5.5845156,-8.248333,-5.7895446,61.563187
t54,-4.109448,29.227287,4.6922364,19.487648,-1.0217484,-0.6181919,-3.3539753,-3.7637098,-5.6254926,-8.2626705,-5.835173,61.374054
t55,-3.9049795,27.751087,4.9772696,18.801756,-1.0346467,-0.62263596,-3.147388,-3.63219,-5.357257,-7.9514136,-5.562172,58.25161
t8,-2.9121213,20.04751,3.985195,14.298514,-1.0195655,-0.34403393,-2.2320013,-2.7602038,-3.9413106,-6.1720357,-4.1215305,43.764122
t14,-3.9330633,28.595448,2.3313386,17.811926,-1.2828616,-0.038057048,-3.36303,-3.7338676,-5.335426,-7.867054,-5.536724,62.066624
t17,-3.8429265,28.468287,2.3987892,17.528013,-1.305173,0.90944624,-3.2954557,-3.7257519,-5.1691318,-7.809608,-5.598949,61.64306
t18,-3.9803872,28.487118,2.3084161,16.96497,-1.0697944,0.062443227,-3.28056,-3.540701,-5.197599,-7.7820525,-5.44552,61.611954
t37,-3.9720166,29.393682,2.4760587,18.185024,-1.3700525,-0.06041766,-2.9043963,-3.749991,-5.3306956,-8.311637,-5.4966636,62.234314
t38,-3.9938264,29.158146,2.72313,18.498653,-1.400641,-0.07075339,-2.996836,-3.8278267,-5.3478136,-8.342235,-5.4443026,62.76761
t47,-3.9689996,28.818514,2.2199838,18.362389,-1.3572533,-0.1370679,-2.9608047,-3.7870338,-5.367993,-8.289879,-5.3815546,62.302803
t48,-4.0041394,29.176737,2.5618446,18.53027,-1.413195,-0.1438943,-2.9178305,-3.8235333,-5.3604593,-8.314865,-5.424474,62.459866
