,0,1,2,3,4,5,6,7,8,9,10,11
t2,8.258727,3.962486,4.390206,2.2475204,4.6922274,7.7642016,7.5171614,7.2335525,1.4658747,3.366518,4.796603,4.6454034
t5,7.6546006,2.2122545,4.268052,1.3422986,3.7249238,7.6790357,7.1471343,7.557057,0.5884321,3.1752677,5.4682546,4.6266623
t56,5.658663,0.77983755,3.5676086,0.20018585,2.8310294,6.0341372,6.505341,9.530959,-0.614184,4.4495187,4.771093,5.5702786
t100,5.6805425,0.79118913,3.5041764,0.18357013,2.7177577,5.9695272,6.5394697,9.463224,-0.55433226,4.4128704,4.7148795,5.5352745
t101,5.7450724,0.8920564,3.5127575,0.29189798,2.7020326,5.9967785,6.6403956,9.549327,-0.53546023,4.497081,4.7328353,5.627231
t73,5.522231,0.70586383,3.5464687,0.21120372,2.9369802,5.975643,6.5220613,9.524956,-0.6489921,4.4239607,4.842692,5.4902124
t74,5.736512,0.672631,3.4786015,0.088816576,2.7288458,5.90152,6.454192,9.363751,-0.51367915,4.3123074,4.7006135,5.4201727
t122,5.522698,0.710499,3.5030615,0.14904116,2.799688,5.920447,6.478821,9.557588,-0.6269407,4.4085093,4.738283,5.467416
t123,5.5849643,0.79275507,3.5079973,0.2528143,2.8651679,5.8909783,6.641846,9.486792,-0.50651884,4.4519434,4.8494143,5.4514723
t40,5.490796,0.7381194,3.5026097,0.1710951,2.8977866,6.0051622,6.4709096,9.667257,-0.71227646,4.353897,4.7238817,5.5251827
t54,5.583891,0.8190938,3.4274771,0.2342925,2.7410948,5.939466,6.573844,9.603223,-0.5975714,4.367616,4.6869683,5.5231466
t55,5.7380095,0.6475303,3.4272983,0.10712328,2.7534935,5.870786,6.448252,9.345114,-0.5206672,4.2460785,4.6609483,5.372642
t8,8.108851,3.6692889,4.370902,2.135476,4.556448,7.744089,7.4841013,7.3070097,1.3080599,3.408822,4.8934007,4.669708
t14,7.574154,2.159588,4.328456,1.3266122,3.6966543,7.7076845,7.1597476,7.5507274,0.548864,3.2370353,5.4971724,4.6252394
t17,7.5236177,2.0778728,4.343585,1.2602644,3.7957275,7.568936,7.1532993,7.681822,0.46566594,3.2659104,5.3842473,4.7199554
t18,7.612829,2.0930407,4.332242,1.2445766,3.6201737,7.64659,7.186034,7.622758,0.48415956,3.1460938,5.5586495,4.5674167
t37,7.3018484,2.2132986,4.37968,1.6510844,3.8457813,7.548429,7.3414373,7.7205954,0.61491203,3.4678457,5.495774,4.474231
t38,7.2610607,2.131748,4.4194427,1.5501598,3.7700808,7.6118116,7.274607,7.6704907,0.5649535,3.471265,5.5899973,4.5086265
t47,7.369209,2.1438324,4.4596972,1.6059287,3.9622748,7.6350055,7.3232236,7.587385,0.5370272,3.477886,5.4360156,4.609803
t48,7.19045,2.2568998,4.464398,1.6837956,3.9399555,7.6499257,7.388404,7.639785,0.5985577,3.601539,5.5111847,4.490801
t16,7.7785716,2.9845588,4.3504972,1.8872128,4.251196,7.6871147,7.3991485,7.4360065,0.93519145,3.4314144,5.1338797,4.6700106
t49,7.3256454,2.1126928,4.623301,1.5178734,3.823693,7.737722,7.3003325,7.537358,0.4745758,3.460457,5.5611057,4.6067667
t50,7.3949895,2.211336,4.6232843,1.5736523,3.7587888,7.698358,7.402483,7.5926523,0.49445933,3.4009454,5.614509,4.491545
t44,7.391527,2.2796164,4.7400427,1.6783642,3.8023078,7.6354175,7.473366,7.626779,0.53248024,3.4598167,5.602078,4.414822
t34,7.3674603,2.1747732,4.6765256,1.5645354,3.7978425,7.682211,7.3568554,7.5844946,0.5178862,3.445978,5.573261,4.5328684
t75,7.6650486,2.1791923,4.1150274,1.4459884,3.878921,7.576377,7.1562905,7.614666,0.6017183,3.2198143,5.3633957,4.669069
t76,7.6126614,2.18578,4.1624,1.4793609,3.9517298,7.561019,7.2241526,7.604384,0.5859938,3.2726338,5.290387,4.7194715
t67,7.653288,2.2520156,4.117387,1.5156198,4.0165086,7.5417876,7.18709,7.597978,0.63725245,3.2907698,5.222817,4.774063
t68,7.5852613,2.134574,4.1177545,1.5285188,3.9406374,7.590421,7.2424893,7.5588565,0.5779984,3.2815042,5.3255415,4.690178
t25,7.6624703,2.308487,4.0909033,1.5876527,4.0472608,7.5742655,7.243793,7.548882,0.6555017,3.3005323,5.2127304,4.7530236
t4,7.6967387,2.7086852,4.2416835,1.7513684,4.1408806,7.66021,7.3300858,7.4706645,0.79996496,3.402632,5.175273,4.71823
t98,8.402777,2.4808128,4.7923074,0.8914925,2.5926566,6.9281597,6.526726,8.462991,1.0889487,2.422438,5.9971304,3.7154624
t99,8.363719,2.4265854,4.6693516,0.78727525,2.648716,6.9917655,6.5847726,8.431241,1.0335386,2.4607348,5.9437146,3.7328622
t85,8.429758,2.5264218,4.734979,0.83145225,2.5609407,6.91177,6.504778,8.504516,1.1353664,2.41952,6.0447755,3.6713054
t52,8.432465,2.602328,4.6960735,0.7749275,2.53356,6.9116845,6.501847,8.530562,1.2122813,2.4406557,6.121032,3.6475725
t53,8.390139,2.4026656,4.790205,0.9015084,2.6423016,6.9620523,6.558779,8.4291115,1.0129342,2.427584,5.922574,3.7404246
t36,-0.5492488,6.1131535,5.04329,1.4498017,-2.0448966,10.735072,6.6705165,6.339851,3.6578434,5.89514,6.123625,5.848818
t120,-0.5708899,6.006016,4.9163156,1.4926566,-2.2343044,10.685482,6.55553,6.3573895,3.48185,5.9230256,6.2563877,5.9525084
t121,-0.46893772,6.1334066,5.0482197,1.5364373,-2.1786165,10.788478,6.617061,6.2675705,3.539069,5.890617,6.176639,5.96411
t51,-0.50631917,6.0985723,5.000283,1.5074729,-2.1661716,10.7390995,6.639699,6.309729,3.5172203,5.868187,6.2133417,5.962353
t114,-0.46483722,6.135032,5.089267,1.5880386,-2.2412045,10.880278,6.599519,6.1481767,3.6313634,5.9989963,6.1087418,5.951854
t115,-0.4518082,6.074902,5.0406137,1.5589942,-2.236677,10.870638,6.6496854,6.1263328,3.5732906,6.0745173,6.176029,5.9560075
t118,-0.5088799,5.9561357,4.998674,1.3880814,-2.186954,10.924629,6.585742,6.2249527,3.4338737,6.241271,6.3000736,5.817043
t119,-0.6787774,5.8715563,4.9113345,1.3652169,-2.2975857,10.961386,6.575576,6.1460133,3.635282,6.1590385,6.2608833,5.8400006
t108,-0.66362745,6.0183845,5.050978,1.2859833,-2.1967382,10.987085,6.593256,6.2469254,3.4907632,6.2903214,6.2903214,5.754137
t69,-0.6496948,5.9771514,5.0210547,1.3544745,-2.2520645,10.969084,6.6142144,6.1679683,3.5747252,6.252676,6.292583,5.807794
t64,-0.6976095,5.917533,4.9394565,1.3645132,-2.3688781,10.937341,6.6173005,6.1139245,3.5060828,6.336288,6.3888464,5.852775
t71,-0.43306842,6.0824804,5.132489,1.5270334,-2.1487243,10.847935,6.803066,6.1190267,3.5239286,6.0764627,6.368872,5.916022
t72,-0.46399447,6.0760584,5.1233587,1.4998862,-2.141602,10.847168,6.7719946,6.1527195,3.530984,6.069321,6.351814,5.899661
t61,-0.46862367,6.060589,5.2163825,1.5080959,-1.9963192,10.737957,6.8772984,6.1881566,3.6083422,6.0207367,6.391198,5.883455
t23,-0.33450228,6.1248097,5.221906,1.5345391,-1.8875628,10.77133,6.8566318,6.1894445,3.600731,5.8817945,6.2364807,5.912025
t9,-0.21462837,6.1728344,5.2496557,1.5711733,-1.7924427,10.807569,6.8259335,6.1654716,3.616167,5.8752165,6.0870633,5.8973594
t83,-0.4713822,4.332638,1.4085753,3.528721,0.11634183,7.7089324,2.56711,8.225377,3.7214074,10.057234,1.3056841,3.8733072
t84,-0.46042722,4.3192334,1.417918,3.5201635,0.11390967,7.710727,2.550358,8.22205,3.726372,10.054699,1.3088492,3.8677368
t15,-0.3334083,4.1620545,1.5439177,3.4117506,0.2779788,7.5407863,2.3467283,8.374724,3.6815026,9.955247,1.3208175,3.838573
t116,-0.2865403,4.1588426,1.5795546,3.4159229,0.2729328,7.551557,2.3801951,8.3682165,3.6482763,9.955254,1.2981222,3.8636365
t117,-0.28365013,4.1472,1.6148058,3.3093653,0.26584613,7.567475,2.4451592,8.359697,3.592822,9.857654,1.3294301,3.913528
t90,-0.23262952,4.0846763,1.5880142,3.4569821,0.34810802,7.477631,2.3560472,8.44362,3.6067257,9.99179,1.2454301,3.8472552
t106,-0.38111225,4.1008143,1.4501321,3.534072,0.27879563,7.5265703,2.275171,8.388386,3.7357767,10.083802,1.2539163,3.750991
t107,-0.30710384,4.1381493,1.5510234,3.473982,0.14173304,7.675163,2.3518581,8.246539,3.70699,10.05148,1.2689033,3.8279254
t86,-0.4556911,4.1535997,1.3901446,3.4720287,0.17693545,7.6196876,2.2318306,8.281499,3.8387034,10.097417,1.3512505,3.6959062
t112,-0.39593413,4.101132,1.4372344,3.435298,0.17523652,7.6308293,2.2228012,8.274982,3.8476527,10.092369,1.3856555,3.6917822
t113,-0.46685824,4.1968045,1.4125189,3.4741328,0.2492469,7.5574574,2.3319738,8.353892,3.7253306,10.019522,1.305989,3.807652
t27,9.911181,6.154567,4.4574475,3.3745072,6.0056305,7.850097,7.452861,6.7752905,2.7480707,2.850365,3.9874032,4.3978395
t28,9.966574,6.1934066,4.4531975,3.4030328,6.0524583,7.8357444,7.462127,6.7586994,2.793958,2.7881005,3.952634,4.427784
t3,8.406451,4.1680946,4.4053116,2.3491504,4.8342996,7.7874656,7.54263,7.1867695,1.605091,3.349572,4.7139935,4.6179934
t20,10.0362425,6.5593247,4.452149,3.709476,5.9245777,8.192353,7.142231,6.791976,2.7289112,3.006236,4.059484,3.7088368
t92,10.1239,6.689307,4.540879,3.6680088,5.997402,8.235823,7.1603208,6.851016,2.8097992,3.0953686,3.9556668,3.419205
t93,10.115141,6.6963296,4.5048404,3.7031102,5.9714785,8.245524,7.132598,6.8214173,2.786362,3.0715606,3.9904714,3.4641883
t62,10.132644,6.826806,4.43228,3.8094614,5.9445586,8.299207,7.050063,6.7436895,2.7718623,3.023819,4.0419474,3.3691287
t63,10.143619,6.7823725,4.481783,3.7438638,5.9907093,8.283672,7.10401,6.803078,2.79814,3.0785213,3.980511,3.3725064
t96,10.093837,6.9021564,4.520233,3.860741,5.919189,8.239655,7.1124535,6.7276464,2.8070083,3.009213,4.004136,3.3810463
t97,10.209637,6.7454686,4.4450526,3.6946883,5.958511,8.338677,7.0435452,6.8110256,2.7223935,3.1392748,4.061235,3.3446488
t46,10.744676,6.7029505,4.876645,3.6751356,5.915351,8.523476,6.9151216,7.2908683,2.2681756,4.0175433,4.4768105,2.076791
t81,10.661196,6.7132983,4.821665,3.7236395,5.8867464,8.584084,6.9489617,7.2364836,2.26164,3.9718592,4.534353,1.9525552
t82,10.661405,6.6977944,4.732987,3.8237696,5.800406,8.592055,7.0037255,7.211214,2.3378239,3.9543357,4.4711037,1.9468732
t126,10.815349,6.7719226,4.9394584,3.6428218,5.791203,8.399218,7.001454,7.1817636,2.3368177,4.10254,4.5304694,1.6704404
t127,10.702572,6.773143,4.794842,3.7798944,5.834433,8.549296,6.9526954,7.1867576,2.2966483,4.000885,4.4716296,1.8224818
t109,10.821004,6.799744,4.926422,3.6549191,5.8159695,8.4247875,6.981482,7.1984563,2.311889,4.0976586,4.543632,1.7070341
t87,10.803822,6.8864484,4.9609084,3.6276743,5.904723,8.389475,6.8454638,7.1636443,2.2166202,4.1249113,4.4156604,1.6220597
t128,10.70503,6.897956,4.8597026,3.7184582,5.872192,8.481136,6.9130363,7.0910993,2.2607923,4.01471,4.476941,1.7189775
t129,10.73376,6.9799314,4.900678,3.6920886,5.9400554,8.450825,6.8350368,7.056225,2.2126734,4.0648184,4.4419174,1.6869296
t45,10.734655,6.9543858,4.773304,3.8145366,5.8789215,8.475979,6.89491,6.972691,2.3549263,4.008397,4.352056,1.7973362
t33,10.7153635,6.8425436,4.7354784,3.8420203,5.910185,8.48333,6.8801966,7.029465,2.344301,4.013478,4.306989,1.944064
t29,9.811533,6.2329936,4.505036,3.3720934,5.926673,7.984587,7.3696785,6.818477,2.6823983,3.05906,4.03679,3.9630957
t30,9.649896,6.034755,4.49671,3.206663,5.887969,7.894083,7.4615893,6.847021,2.6175516,3.075148,4.0540776,4.0702434
t10,9.387982,5.6043816,4.4542427,2.970679,5.720507,7.7996745,7.542549,6.922237,2.4315727,3.0862696,4.1594787,4.2798467
t11,10.024028,6.534258,4.548509,3.6033413,5.9860477,8.115213,7.2555943,6.811387,2.7855926,3.058051,3.9896424,3.7126236
t35,9.791578,5.7318034,4.331593,3.0739832,6.141087,7.4868097,7.753106,6.7970457,2.7672634,2.2909203,3.9189699,4.9369617
t59,9.81715,5.5650663,4.2478333,3.155604,6.0205836,7.586329,7.7689962,6.8418927,2.6914,2.1926787,3.9086077,5.0084605
t60,9.751477,5.566246,4.2366734,3.0849972,5.924239,7.5893793,7.750853,6.910774,2.5987933,2.3514683,3.9712496,4.9365587
t94,9.745458,5.611546,4.316758,3.2508228,6.066259,7.675549,7.715299,6.769922,2.7168705,2.1451478,3.9209907,5.0783916
t95,9.817307,5.6205134,4.2963014,3.241056,6.085318,7.6595907,7.750165,6.777256,2.749095,2.1431394,3.867968,5.0973725
t26,9.937288,5.7965536,4.351312,3.2156763,6.1909947,7.5673833,7.8145065,6.722772,2.8784962,2.2906215,3.7774026,5.0575247
t39,10.030611,5.638969,4.268675,3.1089098,6.0747046,7.4701624,7.7399096,6.9066577,2.733081,2.290192,3.8894832,5.0446987
t79,10.038596,5.6933613,4.3277063,3.032894,6.1572742,7.381152,7.8106623,6.8446937,2.811143,2.2657535,3.8196697,5.0082817
t80,9.993127,5.606744,4.2414618,3.1849744,6.0695124,7.5321302,7.8033066,6.904855,2.7493095,2.2972054,3.827853,5.1600475
t42,9.922364,5.87911,4.3762307,3.2724729,6.095857,7.679275,7.6563272,6.7584105,2.7968547,2.4866736,3.8964822,4.9248543
t43,9.839657,5.8453784,4.4050503,3.158085,6.0479546,7.654971,7.648364,6.7990212,2.7327256,2.6486075,3.9343982,4.765496
t13,9.697601,5.935308,4.4877033,3.1459677,6.127192,7.64337,7.728231,6.690916,2.8180606,2.7641954,3.871183,4.7861505
t19,9.393762,5.7619457,4.5084696,2.9252882,5.936116,7.6687207,7.7069745,6.7883773,2.621845,3.0381835,4.0018935,4.488772
t110,9.530555,6.2638636,4.7301426,3.2433896,6.443607,7.564079,8.074529,6.356416,3.1086726,2.8617706,3.5055773,5.109834
t111,9.595472,6.2005963,4.661085,3.1945767,6.4515204,7.5478473,8.02013,6.3731318,3.123016,2.7910845,3.5755804,5.1210127
t91,9.494632,6.315009,4.7726984,3.2009025,6.533141,7.543195,8.115147,6.2802186,3.2006502,2.8876412,3.4674473,5.131741
t104,9.528751,6.2959533,4.753894,3.1873775,6.534029,7.514654,8.092373,6.267436,3.199565,2.838532,3.4881458,5.193013
t105,9.588582,6.235135,4.6998286,3.1414173,6.546772,7.4752626,8.020558,6.30811,3.2188966,2.7999783,3.548965,5.2071953
t6,9.3658285,5.588342,4.4419575,2.930515,5.7902646,7.7274885,7.617462,6.8821273,2.4857926,3.003652,4.1001153,4.4026203
t7,9.592845,5.8054423,4.4521966,3.052054,5.9889936,7.675054,7.674301,6.797332,2.675052,2.847006,3.973255,4.598155
t24,9.997902,6.1114573,4.430092,3.7697127,5.789037,8.192231,7.128764,6.4883957,2.6111038,2.9333596,4.251555,4.6732984
t41,10.004837,6.154724,4.4740453,3.6894674,5.86328,8.114262,7.2073402,6.568063,2.6811614,2.9282956,4.1752295,4.640132
t77,10.018034,6.1650224,4.4771943,3.7152548,5.8606186,8.129011,7.19187,6.5611916,2.683043,2.9366634,4.1800294,4.6468816
t78,9.998603,6.090862,4.4152417,3.7270532,5.818083,8.164488,7.160264,6.5245194,2.6356454,2.8907743,4.221057,4.6056814
