"accepted_species","I1.1/1"
"t1","1"
"t35","0"
"t36","0"
"t39","0"
"t93","0"
"t94","0"
"t34","1"
"t30","1"
"t31","0"
"t66","0"
"t64","1"
"t65","0"
"t91","1"
"t92","1"
"t21","0"
"t22","1"
"t9","0"
"t40","0"
"t41","0"
"t27","0"
"t28","0"
"t7","0"
"t48",NA
"t81",NA
"t82",NA
"t42",NA
"t43",NA
"t97","1"
"t98",NA
"t10",NA
"t16",NA
"t77",NA
"t78",NA
"t5","1"
"t62","0"
"t63","1"
"t11","0"
"t12","0"
"t60","0"
"t61","0"
"t29","0"
"t99","0"
"t100","1"
"t87","0"
"t88","1"
"t51","0"
"t52","1"
"t67","1"
"t68","0"
"t70","1"
"t71","0"
"t95","1"
"t96","1"
"t74","0"
"t89","1"
"t90","0"
"t53","1"
"t49","0"
"t50","1"
"t19","0"
"t20","0"
"t8","1"
"t6","1"
"t33","1"
"t85","1"
"t86","0"
"t56","0"
"t57","0"
"t2","0"
"t58","0"
"t59","0"
"t17","0"
"t32","0"
"t37","0"
"t38","1"
"t13","1"
"t72","0"
"t73","0"
"t54","1"
"t55","1"
"t24","0"
"t25","0"
"t26","0"
"t46","0"
"t47","1"
"t83","0"
"t84","0"
"t18","1"
"t23","0"
"t79","0"
"t80","1"
"t4","0"
"t44","1"
"t45","1"
"t75","1"
"t76","0"
"t69","1"
"t3","1"
"t14","1"
"t15","1"
