"accepted_species","trait_BM_trend_scaled"
"t6",1
"t12",0
"t143",0
"t144",0
"t88",0
"t87",0
"t47",0
"t147",0
"t148",0
"t105",0
"t84",1
"t97",0
"t98",0
"t57",0
"t58",0
"t95",0
"t96",0
"t48",1
"t10",1
"t20",1
"t137",NA
"t138",NA
"t55",NA
"t56",NA
"t37",NA
"t145",NA
"t146",0
"t42",NA
"t28",NA
"t106",0
"t107",0
"t59",NA
"t103",NA
"t104",NA
"t73",NA
"t74",NA
"t43",NA
"t45",NA
"t46",0
"t8",1
"t40",0
"t89",0
"t133",0
"t134",0
"t91",0
"t92",0
"t115",0
"t129",0
"t130",0
"t127",0
"t72",0
"t32",0
"t111",0
"t112",0
"t62",0
"t80",0
"t81",0
"t2",1
"t3",1
"t13",1
"t29",1
"t50",0
"t51",0
"t27",1
"t21",1
"t7",1
"t4",1
"t18",0
"t19",0
"t11",0
"t41",0
"t99",0
"t100",0
"t22",0
"t49",0
"t94",0
"t119",0
"t120",0
"t78",0
"t79",0
"t113",0
"t114",0
"t152",0
"t153",0
"t149",0
"t61",0
"t116",1
"t121",0
"t122",0
"t125",0
"t126",0
"t44",0
"t90",0
"t109",0
"t110",0
"t82",0
"t83",0
"t68",0
"t69",0
"t60",0
"t54",1
"t52",0
"t66",0
"t67",0
"t34",0
"t36",0
"t123",0
"t124",0
"t70",0
"t71",0
"t38",0
"t63",0
"t64",0
"t76",0
"t77",0
"t141",0
"t142",0
"t131",0
"t132",0
"t93",0
"t53",0
"t75",0
"t150",0
"t151",0
"t30",0
"t31",0
"t39",0
"t65",0
"t101",0
"t102",0
"t128",0
"t139",0
"t140",0
"t135",0
"t136",0
"t17",0
"t9",1
"t5",1
"t25",0
"t26",0
"t33",0
"t117",0
"t118",0
"t108",0
"t85",0
"t86",0
"t35",0
"t14",0
"t15",0
"t23",0
"t24",0
"t16",0
"t1",1
