"accepted_species","Medicinal"
"Oreopolus_glacialis",NA
"Sherbournia_millenii",0
"Nauclea_gilletii",0
"Spermacoce_thymoidea",0
"Gentianella_filipes",NA
"Carpacoce_spermacocea",0
"Palicourea_grandifolia",0
"Aidia_pycnantha",NA
"Hemidesmus_indicus",1
"Palicourea_hoffmannseggiana",1
"Chassalia_pteropetala",0
"Matelea_variifolia",0
"Gentianella_roseolilacina",NA
"Psychotria_pulgarensis",0
"Pentatropis_capensis",NA
"Ceropegia_gracilior",0
"Jobinia_latipes",0
"Mycetia_nutans",1
"Pectinaria_longipes",0
"Psychotria_manongarivensis",0
"Discospermum_whitfordii",0
"Dyera_polyphylla",1
"Metastelma_spruceanum",0
"Ceropegia_kolarensis",1
"Ruehssia_tolimensis",0
"Coryphothamnus_auyantepuiensis",0
"Tarenna_rhypalostigma",0
"Aulacocalyx_talbotii",0
"Acranthera_tomentosa",0
"Lisianthius_adamsii",0
"Laxoplumeria_verticillata",0
"Plumeria_alba",1
"Rytigynia_griseovelutina",0
"Neobertiera_montedouradensis",0
"Mycetia_cauliflora",0
"Tarenna_chevalieri",0
"Breonia_lowryi",0
"Oxypetalum_costae",0
"Strychnos_andamanensis",1
"Strychnos_malacoclados",0
"Metastelma_liesnerianum",0
"Strychnos_dale",0
"Urophyllum_neriifolium",0
"Condylocarpon_guyanense",1
"Melodinus_honbaensis",0
"Hippotis_mollis",0
"Mitrasacme_bogoriensis",0
"Gardenia_siphonocalyx",0
"Cynanchum_tsaratananense",0
"Rondeletia_microphylla",0
"Cynanchum_mariquitense",0
"Swertia_davidii",1
"Ceropegia_intermedia",0
"Ceropegia_stentiae",0
"Galium_cuspidulatum",0
"Galium_aretioides",0
"Psychotria_brevicalyx",NA
"Psychotria_lutescens",NA
"Psychotria_patentivenia",0
"Psychotria_katikii",0
"Psychotria_perbrevis",0
"Psychotria_tsiandrensis",0
"Psychotria_shaferi",0
"Exochaenium_exiguum",0
"Manettia_dubia",NA
"Asperula_trifida",0
"Coprosma_elegans",0
"Nertera_sinensis",1
"Toxocarpus_batanensis",0
"Hoya_fusca",0
"Tabernaemontana_pachysiphon",NA
"Tabernaemontana_elegans",1
"Mussaenda_palawanensis",0
"Coffea_vatovavyensis",0
"Mitracarpus_breviflorus",0
"Hydnophytum_moseleyanum",0
"Coussarea_spiciformis",0
"Macrocarpaea_pajonalis",0
"Palicourea_galerasana",0
"Palicourea_obtusata",0
"Coussarea_bahiensis",0
"Fagraea_imperialis",1
"Petalostelma_cearense",0
"Schizoglossum_hilliardiae",0
"Tripterospermum_brevidentatum",0
"Spermacoce_breviflora",0
"Gonolobus_fuscoviolaceus",0
"Pavetta_batesiana",0
"Prestonia_surinamensis",0
"Gymnema_rotundatum",0
"Gentianella_tarahumarae",0
"Pitardella_poilanei",0
"Glossostelma_nyikense",0
"Ophiorrhiza_pileoides",0
"Sabicea_uniflora",NA
"Paracephaelis_comorensis",0
"Sabicea_globifera",0
"Oldenlandia_saxifragoides",0
"Tachia_lancisepala",0
"Argostemma_oblongum",0
