"","t2","t3","t1","t5","t17","t26","t31","t32","t81","t82","t90","t91","t6","t4","t15","t16","t45","t133","t134","t85","t87","t88","t60","t56","t46","t76","t86","t143","t144","t64","t65","t41","t135","t136","t108","t147","t148","t62","t63","t44","t139","t140","t120","t121","t104","t75","t8","t7","t34","t61","t66","t77","t116","t117","t137","t138","t23","t11","t13","t67","t68","t59","t73","t74","t70","t53","t24","t18","t28","t29","t30","t141","t142","t145","t146","t69","t42","t43","t38","t39","t21","t118","t119","t114","t115","t20","t129","t130","t101","t83","t84","t102","t103","t80","t151","t152","t47","t48","t97","t105","t106","t58","t57","t78","t79","t51","t52","t123","t124","t122","t49","t40","t37","t33","t54","t55","t50","t125","t126","t10","t12","t149","t150","t111","t107","t112","t113","t14","t89","t131","t132","t95","t96","t71","t72","t35","t109","t110","t127","t128","t36","t92","t93","t99","t100","t153","t154","t98","t27","t19","t25","t94","t155","t156","t22","t9"
"t2",0,0.4556639135,0.585733922,2.77643339471,4.76041784721,5.44811481151,7.35427322288,7.07668417188,7.35427322271,7.35427322271,7.35427322261,7.35427322261,2.77412964531,2.12116096451,6.99904840531,5.66666622531,8.67870880861,8.678708808877,8.678708808877,8.678708808877,8.678708808867,8.586358606667,8.678708808867,8.67870880891,8.67870880851,8.67870880891,8.67870880893,8.67870880893,8.67870880893,8.67870880891,8.67870880891,8.54333782801,8.678708808813,8.678708808813,8.678708808913,8.678708808943,8.678708808943,8.678708808913,8.678708808913,8.305740301963,8.678708809023,8.678708809023,8.67870880891,8.67870880891,8.64227796371,8.41930017021,4.16592554371,6.24589970211,7.07128725981,8.67870880921,8.67870880921,8.67870880911,8.58152153441,8.67870880911,8.678708809457,8.678708809457,6.241369040017,5.05410400471,5.16541121811,8.67870880934,8.43576953894,8.67870880923,8.14726856294,8.67870880924,8.09702651062,7.73701062174,6.27401547404,5.73629763794,8.67870880944,7.14238098544,8.67870880884,8.67870880964,8.67870880964,8.67870880966,8.67870880966,8.67870880964,8.67870880896,7.72203630636,8.67870880896,8.67870880896,6.0131247632,8.6494405831,8.6787088092,8.6787088092,8.6787088092,6.92276664761,8.67870880965,8.67870880965,8.67870880955,8.67870880962,8.67870880962,8.67870880928,8.54872464398,8.67870880928,8.6787088093,8.6787088093,8.67870880978,7.94286194828,8.67870880928,8.67870880926,8.67870880926,8.67870880918,8.67870880928,8.60560965248,8.67870880928,8.67870880948,8.41459827428,8.678708809249,8.678708809249,8.67870880931,8.43133565811,8.67870880961,8.45730718221,7.20529261631,8.67870880978,7.638967961,7.89268000771,8.67870880921,8.67870880921,4.78700559423,5.32625494153,8.67870880885,8.67870880885,8.36067135487,8.6787088089,8.6787088089,8.6787088089,5.36800174978,8.42079591213,8.67870880933,8.67870880933,8.67870880933,8.67870880933,8.14423854373,8.67870880933,8.06639245163,8.67870880943,8.67870880943,8.67870880943,8.67870880943,8.57983607843,8.67870880923,8.67870880923,8.67870880943,8.67870880943,8.67870880861,8.67870880861,8.67870880863,6.82777720333,6.28926526831,6.82084625281,8.67870880981,8.678708809857,8.678708809857,6.75220754781,6.30585940331
"t3",0.4556639135,0,0.8340626455,3.02476211821,5.00874657071,5.69644353501,7.60260194638,7.32501289538,7.60260194621,7.60260194621,7.60260194611,7.60260194611,3.02245836881,2.36948968801,7.24737712881,5.91499494881,8.92703753211,8.927037532377,8.927037532377,8.927037532377,8.927037532367,8.834687330167,8.927037532367,8.92703753241,8.92703753201,8.92703753241,8.92703753243,8.92703753243,8.92703753243,8.92703753241,8.92703753241,8.79166655151,8.927037532313,8.927037532313,8.927037532413,8.927037532443,8.927037532443,8.927037532413,8.927037532413,8.554069025463,8.927037532523,8.927037532523,8.92703753241,8.92703753241,8.89060668721,8.66762889371,4.41425426721,6.49422842561,7.31961598331,8.92703753271,8.92703753271,8.92703753261,8.82985025791,8.92703753261,8.927037532957,8.927037532957,6.489697763517,5.30243272821,5.41373994161,8.92703753284,8.68409826244,8.92703753273,8.39559728644,8.92703753274,8.34535523412,7.98533934524,6.52234419754,5.98462636144,8.92703753294,7.39070970894,8.92703753234,8.92703753314,8.92703753314,8.92703753316,8.92703753316,8.92703753314,8.92703753246,7.97036502986,8.92703753246,8.92703753246,6.2614534867,8.8977693066,8.9270375327,8.9270375327,8.9270375327,7.17109537111,8.92703753315,8.92703753315,8.92703753305,8.92703753312,8.92703753312,8.92703753278,8.79705336748,8.92703753278,8.9270375328,8.9270375328,8.92703753328,8.19119067178,8.92703753278,8.92703753276,8.92703753276,8.92703753268,8.92703753278,8.85393837598,8.92703753278,8.92703753298,8.66292699778,8.927037532749,8.927037532749,8.92703753281,8.67966438161,8.92703753311,8.70563590571,7.45362133981,8.92703753328,7.8872966845,8.14100873121,8.92703753271,8.92703753271,5.03533431773,5.57458366503,8.92703753235,8.92703753235,8.60900007837,8.9270375324,8.9270375324,8.9270375324,5.61633047328,8.66912463563,8.92703753283,8.92703753283,8.92703753283,8.92703753283,8.39256726723,8.92703753283,8.31472117513,8.92703753293,8.92703753293,8.92703753293,8.92703753293,8.82816480193,8.92703753273,8.92703753273,8.92703753293,8.92703753293,8.92703753211,8.92703753211,8.92703753213,7.07610592683,6.53759399181,7.06917497631,8.92703753331,8.927037533357,8.927037533357,7.00053627131,6.55418812681
"t1",0.585733922,0.8340626455,0,2.95356483491,4.93754928741,5.62524625171,7.53140466308,7.25381561208,7.53140466291,7.53140466291,7.53140466281,7.53140466281,2.95126108551,2.29829240471,7.17617984551,5.84379766551,8.85584024881,8.855840249077,8.855840249077,8.855840249077,8.855840249067,8.763490046867,8.855840249067,8.85584024911,8.85584024871,8.85584024911,8.85584024913,8.85584024913,8.85584024913,8.85584024911,8.85584024911,8.72046926821,8.855840249013,8.855840249013,8.855840249113,8.855840249143,8.855840249143,8.855840249113,8.855840249113,8.482871742163,8.855840249223,8.855840249223,8.85584024911,8.85584024911,8.81940940391,8.59643161041,4.34305698391,6.42303114231,7.24841870001,8.85584024941,8.85584024941,8.85584024931,8.75865297461,8.85584024931,8.855840249657,8.855840249657,6.418500480217,5.23123544491,5.34254265831,8.85584024954,8.61290097914,8.85584024943,8.32440000314,8.85584024944,8.27415795082,7.91414206194,6.45114691424,5.91342907814,8.85584024964,7.31951242564,8.85584024904,8.85584024984,8.85584024984,8.85584024986,8.85584024986,8.85584024984,8.85584024916,7.89916774656,8.85584024916,8.85584024916,6.1902562034,8.8265720233,8.8558402494,8.8558402494,8.8558402494,7.09989808781,8.85584024985,8.85584024985,8.85584024975,8.85584024982,8.85584024982,8.85584024948,8.72585608418,8.85584024948,8.8558402495,8.8558402495,8.85584024998,8.11999338848,8.85584024948,8.85584024946,8.85584024946,8.85584024938,8.85584024948,8.78274109268,8.85584024948,8.85584024968,8.59172971448,8.855840249449,8.855840249449,8.85584024951,8.60846709831,8.85584024981,8.63443862241,7.38242405651,8.85584024998,7.8160994012,8.06981144791,8.85584024941,8.85584024941,4.96413703443,5.50338638173,8.85584024905,8.85584024905,8.53780279507,8.8558402491,8.8558402491,8.8558402491,5.54513318998,8.59792735233,8.85584024953,8.85584024953,8.85584024953,8.85584024953,8.32136998393,8.85584024953,8.24352389183,8.85584024963,8.85584024963,8.85584024963,8.85584024963,8.75696751863,8.85584024943,8.85584024943,8.85584024963,8.85584024963,8.85584024881,8.85584024881,8.85584024883,7.00490864353,6.46639670851,6.99797769301,8.85584025001,8.855840250057,8.855840250057,6.92933898801,6.48299084351
"t5",2.77643339471,3.02476211821,2.95356483491,0,4.0947919225,4.7824888868,6.68864729817,6.41105824717,6.688647298,6.688647298,6.6886472979,6.6886472979,2.1085037206,2.8833072402,9.194530966,7.862148786,10.8741913693,10.874191369567,10.874191369567,10.874191369567,10.874191369557,10.781841167357,10.874191369557,10.8741913696,10.8741913692,10.8741913696,10.87419136962,10.87419136962,10.87419136962,10.8741913696,10.8741913696,10.7388203887,10.874191369503,10.874191369503,10.874191369603,10.874191369633,10.874191369633,10.874191369603,10.874191369603,10.501222862653,10.874191369713,10.874191369713,10.8741913696,10.8741913696,10.8377605244,10.6147827309,6.3614081044,8.4413822628,9.2667698205,10.8741913699,10.8741913699,10.8741913698,10.7770040951,10.8741913698,10.874191370147,10.874191370147,8.436851600707,7.2495865654,7.3608937788,10.87419137003,10.63125209963,10.87419136992,10.34275112363,10.87419136993,10.29250907131,9.93249318243,8.46949803473,7.93178019863,10.87419137013,9.33786354613,10.87419136953,10.87419137033,10.87419137033,10.87419137035,10.87419137035,10.87419137033,10.87419136965,9.91751886705,10.87419136965,10.87419136965,8.20860732389,10.84492314379,10.87419136989,10.87419136989,10.87419136989,9.1182492083,10.87419137034,10.87419137034,10.87419137024,10.87419137031,10.87419137031,10.87419136997,10.74420720467,10.87419136997,10.87419136999,10.87419136999,10.87419137047,10.13834450897,10.87419136997,10.87419136995,10.87419136995,10.87419136987,10.87419136997,10.80109221317,10.87419136997,10.87419137017,10.61008083497,10.874191369939,10.874191369939,10.87419137,10.6268182188,10.8741913703,10.6527897429,9.400775177,10.87419137047,9.83445052169,10.0881625684,10.8741913699,10.8741913699,6.98248815492,7.52173750222,10.87419136954,10.87419136954,10.55615391556,10.87419136959,10.87419136959,10.87419136959,7.56348431047,10.61627847282,10.87419137002,10.87419137002,10.87419137002,10.87419137002,10.33972110442,10.87419137002,10.26187501232,10.87419137012,10.87419137012,10.87419137012,10.87419137012,10.77531863912,10.87419136992,10.87419136992,10.87419137012,10.87419137012,10.8741913693,10.8741913693,10.87419136932,9.02325976402,8.484747829,9.0163288135,10.8741913705,10.874191370547,10.874191370547,8.9476901085,8.501341964
"t17",4.76041784721,5.00874657071,4.93754928741,4.0947919225,0,2.1476279637,4.05378637507,3.77619732407,4.0537863749,4.0537863749,4.0537863748,4.0537863748,2.8550492015,4.8672916927,11.1785154185,9.8461332385,12.8581758218,12.858175822067,12.858175822067,12.858175822067,12.858175822057,12.765825619857,12.858175822057,12.8581758221,12.8581758217,12.8581758221,12.85817582212,12.85817582212,12.85817582212,12.8581758221,12.8581758221,12.7228048412,12.858175822003,12.858175822003,12.858175822103,12.858175822133,12.858175822133,12.858175822103,12.858175822103,12.485207315153,12.858175822213,12.858175822213,12.8581758221,12.8581758221,12.8217449769,12.5987671834,8.3453925569,10.4253667153,11.250754273,12.8581758224,12.8581758224,12.8581758223,12.7609885476,12.8581758223,12.858175822647,12.858175822647,10.420836053207,9.2335710179,9.3448782313,12.85817582253,12.61523655213,12.85817582242,12.32673557613,12.85817582243,12.27649352381,11.91647763493,10.45348248723,9.91576465113,12.85817582263,11.32184799863,12.85817582203,12.85817582283,12.85817582283,12.85817582285,12.85817582285,12.85817582283,12.85817582215,11.90150331955,12.85817582215,12.85817582215,10.19259177639,12.82890759629,12.85817582239,12.85817582239,12.85817582239,11.1022336608,12.85817582284,12.85817582284,12.85817582274,12.85817582281,12.85817582281,12.85817582247,12.72819165717,12.85817582247,12.85817582249,12.85817582249,12.85817582297,12.12232896147,12.85817582247,12.85817582245,12.85817582245,12.85817582237,12.85817582247,12.78507666567,12.85817582247,12.85817582267,12.59406528747,12.858175822439,12.858175822439,12.8581758225,12.6108026713,12.8581758228,12.6367741954,11.3847596295,12.85817582297,11.81843497419,12.0721470209,12.8581758224,12.8581758224,8.96647260742,9.50572195472,12.85817582204,12.85817582204,12.54013836806,12.85817582209,12.85817582209,12.85817582209,9.54746876297,12.60026292532,12.85817582252,12.85817582252,12.85817582252,12.85817582252,12.32370555692,12.85817582252,12.24585946482,12.85817582262,12.85817582262,12.85817582262,12.85817582262,12.75930309162,12.85817582242,12.85817582242,12.85817582262,12.85817582262,12.8581758218,12.8581758218,12.85817582182,11.00724421652,10.4687322815,11.000313266,12.858175823,12.858175823047,12.858175823047,10.931674561,10.4853264165
"t26",5.44811481151,5.69644353501,5.62524625171,4.7824888868,2.1476279637,0,2.32892686537,2.05133781437,2.3289268652,2.3289268652,2.3289268651,2.3289268651,3.5427461658,5.554988657,11.8662123828,10.5338302028,13.5458727861,13.545872786367,13.545872786367,13.545872786367,13.545872786357,13.453522584157,13.545872786357,13.5458727864,13.545872786,13.5458727864,13.54587278642,13.54587278642,13.54587278642,13.5458727864,13.5458727864,13.4105018055,13.545872786303,13.545872786303,13.545872786403,13.545872786433,13.545872786433,13.545872786403,13.545872786403,13.172904279453,13.545872786513,13.545872786513,13.5458727864,13.5458727864,13.5094419412,13.2864641477,9.0330895212,11.1130636796,11.9384512373,13.5458727867,13.5458727867,13.5458727866,13.4486855119,13.5458727866,13.545872786947,13.545872786947,11.108533017507,9.9212679822,10.0325751956,13.54587278683,13.30293351643,13.54587278672,13.01443254043,13.54587278673,12.96419048811,12.60417459923,11.14117945153,10.60346161543,13.54587278693,12.00954496293,13.54587278633,13.54587278713,13.54587278713,13.54587278715,13.54587278715,13.54587278713,13.54587278645,12.58920028385,13.54587278645,13.54587278645,10.88028874069,13.51660456059,13.54587278669,13.54587278669,13.54587278669,11.7899306251,13.54587278714,13.54587278714,13.54587278704,13.54587278711,13.54587278711,13.54587278677,13.41588862147,13.54587278677,13.54587278679,13.54587278679,13.54587278727,12.81002592577,13.54587278677,13.54587278675,13.54587278675,13.54587278667,13.54587278677,13.47277362997,13.54587278677,13.54587278697,13.28176225177,13.545872786739,13.545872786739,13.5458727868,13.2984996356,13.5458727871,13.3244711597,12.0724565938,13.54587278727,12.50613193849,12.7598439852,13.5458727867,13.5458727867,9.65416957172,10.19341891902,13.54587278634,13.54587278634,13.22783533236,13.54587278639,13.54587278639,13.54587278639,10.23516572727,13.28795988962,13.54587278682,13.54587278682,13.54587278682,13.54587278682,13.01140252122,13.54587278682,12.93355642912,13.54587278692,13.54587278692,13.54587278692,13.54587278692,13.44700005592,13.54587278672,13.54587278672,13.54587278692,13.54587278692,13.5458727861,13.5458727861,13.54587278612,11.69494118082,11.1564292458,11.6880102303,13.5458727873,13.545872787347,13.545872787347,11.6193715253,11.1730233808
"t31",7.35427322288,7.60260194638,7.53140466308,6.68864729817,4.05378637507,2.32892686537,0,3.418474921,3.86822233477,3.86822233477,3.86822233467,3.86822233467,5.44890457717,7.46114706837,13.77237079417,12.43998861417,15.45203119747,15.452031197737,15.452031197737,15.452031197737,15.452031197727,15.359680995527,15.452031197727,15.45203119777,15.45203119737,15.45203119777,15.45203119779,15.45203119779,15.45203119779,15.45203119777,15.45203119777,15.31666021687,15.452031197673,15.452031197673,15.452031197773,15.452031197803,15.452031197803,15.452031197773,15.452031197773,15.079062690823,15.452031197883,15.452031197883,15.45203119777,15.45203119777,15.41560035257,15.19262255907,10.93924793257,13.01922209097,13.84460964867,15.45203119807,15.45203119807,15.45203119797,15.35484392327,15.45203119797,15.452031198317,15.452031198317,13.014691428877,11.82742639357,11.93873360697,15.4520311982,15.2090919278,15.45203119809,14.9205909518,15.4520311981,14.87034889948,14.5103330106,13.0473378629,12.5096200268,15.4520311983,13.9157033743,15.4520311977,15.4520311985,15.4520311985,15.45203119852,15.45203119852,15.4520311985,15.45203119782,14.49535869522,15.45203119782,15.45203119782,12.78644715206,15.42276297196,15.45203119806,15.45203119806,15.45203119806,13.69608903647,15.45203119851,15.45203119851,15.45203119841,15.45203119848,15.45203119848,15.45203119814,15.32204703284,15.45203119814,15.45203119816,15.45203119816,15.45203119864,14.71618433714,15.45203119814,15.45203119812,15.45203119812,15.45203119804,15.45203119814,15.37893204134,15.45203119814,15.45203119834,15.18792066314,15.452031198109,15.452031198109,15.45203119817,15.20465804697,15.45203119847,15.23062957107,13.97861500517,15.45203119864,14.41229034986,14.66600239657,15.45203119807,15.45203119807,11.56032798309,12.09957733039,15.45203119771,15.45203119771,15.13399374373,15.45203119776,15.45203119776,15.45203119776,12.14132413864,15.19411830099,15.45203119819,15.45203119819,15.45203119819,15.45203119819,14.91756093259,15.45203119819,14.83971484049,15.45203119829,15.45203119829,15.45203119829,15.45203119829,15.35315846729,15.45203119809,15.45203119809,15.45203119829,15.45203119829,15.45203119747,15.45203119747,15.45203119749,13.60109959219,13.06258765717,13.59416864167,15.45203119867,15.452031198717,15.452031198717,13.52552993667,13.07918179217
"t32",7.07668417188,7.32501289538,7.25381561208,6.41105824717,3.77619732407,2.05133781437,3.418474921,0,3.59063328377,3.59063328377,3.59063328367,3.59063328367,5.17131552617,7.18355801737,13.49478174317,12.16239956317,15.17444214647,15.174442146737,15.174442146737,15.174442146737,15.174442146727,15.082091944527,15.174442146727,15.17444214677,15.17444214637,15.17444214677,15.17444214679,15.17444214679,15.17444214679,15.17444214677,15.17444214677,15.03907116587,15.174442146673,15.174442146673,15.174442146773,15.174442146803,15.174442146803,15.174442146773,15.174442146773,14.801473639823,15.174442146883,15.174442146883,15.17444214677,15.17444214677,15.13801130157,14.91503350807,10.66165888157,12.74163303997,13.56702059767,15.17444214707,15.17444214707,15.17444214697,15.07725487227,15.17444214697,15.174442147317,15.174442147317,12.737102377877,11.54983734257,11.66114455597,15.1744421472,14.9315028768,15.17444214709,14.6430019008,15.1744421471,14.59275984848,14.2327439596,12.7697488119,12.2320309758,15.1744421473,13.6381143233,15.1744421467,15.1744421475,15.1744421475,15.17444214752,15.17444214752,15.1744421475,15.17444214682,14.21776964422,15.17444214682,15.17444214682,12.50885810106,15.14517392096,15.17444214706,15.17444214706,15.17444214706,13.41849998547,15.17444214751,15.17444214751,15.17444214741,15.17444214748,15.17444214748,15.17444214714,15.04445798184,15.17444214714,15.17444214716,15.17444214716,15.17444214764,14.43859528614,15.17444214714,15.17444214712,15.17444214712,15.17444214704,15.17444214714,15.10134299034,15.17444214714,15.17444214734,14.91033161214,15.174442147109,15.174442147109,15.17444214717,14.92706899597,15.17444214747,14.95304052007,13.70102595417,15.17444214764,14.13470129886,14.38841334557,15.17444214707,15.17444214707,11.28273893209,11.82198827939,15.17444214671,15.17444214671,14.85640469273,15.17444214676,15.17444214676,15.17444214676,11.86373508764,14.91652924999,15.17444214719,15.17444214719,15.17444214719,15.17444214719,14.63997188159,15.17444214719,14.56212578949,15.17444214729,15.17444214729,15.17444214729,15.17444214729,15.07556941629,15.17444214709,15.17444214709,15.17444214729,15.17444214729,15.17444214647,15.17444214647,15.17444214649,13.32351054119,12.78499860617,13.31657959067,15.17444214767,15.174442147717,15.174442147717,13.24794088567,12.80159274117
"t81",7.35427322271,7.60260194621,7.53140466291,6.688647298,4.0537863749,2.3289268652,3.86822233477,3.59063328377,0,1.0079126962,1.6855667445,1.6855667445,5.448904577,7.4611470682,13.772370794,12.439988614,15.4520311973,15.452031197567,15.452031197567,15.452031197567,15.452031197557,15.359680995357,15.452031197557,15.4520311976,15.4520311972,15.4520311976,15.45203119762,15.45203119762,15.45203119762,15.4520311976,15.4520311976,15.3166602167,15.452031197503,15.452031197503,15.452031197603,15.452031197633,15.452031197633,15.452031197603,15.452031197603,15.079062690653,15.452031197713,15.452031197713,15.4520311976,15.4520311976,15.4156003524,15.1926225589,10.9392479324,13.0192220908,13.8446096485,15.4520311979,15.4520311979,15.4520311978,15.3548439231,15.4520311978,15.452031198147,15.452031198147,13.014691428707,11.8274263934,11.9387336068,15.45203119803,15.20909192763,15.45203119792,14.92059095163,15.45203119793,14.87034889931,14.51033301043,13.04733786273,12.50962002663,15.45203119813,13.91570337413,15.45203119753,15.45203119833,15.45203119833,15.45203119835,15.45203119835,15.45203119833,15.45203119765,14.49535869505,15.45203119765,15.45203119765,12.78644715189,15.42276297179,15.45203119789,15.45203119789,15.45203119789,13.6960890363,15.45203119834,15.45203119834,15.45203119824,15.45203119831,15.45203119831,15.45203119797,15.32204703267,15.45203119797,15.45203119799,15.45203119799,15.45203119847,14.71618433697,15.45203119797,15.45203119795,15.45203119795,15.45203119787,15.45203119797,15.37893204117,15.45203119797,15.45203119817,15.18792066297,15.452031197939,15.452031197939,15.452031198,15.2046580468,15.4520311983,15.2306295709,13.978615005,15.45203119847,14.41229034969,14.6660023964,15.4520311979,15.4520311979,11.56032798292,12.09957733022,15.45203119754,15.45203119754,15.13399374356,15.45203119759,15.45203119759,15.45203119759,12.14132413847,15.19411830082,15.45203119802,15.45203119802,15.45203119802,15.45203119802,14.91756093242,15.45203119802,14.83971484032,15.45203119812,15.45203119812,15.45203119812,15.45203119812,15.35315846712,15.45203119792,15.45203119792,15.45203119812,15.45203119812,15.4520311973,15.4520311973,15.45203119732,13.60109959202,13.062587657,13.5941686415,15.4520311985,15.452031198547,15.452031198547,13.5255299365,13.079181792
"t82",7.35427322271,7.60260194621,7.53140466291,6.688647298,4.0537863749,2.3289268652,3.86822233477,3.59063328377,1.0079126962,0,1.6855667445,1.6855667445,5.448904577,7.4611470682,13.772370794,12.439988614,15.4520311973,15.452031197567,15.452031197567,15.452031197567,15.452031197557,15.359680995357,15.452031197557,15.4520311976,15.4520311972,15.4520311976,15.45203119762,15.45203119762,15.45203119762,15.4520311976,15.4520311976,15.3166602167,15.452031197503,15.452031197503,15.452031197603,15.452031197633,15.452031197633,15.452031197603,15.452031197603,15.079062690653,15.452031197713,15.452031197713,15.4520311976,15.4520311976,15.4156003524,15.1926225589,10.9392479324,13.0192220908,13.8446096485,15.4520311979,15.4520311979,15.4520311978,15.3548439231,15.4520311978,15.452031198147,15.452031198147,13.014691428707,11.8274263934,11.9387336068,15.45203119803,15.20909192763,15.45203119792,14.92059095163,15.45203119793,14.87034889931,14.51033301043,13.04733786273,12.50962002663,15.45203119813,13.91570337413,15.45203119753,15.45203119833,15.45203119833,15.45203119835,15.45203119835,15.45203119833,15.45203119765,14.49535869505,15.45203119765,15.45203119765,12.78644715189,15.42276297179,15.45203119789,15.45203119789,15.45203119789,13.6960890363,15.45203119834,15.45203119834,15.45203119824,15.45203119831,15.45203119831,15.45203119797,15.32204703267,15.45203119797,15.45203119799,15.45203119799,15.45203119847,14.71618433697,15.45203119797,15.45203119795,15.45203119795,15.45203119787,15.45203119797,15.37893204117,15.45203119797,15.45203119817,15.18792066297,15.452031197939,15.452031197939,15.452031198,15.2046580468,15.4520311983,15.2306295709,13.978615005,15.45203119847,14.41229034969,14.6660023964,15.4520311979,15.4520311979,11.56032798292,12.09957733022,15.45203119754,15.45203119754,15.13399374356,15.45203119759,15.45203119759,15.45203119759,12.14132413847,15.19411830082,15.45203119802,15.45203119802,15.45203119802,15.45203119802,14.91756093242,15.45203119802,14.83971484032,15.45203119812,15.45203119812,15.45203119812,15.45203119812,15.35315846712,15.45203119792,15.45203119792,15.45203119812,15.45203119812,15.4520311973,15.4520311973,15.45203119732,13.60109959202,13.062587657,13.5941686415,15.4520311985,15.452031198547,15.452031198547,13.5255299365,13.079181792
