,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
t20,-0.43700337,-2.4211156,4.884358,13.291584,13.53943,2.3126724,-2.7102952,0.28064972,-5.6840563,70.641815,1.6258038,-6.004051,-9.2828665,-7.39859,38.239216
t48,-0.30101186,-2.8767323,7.922955,17.596563,16.467684,3.0463054,-3.4474428,1.5058961,-6.853336,82.74433,2.7429545,-7.297929,-10.651801,-8.30562,42.032284
t49,-0.24450503,-2.8252056,8.260553,18.017708,16.40904,2.6547,-3.549563,1.7766137,-6.880014,82.9873,3.2963893,-7.2839937,-10.673856,-8.327711,41.2652
t110,-0.058351215,-2.9922016,7.498562,16.190496,14.778142,-1.0547042e-05,-3.5951073,0.29684502,-6.598165,82.16199,0.7027222,-6.9454575,-10.749263,-8.822991,42.63148
t111,-0.06619941,-2.993822,7.512005,16.150126,14.7959385,-0.0056501958,-3.5821207,0.33961922,-6.600979,82.199585,0.7890092,-6.943513,-10.762603,-8.817733,42.660625
t128,-0.024214106,-3.0086362,8.186199,15.512155,14.067182,0.24601622,-3.577388,0.83981377,-6.5843797,82.120865,0.87971914,-6.922832,-10.742391,-8.890266,42.61333
t129,-0.0137469815,-3.0127935,8.201204,15.545086,14.060747,0.24710722,-3.5905178,0.8556829,-6.5843363,82.10265,0.84764516,-6.9225497,-10.745437,-8.889249,42.55884
t63,-0.09834388,-3.0468671,7.879817,15.820983,14.189956,0.4122588,-3.6138093,0.6662832,-6.589002,81.9909,0.5910784,-6.8980746,-10.736617,-8.81917,42.664776
t149,-0.025695303,-3.046218,8.678028,15.720204,13.790971,0.40718335,-3.6885445,1.074614,-6.636104,82.36887,0.81639445,-6.93506,-10.729563,-8.846644,42.115932
t150,-0.026309207,-3.0460753,8.67798,15.724826,13.786699,0.40881222,-3.6895092,1.0757928,-6.6356034,82.36024,0.810918,-6.933778,-10.728865,-8.846001,42.109837
t34,-0.25610134,-2.667344,6.27759,13.971666,13.285913,0.7970721,-3.1543963,0.17821652,-6.0670695,75.71378,0.80428374,-6.3392262,-9.953333,-8.181826,40.27058
t101,-0.069680795,-2.8848155,8.076155,15.968758,14.887594,0.8243415,-3.5047233,0.8907781,-6.6509476,82.75342,1.7299691,-7.0369935,-10.804921,-8.770617,42.750103
t102,-0.059344012,-2.8682878,8.163041,15.9203615,14.763737,0.872359,-3.553782,1.0359998,-6.6587863,82.808464,1.8370544,-7.052358,-10.791759,-8.785451,42.606167
