"accepted_species","trait_BM_trend_scaled"
"t20",0
"t48",0
"t49",0
"t110",0
"t111",0
"t128",0
"t129",0
"t63",0
"t149",0
"t150",0
"t34",0
"t101",0
"t102",0
"t74",0
"t75",0
"t68",0
"t27",0
"t28",0
"t17",0
"t15",0
"t55",0
"t56",0
"t18",0
"t43",0
"t59",0
"t85",0
"t99",1
"t100",1
"t73",0
"t89",0
"t90",0
"t62",1
"t29",0
"t93",1
"t94",1
"t54",1
"t141",0
"t142",0
"t125",0
"t57",1
"t24",0
"t35",0
"t36",1
"t61",0
"t82",0
"t83",0
"t66",0
"t130",0
"t131",0
"t64",1
"t39",0
"t33",0
"t105",1
"t106",1
"t84",0
"t88",0
"t96",0
"t97",0
"t30",0
"t19",0
"t80",0
"t81",1
"t79",0
"t21",0
"t22",0
"t16",0
"t45",0
"t58",1
"t91",0
"t123",1
"t124",1
"t117",0
"t118",0
"t38",0
"t60",0
"t112",1
"t113",1
"t50",0
"t51",0
"t7",1
"t147",1
"t148",0
"t76",1
"t69",1
"t40",1
"t126",0
"t127",0
"t14",1
"t5",1
"t10",1
"t151",1
"t152",1
"t41",0
"t42",0
"t2",1
"t3",1
"t4",0
"t8",0
"t25",1
"t26",0
"t31",1
"t44",1
"t98",0
"t132",0
"t133",0
"t121",0
"t122",0
"t137",0
"t138",0
"t134",0
"t119",0
"t120",0
"t72",0
"t67",0
"t37",0
"t77",1
"t78",1
"t114",0
"t115",0
"t107",0
"t9",0
"t103",1
"t104",1
"t135",1
"t136",1
"t32",0
"t11",0
"t6",0
"t23",0
"t52",0
"t53",0
"t116",0
"t139",0
"t140",0
"t95",0
"t92",0
"t143",0
"t144",0
"t65",0
"t70",0
"t71",0
"t108",0
"t109",0
"t145",0
"t146",0
"t86",0
"t87",0
"t46",0
"t47",0
"t12",0
"t13",0
"t1",1
