"accepted_species","trait_EB_scaled"
"t75",1.31991838420835
"t76",1.19163426719126
"t55",1.36589005214836
"t58",0.149018375780193
"t59",0.249334793389046
"t36",0.884568770984681
"t37",0.840590396889175
"t77",0.197060315373724
"t78",0.195223332628667
"t31",1.68282902651649
"t46",1.7690264968653
"t90",1.6992283297665
"t91",1.60450714659196
"t40",1.53957694935353
"t41",2.24129286529651
"t47",2.36647554982971
"t48",3.06641681594683
"t28",2.58939055482709
"t82",-0.184130504625833
"t83",-0.0203388199032836
"t7",0.418766750566943
"t5",1.01704956641704
"t94",NA
"t95",0.0464975149643348
"t70",0.0935240332966496
"t71",0.418243585961381
"t45",0.662935500490437
"t54",0.521998339271848
"t92",-0.00907343506701049
"t93",NA
"t20",NA
"t84",0.000941531781855818
"t85",NA
"t79",NA
"t23",-0.259458274039691
"t26",NA
"t27",0.653216533484701
"t43",-0.313838953338981
"t44",0.1799843061346
"t68",NA
"t69",-0.0113558054401465
"t18",NA
"t19",-0.425557355092637
"t72",NA
"t73",1.0123709064621
"t64",0.599961615447539
"t65",0.468013069610275
"t53",0.717115774914231
"t39",1.37708934183551
"t60",NA
"t61",1.16182208667706
"t3",-0.152405484564822
"t8",-0.39687708434097
"t62",-0.278577538989679
"t63",-0.373094606019386
"t33",-0.462878632845885
"t99",0.0898582500233556
"t100",0.0616035131082441
"t96",0.164687387353311
"t74",0.511983037658097
"t11",-0.723476358649343
"t34",-1.02411292161124
"t35",-0.743332163784486
"t86",-0.454157254302352
"t87",-0.775207842484912
"t80",-0.28494784838723
"t81",-0.754515480240194
"t38",-0.258437053203637
"t14",-0.470850023803507
"t6",-1.03033827677259
"t16",-0.540858114741198
"t17",0.855632029305168
"t88",-0.464389866155411
"t89",-0.634173385792091
"t10",-0.812464501523521
"t9",-0.788468987064346
"t4",-1.41201199628213
"t13",-1.09391521279509
"t51",-1.23124665397833
"t52",-1.43886982919448
"t49",-0.96551614356488
"t42",-1.72518417038797
"t66",-1.31780212758387
"t67",-1.35755579132771
"t12",0.00152085738060699
"t21",-0.7314049454088
"t22",-0.40541990875114
"t24",-0.0354379553436024
"t25",0.489020275958282
"t15",-1.59624559752666
"t97",-1.40433545292541
"t98",-1.39286377093223
"t50",-1.55886092928748
"t32",-1.68603130473939
"t56",-0.949026506789737
"t57",-0.90899286139939
"t29",-1.01434279956896
"t30",-1.06031685846079
"t1",-1.35231337991899
"t2",-1.09054537945503
