,0,1,2,3,4,5,6,7,8,9,10,11,12
t17,36.539124,-10.326967,56.67668,13.302738,-5.706802,33.66375,31.100994,-4.0863795,-1.89332,0.30346084,-0.036034696,2.0930543,-4.367764
t61,38.286095,-10.982562,60.27646,14.046719,-6.20991,34.185017,32.221657,-4.4632697,-1.9021395,-0.01631007,-0.06962301,1.8290801,-4.7106123
t62,39.66686,-11.266016,61.933014,14.638299,-6.3667045,35.676315,33.488655,-4.563972,-2.0085595,-0.018667266,-0.10628034,2.4685874,-4.8167706
t45,39.90782,-11.287059,61.927498,14.800306,-6.3291087,35.920795,33.69258,-4.601455,-1.982642,-0.034763,-0.12485086,2.476067,-4.8255877
t39,37.100117,-10.749765,58.8067,13.487763,-6.072793,33.099754,31.124834,-4.347173,-1.825601,0.00533749,-0.017383875,1.3381734,-4.601928
t60,39.931507,-11.34455,62.228645,14.466648,-6.4281754,36.06566,33.372845,-4.521272,-2.0066936,-0.015598151,-0.043625277,2.3079734,-4.8302402
t96,39.90279,-11.370102,62.35189,14.45876,-6.41716,35.963615,33.39911,-4.514488,-2.0353918,0.12697007,-0.024805464,2.1447988,-4.8170466
t97,39.924,-11.363472,62.377182,14.46589,-6.4167857,35.91432,33.41125,-4.523567,-2.040993,0.12878396,-0.029483238,2.1460814,-4.818894
t102,39.98643,-11.372579,62.39494,14.389429,-6.4355125,35.948235,33.38162,-4.5225964,-2.0570986,0.15627505,-0.029931847,2.2383819,-4.815656
t103,40.0085,-11.382571,62.387302,14.372215,-6.437465,35.994877,33.3584,-4.518559,-2.0531936,0.1331165,-0.027959077,2.2468076,-4.813614
t76,40.02252,-11.157641,61.01671,14.824324,-6.217298,37.16395,33.678776,-4.4224963,-2.028355,-0.021596858,-0.07840463,3.0923133,-4.671059
t77,39.96696,-11.120661,60.89824,14.883032,-6.204155,37.101852,33.67505,-4.414161,-2.0200388,-0.032402657,-0.08878175,3.1390767,-4.6649528
t21,40.229183,-11.035629,60.892143,14.566988,-6.1086845,36.832493,33.831245,-4.3506618,-2.049317,0.14138342,-0.08884889,3.062694,-4.7051673
t123,39.33926,-11.0326605,61.109665,14.332877,-6.038526,35.86826,33.733704,-4.4509716,-2.069292,0.46189427,-0.14066602,2.082024,-4.7555737
t124,39.32934,-11.033973,61.108746,14.330761,-6.038112,35.87112,33.732224,-4.4489665,-2.067663,0.45550084,-0.13893491,2.065021,-4.754319
t66,39.562294,-11.059168,61.193607,14.469119,-6.0637603,36.209877,33.83851,-4.4633284,-2.062157,0.26510978,-0.14774038,2.2247748,-4.7568603
t101,39.43201,-11.062907,61.261353,14.358884,-6.068185,36.14142,33.803856,-4.4619985,-2.051578,0.29238963,-0.13033773,2.1105952,-4.774826
t110,39.424267,-11.060577,61.26602,14.378758,-6.063906,36.148872,33.809143,-4.44976,-2.0474124,0.250252,-0.12955286,2.062468,-4.77526
t111,39.415413,-11.056079,61.27291,14.392057,-6.067305,36.12123,33.801933,-4.4572787,-2.047034,0.2435434,-0.13431703,2.0738006,-4.776818
t112,39.582134,-10.234091,57.083313,14.201458,-5.5572786,39.004692,34.1203,-3.910172,-2.1895614,0.5108955,-0.14308378,5.4818654,-4.319896
t113,39.603024,-10.240368,57.11252,14.2048025,-5.56025,39.022045,34.115738,-3.9134521,-2.1866083,0.49615455,-0.14488183,5.476496,-4.325417
t2,29.094618,-6.881168,37.94142,7.9713187,-3.183935,29.718481,24.435085,-1.9549412,-1.8641827,2.0411193,0.6781983,5.2290263,-2.6632845
t4,34.678272,-7.9625854,43.852203,8.967932,-3.5455525,36.371254,29.250912,-2.034002,-2.2972207,2.6887562,1.0109271,7.184836,-2.9799204
t43,40.022854,-9.039033,48.71411,10.29044,-4.0301385,42.46494,33.168125,-2.375985,-2.614141,3.0713885,1.3153933,9.151393,-3.2626672
t44,41.393227,-9.273994,50.097393,10.614585,-4.1094112,44.035694,34.446434,-2.448479,-2.762807,3.521228,1.3255614,9.843431,-3.3450935
t14,35.4051,-7.9998,43.8886,8.425829,-3.384623,37.686634,30.230679,-1.4957209,-2.3869107,3.3035371,2.2907763,7.3616767,-2.9018097
t28,41.029186,-8.969024,49.66868,10.544027,-3.857592,43.74634,35.32402,-1.715016,-2.834183,3.4033163,1.8037556,10.055477,-3.2414262
t29,38.72575,-8.586357,47.25779,9.703678,-3.678238,41.344635,33.133087,-1.6181427,-2.6307335,3.305765,1.940626,8.960076,-3.1075695
t114,40.528835,-8.988581,49.171352,9.989493,-3.6872742,44.23993,35.239944,-1.5421003,-2.7563615,3.9531066,2.5796585,9.613646,-3.2783628
t115,40.5128,-8.98854,49.151024,9.977508,-3.6917846,44.238094,35.227142,-1.5386622,-2.7584455,3.9656842,2.6022959,9.636324,-3.2755914
t37,40.51205,-8.918122,48.96688,10.102444,-3.7079918,43.887215,35.01367,-1.6098635,-2.7490866,3.5721796,2.1217747,9.703673,-3.233369
