,0,1,2,3,4,5,6,7,8,9,10,11,12,13
t1,7.966143,4.3770814,6.8259773,5.7288566,4.8423133,5.238413,7.6022286,5.9166574,4.712793,4.6002216,5.3965325,4.1435447,7.3866477,4.1886916
t2,8.007706,4.2897024,6.889332,5.7560053,4.7445025,5.1738405,7.5560484,5.8186455,4.705658,4.584558,5.3492723,4.0328884,7.4087205,4.1559787
t36,10.165335,6.3571167,5.330005,2.4092221,11.1433325,7.092114,9.035825,6.6569376,5.845295,1.4838141,-0.36412117,3.3565388,3.1423993,1.7600782
t144,10.188323,6.3496513,5.2858987,2.40648,11.13608,7.1156063,9.047196,6.64084,5.8541994,1.4912155,-0.3429249,3.3201554,3.133952,1.7488482
t145,10.228903,6.453319,5.331713,2.441762,11.116016,7.2112384,9.160686,6.690788,5.7413435,1.5500107,-0.3107409,3.2680385,3.173804,1.7488835
t60,10.181321,6.3500752,5.292482,2.4063478,11.132492,7.1134315,9.041852,6.6427884,5.857786,1.4907333,-0.3484666,3.3240576,3.1350374,1.7480029
t124,10.222398,6.52683,5.292744,2.5400817,11.049022,7.1686954,9.200033,6.6821938,5.6590734,1.5115249,-0.31618878,3.3099833,3.2721915,1.8908668
t125,10.199094,6.4867544,5.351735,2.4799855,11.111344,7.050189,9.126624,6.7725654,5.6920667,1.5299294,-0.3392158,3.4417589,3.223521,1.8874115
t91,10.298555,6.4902587,5.3761787,2.4538674,11.123125,7.0027347,9.172261,6.8607,5.6727037,1.6412023,-0.23397343,3.4835722,3.202771,1.9285885
t92,10.280955,6.527411,5.409424,2.4774318,11.0891905,7.151715,9.221028,6.7907667,5.659924,1.6159322,-0.2485553,3.3604252,3.2334464,1.8340166
t37,10.257499,6.4961557,5.325723,2.4558427,11.16581,7.2206335,9.237063,6.6927357,5.616547,1.5387244,-0.30443212,3.266376,3.1728845,1.7874569
t11,8.078308,4.266939,6.9276886,5.816009,4.6956925,5.104036,7.4896717,5.7659273,4.7029114,4.5602674,5.2740965,3.9544983,7.489818,4.10542
t6,8.05445,4.330617,6.8227725,5.7678785,4.7884192,5.1824145,7.57138,5.855873,4.7502284,4.5209136,5.2985744,4.0210505,7.4596252,4.0657544
t3,8.145831,4.372637,6.813367,5.804567,4.7956023,5.1952133,7.552566,5.821875,4.856258,4.5476885,5.2623096,4.033784,7.5313053,4.0079203
t68,-0.6022901,8.066989,5.1580443,3.0453823,4.266974,6.228095,11.388982,3.3522937,-0.3686111,5.743395,6.518588,7.2210603,6.289652,5.866514
t69,-0.6301965,8.082016,5.212787,2.9803288,4.2965956,6.186609,11.343114,3.2965665,-0.28867733,5.744469,6.444013,7.271472,6.3616924,5.9426727
t17,-0.48175234,8.238822,4.963498,3.0787227,4.432117,6.1112204,11.492218,3.4887264,-0.4522147,5.621315,6.630219,7.098199,6.20465,5.771995
t63,-0.64148253,8.123488,5.123067,2.9831703,4.274892,6.169578,11.384935,3.3624034,-0.33989286,5.777116,6.48438,7.185109,6.388132,5.9485745
t82,-0.65321946,8.10644,5.1522536,2.9873786,4.265244,6.152628,11.360022,3.328676,-0.31850144,5.785452,6.4640665,7.2177052,6.3912697,5.966407
t83,-0.7130549,8.010445,5.116942,3.0088305,4.220415,6.088619,11.263332,3.3031042,-0.352402,5.80779,6.4831324,7.196572,6.346912,5.9332685
t18,-0.37646902,8.330522,5.0391126,3.0612528,4.447682,6.0773873,11.483212,3.5110028,-0.42992997,5.6493444,6.5698338,7.061102,6.267075,5.8534307
t97,-0.5820491,8.188438,5.285525,2.8769245,4.348178,6.096326,11.294926,3.2183328,-0.18763717,5.723442,6.3379116,7.349291,6.459742,6.0376973
t98,-0.7587592,8.061426,5.198975,2.8606024,4.2734447,6.0246377,11.264821,3.1584141,-0.21200944,5.8374085,6.320911,7.332586,6.5077543,6.057848
t87,-0.72373146,8.13209,5.2783613,2.9194129,4.245641,6.129184,11.340564,3.2290318,-0.19013143,5.8492317,6.3472457,7.342741,6.5271425,6.121033
t88,-0.73651874,8.049223,5.20424,2.9402215,4.215215,6.1340446,11.316361,3.219943,-0.26002747,5.856746,6.3855705,7.299098,6.461262,6.037398
t80,-0.31176323,8.167825,4.956423,3.0369167,4.6253552,6.1761503,11.523546,3.5089905,-0.4407033,5.4130354,6.607021,7.110568,6.016449,5.570258
t81,-0.3842739,8.044349,4.940797,3.020597,4.618224,6.236595,11.529738,3.4903831,-0.4674495,5.422774,6.670738,7.107683,6.0022564,5.4858036
t132,-0.28987542,8.060698,5.0477357,2.9415011,4.754259,6.328747,11.468423,3.4061508,-0.39778328,5.274038,6.5447583,7.2306385,5.887897,5.4009233
t133,-0.35050634,7.985598,4.8675385,2.9568665,4.7639236,6.2399945,11.623962,3.5185335,-0.43615225,5.249807,6.698451,7.120653,5.81646,5.290402
t128,-0.29879206,8.004239,4.872903,2.9894893,4.792211,6.249714,11.621561,3.530822,-0.45777205,5.2363253,6.7178335,7.11609,5.8729477,5.3004427
t129,-0.28986573,7.982263,4.941475,2.941424,4.7893066,6.287195,11.55273,3.4615586,-0.3835157,5.2380147,6.617616,7.1935945,5.8670096,5.346151
t118,-0.26945132,7.958836,4.9705043,2.8719575,4.882799,6.3528633,11.518954,3.4174519,-0.40951607,5.1578197,6.57807,7.214654,5.7779546,5.315402
t121,-0.2239591,8.009925,4.9210157,2.949062,4.868785,6.2879624,11.572772,3.4793658,-0.42985523,5.159445,6.6282873,7.1660433,5.8436847,5.245739
t130,-0.1704257,7.8869267,5.0055113,2.9031203,4.854887,6.3585095,11.552924,3.416627,-0.3143888,5.1837583,6.5117264,7.26067,5.861579,5.2555714
t131,-0.13751912,8.028375,4.9602213,2.9531608,4.9611616,6.3163004,11.530882,3.4499788,-0.46400473,5.0699863,6.589008,7.1919365,5.8233547,5.1455493
t64,-0.2630722,8.156362,4.873771,3.050599,4.7206793,6.169803,11.591639,3.5625598,-0.5147678,5.335655,6.6857243,7.059043,5.9854493,5.424379
t22,-0.382822,8.249804,4.923251,3.0785356,4.5404406,6.124254,11.534479,3.5423286,-0.49101353,5.5200477,6.6652555,7.057241,6.101419,5.657867
t9,7.690189,4.046719,6.9298387,5.669385,4.5470486,5.2549853,7.7924447,5.6840305,4.3536215,4.7522416,5.326866,3.8799284,7.0582333,4.5010448
t10,7.7955027,4.0396886,6.920382,5.7149415,4.5520554,5.239593,7.6908846,5.6850605,4.389837,4.71677,5.284153,3.8790352,7.079457,4.3808794
t136,6.6189427,1.9732101,4.7409353,3.5686939,3.548572,7.0659127,7.8822374,4.9414372,6.424867,6.704855,6.699694,4.5043283,3.1820061,6.7083473
t137,6.709809,2.065461,4.641108,3.5988264,3.602437,6.964358,7.80337,5.0296288,6.3116283,6.7473764,6.815321,4.5281515,3.2863379,6.706532
t138,6.647609,1.93257,4.7692666,3.577084,3.646875,7.0136075,7.913627,5.008871,6.3611884,6.6561756,6.679664,4.407101,3.2640004,6.674808
t139,6.6376576,1.9557602,4.7566857,3.5522416,3.647454,7.021548,7.9146852,5.0034103,6.361359,6.680865,6.691285,4.4117923,3.2583144,6.7014623
t146,6.682236,2.0310104,4.67529,3.550281,3.5833886,7.0068164,7.8476706,4.997372,6.3486104,6.7192864,6.7683854,4.488915,3.2480805,6.7051063
t147,6.641769,2.0292048,4.748981,3.676272,3.7264388,6.9354835,7.8643775,5.0779467,6.2847257,6.754842,6.7514396,4.472728,3.3471384,6.73206
t116,6.70318,1.7607975,4.778286,3.6721826,3.4386866,7.03721,7.8107247,4.9554715,6.4624457,6.537471,6.5934587,4.459883,3.1279182,6.534633
t117,6.6837254,1.8193222,4.78671,3.7059941,3.4986842,7.0688906,7.79675,4.918026,6.4770484,6.5399294,6.650865,4.511326,3.153765,6.52534
t89,6.693325,1.7216241,4.7791057,3.6311665,3.4086428,7.031724,7.8496842,4.974186,6.4620285,6.550216,6.5429606,4.416867,3.1032653,6.5644445
t76,6.7656617,1.693196,4.863609,3.7802656,3.4301376,7.047325,7.745595,4.9133844,6.481559,6.377921,6.570467,4.4653645,3.2321732,6.376917
t19,6.787448,1.7791873,4.8493776,3.8054745,3.5300493,6.998101,7.72868,4.9591737,6.401009,6.3998404,6.6371765,4.470097,3.3277647,6.385178
t58,6.880164,1.9179412,4.6945686,3.7590952,3.629348,6.8694296,7.7756133,5.1102276,6.2639565,6.532473,6.8246603,4.543043,3.270248,6.460876
t59,6.8673477,1.873184,4.7366223,3.7519567,3.622308,6.8973484,7.766274,5.0816617,6.289317,6.509633,6.7742634,4.4845157,3.3075094,6.466123
t28,6.843371,1.842279,4.808897,3.818703,3.5783587,6.94153,7.7158165,5.0134554,6.336138,6.423791,6.7112813,4.4950976,3.3712227,6.3844895
t15,7.697605,4.0215116,6.843579,5.7118845,4.587242,5.3626137,7.772246,5.7403197,4.345491,4.7420053,5.3120427,3.9370077,7.0786576,4.48945
t31,5.840396,1.6800822,7.4167275,6.3901086,4.0096245,6.600529,9.956605,5.290539,1.1538346,5.031912,4.978938,3.6349611,7.151425,7.6031756
t42,5.729728,1.4831021,7.5232353,6.439227,3.8990993,6.526732,10.0180025,5.251462,1.2633569,5.1264415,5.010017,3.7393615,7.1396976,7.4966917
t100,5.806008,1.5450099,7.5647626,6.447585,3.8206408,6.541229,10.084842,5.357226,1.3358564,5.124227,4.7868066,3.6568322,7.156663,7.536263
t101,5.7019877,1.4729357,7.471956,6.4444575,3.8178532,6.5840735,10.008413,5.3661637,1.1820014,5.186146,4.9040923,3.6969929,7.069264,7.664049
t40,5.6908507,1.486161,7.365835,6.504726,3.8059106,6.4130607,10.071971,5.244119,1.1305463,5.112453,4.964878,3.7102149,7.1430573,7.697964
t41,5.6559,1.4585809,7.4222193,6.449663,3.844672,6.468488,10.077219,5.226192,1.1181126,5.1874347,5.044018,3.699328,7.1080008,7.66541
t110,5.5847716,1.3775412,7.550355,6.3848896,3.7886484,6.528399,10.046092,5.3024426,1.2077193,5.193654,4.9416895,3.7823443,7.1549864,7.707882
t111,5.663189,1.427947,7.4295034,6.5157366,3.6918452,6.4326816,10.142172,5.327524,1.1623912,5.1906962,4.873275,3.6864543,7.1201653,7.7713175
t56,5.7488623,1.5613453,7.3813806,6.464241,3.9286873,6.653546,10.084236,5.290642,0.9851206,5.3674603,5.109529,3.436123,6.9413257,7.665201
t57,5.9206195,1.7507834,7.298113,6.4925637,4.041175,6.6619825,9.958295,5.3219533,1.0385364,5.1254897,5.019889,3.4776747,7.049236,7.64998
t72,5.7733674,1.5148053,7.3643312,6.517313,3.9376745,6.733982,9.992009,5.42884,1.0570846,5.335662,4.97715,3.4619389,6.978592,7.700629
t73,5.786631,1.5513047,7.3440895,6.553943,3.8719866,6.6283717,10.02363,5.3622656,1.0375303,5.218438,4.9903297,3.5662665,6.941769,7.685932
t30,5.8889666,1.6714201,7.188036,6.6663704,3.859,6.8560095,9.855798,5.536821,0.89327997,5.1041203,4.9060955,3.5279908,6.7638054,7.9074836
t32,5.864055,1.6337787,7.152843,6.6570582,3.9933019,6.8813086,9.822411,5.5385423,0.8807763,5.1507363,4.986827,3.5748084,6.824093,7.964683
t53,5.8255754,1.6033243,7.0863643,6.664961,3.937039,6.977772,9.720432,5.5798693,0.78026795,5.1009793,4.962618,3.4974856,6.6358213,8.082756
t93,5.880349,1.7434914,7.072923,6.6701927,4.0307045,6.978769,9.567602,5.5582223,0.78436977,5.0039682,4.978695,3.6166217,6.6728344,8.156949
t94,5.830849,1.6225567,7.058307,6.673461,3.906312,7.0844855,9.588197,5.61106,0.75199884,4.9886856,4.9243197,3.5738406,6.545771,8.177434
t108,5.876022,1.6966503,7.037861,6.698695,3.9828475,7.0350595,9.572956,5.6024637,0.7521549,4.9941983,4.948658,3.5941882,6.6095047,8.1895895
t109,5.883201,1.6678727,7.0312443,6.725042,3.9128046,7.0842257,9.5721,5.6266656,0.75102836,4.9577794,4.9406033,3.6084774,6.5529156,8.173923
t44,5.9392114,1.7094007,7.0054345,6.763657,4.014326,6.943099,9.78868,5.6376104,0.7476761,5.1089807,4.9461694,3.4446855,6.74214,8.111641
t16,5.7945733,1.5438696,7.2878804,6.5773826,3.894605,6.709261,9.943905,5.4329343,1.0401365,5.152576,4.9454436,3.6578581,6.9500036,7.8092303
t20,5.950876,1.558599,7.4181013,6.638015,3.9062853,6.587847,9.926013,5.4005313,1.3503991,4.9785886,4.889801,3.686427,6.8572865,7.1995544
t43,5.9854703,1.666819,7.353731,6.5781794,4.0111756,6.6013756,9.91355,5.3454967,1.2840403,5.029812,4.948555,3.590421,6.9496274,7.280786
t45,6.0340734,1.7743374,7.293833,6.5732727,4.0607896,6.5566506,9.873041,5.2940845,1.2397861,5.0070677,4.957836,3.595058,7.0159397,7.448185
t46,5.97343,1.6082146,7.379517,6.625046,3.950981,6.570337,9.919385,5.3609934,1.3130935,5.008483,4.9138513,3.650927,6.9009886,7.257476
t7,7.774373,4.1048117,6.8812175,5.6967473,4.610399,5.2756605,7.7152176,5.7375183,4.4422283,4.711943,5.328054,3.9407845,7.1346273,4.399515
t23,7.2905397,3.165397,6.647301,5.340943,4.472696,5.6237354,8.033076,5.5434537,4.0691814,4.886691,5.004606,3.4933121,6.5637846,4.9141817
t49,7.1955338,3.0534651,6.6242557,5.292999,4.5275373,5.6504016,8.114593,5.475529,3.973272,4.90945,4.9349217,3.4296994,6.4856787,5.029441
t54,7.2801857,3.0966864,6.5399265,5.418055,4.4595165,5.750731,8.200907,5.5273104,4.022634,5.007896,4.968137,3.555948,6.5951214,5.060297
t55,7.21872,3.073049,6.6106334,5.318462,4.5061083,5.6613474,8.114429,5.490605,3.9932115,4.9224834,4.9499617,3.460683,6.506911,5.0169487
t33,7.2659254,3.1286433,6.622631,5.3499904,4.4923353,5.6523085,8.079763,5.52664,4.0404215,4.917198,4.9724946,3.4914587,6.5487638,4.9655857
t25,7.391125,3.3020096,6.59536,5.4979424,4.455116,5.714509,8.142799,5.58284,4.1336927,4.9674683,5.029234,3.6603668,6.6861916,4.9484663
