"accepted_species","trait_EB_scaled"
"t22",2.94255044776007
"t85",1.49968157956929
"t86",1.4185496308552
"t13",0.393499709361524
"t17",1.21898435164566
"t18",-0.149695853504412
"t41",1.81904000953213
"t42",-0.0811964170935623
"t11",0.276863844121711
"t1",-0.524998776193263
"t37",0.0198286024535791
"t38",0.0470716236664764
"t43",-0.15907463873459
"t76",-0.639886502150392
"t77",-0.519753697636988
"t71",-0.23752741693635
"t36",-0.0323584903232024
"t28",1.11139510705798
"t29",-0.85207356949216
"t10",0.233574731909196
"t50",1.25312171149738
"t51",1.302878279527
"t7",-0.121536414064757
"t65",0.34160348369514
"t66",0.280246006724442
"t49",-0.227934309323845
"t82",-1.86906780906875
"t87",-1.69583616312614
"t88",-1.71094630282935
"t95",-2.03730086712955
"t96",-2.03606643395263
"t47",1.02652479853618
"t91",0.525220168226017
"t92",0.419686079459512
"t24",1.14570359293661
"t30",1.90165417775531
"t31",1.52304044635793
"t67",0.488567413852069
"t68",0.841708120484674
"t80",0.417458662873104
"t81",0.416700449394959
"t19",-0.165511290506146
"t32",1.48273719276628
"t33",2.06622726953844
"t34",1.49558103345264
"t2",0.184449055082993
"t8",-0.321891006342701
"t35",0.0766437584818275
"t72",-0.109990030795878
"t73",-0.351821582489315
"t48",-0.24130867028376
"t58",-1.04269144668345
"t69",-0.505306516336581
"t70",-0.65764648093936
"t52",-0.693596813587292
"t53",-0.851974579278122
"t99",-1.55596224351613
"t100",-1.51077464917825
"t14",-1.21192128243777
"t15",0.953249248165124
"t55",-1.51058746460227
"t56",-1.67649104195527
"t23",0.738446240209629
"t57",-0.278501361450381
"t89",-0.519749215760458
"t90",-0.569136254275982
"t26",0.901071779782228
"t27",0.616141524865528
"t78",NA
"t79",NA
"t9",-0.422514756836174
"t44",-0.755397753461415
"t45",-0.15728760722234
"t16",NA
"t6",NA
"t12",NA
"t74",0.0245471783699199
"t75",0.826681121223402
"t46",0.844053935528096
"t63",-0.413255176395167
"t64",0.465231908050857
"t25",-0.348880136718706
"t61",NA
"t62",-0.096907915547962
"t39",-0.816806984887505
"t40",-1.57376925552239
"t3",NA
"t4",1.27974088568337
"t5",1.28168223160018
"t20",1.1193847387948
"t21",-0.173703015607653
"t93",NA
"t94",0.825007467055185
"t83",-0.0772770314489179
"t84",NA
"t97",NA
"t98",-0.913236540975442
"t54",-0.295721426905793
"t59",0.00608560426085075
"t60",-1.38655159297429
