"accepted_species","Medicinal"
"Sinoswertia_tetraptera",0
"Caa_balansae",0
"Cryptolepis_sinensis",1
"Vincetoxicum_yonakuniense",0
"Urceola_densiflora",0
"Pachycarpus_grantii",0
"Coptophyllum_simalurense",0
"Gynochthodes_suratmanii",0
"Gentianella_vernicosa",0
"Cyclophyllum_sagittatum",0
"Ruehssia_gymnemoides",0
"Allomarkgrafia_campanulata",0
"Ixanthus_viscosus",0
"Neanotis_prainiana",0
"Hyperacanthus_amoenus",NA
"Gentianella_claytonioides",0
"Plocama_inopinata",0
"Psychotria_wenzelii",0
"Gentianella_dissitifolia",0
"Vangueria_fuscosetulosa",0
"Tricalysia_boiviniana",NA
"Vangueriella_rhamnoides",0
"Gynochthodes_ridsdalei",0
"Payera_madagascariensis",0
"Leptactina_arborescens",NA
"Stapelianthus_pilosus",0
"Utania_montana",0
"Prestonia_didyma",0
"Tarenna_rhypalostigma",0
"Nenax_cinerea",0
"Guettarda_dictyophylla",0
"Guettarda_undulata",0
"Chomelia_tristis",0
"Rytigynia_mrimaensis",0
"Genianthus_subpeltatus",0
"Mandevilla_angustata",0
"Cremaspora_thomsonii",0
"Tarenna_acuminata",0
"Saldinia_pallida",0
"Metastelma_blodgettii",0
"Strychnos_innocua",1
"Euclinia_longiflora",NA
"Polysphaeria_braunii",0
"Rondeletia_vazquezii",NA
"Cynanchum_pycnoneuroides",0
"Swertia_erythrosticta",1
"Ceropegia_jilongensis",0
"Psychotria_nubisylvae",0
"Psychotria_ellipsoidea",0
"Psychotria_gardneri",0
"Psychotria_hentyi",0
"Psychotria_multiplex",0
"Galium_pobedimovae",0
"Manettia_weberbaueri",0
"Neonauclea_tsaiana",NA
"Coprosma_acutifolia",0
"Gaertnera_diversifolia",0
"Ixora_masoalensis",0
"Landolphia_kirkii",1
"Hoya_meredithii",0
"Hoya_pseudobicolensis",0
"Hedyotis_travancorica",1
"Hoya_purpureofusca",0
"Alseis_floribunda",NA
"Landolphia_angustisepala",0
"Hoya_diptera",1
"Mussaenda_corymbosa",NA
"Tabernaemontana_bouquetii",0
"Philibertia_mitophora",0
"Vincetoxicum_creticum",0
"Sinogentiana_striata",0
"Faramea_coerulescens",0
"Sericanthe_mpassa",0
"Macrocarpaea_kayakifolia",0
"Cuviera_truncata",NA
"Hydnophytum_bracteatum",0
"Secamone_tsingycola",0
"Palicourea_calantha",0
"Palicourea_topoensis",0
"Schizoglossum_angolense",0
"Psydrax_tropicus",0
"Dischidia_acuminata",1
"Timonius_wrayi",0
"Lasianthus_brevipedicellatus",0
"Pavetta_lasiopeplus",0
"Pavetta_mirabilis",0
"Pavetta_filistipulata",0
"Pentas_purpurea",1
"Alstonia_lanceolata",0
"Rudgea_mazanensis",0
"Stapelia_concinna",0
"Remijia_leiocalyx",0
"Vincetoxicum_rehmannii",0
"Ophiorrhiza_insularis",0
"Raphionacme_palustris",0
"Ophiorrhiza_monsvictoriae",0
"Ophiorrhiza_pseudomungos",0
"Sabicea_boliviensis",NA
"Gentiana_dschungarica",0
"Argostemma_rupestre",0
