"","t3","t127","t128","t102","t85","t86","t109","t110","t79","t121","t122","t94","t95","t36","t37","t32","t41","t42","t111","t112","t33","t8","t52","t53","t31","t89","t90","t30","t39","t107","t108","t80","t81","t68","t69","t27","t9","t76","t77","t12","t34","t96","t97","t93","t100","t101","t26","t22","t117","t118","t28","t29","t17","t66","t67","t11","t6","t18","t19","t14","t70","t71","t50","t51","t15","t58","t59","t21","t35","t62","t63","t46","t7","t103","t104","t13","t5","t4","t72","t73","t45","t25","t125","t126","t123","t124","t56","t57","t38","t23","t24","t47","t48","t115","t116","t20","t43","t60","t61","t74","t75","t78","t87","t88","t84","t64","t65","t113","t114","t1","t2","t10","t91","t92","t105","t106","t82","t83","t98","t99","t54","t55","t40","t16","t44","t119","t120","t49"
"t3",0,4.492961234461,4.492961234461,4.49296123438,4.492961234342,4.492961234342,4.492961234352,4.492961234352,4.49296123438,4.49296123438,4.49296123438,4.35787479251,4.49296123437,4.49296123442,4.49296123442,4.4929612348,4.4929612344,4.4929612344,4.49296123437,4.49296123437,4.4929612348,3.85405846733,4.49296123463,4.49296123463,3.84276033757,4.49296123447,4.49296123447,4.02126820959,4.00496851469,4.49296123449,4.38141242217,4.49296123439,4.49296123439,4.49296123449,4.49296123449,4.49296123424,2.9757463238,4.49296123418,4.49296123418,2.7116061578,4.49296123434,4.4929612343176,4.4929612343176,4.4929612343476,4.49296123427,4.49296123427,3.43420524087,4.49296123454,4.49296123449,4.49296123449,4.49296123391,4.12362002251,3.18335801412,4.49296123452,4.14602231407,2.91266988262,3.41193103928,3.0621169062,4.49296123418,3.05217239498,5.56955689038,5.67644699648,5.67644699648,5.67644699648,5.67644699618,5.6764469965,5.6764469965,5.676446997,5.14895569222,5.67644699652,5.67644699652,5.67644699652,3.16675144449,5.6764469956,5.6764469956,5.6764469961,5.6764469965,2.30762488414,5.6764469955,5.4867238522,5.13228751602,5.67644699551,5.67644699538,5.67644699538,5.67644699547,5.67644699547,5.67644699541,5.67644699541,5.67644699541,5.6764469952,5.6764469952,5.6764469956,5.6764469956,5.67644699553,5.67644699553,5.676446995402,5.676446995302,5.346619472042,5.676446995342,5.676446995342,5.676446995342,5.676446995442,5.676446995422,5.676446995422,5.676446995422,5.6764469954,5.6764469954,5.67644699543,5.67644699543,3.0917911381,2.9186623719,7.0045808504,8.5206323855,8.5206323855,8.5206323856,8.5206323856,8.52063238571,8.5206323857208,8.5206323857208,8.5206323857208,8.52063238564,8.43065155134,8.52063238561,8.520632386,8.5206323854,8.52063238548,8.52063238548,8.52063238548
"t127",4.492961234461,0,0.008991387362,0.296798230281,0.835084649243,0.835084649243,0.835084649253,0.835084649253,0.835084649281,0.886002224801,0.886002224801,0.750915782931,0.886002224791,1.975929884841,1.975929884841,2.060031409661,3.554085602261,3.554085602261,3.554085602231,3.554085602231,3.554085602661,3.535181189391,4.174083956691,4.174083956691,3.523883059631,4.174083956531,4.174083956531,3.702390931651,3.686091236751,4.174083956551,4.062535144231,4.174083956451,4.174083956451,4.174083956551,4.174083956551,4.174083956301,4.057492825061,5.574707735441,5.574707735441,3.793352659061,5.574707735601,5.5747077355786,5.5747077355786,5.5747077356086,5.574707735531,5.574707735531,4.515951742131,5.574707735801,5.574707735751,5.574707735751,5.574707735171,5.205366523771,4.265104515381,5.574707735781,5.227768815331,3.994416383881,4.493677540541,4.143863407461,5.574707735441,4.133918896241,9.422981585641,9.529871691741,9.529871691741,9.529871691741,9.529871691441,9.529871691761,9.529871691761,9.529871692261,9.002380387481,9.529871691781,9.529871691781,9.529871691781,7.020176139751,9.529871690861,9.529871690861,9.529871691361,9.529871691761,6.161049579401,9.529871690761,9.340148547461,8.985712211281,9.529871690771,9.529871690641,9.529871690641,9.529871690731,9.529871690731,9.529871690671,9.529871690671,9.529871690671,9.529871690461,9.529871690461,9.529871690861,9.529871690861,9.529871690791,9.529871690791,9.529871690663,9.529871690563,9.200044167303,9.529871690603,9.529871690603,9.529871690603,9.529871690703,9.529871690683,9.529871690683,9.529871690683,9.529871690661,9.529871690661,9.529871690691,9.529871690691,6.945215833361,6.772087067161,10.858005545661,12.374057080761,12.374057080761,12.374057080861,12.374057080861,12.374057080971,12.3740570809818,12.3740570809818,12.3740570809818,12.374057080901,12.284076246601,12.374057080871,12.374057081261,12.374057080661,12.374057080741,12.374057080741,12.374057080741
"t128",4.492961234461,0.008991387362,0,0.296798230281,0.835084649243,0.835084649243,0.835084649253,0.835084649253,0.835084649281,0.886002224801,0.886002224801,0.750915782931,0.886002224791,1.975929884841,1.975929884841,2.060031409661,3.554085602261,3.554085602261,3.554085602231,3.554085602231,3.554085602661,3.535181189391,4.174083956691,4.174083956691,3.523883059631,4.174083956531,4.174083956531,3.702390931651,3.686091236751,4.174083956551,4.062535144231,4.174083956451,4.174083956451,4.174083956551,4.174083956551,4.174083956301,4.057492825061,5.574707735441,5.574707735441,3.793352659061,5.574707735601,5.5747077355786,5.5747077355786,5.5747077356086,5.574707735531,5.574707735531,4.515951742131,5.574707735801,5.574707735751,5.574707735751,5.574707735171,5.205366523771,4.265104515381,5.574707735781,5.227768815331,3.994416383881,4.493677540541,4.143863407461,5.574707735441,4.133918896241,9.422981585641,9.529871691741,9.529871691741,9.529871691741,9.529871691441,9.529871691761,9.529871691761,9.529871692261,9.002380387481,9.529871691781,9.529871691781,9.529871691781,7.020176139751,9.529871690861,9.529871690861,9.529871691361,9.529871691761,6.161049579401,9.529871690761,9.340148547461,8.985712211281,9.529871690771,9.529871690641,9.529871690641,9.529871690731,9.529871690731,9.529871690671,9.529871690671,9.529871690671,9.529871690461,9.529871690461,9.529871690861,9.529871690861,9.529871690791,9.529871690791,9.529871690663,9.529871690563,9.200044167303,9.529871690603,9.529871690603,9.529871690603,9.529871690703,9.529871690683,9.529871690683,9.529871690683,9.529871690661,9.529871690661,9.529871690691,9.529871690691,6.945215833361,6.772087067161,10.858005545661,12.374057080761,12.374057080761,12.374057080861,12.374057080861,12.374057080971,12.3740570809818,12.3740570809818,12.3740570809818,12.374057080901,12.284076246601,12.374057080871,12.374057081261,12.374057080661,12.374057080741,12.374057080741,12.374057080741
"t102",4.49296123438,0.296798230281,0.296798230281,0,0.835084649162,0.835084649162,0.835084649172,0.835084649172,0.8350846492,0.88600222472,0.88600222472,0.75091578285,0.88600222471,1.97592988476,1.97592988476,2.06003140958,3.55408560218,3.55408560218,3.55408560215,3.55408560215,3.55408560258,3.53518118931,4.17408395661,4.17408395661,3.52388305955,4.17408395645,4.17408395645,3.70239093157,3.68609123667,4.17408395647,4.06253514415,4.17408395637,4.17408395637,4.17408395647,4.17408395647,4.17408395622,4.05749282498,5.57470773536,5.57470773536,3.79335265898,5.57470773552,5.5747077354976,5.5747077354976,5.5747077355276,5.57470773545,5.57470773545,4.51595174205,5.57470773572,5.57470773567,5.57470773567,5.57470773509,5.20536652369,4.2651045153,5.5747077357,5.22776881525,3.9944163838,4.49367754046,4.14386340738,5.57470773536,4.13391889616,9.42298158556,9.52987169166,9.52987169166,9.52987169166,9.52987169136,9.52987169168,9.52987169168,9.52987169218,9.0023803874,9.5298716917,9.5298716917,9.5298716917,7.02017613967,9.52987169078,9.52987169078,9.52987169128,9.52987169168,6.16104957932,9.52987169068,9.34014854738,8.9857122112,9.52987169069,9.52987169056,9.52987169056,9.52987169065,9.52987169065,9.52987169059,9.52987169059,9.52987169059,9.52987169038,9.52987169038,9.52987169078,9.52987169078,9.52987169071,9.52987169071,9.529871690582,9.529871690482,9.200044167222,9.529871690522,9.529871690522,9.529871690522,9.529871690622,9.529871690602,9.529871690602,9.529871690602,9.52987169058,9.52987169058,9.52987169061,9.52987169061,6.94521583328,6.77208706708,10.85800554558,12.37405708068,12.37405708068,12.37405708078,12.37405708078,12.37405708089,12.3740570809008,12.3740570809008,12.3740570809008,12.37405708082,12.28407624652,12.37405708079,12.37405708118,12.37405708058,12.37405708066,12.37405708066,12.37405708066
"t85",4.492961234342,0.835084649243,0.835084649243,0.835084649162,0,0.4535659436,0.57309473719,0.57309473719,0.588943810762,0.886002224682,0.886002224682,0.750915782812,0.886002224672,1.975929884722,1.975929884722,2.060031409542,3.554085602142,3.554085602142,3.554085602112,3.554085602112,3.554085602542,3.535181189272,4.174083956572,4.174083956572,3.523883059512,4.174083956412,4.174083956412,3.702390931532,3.686091236632,4.174083956432,4.062535144112,4.174083956332,4.174083956332,4.174083956432,4.174083956432,4.174083956182,4.057492824942,5.574707735322,5.574707735322,3.793352658942,5.574707735482,5.5747077354596,5.5747077354596,5.5747077354896,5.574707735412,5.574707735412,4.515951742012,5.574707735682,5.574707735632,5.574707735632,5.574707735052,5.205366523652,4.265104515262,5.574707735662,5.227768815212,3.994416383762,4.493677540422,4.143863407342,5.574707735322,4.133918896122,9.422981585522,9.529871691622,9.529871691622,9.529871691622,9.529871691322,9.529871691642,9.529871691642,9.529871692142,9.002380387362,9.529871691662,9.529871691662,9.529871691662,7.020176139632,9.529871690742,9.529871690742,9.529871691242,9.529871691642,6.161049579282,9.529871690642,9.340148547342,8.985712211162,9.529871690652,9.529871690522,9.529871690522,9.529871690612,9.529871690612,9.529871690552,9.529871690552,9.529871690552,9.529871690342,9.529871690342,9.529871690742,9.529871690742,9.529871690672,9.529871690672,9.529871690544,9.529871690444,9.200044167184,9.529871690484,9.529871690484,9.529871690484,9.529871690584,9.529871690564,9.529871690564,9.529871690564,9.529871690542,9.529871690542,9.529871690572,9.529871690572,6.945215833242,6.772087067042,10.858005545542,12.374057080642,12.374057080642,12.374057080742,12.374057080742,12.374057080852,12.3740570808628,12.3740570808628,12.3740570808628,12.374057080782,12.284076246482,12.374057080752,12.374057081142,12.374057080542,12.374057080622,12.374057080622,12.374057080622
"t86",4.492961234342,0.835084649243,0.835084649243,0.835084649162,0.4535659436,0,0.57309473719,0.57309473719,0.588943810762,0.886002224682,0.886002224682,0.750915782812,0.886002224672,1.975929884722,1.975929884722,2.060031409542,3.554085602142,3.554085602142,3.554085602112,3.554085602112,3.554085602542,3.535181189272,4.174083956572,4.174083956572,3.523883059512,4.174083956412,4.174083956412,3.702390931532,3.686091236632,4.174083956432,4.062535144112,4.174083956332,4.174083956332,4.174083956432,4.174083956432,4.174083956182,4.057492824942,5.574707735322,5.574707735322,3.793352658942,5.574707735482,5.5747077354596,5.5747077354596,5.5747077354896,5.574707735412,5.574707735412,4.515951742012,5.574707735682,5.574707735632,5.574707735632,5.574707735052,5.205366523652,4.265104515262,5.574707735662,5.227768815212,3.994416383762,4.493677540422,4.143863407342,5.574707735322,4.133918896122,9.422981585522,9.529871691622,9.529871691622,9.529871691622,9.529871691322,9.529871691642,9.529871691642,9.529871692142,9.002380387362,9.529871691662,9.529871691662,9.529871691662,7.020176139632,9.529871690742,9.529871690742,9.529871691242,9.529871691642,6.161049579282,9.529871690642,9.340148547342,8.985712211162,9.529871690652,9.529871690522,9.529871690522,9.529871690612,9.529871690612,9.529871690552,9.529871690552,9.529871690552,9.529871690342,9.529871690342,9.529871690742,9.529871690742,9.529871690672,9.529871690672,9.529871690544,9.529871690444,9.200044167184,9.529871690484,9.529871690484,9.529871690484,9.529871690584,9.529871690564,9.529871690564,9.529871690564,9.529871690542,9.529871690542,9.529871690572,9.529871690572,6.945215833242,6.772087067042,10.858005545542,12.374057080642,12.374057080642,12.374057080742,12.374057080742,12.374057080852,12.3740570808628,12.3740570808628,12.3740570808628,12.374057080782,12.284076246482,12.374057080752,12.374057081142,12.374057080542,12.374057080622,12.374057080622,12.374057080622
"t109",4.492961234352,0.835084649253,0.835084649253,0.835084649172,0.57309473719,0.57309473719,0,0.2211717428,0.588943810772,0.886002224692,0.886002224692,0.750915782822,0.886002224682,1.975929884732,1.975929884732,2.060031409552,3.554085602152,3.554085602152,3.554085602122,3.554085602122,3.554085602552,3.535181189282,4.174083956582,4.174083956582,3.523883059522,4.174083956422,4.174083956422,3.702390931542,3.686091236642,4.174083956442,4.062535144122,4.174083956342,4.174083956342,4.174083956442,4.174083956442,4.174083956192,4.057492824952,5.574707735332,5.574707735332,3.793352658952,5.574707735492,5.5747077354696,5.5747077354696,5.5747077354996,5.574707735422,5.574707735422,4.515951742022,5.574707735692,5.574707735642,5.574707735642,5.574707735062,5.205366523662,4.265104515272,5.574707735672,5.227768815222,3.994416383772,4.493677540432,4.143863407352,5.574707735332,4.133918896132,9.422981585532,9.529871691632,9.529871691632,9.529871691632,9.529871691332,9.529871691652,9.529871691652,9.529871692152,9.002380387372,9.529871691672,9.529871691672,9.529871691672,7.020176139642,9.529871690752,9.529871690752,9.529871691252,9.529871691652,6.161049579292,9.529871690652,9.340148547352,8.985712211172,9.529871690662,9.529871690532,9.529871690532,9.529871690622,9.529871690622,9.529871690562,9.529871690562,9.529871690562,9.529871690352,9.529871690352,9.529871690752,9.529871690752,9.529871690682,9.529871690682,9.529871690554,9.529871690454,9.200044167194,9.529871690494,9.529871690494,9.529871690494,9.529871690594,9.529871690574,9.529871690574,9.529871690574,9.529871690552,9.529871690552,9.529871690582,9.529871690582,6.945215833252,6.772087067052,10.858005545552,12.374057080652,12.374057080652,12.374057080752,12.374057080752,12.374057080862,12.3740570808728,12.3740570808728,12.3740570808728,12.374057080792,12.284076246492,12.374057080762,12.374057081152,12.374057080552,12.374057080632,12.374057080632,12.374057080632
"t110",4.492961234352,0.835084649253,0.835084649253,0.835084649172,0.57309473719,0.57309473719,0.2211717428,0,0.588943810772,0.886002224692,0.886002224692,0.750915782822,0.886002224682,1.975929884732,1.975929884732,2.060031409552,3.554085602152,3.554085602152,3.554085602122,3.554085602122,3.554085602552,3.535181189282,4.174083956582,4.174083956582,3.523883059522,4.174083956422,4.174083956422,3.702390931542,3.686091236642,4.174083956442,4.062535144122,4.174083956342,4.174083956342,4.174083956442,4.174083956442,4.174083956192,4.057492824952,5.574707735332,5.574707735332,3.793352658952,5.574707735492,5.5747077354696,5.5747077354696,5.5747077354996,5.574707735422,5.574707735422,4.515951742022,5.574707735692,5.574707735642,5.574707735642,5.574707735062,5.205366523662,4.265104515272,5.574707735672,5.227768815222,3.994416383772,4.493677540432,4.143863407352,5.574707735332,4.133918896132,9.422981585532,9.529871691632,9.529871691632,9.529871691632,9.529871691332,9.529871691652,9.529871691652,9.529871692152,9.002380387372,9.529871691672,9.529871691672,9.529871691672,7.020176139642,9.529871690752,9.529871690752,9.529871691252,9.529871691652,6.161049579292,9.529871690652,9.340148547352,8.985712211172,9.529871690662,9.529871690532,9.529871690532,9.529871690622,9.529871690622,9.529871690562,9.529871690562,9.529871690562,9.529871690352,9.529871690352,9.529871690752,9.529871690752,9.529871690682,9.529871690682,9.529871690554,9.529871690454,9.200044167194,9.529871690494,9.529871690494,9.529871690494,9.529871690594,9.529871690574,9.529871690574,9.529871690574,9.529871690552,9.529871690552,9.529871690582,9.529871690582,6.945215833252,6.772087067052,10.858005545552,12.374057080652,12.374057080652,12.374057080752,12.374057080752,12.374057080862,12.3740570808728,12.3740570808728,12.3740570808728,12.374057080792,12.284076246492,12.374057080762,12.374057081152,12.374057080552,12.374057080632,12.374057080632,12.374057080632
"t79",4.49296123438,0.835084649281,0.835084649281,0.8350846492,0.588943810762,0.588943810762,0.588943810772,0.588943810772,0,0.88600222472,0.88600222472,0.75091578285,0.88600222471,1.97592988476,1.97592988476,2.06003140958,3.55408560218,3.55408560218,3.55408560215,3.55408560215,3.55408560258,3.53518118931,4.17408395661,4.17408395661,3.52388305955,4.17408395645,4.17408395645,3.70239093157,3.68609123667,4.17408395647,4.06253514415,4.17408395637,4.17408395637,4.17408395647,4.17408395647,4.17408395622,4.05749282498,5.57470773536,5.57470773536,3.79335265898,5.57470773552,5.5747077354976,5.5747077354976,5.5747077355276,5.57470773545,5.57470773545,4.51595174205,5.57470773572,5.57470773567,5.57470773567,5.57470773509,5.20536652369,4.2651045153,5.5747077357,5.22776881525,3.9944163838,4.49367754046,4.14386340738,5.57470773536,4.13391889616,9.42298158556,9.52987169166,9.52987169166,9.52987169166,9.52987169136,9.52987169168,9.52987169168,9.52987169218,9.0023803874,9.5298716917,9.5298716917,9.5298716917,7.02017613967,9.52987169078,9.52987169078,9.52987169128,9.52987169168,6.16104957932,9.52987169068,9.34014854738,8.9857122112,9.52987169069,9.52987169056,9.52987169056,9.52987169065,9.52987169065,9.52987169059,9.52987169059,9.52987169059,9.52987169038,9.52987169038,9.52987169078,9.52987169078,9.52987169071,9.52987169071,9.529871690582,9.529871690482,9.200044167222,9.529871690522,9.529871690522,9.529871690522,9.529871690622,9.529871690602,9.529871690602,9.529871690602,9.52987169058,9.52987169058,9.52987169061,9.52987169061,6.94521583328,6.77208706708,10.85800554558,12.37405708068,12.37405708068,12.37405708078,12.37405708078,12.37405708089,12.3740570809008,12.3740570809008,12.3740570809008,12.37405708082,12.28407624652,12.37405708079,12.37405708118,12.37405708058,12.37405708066,12.37405708066,12.37405708066
"t121",4.49296123438,0.886002224801,0.886002224801,0.88600222472,0.886002224682,0.886002224682,0.886002224692,0.886002224692,0.88600222472,0,0.05958893502,0.74072311435,0.87580955621,1.97592988476,1.97592988476,2.06003140958,3.55408560218,3.55408560218,3.55408560215,3.55408560215,3.55408560258,3.53518118931,4.17408395661,4.17408395661,3.52388305955,4.17408395645,4.17408395645,3.70239093157,3.68609123667,4.17408395647,4.06253514415,4.17408395637,4.17408395637,4.17408395647,4.17408395647,4.17408395622,4.05749282498,5.57470773536,5.57470773536,3.79335265898,5.57470773552,5.5747077354976,5.5747077354976,5.5747077355276,5.57470773545,5.57470773545,4.51595174205,5.57470773572,5.57470773567,5.57470773567,5.57470773509,5.20536652369,4.2651045153,5.5747077357,5.22776881525,3.9944163838,4.49367754046,4.14386340738,5.57470773536,4.13391889616,9.42298158556,9.52987169166,9.52987169166,9.52987169166,9.52987169136,9.52987169168,9.52987169168,9.52987169218,9.0023803874,9.5298716917,9.5298716917,9.5298716917,7.02017613967,9.52987169078,9.52987169078,9.52987169128,9.52987169168,6.16104957932,9.52987169068,9.34014854738,8.9857122112,9.52987169069,9.52987169056,9.52987169056,9.52987169065,9.52987169065,9.52987169059,9.52987169059,9.52987169059,9.52987169038,9.52987169038,9.52987169078,9.52987169078,9.52987169071,9.52987169071,9.529871690582,9.529871690482,9.200044167222,9.529871690522,9.529871690522,9.529871690522,9.529871690622,9.529871690602,9.529871690602,9.529871690602,9.52987169058,9.52987169058,9.52987169061,9.52987169061,6.94521583328,6.77208706708,10.85800554558,12.37405708068,12.37405708068,12.37405708078,12.37405708078,12.37405708089,12.3740570809008,12.3740570809008,12.3740570809008,12.37405708082,12.28407624652,12.37405708079,12.37405708118,12.37405708058,12.37405708066,12.37405708066,12.37405708066
