"accepted_species","F1.1/1"
"t15",0.394274653984303
"t99",1.53345810712821
"t100",0.344183110096865
"t48",-0.933657807151839
"t18",-0.815475281432173
"t19",0.0701614362885879
"t80",-0.5982131056595
"t81",-0.766520328701101
"t7",-1.88197012239795
"t63",-1.51060654882375
"t64",-0.431220372213282
"t58",1.16940751852795
"t59",1.44497350547772
"t86",1.13515616401837
"t87",1.06572172298142
"t56",-1.3948839669894
"t57",-1.01801052329639
"t47",0.413438510467563
"t13",-0.494604271674464
"t3",-1.02940359295989
"t20",0.364305671387222
"t23",0.746531435394678
"t60",1.33619776157062
"t61",0.912993483060696
"t32",0.872426736664043
"t69",1.08267967294919
"t70",1.219125800854
"t28",-1.20365479371486
"t29",-0.557476911357809
"t84",-1.60843434170577
"t85",-0.396236114046756
"t52",-0.263780864445673
"t51",0.298880792317344
"t39",-0.231332183863644
"t72",-0.187447857645862
"t73",-0.251733691937588
"t95",1.17249444195287
"t96",-0.782758449159806
"t90",-0.810576843433263
"t74",0.464222023915549
"t75",0.124317074916364
"t36",2.31563279499783
"t88",-0.293631824582419
"t89",0.321118362097273
"t16",0.399663760633562
"t17",-0.260855512556007
"t41",-1.46971582183176
"t42",-0.0395497981887927
"t27",-0.191363093819545
"t45",-1.20341258976253
"t46",-0.440905189772107
"t11",0.919480743663576
"t43",1.19589443901687
"t44",-1.19578801288031
"t22",0.35255806682413
"t62",-0.810700920647994
"t78",-1.09145562646544
"t79",-1.13784455434827
"t55",1.15855939972959
"t82",0.592604190902207
"t83",-1.41160444724841
"t37",-0.110215041777129
"t38",0.204098838505819
"t65",0.224606143223988
"t66",-0.733336516596187
"t21",-0.706260024388565
"t10",1.67826229286688
"t14",1.17170378897958
"t93",0.212018950001404
"t94",0.33844740111799
"t71",-1.81632914257498
"t2",0.405310207744675
"t1",NA
"t67",NA
"t68",2.79025311562895
"t24",NA
"t25",NA
"t31",-0.951922881277747
"t76",NA
"t77",NA
"t54",NA
"t34",NA
"t35",NA
"t33",NA
"t53",-0.604903930673839
"t91",-0.690765880105049
"t92",-1.32501387683213
"t40",-1.27527613914013
"t5",-0.870208535144531
"t8",-0.164756173498332
"t9",-1.13750506297375
"t4",-0.591948459783346
"t26",-0.0387980097387114
"t6",1.2617215389558
"t97",-0.123138298625803
"t98",1.14857705334581
"t30",2.4519577830793
"t49",0.121514248800044
"t50",0.597909074511862
"t12",0.373762458533723
