"accepted_species","traits"
"sp8",1
"sp16",0
"sp17",0
"sp18",0
"sp20",1
"sp26",1
"sp27",1
"sp33",1
"sp34",0
"sp35",1
"sp36",1
"sp39",1
"sp40",1
"sp41",1
"sp43",1
"sp45",0
"sp47",1
"sp50",1
"sp52",1
"sp56",1
"sp57",1
"sp58",1
"sp59",0
"sp60",1
"sp62",1
"sp63",1
"sp65",0
"sp66",1
"sp67",0
"sp70",1
"sp71",0
"sp73",1
"sp74",0
"sp75",0
"sp77",0
"sp79",0
"sp80",1
"sp81",1
"sp83",1
"sp84",0
"sp85",0
"sp86",1
"sp87",0
"sp89",0
"sp90",1
"sp91",0
"sp92",0
"sp93",0
"sp94",1
"sp95",0
"sp97",1
"sp99",1
"sp100",1
"sp101",1
"sp102",0
"sp103",1
"sp104",0
"sp105",0
"sp107",0
"sp109",0
"sp110",1
"sp111",0
"sp112",0
"sp113",0
"sp114",0
"sp115",0
"sp116",0
"sp117",1
"sp118",0
"sp119",1
"sp120",0
"sp122",1
"sp123",0
"sp124",1
"sp125",1
"sp126",0
"sp127",0
"sp128",0
"sp129",0
"sp130",1
"sp131",1
"sp132",1
"sp133",0
"sp134",1
"sp135",0
"sp137",0
"sp138",0
"sp139",0
"sp140",0
"sp141",0
"sp142",0
"sp143",0
"sp144",0
"sp145",1
"sp146",0
"sp147",0
"sp148",1
"sp149",1
"sp150",1
"sp151",1
