"accepted_species","Medicinal"
"Strychnos_dalzellii",0
"Spermacoce_latituba",NA
"Curtia_intermedia",NA
"Praravinia_lucbanensis",0
"Palicourea_duidana",0
"Asperula_gobica",0
"Palicourea_juarezana",0
"Sherbournia_amaraliocarpa",0
"Landolphia_buchananii",1
"Gynochthodes_lacunosa",0
"Vincetoxicum_cameroonicum",1
"Odontadenia_geminata",0
"Aspidoglossum_masaicum",0
"Kadua_tahuatensis",0
"Paederia_ciliata",0
"Lasianthus_obliquus",0
"Oldenlandia_brachypetala",0
"Hypobathrum_microcarpum",1
"Ridsdalea_quadrasii",0
"Rudgea_minor",0
"Hexaphylla_hirsuta",0
"Bremeria_latisepala",0
"Glossostelma_carsonii",0
"Ophiorrhiza_malipoensis",0
"Sebaea_micrantha",0
"Matelea_fruticosa",0
"Vincetoxicum_rechingeri",0
"Guettarda_oxyphylla",0
"Mouretia_larsenii",0
"Chonemorpha_parviflora",0
"Xanthophytum_capitatum",0
"Forsteronia_obtusiloba",0
"Coptosapelta_valetonii",NA
"Marsdenia_medogensis",0
"Pseudolachnostoma_quinindense",0
"Strychnos_mitis",1
"Strychnos_densiflora",1
"Prepusa_alata",0
"Sherbournia_buccularia",0
"Geophila_herbacea",1
"Chiococca_filipes",NA
"Cynanchum_chouxii",0
"Rondeletia_chinajensis",0
"Psychotria_mindoroensis",1
"Psychotria_opaca",0
"Psychotria_rigescens",0
"Galium_cyllenium",0
"Phialanthus_jamaicensis",NA
"Galium_margaritaceum",0
"Psychotria_pearcei",0
"Galium_orizabense",0
"Neonauclea_ceramensis",0
"Manettia_zimapanica",0
"Asperula_tymphaea",NA
"Asperula_gobicola",0
"Huernia_delicata",NA
"Alyxia_lackii",0
"Ixora_elegans",0
"Hoya_mengtzeensis",0
"Hedyotis_luzoniensis",0
"Alseis_eggersii",0
"Hedyotis_edanoii",0
"Lacmellea_speciosa",0
"Parsonsia_×_heterocapsa",0
"Psychotria_terniflora",0
"Ibatia_rubra",0
"Vidalasia_tonkinensis",0
"Chassalia_pleuroneura",0
"Bullockia_fadenii",0
"Hoya_pruinosa",NA
"Secamone_axillaris",0
"Palicourea_candida",0
"Palicourea_myrtifolia",NA
"Palicourea_obesiflora",0
"Palicourea_amorimii",0
"Fadogia_lactiflora",0
"Tripterospermum_pallidum",0
"Timonius_latifolius",0
"Echidnopsis_ciliata",0
"Crucianella_chlorostachys",0
"Streblosa_leiophylla",0
"Prestonia_robusta",0
"Keetia_futa",0
"Randia_itatiaiae",0
"Pouchetia_parviflora",0
"Gentianella_pyrostelium",0
"Gentianella_vargasii",0
"Tricalysia_pynaertii",0
"Curtia_pusilla",0
"Oldenlandia_banksii",0
"Gentiana_hugelii",0
"Exacum_nummulariifolium",0
"Argostemma_rugosum",0
"Argostemma_rostratum",0
"Gentiana_fieldiana",0
"Sipanea_galioides",NA
"Argostemma_montis-doormannii",0
"Gentiana_lawrencei",1
"Coelospermum_decipiens",0
"Parsonsia_novoguineensis",0
