"","t9","t11","t130","t131","t42","t23","t24","t106","t107","t87","t14","t7","t8","t5","t15","t16","t17","t6","t12","t13","t10","t123","t124","t119","t120","t125","t126","t55","t52","t21","t37","t51","t146","t147","t39","t100","t134","t135","t35","t71","t72","t90","t91","t80","t81","t63","t53","t56","t57","t115","t116","t77","t78","t150","t151","t99","t4","t3","t47","t48","t83","t84","t75","t76","t128","t129","t88","t89","t144","t145","t121","t108","t142","t143","t73","t62","t54","t46","t64","t65","t32","t140","t141","t101","t102","t113","t114","t68","t33","t34","t43","t66","t67","t36","t20","t85","t154","t155","t138","t74","t136","t137","t122","t69","t70","t127","t148","t149","t86","t132","t133","t82","t19","t95","t96","t93","t94","t25","t26","t27","t60","t61","t49","t50","t111","t112","t97","t98","t92","t152","t153","t139","t109","t110","t103","t104","t105","t117","t118","t79","t58","t59","t40","t41","t29","t44","t45","t38","t28","t30","t31","t22","t18","t2","t1"
"t9",0,3.433921196,6.0435977368,6.0435977368,5.52140407,4.5374262817,6.0435977368,6.0361888755,6.0435977368,6.0435977367,3.6532054469,4.9762858864,8.4333143366,5.57552204699,9.3821778054,8.01432386751,8.1972283156,6.2388851359,7.64217833129,7.35643175903,7.18844165466,10.05253903163,10.05253903163,10.05253903163,10.05253903163,10.05253903162,10.05253903162,10.0525390316,9.2756516994,10.0525390317,9.1021498078,10.05253903198,10.05253903158,10.05253903158,9.15517669628,9.86954396493,10.05253903111,10.05253903111,9.67448901886,9.75578173503,10.05253903143,10.05253903153,10.05253903153,10.05253903163,10.05253903163,10.05253903163,10.05253903156,10.05253903166,9.47018946526,10.05253903153,10.05253903153,10.0525390313,9.51739733717,10.05253903121,10.05253903121,10.0525390312,7.0955852592,7.2333376405,9.60958985802,9.52340123552,10.05253903232,10.05253903232,10.05253903235,9.55980017905,10.05253903239,10.05253903239,10.05253903237,10.02234513067,10.05253903238,10.05253903238,10.05253903234,10.05253903234,10.0525390323,10.0525390323,9.52583641206,9.36991041288,10.05253903232,9.47746433365,10.05253903245,10.05253903245,9.3113726133,10.05253903235,10.05253903235,10.05253903237,10.05253903237,10.05253903235,10.05253903235,9.90975085535,10.052539032524,9.360086457224,9.029833219274,9.414592186094,9.591942009244,9.573574390944,10.05253903183,10.05253903253,10.052539032463,10.052539032463,10.05253903246,9.78238457953,10.05253903248,10.05253903248,10.05253903243,9.72837417943,10.05253903253,10.05253903262,10.05253903263,10.05253903263,10.05253903218,10.05253903215,10.05253903215,10.05253903223,8.1996423963,9.88319521247,10.05253903207,10.05253903207,10.05253903207,9.24195270883,10.05253903183,8.82530846003,9.35588577037,10.05253903183,10.05253903183,10.05253903183,10.0525390321,10.0525390321,10.05253903206,10.05253903206,10.05253903208,10.052539032021,10.052539032021,10.05253903202,10.0525390321,10.0525390321,10.0525390321,10.0525390321,10.052539032,10.05253903197,10.05253903197,10.052539032,9.53162711433,9.64822455233,9.0069971284,9.8513469507,10.0525390322,9.8039538991,9.00856795361,10.0525390315,10.0525390319,10.05253903152,10.05253903152,8.37894143192,10.0525390318,5.51304256946,5.8296120626
"t11",3.433921196,0,2.993502454,2.993502454,2.4713087872,1.4873309989,2.993502454,2.9860935927,2.993502454,2.9935024539,0.6031101641,3.5888490804,7.0458775306,4.18808524099,7.9947409994,6.62688706151,6.8097915096,4.8514483299,6.25474152529,5.96899495303,5.80100484866,8.66510222563,8.66510222563,8.66510222563,8.66510222563,8.66510222562,8.66510222562,8.6651022256,7.8882148934,8.6651022257,7.7147130018,8.66510222598,8.66510222558,8.66510222558,7.76773989028,8.48210715893,8.66510222511,8.66510222511,8.28705221286,8.36834492903,8.66510222543,8.66510222553,8.66510222553,8.66510222563,8.66510222563,8.66510222563,8.66510222556,8.66510222566,8.08275265926,8.66510222553,8.66510222553,8.6651022253,8.12996053117,8.66510222521,8.66510222521,8.6651022252,5.7081484532,5.8459008345,8.22215305202,8.13596442952,8.66510222632,8.66510222632,8.66510222635,8.17236337305,8.66510222639,8.66510222639,8.66510222637,8.63490832467,8.66510222638,8.66510222638,8.66510222634,8.66510222634,8.6651022263,8.6651022263,8.13839960606,7.98247360688,8.66510222632,8.09002752765,8.66510222645,8.66510222645,7.9239358073,8.66510222635,8.66510222635,8.66510222637,8.66510222637,8.66510222635,8.66510222635,8.52231404935,8.665102226524,7.972649651224,7.642396413274,8.027155380094,8.204505203244,8.186137584944,8.66510222583,8.66510222653,8.665102226463,8.665102226463,8.66510222646,8.39494777353,8.66510222648,8.66510222648,8.66510222643,8.34093737343,8.66510222653,8.66510222662,8.66510222663,8.66510222663,8.66510222618,8.66510222615,8.66510222615,8.66510222623,6.8122055903,8.49575840647,8.66510222607,8.66510222607,8.66510222607,7.85451590283,8.66510222583,7.43787165403,7.96844896437,8.66510222583,8.66510222583,8.66510222583,8.6651022261,8.6651022261,8.66510222606,8.66510222606,8.66510222608,8.665102226021,8.665102226021,8.66510222602,8.6651022261,8.6651022261,8.6651022261,8.6651022261,8.665102226,8.66510222597,8.66510222597,8.665102226,8.14419030833,8.26078774633,7.6195603224,8.4639101447,8.6651022262,8.4165170931,7.62113114761,8.6651022255,8.6651022259,8.66510222552,8.66510222552,6.99150462592,8.6651022258,4.12560576346,4.4421752566
"t130",6.0435977368,2.993502454,0,0.1744239902,1.7140797874,2.5732673527,4.0794388078,4.6088628631,4.6162717244,4.6162717243,2.5492168841,6.1985256212,9.6555540714,6.79776178179,10.6044175402,9.23656360231,9.4194680504,7.4611248707,8.86441806609,8.57867149383,8.41068138946,11.27477876643,11.27477876643,11.27477876643,11.27477876643,11.27477876642,11.27477876642,11.2747787664,10.4978914342,11.2747787665,10.3243895426,11.27477876678,11.27477876638,11.27477876638,10.37741643108,11.09178369973,11.27477876591,11.27477876591,10.89672875366,10.97802146983,11.27477876623,11.27477876633,11.27477876633,11.27477876643,11.27477876643,11.27477876643,11.27477876636,11.27477876646,10.69242920006,11.27477876633,11.27477876633,11.2747787661,10.73963707197,11.27477876601,11.27477876601,11.274778766,8.317824994,8.4555773753,10.83182959282,10.74564097032,11.27477876712,11.27477876712,11.27477876715,10.78203991385,11.27477876719,11.27477876719,11.27477876717,11.24458486547,11.27477876718,11.27477876718,11.27477876714,11.27477876714,11.2747787671,11.2747787671,10.74807614686,10.59215014768,11.27477876712,10.69970406845,11.27477876725,11.27477876725,10.5336123481,11.27477876715,11.27477876715,11.27477876717,11.27477876717,11.27477876715,11.27477876715,11.13199059015,11.274778767324,10.582326192024,10.252072954074,10.636831920894,10.814181744044,10.795814125744,11.27477876663,11.27477876733,11.274778767263,11.274778767263,11.27477876726,11.00462431433,11.27477876728,11.27477876728,11.27477876723,10.95061391423,11.27477876733,11.27477876742,11.27477876743,11.27477876743,11.27477876698,11.27477876695,11.27477876695,11.27477876703,9.4218821311,11.10543494727,11.27477876687,11.27477876687,11.27477876687,10.46419244363,11.27477876663,10.04754819483,10.57812550517,11.27477876663,11.27477876663,11.27477876663,11.2747787669,11.2747787669,11.27477876686,11.27477876686,11.27477876688,11.274778766821,11.274778766821,11.27477876682,11.2747787669,11.2747787669,11.2747787669,11.2747787669,11.2747787668,11.27477876677,11.27477876677,11.2747787668,10.75386684913,10.87046428713,10.2292368632,11.0735866855,11.274778767,11.0261936339,10.23080768841,11.2747787663,11.2747787667,11.27477876632,11.27477876632,9.60118116672,11.2747787666,6.73528230426,7.0518517974
"t131",6.0435977368,2.993502454,0.1744239902,0,1.7140797874,2.5732673527,4.0794388078,4.6088628631,4.6162717244,4.6162717243,2.5492168841,6.1985256212,9.6555540714,6.79776178179,10.6044175402,9.23656360231,9.4194680504,7.4611248707,8.86441806609,8.57867149383,8.41068138946,11.27477876643,11.27477876643,11.27477876643,11.27477876643,11.27477876642,11.27477876642,11.2747787664,10.4978914342,11.2747787665,10.3243895426,11.27477876678,11.27477876638,11.27477876638,10.37741643108,11.09178369973,11.27477876591,11.27477876591,10.89672875366,10.97802146983,11.27477876623,11.27477876633,11.27477876633,11.27477876643,11.27477876643,11.27477876643,11.27477876636,11.27477876646,10.69242920006,11.27477876633,11.27477876633,11.2747787661,10.73963707197,11.27477876601,11.27477876601,11.274778766,8.317824994,8.4555773753,10.83182959282,10.74564097032,11.27477876712,11.27477876712,11.27477876715,10.78203991385,11.27477876719,11.27477876719,11.27477876717,11.24458486547,11.27477876718,11.27477876718,11.27477876714,11.27477876714,11.2747787671,11.2747787671,10.74807614686,10.59215014768,11.27477876712,10.69970406845,11.27477876725,11.27477876725,10.5336123481,11.27477876715,11.27477876715,11.27477876717,11.27477876717,11.27477876715,11.27477876715,11.13199059015,11.274778767324,10.582326192024,10.252072954074,10.636831920894,10.814181744044,10.795814125744,11.27477876663,11.27477876733,11.274778767263,11.274778767263,11.27477876726,11.00462431433,11.27477876728,11.27477876728,11.27477876723,10.95061391423,11.27477876733,11.27477876742,11.27477876743,11.27477876743,11.27477876698,11.27477876695,11.27477876695,11.27477876703,9.4218821311,11.10543494727,11.27477876687,11.27477876687,11.27477876687,10.46419244363,11.27477876663,10.04754819483,10.57812550517,11.27477876663,11.27477876663,11.27477876663,11.2747787669,11.2747787669,11.27477876686,11.27477876686,11.27477876688,11.274778766821,11.274778766821,11.27477876682,11.2747787669,11.2747787669,11.2747787669,11.2747787669,11.2747787668,11.27477876677,11.27477876677,11.2747787668,10.75386684913,10.87046428713,10.2292368632,11.0735866855,11.274778767,11.0261936339,10.23080768841,11.2747787663,11.2747787667,11.27477876632,11.27477876632,9.60118116672,11.2747787666,6.73528230426,7.0518517974
"t42",5.52140407,2.4713087872,1.7140797874,1.7140797874,0,2.0510736859,3.557245141,4.0866691963,4.0940780576,4.0940780575,2.0270232173,5.6763319544,9.1333604046,6.27556811499,10.0822238734,8.71436993551,8.8972743836,6.9389312039,8.34222439929,8.05647782703,7.88848772266,10.75258509963,10.75258509963,10.75258509963,10.75258509963,10.75258509962,10.75258509962,10.7525850996,9.9756977674,10.7525850997,9.8021958758,10.75258509998,10.75258509958,10.75258509958,9.85522276428,10.56959003293,10.75258509911,10.75258509911,10.37453508686,10.45582780303,10.75258509943,10.75258509953,10.75258509953,10.75258509963,10.75258509963,10.75258509963,10.75258509956,10.75258509966,10.17023553326,10.75258509953,10.75258509953,10.7525850993,10.21744340517,10.75258509921,10.75258509921,10.7525850992,7.7956313272,7.9333837085,10.30963592602,10.22344730352,10.75258510032,10.75258510032,10.75258510035,10.25984624705,10.75258510039,10.75258510039,10.75258510037,10.72239119867,10.75258510038,10.75258510038,10.75258510034,10.75258510034,10.7525851003,10.7525851003,10.22588248006,10.06995648088,10.75258510032,10.17751040165,10.75258510045,10.75258510045,10.0114186813,10.75258510035,10.75258510035,10.75258510037,10.75258510037,10.75258510035,10.75258510035,10.60979692335,10.752585100524,10.060132525224,9.729879287274,10.114638254094,10.291988077244,10.273620458944,10.75258509983,10.75258510053,10.752585100463,10.752585100463,10.75258510046,10.48243064753,10.75258510048,10.75258510048,10.75258510043,10.42842024743,10.75258510053,10.75258510062,10.75258510063,10.75258510063,10.75258510018,10.75258510015,10.75258510015,10.75258510023,8.8996884643,10.58324128047,10.75258510007,10.75258510007,10.75258510007,9.94199877683,10.75258509983,9.52535452803,10.05593183837,10.75258509983,10.75258509983,10.75258509983,10.7525851001,10.7525851001,10.75258510006,10.75258510006,10.75258510008,10.752585100021,10.752585100021,10.75258510002,10.7525851001,10.7525851001,10.7525851001,10.7525851001,10.7525851,10.75258509997,10.75258509997,10.7525851,10.23167318233,10.34827062033,9.7070431964,10.5513930187,10.7525851002,10.5039999671,9.70861402161,10.7525850995,10.7525850999,10.75258509952,10.75258509952,9.07898749992,10.7525850998,6.21308863746,6.5296581306
"t23",4.5374262817,1.4873309989,2.5732673527,2.5732673527,2.0510736859,0,2.2736704629,3.102691408,3.1101002693,3.1101002692,1.043045429,4.6923541661,8.1493826163,5.29159032669,9.0982460851,7.73039214721,7.9132965953,5.9549534156,7.35824661099,7.07250003873,6.90450993436,9.76860731133,9.76860731133,9.76860731133,9.76860731133,9.76860731132,9.76860731132,9.7686073113,8.9917199791,9.7686073114,8.8182180875,9.76860731168,9.76860731128,9.76860731128,8.87124497598,9.58561224463,9.76860731081,9.76860731081,9.39055729856,9.47185001473,9.76860731113,9.76860731123,9.76860731123,9.76860731133,9.76860731133,9.76860731133,9.76860731126,9.76860731136,9.18625774496,9.76860731123,9.76860731123,9.768607311,9.23346561687,9.76860731091,9.76860731091,9.7686073109,6.8116535389,6.9494059202,9.32565813772,9.23946951522,9.76860731202,9.76860731202,9.76860731205,9.27586845875,9.76860731209,9.76860731209,9.76860731207,9.73841341037,9.76860731208,9.76860731208,9.76860731204,9.76860731204,9.768607312,9.768607312,9.24190469176,9.08597869258,9.76860731202,9.19353261335,9.76860731215,9.76860731215,9.027440893,9.76860731204999,9.76860731204999,9.76860731207,9.76860731207,9.76860731204999,9.76860731204999,9.62581913505,9.768607312224,9.076154736924,8.745901498974,9.130660465794,9.308010288944,9.289642670644,9.76860731153,9.76860731223,9.768607312163,9.768607312163,9.76860731216,9.49845285923,9.76860731218,9.76860731218,9.76860731213,9.44444245913,9.76860731223,9.76860731232,9.76860731233,9.76860731233,9.76860731188,9.76860731185,9.76860731185,9.76860731193,7.915710676,9.59926349217,9.76860731177,9.76860731177,9.76860731177,8.95802098853,9.76860731153,8.54137673973,9.07195405007,9.76860731153,9.76860731153,9.76860731153,9.7686073118,9.7686073118,9.76860731176,9.76860731176,9.76860731178,9.768607311721,9.768607311721,9.76860731172,9.7686073118,9.7686073118,9.7686073118,9.7686073118,9.7686073117,9.76860731167,9.76860731167,9.7686073117,9.24769539403,9.36429283203,8.7230654081,9.5674152304,9.7686073119,9.5200221788,8.72463623331,9.7686073112,9.7686073116,9.76860731122,9.76860731122,8.09500971162,9.7686073115,5.22911084916,5.5456803423
"t24",6.0435977368,2.993502454,4.0794388078,4.0794388078,3.557245141,2.2736704629,0,4.6088628631,4.6162717244,4.6162717243,2.5492168841,6.1985256212,9.6555540714,6.79776178179,10.6044175402,9.23656360231,9.4194680504,7.4611248707,8.86441806609,8.57867149383,8.41068138946,11.27477876643,11.27477876643,11.27477876643,11.27477876643,11.27477876642,11.27477876642,11.2747787664,10.4978914342,11.2747787665,10.3243895426,11.27477876678,11.27477876638,11.27477876638,10.37741643108,11.09178369973,11.27477876591,11.27477876591,10.89672875366,10.97802146983,11.27477876623,11.27477876633,11.27477876633,11.27477876643,11.27477876643,11.27477876643,11.27477876636,11.27477876646,10.69242920006,11.27477876633,11.27477876633,11.2747787661,10.73963707197,11.27477876601,11.27477876601,11.274778766,8.317824994,8.4555773753,10.83182959282,10.74564097032,11.27477876712,11.27477876712,11.27477876715,10.78203991385,11.27477876719,11.27477876719,11.27477876717,11.24458486547,11.27477876718,11.27477876718,11.27477876714,11.27477876714,11.2747787671,11.2747787671,10.74807614686,10.59215014768,11.27477876712,10.69970406845,11.27477876725,11.27477876725,10.5336123481,11.27477876715,11.27477876715,11.27477876717,11.27477876717,11.27477876715,11.27477876715,11.13199059015,11.274778767324,10.582326192024,10.252072954074,10.636831920894,10.814181744044,10.795814125744,11.27477876663,11.27477876733,11.274778767263,11.274778767263,11.27477876726,11.00462431433,11.27477876728,11.27477876728,11.27477876723,10.95061391423,11.27477876733,11.27477876742,11.27477876743,11.27477876743,11.27477876698,11.27477876695,11.27477876695,11.27477876703,9.4218821311,11.10543494727,11.27477876687,11.27477876687,11.27477876687,10.46419244363,11.27477876663,10.04754819483,10.57812550517,11.27477876663,11.27477876663,11.27477876663,11.2747787669,11.2747787669,11.27477876686,11.27477876686,11.27477876688,11.274778766821,11.274778766821,11.27477876682,11.2747787669,11.2747787669,11.2747787669,11.2747787669,11.2747787668,11.27477876677,11.27477876677,11.2747787668,10.75386684913,10.87046428713,10.2292368632,11.0735866855,11.274778767,11.0261936339,10.23080768841,11.2747787663,11.2747787667,11.27477876632,11.27477876632,9.60118116672,11.2747787666,6.73528230426,7.0518517974
"t106",6.0361888755,2.9860935927,4.6088628631,4.6088628631,4.0866691963,3.102691408,4.6088628631,0,0.4058282805,0.723407153,2.5418080228,6.1911167599,9.6481452101,6.79035292049,10.5970086789,9.22915474101,9.4120591891,7.4537160094,8.85700920479,8.57126263253,8.40327252816,11.26736990513,11.26736990513,11.26736990513,11.26736990513,11.26736990512,11.26736990512,11.2673699051,10.4904825729,11.2673699052,10.3169806813,11.26736990548,11.26736990508,11.26736990508,10.37000756978,11.08437483843,11.26736990461,11.26736990461,10.88931989236,10.97061260853,11.26736990493,11.26736990503,11.26736990503,11.26736990513,11.26736990513,11.26736990513,11.26736990506,11.26736990516,10.68502033876,11.26736990503,11.26736990503,11.2673699048,10.73222821067,11.26736990471,11.26736990471,11.2673699047,8.3104161327,8.448168514,10.82442073152,10.73823210902,11.26736990582,11.26736990582,11.26736990585,10.77463105255,11.26736990589,11.26736990589,11.26736990587,11.23717600417,11.26736990588,11.26736990588,11.26736990584,11.26736990584,11.2673699058,11.2673699058,10.74066728556,10.58474128638,11.26736990582,10.69229520715,11.26736990595,11.26736990595,10.5262034868,11.26736990585,11.26736990585,11.26736990587,11.26736990587,11.26736990585,11.26736990585,11.12458172885,11.267369906024,10.574917330724,10.244664092774,10.629423059594,10.806772882744,10.788405264444,11.26736990533,11.26736990603,11.267369905963,11.267369905963,11.26736990596,10.99721545303,11.26736990598,11.26736990598,11.26736990593,10.94320505293,11.26736990603,11.26736990612,11.26736990613,11.26736990613,11.26736990568,11.26736990565,11.26736990565,11.26736990573,9.4144732698,11.09802608597,11.26736990557,11.26736990557,11.26736990557,10.45678358233,11.26736990533,10.04013933353,10.57071664387,11.26736990533,11.26736990533,11.26736990533,11.2673699056,11.2673699056,11.26736990556,11.26736990556,11.26736990558,11.267369905521,11.267369905521,11.26736990552,11.2673699056,11.2673699056,11.2673699056,11.2673699056,11.2673699055,11.26736990547,11.26736990547,11.2673699055,10.74645798783,10.86305542583,10.2218280019,11.0661778242,11.2673699057,11.0187847726,10.22339882711,11.267369905,11.2673699054,11.26736990502,11.26736990502,9.59377230542,11.2673699053,6.72787344296,7.0444429361
"t107",6.0435977368,2.993502454,4.6162717244,4.6162717244,4.0940780576,3.1101002693,4.6162717244,0.4058282805,0,0.7308160143,2.5492168841,6.1985256212,9.6555540714,6.79776178179,10.6044175402,9.23656360231,9.4194680504,7.4611248707,8.86441806609,8.57867149383,8.41068138946,11.27477876643,11.27477876643,11.27477876643,11.27477876643,11.27477876642,11.27477876642,11.2747787664,10.4978914342,11.2747787665,10.3243895426,11.27477876678,11.27477876638,11.27477876638,10.37741643108,11.09178369973,11.27477876591,11.27477876591,10.89672875366,10.97802146983,11.27477876623,11.27477876633,11.27477876633,11.27477876643,11.27477876643,11.27477876643,11.27477876636,11.27477876646,10.69242920006,11.27477876633,11.27477876633,11.2747787661,10.73963707197,11.27477876601,11.27477876601,11.274778766,8.317824994,8.4555773753,10.83182959282,10.74564097032,11.27477876712,11.27477876712,11.27477876715,10.78203991385,11.27477876719,11.27477876719,11.27477876717,11.24458486547,11.27477876718,11.27477876718,11.27477876714,11.27477876714,11.2747787671,11.2747787671,10.74807614686,10.59215014768,11.27477876712,10.69970406845,11.27477876725,11.27477876725,10.5336123481,11.27477876715,11.27477876715,11.27477876717,11.27477876717,11.27477876715,11.27477876715,11.13199059015,11.274778767324,10.582326192024,10.252072954074,10.636831920894,10.814181744044,10.795814125744,11.27477876663,11.27477876733,11.274778767263,11.274778767263,11.27477876726,11.00462431433,11.27477876728,11.27477876728,11.27477876723,10.95061391423,11.27477876733,11.27477876742,11.27477876743,11.27477876743,11.27477876698,11.27477876695,11.27477876695,11.27477876703,9.4218821311,11.10543494727,11.27477876687,11.27477876687,11.27477876687,10.46419244363,11.27477876663,10.04754819483,10.57812550517,11.27477876663,11.27477876663,11.27477876663,11.2747787669,11.2747787669,11.27477876686,11.27477876686,11.27477876688,11.274778766821,11.274778766821,11.27477876682,11.2747787669,11.2747787669,11.2747787669,11.2747787669,11.2747787668,11.27477876677,11.27477876677,11.2747787668,10.75386684913,10.87046428713,10.2292368632,11.0735866855,11.274778767,11.0261936339,10.23080768841,11.2747787663,11.2747787667,11.27477876632,11.27477876632,9.60118116672,11.2747787666,6.73528230426,7.0518517974
"t87",6.0435977367,2.9935024539,4.6162717243,4.6162717243,4.0940780575,3.1101002692,4.6162717243,0.723407153,0.7308160143,0,2.549216884,6.1985256211,9.6555540713,6.79776178169,10.6044175401,9.23656360221,9.4194680503,7.4611248706,8.86441806599,8.57867149373,8.41068138936,11.27477876633,11.27477876633,11.27477876633,11.27477876633,11.27477876632,11.27477876632,11.2747787663,10.4978914341,11.2747787664,10.3243895425,11.27477876668,11.27477876628,11.27477876628,10.37741643098,11.09178369963,11.27477876581,11.27477876581,10.89672875356,10.97802146973,11.27477876613,11.27477876623,11.27477876623,11.27477876633,11.27477876633,11.27477876633,11.27477876626,11.27477876636,10.69242919996,11.27477876623,11.27477876623,11.274778766,10.73963707187,11.27477876591,11.27477876591,11.2747787659,8.3178249939,8.4555773752,10.83182959272,10.74564097022,11.27477876702,11.27477876702,11.27477876705,10.78203991375,11.27477876709,11.27477876709,11.27477876707,11.24458486537,11.27477876708,11.27477876708,11.27477876704,11.27477876704,11.274778767,11.274778767,10.74807614676,10.59215014758,11.27477876702,10.69970406835,11.27477876715,11.27477876715,10.533612348,11.27477876705,11.27477876705,11.27477876707,11.27477876707,11.27477876705,11.27477876705,11.13199059005,11.274778767224,10.582326191924,10.252072953974,10.636831920794,10.814181743944,10.795814125644,11.27477876653,11.27477876723,11.274778767163,11.274778767163,11.27477876716,11.00462431423,11.27477876718,11.27477876718,11.27477876713,10.95061391413,11.27477876723,11.27477876732,11.27477876733,11.27477876733,11.27477876688,11.27477876685,11.27477876685,11.27477876693,9.421882131,11.10543494717,11.27477876677,11.27477876677,11.27477876677,10.46419244353,11.27477876653,10.04754819473,10.57812550507,11.27477876653,11.27477876653,11.27477876653,11.2747787668,11.2747787668,11.27477876676,11.27477876676,11.27477876678,11.274778766721,11.274778766721,11.27477876672,11.2747787668,11.2747787668,11.2747787668,11.2747787668,11.2747787667,11.27477876667,11.27477876667,11.2747787667,10.75386684903,10.87046428703,10.2292368631,11.0735866854,11.2747787669,11.0261936338,10.23080768831,11.2747787662,11.2747787666,11.27477876622,11.27477876622,9.60118116662,11.2747787665,6.73528230416,7.0518517973
