"","t4","t5","t142","t143","t122","t114","t25","t59","t60","t34","t72","t82","t111","t112","t161","t162","t139","t157","t158","t152","t113","t61","t54","t41","t42","t18","t26","t27","t39","t40","t37","t44","t45","t30","t24","t62","t63","t148","t149","t115","t116","t65","t96","t97","t31","t36","t64","t95","t153","t154","t35","t108","t123","t124","t76","t23","t55","t70","t71","t80","t83","t84","t53","t32","t67","t73","t135","t136","t92","t93","t81","t46","t128","t130","t131","t7","t155","t156","t121","t29","t47","t98","t146","t147","t91","t75","t119","t120","t117","t118","t77","t33","t104","t105","t125","t126","t78","t140","t141","t129","t85","t137","t138","t127","t90","t144","t145","t102","t103","t66","t100","t101","t94","t19","t20","t11","t12","t132","t150","t151","t56","t99","t109","t110","t88","t89","t159","t160","t106","t107","t68","t74","t79","t133","t134","t3","t1","t13","t16","t17","t6","t9","t21","t22","t38","t86","t87","t69","t50","t28","t2","t48","t49","t43","t57","t58","t51","t52","t14","t15","t10","t8"
"t4",0,0.5720504747,5.22750312748,5.22750312748,5.22750312758,5.2275031275,4.1200122691,5.22750312791,4.22442980151,3.52851270691,5.22750312821,5.22750312824,5.22750312814,5.22750312814,5.227503128166,5.227503128166,5.22750312814,5.22750312824,5.22750312824,5.22750312824,5.22750312824,4.11283884561,3.97844913141,4.02694387501,4.34177613361,5.22750312761,2.74142819782,2.75858307312,3.72861796302,5.22750312802,3.76869983342,5.12737201092,4.24741400062,5.22750312802,2.43827526352,4.65794414221,5.22750312861,5.22750312831,5.22750312831,5.15179273623,5.22750312833,4.51411506281,5.05231897691,5.22750312831,3.90807690171,3.80086389611,5.22750312831,5.22750312781,5.2275031278,5.2275031278,5.16949150891,5.22750312741,5.22750312741,5.22750312741,5.22750312741,2.59161988542,5.22750312752,5.00588036732,5.22750312782,5.22750312792,5.22750312795,5.22750312795,4.10126501012,5.22750312727,4.708107307754,5.227503127624,5.227503127624,5.227503127624,5.22750312767,5.22750312767,5.22750312767,3.94235913847,5.2275031272,5.22750312721,5.22750312721,2.29164153912,5.878540807058,5.878540807058,5.878540807118,4.067453062518,4.941154802618,5.878540807358,5.878540807358,5.878540807358,5.878540807318,5.301276941018,5.878540807418,5.878540807418,5.878540807718,5.878540807718,5.167503039958,5.878540807418,5.878540808018,5.878540808018,5.878540808018,5.878540808018,5.794612303284,5.878540807961,5.878540807961,5.878540807981,5.602732397981,5.878540808061,5.793110451121,5.878540808041,5.386542681741,5.878540808044,5.878540808044,5.878540807918,5.878540807918,5.113405061018,5.878540808278,5.878540808278,5.878540808318,2.37531476952,2.82612008762,3.58030094736,3.64962271956,7.09760790416,7.09760790411,7.09760790411,7.09760790436,7.09760790436,6.96791772237,7.09760790437,7.09760790436,7.09760790438,7.09760790438,7.09760790438,7.09760790436,7.09760790436,7.09760790436,7.09760790444,7.09760790444,7.09760790444,7.09760790444,2.47961770968,3.123915008589,3.684257140289,4.098432929789,5.185471425689,5.824723818289,4.050302021789,4.889310170789,4.382574120789,7.097607904489,7.097607904789,7.097607904789,6.508851373989,7.097607904789,7.097607904589,2.120572021189,7.09760790466,6.23944990216,7.09760790446,6.98746060496,5.86087612316,7.09760790455,6.17507436795,5.6114669642,5.8118740252,4.233281208,3.235509308
"t5",0.5720504747,0,5.48319099838,5.48319099838,5.48319099848,5.4831909984,4.37570014,5.48319099881,4.48011767241,3.78420057781,5.48319099911,5.48319099914,5.48319099904,5.48319099904,5.483190999066,5.483190999066,5.48319099904,5.48319099914,5.48319099914,5.48319099914,5.48319099914,4.36852671651,4.23413700231,4.28263174591,4.59746400451,5.48319099851,2.99711606872,3.01427094402,3.98430583392,5.48319099892,4.02438770432,5.38305988182,4.50310187152,5.48319099892,2.69396313442,4.91363201311,5.48319099951,5.48319099921,5.48319099921,5.40748060713,5.48319099923,4.76980293371,5.30800684781,5.48319099921,4.16376477261,4.05655176701,5.48319099921,5.48319099871,5.4831909987,5.4831909987,5.42517937981,5.48319099831,5.48319099831,5.48319099831,5.48319099831,2.84730775632,5.48319099842,5.26156823822,5.48319099872,5.48319099882,5.48319099885,5.48319099885,4.35695288102,5.48319099817,4.963795178654,5.483190998524,5.483190998524,5.483190998524,5.48319099857,5.48319099857,5.48319099857,4.19804700937,5.4831909981,5.48319099811,5.48319099811,2.54732941002,6.134228677958,6.134228677958,6.134228678018,4.323140933418,5.196842673518,6.134228678258,6.134228678258,6.134228678258,6.134228678218,5.556964811918,6.134228678318,6.134228678318,6.134228678618,6.134228678618,5.423190910858,6.134228678318,6.134228678918,6.134228678918,6.134228678918,6.134228678918,6.050300174184,6.134228678861,6.134228678861,6.134228678881,5.858420268881,6.134228678961,6.048798322021,6.134228678941,5.642230552641,6.134228678944,6.134228678944,6.134228678818,6.134228678818,5.369092931918,6.134228679178,6.134228679178,6.134228679218,2.63100264042,3.08180795852,3.83598881826,3.90531059046,7.35329577506,7.35329577501,7.35329577501,7.35329577526,7.35329577526,7.22360559327,7.35329577527,7.35329577526,7.35329577528,7.35329577528,7.35329577528,7.35329577526,7.35329577526,7.35329577526,7.35329577534,7.35329577534,7.35329577534,7.35329577534,2.73530558058,3.379602879489,3.939945011189,4.354120800689,5.441159296589,6.080411689189,4.305989892689,5.144998041689,4.638261991689,7.353295775389,7.353295775689,7.353295775689,6.764539244889,7.353295775689,7.353295775489,2.376259892089,7.35329577556,6.49513777306,7.35329577536,7.24314847586,6.11656399406,7.35329577545,6.43076223885,5.8671548351,6.0675618961,4.4889690789,3.4911971789
"t142",5.22750312748,5.48319099838,0,0.2042216782,0.5364727931,0.71128387678,4.58843019838,7.34034914219,6.33727581579,5.64135872119,7.34034914249,7.34034914252,7.34034914242,7.34034914242,7.340349142446,7.340349142446,7.34034914242,7.34034914252,7.34034914252,7.34034914252,7.34034914252,6.22568485989,6.09129514569,6.13978988929,6.45462214789,7.34034914189,6.5021131569,6.5192680322,7.4893029221,8.9881880871,7.5293847925,8.88805697,8.0080989597,8.9881880871,6.1989602226,8.41862910129,8.98818808769,8.98818808739,8.98818808739,8.91247769531,8.98818808741,8.27480002189,8.81300393599,8.98818808739,7.66876186079,7.56154885519,8.98818808739,8.98818808689,8.98818808688,8.98818808688,8.93017646799,8.98818808649,8.98818808649,8.98818808649,8.98818808649,6.3523048445,8.9881880866,8.7665653264,8.9881880869,8.988188087,8.98818808703,8.98818808703,7.8619499692,9.52197093435,9.002575114834,9.521970934704,9.521970934704,9.521970934704,9.52197093475,9.52197093475,9.52197093475,8.23682694555,9.52197093428,9.52197093429,9.52197093429,6.9251072588,10.512006526738,10.512006526738,10.512006526798,8.700918782198,9.574620522298,10.512006527038,10.512006527038,10.512006527038,10.512006526998,9.934742660698,10.512006527098,10.512006527098,10.512006527398,10.512006527398,9.800968759638,10.512006527098,10.512006527698,10.512006527698,10.512006527698,10.512006527698,10.428078022964,10.512006527641,10.512006527641,10.512006527661,10.236198117661,10.512006527741,10.426576170801,10.512006527721,10.020008401421,10.512006527724,10.512006527724,10.512006527598,10.512006527598,9.746870780698,10.512006527958,10.512006527958,10.512006527998,7.0087804892,7.4595858073,8.21376666704,8.28308843924,11.73107362384,11.73107362379,11.73107362379,11.73107362404,11.73107362404,11.60138344205,11.73107362405,11.73107362404,11.73107362406,11.73107362406,11.73107362406,11.73107362404,11.73107362404,11.73107362404,11.73107362412,11.73107362412,11.73107362412,11.73107362412,7.11308342936,7.757380728269,8.317722859969,8.731898649469,9.818937145369,10.458189537969,8.683767741469,9.522775890469,9.016039840469,11.731073624169,11.731073624469,11.731073624469,11.142317093669,11.731073624469,11.731073624269,6.754037740869,11.73107362434,10.87291562184,11.73107362414,11.62092632464,10.49434184284,11.73107362423,10.80854008763,10.24493268388,10.44533974488,8.86674692768,7.86897502768
"t143",5.22750312748,5.48319099838,0.2042216782,0,0.5364727931,0.71128387678,4.58843019838,7.34034914219,6.33727581579,5.64135872119,7.34034914249,7.34034914252,7.34034914242,7.34034914242,7.340349142446,7.340349142446,7.34034914242,7.34034914252,7.34034914252,7.34034914252,7.34034914252,6.22568485989,6.09129514569,6.13978988929,6.45462214789,7.34034914189,6.5021131569,6.5192680322,7.4893029221,8.9881880871,7.5293847925,8.88805697,8.0080989597,8.9881880871,6.1989602226,8.41862910129,8.98818808769,8.98818808739,8.98818808739,8.91247769531,8.98818808741,8.27480002189,8.81300393599,8.98818808739,7.66876186079,7.56154885519,8.98818808739,8.98818808689,8.98818808688,8.98818808688,8.93017646799,8.98818808649,8.98818808649,8.98818808649,8.98818808649,6.3523048445,8.9881880866,8.7665653264,8.9881880869,8.988188087,8.98818808703,8.98818808703,7.8619499692,9.52197093435,9.002575114834,9.521970934704,9.521970934704,9.521970934704,9.52197093475,9.52197093475,9.52197093475,8.23682694555,9.52197093428,9.52197093429,9.52197093429,6.9251072588,10.512006526738,10.512006526738,10.512006526798,8.700918782198,9.574620522298,10.512006527038,10.512006527038,10.512006527038,10.512006526998,9.934742660698,10.512006527098,10.512006527098,10.512006527398,10.512006527398,9.800968759638,10.512006527098,10.512006527698,10.512006527698,10.512006527698,10.512006527698,10.428078022964,10.512006527641,10.512006527641,10.512006527661,10.236198117661,10.512006527741,10.426576170801,10.512006527721,10.020008401421,10.512006527724,10.512006527724,10.512006527598,10.512006527598,9.746870780698,10.512006527958,10.512006527958,10.512006527998,7.0087804892,7.4595858073,8.21376666704,8.28308843924,11.73107362384,11.73107362379,11.73107362379,11.73107362404,11.73107362404,11.60138344205,11.73107362405,11.73107362404,11.73107362406,11.73107362406,11.73107362406,11.73107362404,11.73107362404,11.73107362404,11.73107362412,11.73107362412,11.73107362412,11.73107362412,7.11308342936,7.757380728269,8.317722859969,8.731898649469,9.818937145369,10.458189537969,8.683767741469,9.522775890469,9.016039840469,11.731073624169,11.731073624469,11.731073624469,11.142317093669,11.731073624469,11.731073624269,6.754037740869,11.73107362434,10.87291562184,11.73107362414,11.62092632464,10.49434184284,11.73107362423,10.80854008763,10.24493268388,10.44533974488,8.86674692768,7.86897502768
"t122",5.22750312758,5.48319099848,0.5364727931,0.5364727931,0,0.71128387688,4.58843019848,7.34034914229,6.33727581589,5.64135872129,7.34034914259,7.34034914262,7.34034914252,7.34034914252,7.340349142546,7.340349142546,7.34034914252,7.34034914262,7.34034914262,7.34034914262,7.34034914262,6.22568485999,6.09129514579,6.13978988939,6.45462214799,7.34034914199,6.502113157,6.5192680323,7.4893029222,8.9881880872,7.5293847926,8.8880569701,8.0080989598,8.9881880872,6.1989602227,8.41862910139,8.98818808779,8.98818808749,8.98818808749,8.91247769541,8.98818808751,8.27480002199,8.81300393609,8.98818808749,7.66876186089,7.56154885529,8.98818808749,8.98818808699,8.98818808698,8.98818808698,8.93017646809,8.98818808659,8.98818808659,8.98818808659,8.98818808659,6.3523048446,8.9881880867,8.7665653265,8.988188087,8.9881880871,8.98818808713,8.98818808713,7.8619499693,9.52197093445,9.002575114934,9.521970934804,9.521970934804,9.521970934804,9.52197093485,9.52197093485,9.52197093485,8.23682694565,9.52197093438,9.52197093439,9.52197093439,6.9251072589,10.512006526838,10.512006526838,10.512006526898,8.700918782298,9.574620522398,10.512006527138,10.512006527138,10.512006527138,10.512006527098,9.934742660798,10.512006527198,10.512006527198,10.512006527498,10.512006527498,9.800968759738,10.512006527198,10.512006527798,10.512006527798,10.512006527798,10.512006527798,10.428078023064,10.512006527741,10.512006527741,10.512006527761,10.236198117761,10.512006527841,10.426576170901,10.512006527821,10.020008401521,10.512006527824,10.512006527824,10.512006527698,10.512006527698,9.746870780798,10.512006528058,10.512006528058,10.512006528098,7.0087804893,7.4595858074,8.21376666714,8.28308843934,11.73107362394,11.73107362389,11.73107362389,11.73107362414,11.73107362414,11.60138344215,11.73107362415,11.73107362414,11.73107362416,11.73107362416,11.73107362416,11.73107362414,11.73107362414,11.73107362414,11.73107362422,11.73107362422,11.73107362422,11.73107362422,7.11308342946,7.757380728369,8.317722860069,8.731898649569,9.818937145469,10.458189538069,8.683767741569,9.522775890569,9.016039840569,11.731073624269,11.731073624569,11.731073624569,11.142317093769,11.731073624569,11.731073624369,6.754037740969,11.73107362444,10.87291562194,11.73107362424,11.62092632474,10.49434184294,11.73107362433,10.80854008773,10.24493268398,10.44533974498,8.86674692778,7.86897502778
"t114",5.2275031275,5.4831909984,0.71128387678,0.71128387678,0.71128387688,0,4.5884301984,7.34034914221,6.33727581581,5.64135872121,7.34034914251,7.34034914254,7.34034914244,7.34034914244,7.340349142466,7.340349142466,7.34034914244,7.34034914254,7.34034914254,7.34034914254,7.34034914254,6.22568485991,6.09129514571,6.13978988931,6.45462214791,7.34034914191,6.50211315692,6.51926803222,7.48930292212,8.98818808712,7.52938479252,8.88805697002,8.00809895972,8.98818808712,6.19896022262,8.41862910131,8.98818808771,8.98818808741,8.98818808741,8.91247769533,8.98818808743,8.27480002191,8.81300393601,8.98818808741,7.66876186081,7.56154885521,8.98818808741,8.98818808691,8.9881880869,8.9881880869,8.93017646801,8.98818808651,8.98818808651,8.98818808651,8.98818808651,6.35230484452,8.98818808662,8.76656532642,8.98818808692,8.98818808702,8.98818808705,8.98818808705,7.86194996922,9.52197093437,9.002575114854,9.521970934724,9.521970934724,9.521970934724,9.52197093477,9.52197093477,9.52197093477,8.23682694557,9.5219709343,9.52197093431,9.52197093431,6.92510725882,10.512006526758,10.512006526758,10.512006526818,8.700918782218,9.574620522318,10.512006527058,10.512006527058,10.512006527058,10.512006527018,9.934742660718,10.512006527118,10.512006527118,10.512006527418,10.512006527418,9.800968759658,10.512006527118,10.512006527718,10.512006527718,10.512006527718,10.512006527718,10.428078022984,10.512006527661,10.512006527661,10.512006527681,10.236198117681,10.512006527761,10.426576170821,10.512006527741,10.020008401441,10.512006527744,10.512006527744,10.512006527618,10.512006527618,9.746870780718,10.512006527978,10.512006527978,10.512006528018,7.00878048922,7.45958580732,8.21376666706,8.28308843926,11.73107362386,11.73107362381,11.73107362381,11.73107362406,11.73107362406,11.60138344207,11.73107362407,11.73107362406,11.73107362408,11.73107362408,11.73107362408,11.73107362406,11.73107362406,11.73107362406,11.73107362414,11.73107362414,11.73107362414,11.73107362414,7.11308342938,7.757380728289,8.317722859989,8.731898649489,9.818937145389,10.458189537989,8.683767741489,9.522775890489,9.016039840489,11.731073624189,11.731073624489,11.731073624489,11.142317093689,11.731073624489,11.731073624289,6.754037740889,11.73107362436,10.87291562186,11.73107362416,11.62092632466,10.49434184286,11.73107362425,10.80854008765,10.2449326839,10.4453397449,8.8667469277,7.8689750277
"t25",4.1200122691,4.37570014,4.58843019838,4.58843019838,4.58843019848,4.5884301984,0,6.23285828381,5.22978495741,4.53386786281,6.23285828411,6.23285828414,6.23285828404,6.23285828404,6.232858284066,6.232858284066,6.23285828404,6.23285828414,6.23285828414,6.23285828414,6.23285828414,5.11819400151,4.98380428731,5.03229903091,5.34713128951,6.23285828351,5.39462229852,5.41177717382,6.38181206372,7.88069722872,6.42189393412,7.78056611162,6.90060810132,7.88069722872,5.09146936422,7.31113824291,7.88069722931,7.88069722901,7.88069722901,7.80498683693,7.88069722903,7.16730916351,7.70551307761,7.88069722901,6.56127100241,6.45405799681,7.88069722901,7.88069722851,7.8806972285,7.8806972285,7.82268560961,7.88069722811,7.88069722811,7.88069722811,7.88069722811,5.24481398612,7.88069722822,7.65907446802,7.88069722852,7.88069722862,7.88069722865,7.88069722865,6.75445911082,8.41448007597,7.895084256454,8.414480076324,8.414480076324,8.414480076324,8.41448007637,8.41448007637,8.41448007637,7.12933608717,8.4144800759,8.41448007591,8.41448007591,5.81761640042,9.404515668358,9.404515668358,9.404515668418,7.593427923818,8.467129663918,9.404515668658,9.404515668658,9.404515668658,9.404515668618,8.827251802318,9.404515668718,9.404515668718,9.404515669018,9.404515669018,8.693477901258,9.404515668718,9.404515669318,9.404515669318,9.404515669318,9.404515669318,9.320587164584,9.404515669261,9.404515669261,9.404515669281,9.128707259281,9.404515669361,9.319085312421,9.404515669341,8.912517543041,9.404515669344,9.404515669344,9.404515669218,9.404515669218,8.639379922318,9.404515669578,9.404515669578,9.404515669618,5.90128963082,6.35209494892,7.10627580866,7.17559758086,10.62358276546,10.62358276541,10.62358276541,10.62358276566,10.62358276566,10.49389258367,10.62358276567,10.62358276566,10.62358276568,10.62358276568,10.62358276568,10.62358276566,10.62358276566,10.62358276566,10.62358276574,10.62358276574,10.62358276574,10.62358276574,6.00559257098,6.649889869889,7.210232001589,7.624407791089,8.711446286989,9.350698679589,7.576276883089,8.415285032089,7.908548982089,10.623582765789,10.623582766089,10.623582766089,10.034826235289,10.623582766089,10.623582765889,5.646546882489,10.62358276596,9.76542476346,10.62358276576,10.51343546626,9.38685098446,10.62358276585,9.70104922925,9.1374418255,9.3378488865,7.7592560693,6.7614841693
"t59",5.22750312791,5.48319099881,7.34034914219,7.34034914219,7.34034914229,7.34034914221,6.23285828381,0,1.6586849276,2.8407876996,4.5397781209,4.53977812093,4.53977812083,4.53977812083,4.539778120856,4.539778120856,4.53977812083,4.53977812093,4.53977812093,4.53977812093,4.53977812093,3.4251138383,3.2907241241,3.3392188677,3.6540511263,7.2088247523,6.50211315733,6.51926803263,7.48930292253,8.98818808753,7.52938479293,8.88805697043,8.00809896013,8.98818808753,6.19896022303,8.41862910172,8.98818808812,8.98818808782,8.98818808782,8.91247769574,8.98818808784,8.27480002232,8.81300393642,8.98818808782,7.66876186122,7.56154885562,8.98818808782,8.98818808732,8.98818808731,8.98818808731,8.93017646842,8.98818808692,8.98818808692,8.98818808692,8.98818808692,6.35230484493,8.98818808703,8.76656532683,8.98818808733,8.98818808743,8.98818808746,8.98818808746,7.86194996963,9.52197093478,9.002575115264,9.521970935134,9.521970935134,9.521970935134,9.52197093518,9.52197093518,9.52197093518,8.23682694598,9.52197093471,9.52197093472,9.52197093472,6.92510725923,10.512006527168,10.512006527168,10.512006527228,8.700918782628,9.574620522728,10.512006527468,10.512006527468,10.512006527468,10.512006527428,9.934742661128,10.512006527528,10.512006527528,10.512006527828,10.512006527828,9.800968760068,10.512006527528,10.512006528128,10.512006528128,10.512006528128,10.512006528128,10.428078023394,10.512006528071,10.512006528071,10.512006528091,10.236198118091,10.512006528171,10.426576171231,10.512006528151,10.020008401851,10.512006528154,10.512006528154,10.512006528028,10.512006528028,9.746870781128,10.512006528388,10.512006528388,10.512006528428,7.00878048963,7.45958580773,8.21376666747,8.28308843967,11.73107362427,11.73107362422,11.73107362422,11.73107362447,11.73107362447,11.60138344248,11.73107362448,11.73107362447,11.73107362449,11.73107362449,11.73107362449,11.73107362447,11.73107362447,11.73107362447,11.73107362455,11.73107362455,11.73107362455,11.73107362455,7.11308342979,7.757380728699,8.317722860399,8.731898649899,9.818937145799,10.458189538399,8.683767741899,9.522775890899,9.016039840899,11.731073624599,11.731073624899,11.731073624899,11.142317094099,11.731073624899,11.731073624699,6.754037741299,11.73107362477,10.87291562227,11.73107362457,11.62092632507,10.49434184327,11.73107362466,10.80854008806,10.24493268431,10.44533974531,8.86674692811,7.86897502811
"t60",4.22442980151,4.48011767241,6.33727581579,6.33727581579,6.33727581589,6.33727581581,5.22978495741,1.6586849276,0,1.8377143732,3.5367047945,3.53670479453,3.53670479443,3.53670479443,3.536704794456,3.536704794456,3.53670479443,3.53670479453,3.53670479453,3.53670479453,3.53670479453,2.4220405119,2.2876507977,2.3361455413,2.6509777999,6.2057514259,5.49903983093,5.51619470623,6.48622959613,7.98511476113,6.52631146653,7.88498364403,7.00502563373,7.98511476113,5.19588689663,7.41555577532,7.98511476172,7.98511476142,7.98511476142,7.90940436934,7.98511476144,7.27172669592,7.80993061002,7.98511476142,6.66568853482,6.55847552922,7.98511476142,7.98511476092,7.98511476091,7.98511476091,7.92710314202,7.98511476052,7.98511476052,7.98511476052,7.98511476052,5.34923151853,7.98511476063,7.76349200043,7.98511476093,7.98511476103,7.98511476106,7.98511476106,6.85887664323,8.51889760838,7.999501788864,8.518897608734,8.518897608734,8.518897608734,8.51889760878,8.51889760878,8.51889760878,7.23375361958,8.51889760831,8.51889760832,8.51889760832,5.92203393283,9.508933200768,9.508933200768,9.508933200828,7.697845456228,8.571547196328,9.508933201068,9.508933201068,9.508933201068,9.508933201028,8.931669334728,9.508933201128,9.508933201128,9.508933201428,9.508933201428,8.797895433668,9.508933201128,9.508933201728,9.508933201728,9.508933201728,9.508933201728,9.425004696994,9.508933201671,9.508933201671,9.508933201691,9.233124791691,9.508933201771,9.423502844831,9.508933201751,9.016935075451,9.508933201754,9.508933201754,9.508933201628,9.508933201628,8.743797454728,9.508933201988,9.508933201988,9.508933202028,6.00570716323,6.45651248133,7.21069334107,7.28001511327,10.72800029787,10.72800029782,10.72800029782,10.72800029807,10.72800029807,10.59831011608,10.72800029808,10.72800029807,10.72800029809,10.72800029809,10.72800029809,10.72800029807,10.72800029807,10.72800029807,10.72800029815,10.72800029815,10.72800029815,10.72800029815,6.11001010339,6.754307402299,7.314649533999,7.728825323499,8.815863819399,9.455116211999,7.680694415499,8.519702564499,8.012966514499,10.728000298199,10.728000298499,10.728000298499,10.139243767699,10.728000298499,10.728000298299,5.750964414899,10.72800029837,9.86984229587,10.72800029817,10.61785299867,9.49126851687,10.72800029826,9.80546676166,9.24185935791,9.44226641891,7.86367360171,6.86590170171
"t34",3.52851270691,3.78420057781,5.64135872119,5.64135872119,5.64135872129,5.64135872121,4.53386786281,2.8407876996,1.8377143732,0,2.5410938281,2.54109382813,2.54109382803,2.54109382803,2.541093828056,2.541093828056,2.54109382803,2.54109382813,2.54109382813,2.54109382813,2.54109382813,1.4264295455,1.2920398313,1.3405345749,1.6553668335,5.5098343313,4.80312273633,4.82027761163,5.79031250153,7.28919766653,5.83039437193,7.18906654943,6.30910853913,7.28919766653,4.49996980203,6.71963868072,7.28919766712,7.28919766682,7.28919766682,7.21348727474,7.28919766684,6.57580960132,7.11401351542,7.28919766682,5.96977144022,5.86255843462,7.28919766682,7.28919766632,7.28919766631,7.28919766631,7.23118604742,7.28919766592,7.28919766592,7.28919766592,7.28919766592,4.65331442393,7.28919766603,7.06757490583,7.28919766633,7.28919766643,7.28919766646,7.28919766646,6.16295954863,7.82298051378,7.303584694264,7.822980514134,7.822980514134,7.822980514134,7.82298051418,7.82298051418,7.82298051418,6.53783652498,7.82298051371,7.82298051372,7.82298051372,5.22611683823,8.813016106168,8.813016106168,8.813016106228,7.001928361628,7.875630101728,8.813016106468,8.813016106468,8.813016106468,8.813016106428,8.235752240128,8.813016106528,8.813016106528,8.813016106828,8.813016106828,8.101978339068,8.813016106528,8.813016107128,8.813016107128,8.813016107128,8.813016107128,8.729087602394,8.813016107071,8.813016107071,8.813016107091,8.537207697091,8.813016107171,8.727585750231,8.813016107151,8.321017980851,8.813016107154,8.813016107154,8.813016107028,8.813016107028,8.047880360128,8.813016107388,8.813016107388,8.813016107428,5.30979006863,5.76059538673,6.51477624647,6.58409801867,10.03208320327,10.03208320322,10.03208320322,10.03208320347,10.03208320347,9.90239302148,10.03208320348,10.03208320347,10.03208320349,10.03208320349,10.03208320349,10.03208320347,10.03208320347,10.03208320347,10.03208320355,10.03208320355,10.03208320355,10.03208320355,5.41409300879,6.058390307699,6.618732439399,7.032908228899,8.119946724799,8.759199117399,6.984777320899,7.823785469899,7.317049419899,10.032083203599,10.032083203899,10.032083203899,9.443326673099,10.032083203899,10.032083203699,5.055047320299,10.03208320377,9.17392520127,10.03208320357,9.92193590407,8.79535142227,10.03208320366,9.10954966706,8.54594226331,8.74634932431,7.16775650711,6.16998460711
