"","nbr_traits","class","model","states","correlation","uncorr_traits","fraction_uncorr_traits","lambda","kappa","highCor","manTrait"
"1",1,"continuous","OU1",1,"1",1,0,0.405683308839798,0.969419322442263,0,0
