"accepted_species","traits"
"sp112",1
"sp120",NA
"sp150",0
"sp155",0
"sp164",0
"sp165",1
"sp166",1
"sp172",1
"sp177",1
"sp178",0
"sp181",1
"sp183",1
"sp184",1
"sp186",0
"sp187",0
"sp193",1
"sp194",1
"sp195",1
"sp196",1
"sp197",1
"sp199",0
"sp201",1
"sp202",1
"sp204",1
"sp205",0
"sp209",0
"sp210",1
"sp211",0
"sp212",NA
"sp213",1
"sp214",0
"sp215",0
"sp216",0
"sp217",0
"sp219",NA
"sp221",NA
"sp222",1
"sp223",NA
"sp225",0
"sp226",NA
"sp227",1
"sp228",0
"sp229",1
"sp230",1
"sp231",0
"sp233",1
"sp234",1
"sp235",0
"sp236",0
"sp237",1
"sp240",0
"sp241",1
"sp242",0
"sp243",1
"sp244",0
"sp245",0
"sp246",0
"sp247",0
"sp248",1
"sp249",1
"sp250",1
"sp251",0
"sp252",0
"sp253",0
"sp254",0
"sp255",1
"sp256",1
"sp257",0
"sp258",0
"sp259",0
"sp260",0
"sp261",NA
"sp262",1
"sp263",1
"sp264",NA
"sp265",0
"sp266",0
"sp267",1
"sp268",0
"sp269",0
"sp270",1
"sp271",1
"sp272",0
"sp273",0
"sp274",0
"sp275",0
"sp276",1
"sp277",NA
"sp278",1
"sp279",0
"sp280",0
"sp281",0
"sp282",0
"sp283",0
"sp284",0
"sp285",1
"sp286",0
"sp287",0
"sp288",NA
"sp289",0
