accepted_species,estimate
t14,-0.041247748
t18,-1.4105492
t96,1.3769242
t99,-0.024919225
t68,0.8277262
t17,-0.45392665
t33,0.45458472
t63,0.6620039
t24,0.13235499
t26,-0.30166584
