"accepted_species","traits"
"sp42",0
"sp65",0
"sp73",0
"sp79",0
"sp83",1
"sp86",0
"sp88",0
"sp89",1
"sp92",1
"sp93",0
"sp94",1
"sp97",NA
"sp99",1
"sp102",1
"sp112",0
"sp116",0
"sp120",1
"sp124",1
"sp126",0
"sp127",1
"sp128",1
"sp131",0
"sp132",0
"sp133",0
"sp134",1
"sp135",0
"sp136",1
"sp138",0
"sp139",1
"sp140",1
"sp142",0
"sp143",1
"sp144",1
"sp146",1
"sp147",0
"sp148",0
"sp149",1
"sp150",0
"sp152",0
"sp154",1
"sp155",1
"sp156",1
"sp157",1
"sp158",1
"sp159",0
"sp160",NA
"sp161",0
"sp162",0
"sp163",NA
"sp164",0
"sp165",0
"sp166",0
"sp167",0
"sp168",0
"sp169",0
"sp170",1
"sp171",0
"sp173",NA
"sp174",0
"sp175",0
"sp177",0
"sp178",1
"sp179",0
"sp180",NA
"sp181",0
"sp182",0
"sp183",0
"sp184",1
"sp185",1
"sp186",0
"sp187",NA
"sp188",0
"sp189",0
"sp190",0
"sp191",0
"sp192",0
"sp193",1
"sp194",NA
"sp195",NA
"sp196",1
"sp197",0
"sp198",1
"sp199",1
"sp200",1
"sp201",0
"sp202",0
"sp203",0
"sp204",0
"sp205",1
"sp206",1
"sp207",0
"sp208",0
"sp209",0
"sp210",0
"sp211",0
"sp212",0
"sp213",0
"sp214",NA
"sp215",0
"sp216",NA
