"","t106","t107","t109","t110","t76","t4","t19","t54","t55","t14","t46","t47","t63","t85","t111","t112","t10","t59","t60","t8","t11","t70","t93","t94","t118","t119","t62","t61","t120","t121","t17","t88","t89","t83","t84","t1","t2","t3","t6","t103","t104","t113","t114","t92","t43","t122","t138","t139","t21","t29","t30","t31","t105","t108","t132","t133","t36","t37","t23","t32","t136","t137","t71","t72","t34","t68","t69","t13","t7","t90","t91","t53","t49","t99","t100","t41","t42","t35","t28","t39","t66","t67","t101","t102","t33","t51","t57","t58","t56","t50","t26","t20","t48","t80","t81","t86","t87","t65","t12","t134","t135","t40","t126","t127","t22","t15","t24","t25","t82","t128","t129","t123","t97","t98","t75","t44","t95","t96","t64","t116","t117","t79","t45","t9","t130","t131","t38","t77","t78","t52","t27","t5","t16","t124","t125","t115","t18","t73","t74"
"t106",0,0.4281737044,1.3414754923,1.3414754923,1.3414754923,4.0007129333,5.07268580641,5.86628316603,6.48900780681,5.20442356721,6.48900780671,5.98158621401,6.489007806968,6.449954816968,6.489007806968,6.489007806968,4.369827037759,6.417262117668,6.489007806868,6.209371705768,5.1351940843,6.4890078069107,6.4293338251337,6.4890078068337,6.4890078069337,6.4890078069337,6.4890078069307,6.48900780687,6.48900780689,6.48900780689,6.01215624917,6.48900780647,6.48900780647,6.48900780647,6.48900780647,5.01947285287,6.19939512991,6.96664676491,9.25547958721,10.94797198996,10.94797198996,10.94797199001,10.94797199001,10.94797199001,10.94797199001,10.94797199001,10.9479719900109,10.9479719900109,10.20147290999,10.79987528769,10.42411794625,10.94797199005,10.94797199008,10.94797199005,10.94797199007,10.94797199007,10.94797199008,10.94797199008,10.14538348148,10.94797198988,10.947971989933,10.947971989933,10.947971989913,10.947971989913,10.947971989913,10.94797199034,10.94797199034,9.13424445904,8.71330089394,10.94797199004,10.94797199004,10.94797199014,10.94797199014,10.94797198989,10.94797198989,10.94797199006,10.94797199006,10.94797198999,10.94797198989,10.94797199004,10.61952457794,10.94797199004,10.94797199004,10.94797199004,10.94797199004,10.94797199,10.67178062465,10.94797199005,10.94797199008,10.94797199004,9.7602701476,9.91111980004,10.94797199064,10.65332891424,10.94797199064,10.94797198984,10.94797198984,10.94797198974,8.91087920772,10.947971990025,10.947971990025,10.947971990065,10.947971990395,10.947971990395,10.123568118035,9.339287047525,10.947971989715,10.947971989715,10.670108039415,10.947971990345,10.947971990345,10.947971990345,10.947971990015,10.947971990015,10.947971989915,10.947971990005,10.947971990005,10.947971990005,10.947971990005,10.947971989915,10.947971989915,10.947971989915,10.336488246415,9.790790968515,10.947971989915,10.947971989915,10.350388606715,10.947971990115,10.947971990115,10.750748987115,10.947971990415,8.78777834351,9.52001544581,10.94797198967,10.94797198967,10.94797198971,9.59752852181,10.94797199011,10.91499418091
"t107",0.4281737044,0,1.3414754923,1.3414754923,1.3414754923,4.0007129333,5.07268580641,5.86628316603,6.48900780681,5.20442356721,6.48900780671,5.98158621401,6.489007806968,6.449954816968,6.489007806968,6.489007806968,4.369827037759,6.417262117668,6.489007806868,6.209371705768,5.1351940843,6.4890078069107,6.4293338251337,6.4890078068337,6.4890078069337,6.4890078069337,6.4890078069307,6.48900780687,6.48900780689,6.48900780689,6.01215624917,6.48900780647,6.48900780647,6.48900780647,6.48900780647,5.01947285287,6.19939512991,6.96664676491,9.25547958721,10.94797198996,10.94797198996,10.94797199001,10.94797199001,10.94797199001,10.94797199001,10.94797199001,10.9479719900109,10.9479719900109,10.20147290999,10.79987528769,10.42411794625,10.94797199005,10.94797199008,10.94797199005,10.94797199007,10.94797199007,10.94797199008,10.94797199008,10.14538348148,10.94797198988,10.947971989933,10.947971989933,10.947971989913,10.947971989913,10.947971989913,10.94797199034,10.94797199034,9.13424445904,8.71330089394,10.94797199004,10.94797199004,10.94797199014,10.94797199014,10.94797198989,10.94797198989,10.94797199006,10.94797199006,10.94797198999,10.94797198989,10.94797199004,10.61952457794,10.94797199004,10.94797199004,10.94797199004,10.94797199004,10.94797199,10.67178062465,10.94797199005,10.94797199008,10.94797199004,9.7602701476,9.91111980004,10.94797199064,10.65332891424,10.94797199064,10.94797198984,10.94797198984,10.94797198974,8.91087920772,10.947971990025,10.947971990025,10.947971990065,10.947971990395,10.947971990395,10.123568118035,9.339287047525,10.947971989715,10.947971989715,10.670108039415,10.947971990345,10.947971990345,10.947971990345,10.947971990015,10.947971990015,10.947971989915,10.947971990005,10.947971990005,10.947971990005,10.947971990005,10.947971989915,10.947971989915,10.947971989915,10.336488246415,9.790790968515,10.947971989915,10.947971989915,10.350388606715,10.947971990115,10.947971990115,10.750748987115,10.947971990415,8.78777834351,9.52001544581,10.94797198967,10.94797198967,10.94797198971,9.59752852181,10.94797199011,10.91499418091
"t109",1.3414754923,1.3414754923,0,0.338792677,0.9057070344,4.0007129334,5.07268580651,5.86628316613,6.48900780691,5.20442356731,6.48900780681,5.98158621411,6.489007807068,6.449954817068,6.489007807068,6.489007807068,4.369827037859,6.417262117768,6.489007806968,6.209371705868,5.1351940844,6.4890078070107,6.4293338252337,6.4890078069337,6.4890078070337,6.4890078070337,6.4890078070307,6.48900780697,6.48900780699,6.48900780699,6.01215624927,6.48900780657,6.48900780657,6.48900780657,6.48900780657,5.01947285297,6.19939513001,6.96664676501,9.25547958731,10.94797199006,10.94797199006,10.94797199011,10.94797199011,10.94797199011,10.94797199011,10.94797199011,10.9479719901109,10.9479719901109,10.20147291009,10.79987528779,10.42411794635,10.94797199015,10.94797199018,10.94797199015,10.94797199017,10.94797199017,10.94797199018,10.94797199018,10.14538348158,10.94797198998,10.947971990033,10.947971990033,10.947971990013,10.947971990013,10.947971990013,10.94797199044,10.94797199044,9.13424445914,8.71330089404,10.94797199014,10.94797199014,10.94797199024,10.94797199024,10.94797198999,10.94797198999,10.94797199016,10.94797199016,10.94797199009,10.94797198999,10.94797199014,10.61952457804,10.94797199014,10.94797199014,10.94797199014,10.94797199014,10.9479719901,10.67178062475,10.94797199015,10.94797199018,10.94797199014,9.7602701477,9.91111980014,10.94797199074,10.65332891434,10.94797199074,10.94797198994,10.94797198994,10.94797198984,8.91087920782,10.947971990125,10.947971990125,10.947971990165,10.947971990495,10.947971990495,10.123568118135,9.339287047625,10.947971989815,10.947971989815,10.670108039515,10.947971990445,10.947971990445,10.947971990445,10.947971990115,10.947971990115,10.947971990015,10.947971990105,10.947971990105,10.947971990105,10.947971990105,10.947971990015,10.947971990015,10.947971990015,10.336488246515,9.790790968615,10.947971990015,10.947971990015,10.350388606815,10.947971990215,10.947971990215,10.750748987215,10.947971990515,8.78777834361,9.52001544591,10.94797198977,10.94797198977,10.94797198981,9.59752852191,10.94797199021,10.91499418101
"t110",1.3414754923,1.3414754923,0.338792677,0,0.9057070344,4.0007129334,5.07268580651,5.86628316613,6.48900780691,5.20442356731,6.48900780681,5.98158621411,6.489007807068,6.449954817068,6.489007807068,6.489007807068,4.369827037859,6.417262117768,6.489007806968,6.209371705868,5.1351940844,6.4890078070107,6.4293338252337,6.4890078069337,6.4890078070337,6.4890078070337,6.4890078070307,6.48900780697,6.48900780699,6.48900780699,6.01215624927,6.48900780657,6.48900780657,6.48900780657,6.48900780657,5.01947285297,6.19939513001,6.96664676501,9.25547958731,10.94797199006,10.94797199006,10.94797199011,10.94797199011,10.94797199011,10.94797199011,10.94797199011,10.9479719901109,10.9479719901109,10.20147291009,10.79987528779,10.42411794635,10.94797199015,10.94797199018,10.94797199015,10.94797199017,10.94797199017,10.94797199018,10.94797199018,10.14538348158,10.94797198998,10.947971990033,10.947971990033,10.947971990013,10.947971990013,10.947971990013,10.94797199044,10.94797199044,9.13424445914,8.71330089404,10.94797199014,10.94797199014,10.94797199024,10.94797199024,10.94797198999,10.94797198999,10.94797199016,10.94797199016,10.94797199009,10.94797198999,10.94797199014,10.61952457804,10.94797199014,10.94797199014,10.94797199014,10.94797199014,10.9479719901,10.67178062475,10.94797199015,10.94797199018,10.94797199014,9.7602701477,9.91111980014,10.94797199074,10.65332891434,10.94797199074,10.94797198994,10.94797198994,10.94797198984,8.91087920782,10.947971990125,10.947971990125,10.947971990165,10.947971990495,10.947971990495,10.123568118135,9.339287047625,10.947971989815,10.947971989815,10.670108039515,10.947971990445,10.947971990445,10.947971990445,10.947971990115,10.947971990115,10.947971990015,10.947971990105,10.947971990105,10.947971990105,10.947971990105,10.947971990015,10.947971990015,10.947971990015,10.336488246515,9.790790968615,10.947971990015,10.947971990015,10.350388606815,10.947971990215,10.947971990215,10.750748987215,10.947971990515,8.78777834361,9.52001544591,10.94797198977,10.94797198977,10.94797198981,9.59752852191,10.94797199021,10.91499418101
"t76",1.3414754923,1.3414754923,0.9057070344,0.9057070344,0,4.0007129334,5.07268580651,5.86628316613,6.48900780691,5.20442356731,6.48900780681,5.98158621411,6.489007807068,6.449954817068,6.489007807068,6.489007807068,4.369827037859,6.417262117768,6.489007806968,6.209371705868,5.1351940844,6.4890078070107,6.4293338252337,6.4890078069337,6.4890078070337,6.4890078070337,6.4890078070307,6.48900780697,6.48900780699,6.48900780699,6.01215624927,6.48900780657,6.48900780657,6.48900780657,6.48900780657,5.01947285297,6.19939513001,6.96664676501,9.25547958731,10.94797199006,10.94797199006,10.94797199011,10.94797199011,10.94797199011,10.94797199011,10.94797199011,10.9479719901109,10.9479719901109,10.20147291009,10.79987528779,10.42411794635,10.94797199015,10.94797199018,10.94797199015,10.94797199017,10.94797199017,10.94797199018,10.94797199018,10.14538348158,10.94797198998,10.947971990033,10.947971990033,10.947971990013,10.947971990013,10.947971990013,10.94797199044,10.94797199044,9.13424445914,8.71330089404,10.94797199014,10.94797199014,10.94797199024,10.94797199024,10.94797198999,10.94797198999,10.94797199016,10.94797199016,10.94797199009,10.94797198999,10.94797199014,10.61952457804,10.94797199014,10.94797199014,10.94797199014,10.94797199014,10.9479719901,10.67178062475,10.94797199015,10.94797199018,10.94797199014,9.7602701477,9.91111980014,10.94797199074,10.65332891434,10.94797199074,10.94797198994,10.94797198994,10.94797198984,8.91087920782,10.947971990125,10.947971990125,10.947971990165,10.947971990495,10.947971990495,10.123568118135,9.339287047625,10.947971989815,10.947971989815,10.670108039515,10.947971990445,10.947971990445,10.947971990445,10.947971990115,10.947971990115,10.947971990015,10.947971990105,10.947971990105,10.947971990105,10.947971990105,10.947971990015,10.947971990015,10.947971990015,10.336488246515,9.790790968615,10.947971990015,10.947971990015,10.350388606815,10.947971990215,10.947971990215,10.750748987215,10.947971990515,8.78777834361,9.52001544591,10.94797198977,10.94797198977,10.94797198981,9.59752852191,10.94797199021,10.91499418101
"t4",4.0007129333,4.0007129333,4.0007129334,4.0007129334,4.0007129334,0,2.58739506551,3.38099242513,4.00371706591,2.71913282631,4.00371706581,3.49629547311,4.003717066068,3.964664076068,4.003717066068,4.003717066068,1.884536296859,3.931971376768,4.003717065968,3.724080964868,2.6499033434,4.0037170660107,3.9440430842337,4.0037170659337,4.0037170660337,4.0037170660337,4.0037170660307,4.00371706597,4.00371706599,4.00371706599,3.52686550827,4.00371706557,4.00371706557,4.00371706557,4.00371706557,2.53418211197,3.71410438901,4.48135602401,6.77018884631,8.46268124906,8.46268124906,8.46268124911,8.46268124911,8.46268124911,8.46268124911,8.46268124911,8.4626812491109,8.4626812491109,7.71618216909,8.31458454679,7.93882720535,8.46268124915,8.46268124918,8.46268124915,8.46268124917,8.46268124917,8.46268124918,8.46268124918,7.66009274058,8.46268124898,8.462681249033,8.462681249033,8.462681249013,8.462681249013,8.462681249013,8.46268124944,8.46268124944,6.64895371814,6.22801015304,8.46268124914,8.46268124914,8.46268124924,8.46268124924,8.46268124899,8.46268124899,8.46268124916,8.46268124916,8.46268124909,8.46268124899,8.46268124914,8.13423383704,8.46268124914,8.46268124914,8.46268124914,8.46268124914,8.4626812491,8.18648988375,8.46268124915,8.46268124918,8.46268124914,7.2749794067,7.42582905914,8.46268124974,8.16803817334,8.46268124974,8.46268124894,8.46268124894,8.46268124884,6.42558846682,8.462681249125,8.462681249125,8.462681249165,8.462681249495,8.462681249495,7.638277377135,6.853996306625,8.462681248815,8.462681248815,8.184817298515,8.462681249445,8.462681249445,8.462681249445,8.462681249115,8.462681249115,8.462681249015,8.462681249105,8.462681249105,8.462681249105,8.462681249105,8.462681249015,8.462681249015,8.462681249015,7.851197505515,7.305500227615,8.462681249015,8.462681249015,7.865097865815,8.462681249215,8.462681249215,8.265458246215,8.462681249515,6.30248760261,7.03472470491,8.46268124877,8.46268124877,8.46268124881,7.11223778091,8.46268124921,8.42970344001
"t19",5.07268580641,5.07268580641,5.07268580651,5.07268580651,5.07268580651,2.58739506551,0,1.22603110162,1.8487557424,0.8759042704,3.3996734557,2.892251863,4.036583242958,3.997530252958,4.036583242958,4.036583242958,1.917402473749,3.964837553658,4.036583242858,3.756947141758,2.68276952029,4.0365832429007,3.9769092611237,4.0365832428237,4.0365832429237,4.0365832429237,4.0365832429207,4.03658324286,4.03658324288,4.03658324288,3.55973168516,4.03658324246,4.03658324246,4.03658324246,4.03658324246,3.60315085206,4.7830731291,5.5503247641,7.8391575864,9.53164998915,9.53164998915,9.5316499892,9.5316499892,9.5316499892,9.5316499892,9.5316499892,9.5316499892009,9.5316499892009,8.78515090918,9.38355328688,9.00779594544,9.53164998924,9.53164998927,9.53164998924,9.53164998926,9.53164998926,9.53164998927,9.53164998927,8.72906148067,9.53164998907,9.531649989123,9.531649989123,9.531649989103,9.531649989103,9.531649989103,9.53164998953,9.53164998953,7.71792245823,7.29697889313,9.53164998923,9.53164998923,9.53164998933,9.53164998933,9.53164998908,9.53164998908,9.53164998925,9.53164998925,9.53164998918,9.53164998908,9.53164998923,9.20320257713,9.53164998923,9.53164998923,9.53164998923,9.53164998923,9.53164998919,9.25545862384,9.53164998924,9.53164998927,9.53164998923,8.34394814679,8.49479779923,9.53164998983,9.23700691343,9.53164998983,9.53164998903,9.53164998903,9.53164998893,7.49455720691,9.531649989215,9.531649989215,9.531649989255,9.531649989585,9.531649989585,8.707246117225,7.922965046715,9.531649988905,9.531649988905,9.253786038605,9.531649989535,9.531649989535,9.531649989535,9.531649989205,9.531649989205,9.531649989105,9.531649989195,9.531649989195,9.531649989195,9.531649989195,9.531649989105,9.531649989105,9.531649989105,8.920166245605,8.374468967705,9.531649989105,9.531649989105,8.934066605905,9.531649989305,9.531649989305,9.334426986305,9.531649989605,7.3714563427,8.103693445,9.53164998886,9.53164998886,9.5316499889,8.181206521,9.5316499893,9.4986721801
"t54",5.86628316603,5.86628316603,5.86628316613,5.86628316613,5.86628316613,3.38099242513,1.22603110162,0,0.65446035542,1.66950163002,4.19327081532,3.68584922262,4.830180602578,4.791127612578,4.830180602578,4.830180602578,2.710999833369,4.758434913278,4.830180602478,4.550544501378,3.47636687991,4.8301806025207,4.7705066207437,4.8301806024437,4.8301806025437,4.8301806025437,4.8301806025407,4.83018060248,4.8301806025,4.8301806025,4.35332904478,4.83018060208,4.83018060208,4.83018060208,4.83018060208,4.39674821168,5.57667048872,6.34392212372,8.63275494602,10.32524734877,10.32524734877,10.32524734882,10.32524734882,10.32524734882,10.32524734882,10.32524734882,10.3252473488209,10.3252473488209,9.5787482688,10.1771506465,9.80139330506,10.32524734886,10.32524734889,10.32524734886,10.32524734888,10.32524734888,10.32524734889,10.32524734889,9.52265884029,10.32524734869,10.325247348743,10.325247348743,10.325247348723,10.325247348723,10.325247348723,10.32524734915,10.32524734915,8.51151981785,8.09057625275,10.32524734885,10.32524734885,10.32524734895,10.32524734895,10.3252473487,10.3252473487,10.32524734887,10.32524734887,10.3252473488,10.3252473487,10.32524734885,9.99679993675,10.32524734885,10.32524734885,10.32524734885,10.32524734885,10.32524734881,10.04905598346,10.32524734886,10.32524734889,10.32524734885,9.13754550641,9.28839515885,10.32524734945,10.03060427305,10.32524734945,10.32524734865,10.32524734865,10.32524734855,8.28815456653,10.325247348835,10.325247348835,10.325247348875,10.325247349205,10.325247349205,9.500843476845,8.716562406335,10.325247348525,10.325247348525,10.047383398225,10.325247349155,10.325247349155,10.325247349155,10.325247348825,10.325247348825,10.325247348725,10.325247348815,10.325247348815,10.325247348815,10.325247348815,10.325247348725,10.325247348725,10.325247348725,9.713763605225,9.168066327325,10.325247348725,10.325247348725,9.727663965525,10.325247348925,10.325247348925,10.128024345925,10.325247349225,8.16505370232,8.89729080462,10.32524734848,10.32524734848,10.32524734852,8.97480388062,10.32524734892,10.29226953972
"t55",6.48900780681,6.48900780681,6.48900780691,6.48900780691,6.48900780691,4.00371706591,1.8487557424,0.65446035542,0,2.2922262708,4.8159954561,4.3085738634,5.452905243358,5.413852253358,5.452905243358,5.452905243358,3.333724474149,5.381159554058,5.452905243258,5.173269142158,4.09909152069,5.4529052433007,5.3932312615237,5.4529052432237,5.4529052433237,5.4529052433237,5.4529052433207,5.45290524326,5.45290524328,5.45290524328,4.97605368556,5.45290524286,5.45290524286,5.45290524286,5.45290524286,5.01947285246,6.1993951295,6.9666467645,9.2554795868,10.94797198955,10.94797198955,10.9479719896,10.9479719896,10.9479719896,10.9479719896,10.9479719896,10.9479719896009,10.9479719896009,10.20147290958,10.79987528728,10.42411794584,10.94797198964,10.94797198967,10.94797198964,10.94797198966,10.94797198966,10.94797198967,10.94797198967,10.14538348107,10.94797198947,10.947971989523,10.947971989523,10.947971989503,10.947971989503,10.947971989503,10.94797198993,10.94797198993,9.13424445863,8.71330089353,10.94797198963,10.94797198963,10.94797198973,10.94797198973,10.94797198948,10.94797198948,10.94797198965,10.94797198965,10.94797198958,10.94797198948,10.94797198963,10.61952457753,10.94797198963,10.94797198963,10.94797198963,10.94797198963,10.94797198959,10.67178062424,10.94797198964,10.94797198967,10.94797198963,9.76027014719,9.91111979963,10.94797199023,10.65332891383,10.94797199023,10.94797198943,10.94797198943,10.94797198933,8.91087920731,10.947971989615,10.947971989615,10.947971989655,10.947971989985,10.947971989985,10.123568117625,9.339287047115,10.947971989305,10.947971989305,10.670108039005,10.947971989935,10.947971989935,10.947971989935,10.947971989605,10.947971989605,10.947971989505,10.947971989595,10.947971989595,10.947971989595,10.947971989595,10.947971989505,10.947971989505,10.947971989505,10.336488246005,9.790790968105,10.947971989505,10.947971989505,10.350388606305,10.947971989705,10.947971989705,10.750748986705,10.947971990005,8.7877783431,9.5200154454,10.94797198926,10.94797198926,10.9479719893,9.5975285214,10.9479719897,10.9149941805
"t14",5.20442356721,5.20442356721,5.20442356731,5.20442356731,5.20442356731,2.71913282631,0.8759042704,1.66950163002,2.2922262708,0,3.5314112165,3.0239896238,4.168321003758,4.129268013758,4.168321003758,4.168321003758,2.049140234549,4.096575314458,4.168321003658,3.888684902558,2.81450728109,4.1683210037007,4.1086470219237,4.1683210036237,4.1683210037237,4.1683210037237,4.1683210037207,4.16832100366,4.16832100368,4.16832100368,3.69146944596,4.16832100326,4.16832100326,4.16832100326,4.16832100326,3.73488861286,4.9148108899,5.6820625249,7.9708953472,9.66338774995,9.66338774995,9.66338775,9.66338775,9.66338775,9.66338775,9.66338775,9.6633877500009,9.6633877500009,8.91688866998,9.51529104768,9.13953370624,9.66338775004,9.66338775007,9.66338775004,9.66338775006,9.66338775006,9.66338775007,9.66338775007,8.86079924147,9.66338774987,9.663387749923,9.663387749923,9.663387749903,9.663387749903,9.663387749903,9.66338775033,9.66338775033,7.84966021903,7.42871665393,9.66338775003,9.66338775003,9.66338775013,9.66338775013,9.66338774988,9.66338774988,9.66338775005,9.66338775005,9.66338774998,9.66338774988,9.66338775003,9.33494033793,9.66338775003,9.66338775003,9.66338775003,9.66338775003,9.66338774999,9.38719638464,9.66338775004,9.66338775007,9.66338775003,8.47568590759,8.62653556003,9.66338775063,9.36874467423,9.66338775063,9.66338774983,9.66338774983,9.66338774973,7.62629496771,9.663387750015,9.663387750015,9.663387750055,9.663387750385,9.663387750385,8.838983878025,8.054702807515,9.663387749705,9.663387749705,9.385523799405,9.663387750335,9.663387750335,9.663387750335,9.663387750005,9.663387750005,9.663387749905,9.663387749995,9.663387749995,9.663387749995,9.663387749995,9.663387749905,9.663387749905,9.663387749905,9.051904006405,8.506206728505,9.663387749905,9.663387749905,9.065804366705,9.663387750105,9.663387750105,9.466164747105,9.663387750405,7.5031941035,8.2354312058,9.66338774966,9.66338774966,9.6633877497,8.3129442818,9.6633877501,9.6304099409
