,0,1,2,3,4,5,6,7,8,9,10,11,12
t106,12.970559,4.0701303,3.6118658,2.4618604,6.6354446,-0.15769707,7.3248053,6.0623155,2.5172231,4.0247145,5.0495367,6.0697117,2.1847115
t107,12.935446,4.100876,3.572427,2.49762,6.6480975,-0.19447036,7.3369656,6.0549774,2.5445292,3.991047,5.0812135,6.062212,2.213204
t109,13.042403,3.985959,3.6907187,2.3834958,6.580589,-0.08090025,7.3037744,6.076585,2.434178,4.105297,4.9915075,6.054,2.10829
t110,12.975248,4.0899663,3.6191013,2.463133,6.6839604,-0.15383177,7.307522,6.0862217,2.5463164,3.998546,5.1053643,6.024153,2.2397084
t76,12.945831,4.0490193,3.6050572,2.462118,6.7137675,-0.1663766,7.2741385,6.1177683,2.4921975,4.035633,5.1177306,5.997535,2.1786544
t4,12.444696,5.275693,3.255381,2.9735303,6.0162234,-0.8344436,8.19939,5.132735,3.899548,3.2085202,4.7887125,7.001256,3.2255886
t19,12.458328,5.23745,3.119756,2.866209,5.9882517,-0.8129138,8.172251,5.0261397,3.9374776,3.2612321,4.7191515,7.0390363,3.1670172
t54,12.498293,5.1907496,3.2669144,2.9551973,6.0044193,-0.7582135,8.136497,5.1624627,3.889325,3.2463806,4.8088746,7.0694523,3.14596
t55,12.7167015,5.0426855,3.4504328,3.1138318,5.878542,-0.48039335,8.002104,5.2831783,3.8893263,3.3236568,4.8527884,7.3246226,2.9746256
t14,12.370683,5.285633,3.2407959,2.8608356,6.009689,-0.86178124,8.250312,5.083524,3.8183863,3.2400246,4.716736,6.9695673,3.2870238
t46,12.539453,4.7602577,3.3106344,3.0452466,5.995853,-0.5311982,8.029362,5.274165,3.9631104,3.2143009,5.037844,7.2502947,2.9714868
t47,12.598923,4.9544215,3.3246384,3.0278242,5.9636946,-0.615184,8.03919,5.2247157,3.874581,3.2703247,4.8659706,7.1683416,3.009496
t63,12.6225,4.577337,3.357642,3.1448357,5.7840114,-0.3559356,7.9990873,5.145006,3.8248456,3.3200557,4.8499093,7.293635,2.8942087
t85,12.595483,4.5438094,3.3772035,3.1583524,5.7411747,-0.33955428,8.043611,5.1050234,3.859199,3.3381047,4.8036556,7.3444824,2.932474
t111,12.628417,4.5824404,3.4038212,3.1715248,5.7466297,-0.34492642,8.029558,5.1349316,3.7952428,3.3341875,4.7871428,7.2967033,2.9347029
t112,12.616783,4.5176373,3.3797045,3.201405,5.677352,-0.28393853,8.083935,5.060496,3.846654,3.3158624,4.7606606,7.3577847,2.9744358
t10,12.346809,5.3838687,3.266229,2.9196544,5.951006,-0.9125559,8.238131,5.058891,3.861533,3.2761862,4.663542,6.928484,3.3661444
t59,12.466365,4.8244586,3.4069684,3.0452757,5.843495,-0.48984843,8.081186,5.16949,3.8789287,3.361123,4.784163,7.310518,3.0060096
t60,12.336679,4.800109,3.3560832,3.032453,5.839273,-0.46519107,8.07177,5.1080294,3.9806921,3.3859947,4.829322,7.3711824,2.9490604
t8,12.436981,4.9778733,3.3738835,2.9968288,5.8769674,-0.564669,8.122628,5.1480064,3.9002666,3.3517072,4.7520475,7.2463164,3.0771232
t11,12.43354,5.341383,3.1469338,2.8826454,5.969864,-0.9156906,8.203031,5.006302,3.9096532,3.2750125,4.667038,6.952506,3.2489443
t70,12.549916,5.7945886,3.3507323,3.1512148,5.6772823,0.14785913,8.763161,5.0441575,4.3767486,2.79192,4.9873705,7.799453,3.9723494
t93,12.405148,5.721849,3.3690696,3.039314,5.591398,-0.014972342,8.759597,4.876615,4.4342527,2.7664154,4.8658433,7.675129,3.9265501
t94,12.439884,5.7119637,3.460376,3.199167,5.5426674,0.074956596,8.766554,5.0310087,4.3762174,2.681488,4.8720646,7.847317,3.9246128
t118,12.497524,5.701573,3.3055828,3.0914612,5.679946,0.096266896,8.838093,4.937951,4.43475,2.7905076,4.9743323,7.677351,3.9713404
t119,12.497449,5.7715898,3.414532,3.1049695,5.648977,0.13459061,8.788882,4.9762387,4.4096756,2.7472618,4.887721,7.761822,3.9848292
t62,12.474183,5.714191,3.3735802,3.0996797,5.6288013,0.096502654,8.822266,4.9591236,4.43106,2.7409973,4.9209456,7.7253623,3.965032
t61,12.480398,5.616976,3.5241072,3.1347306,5.6088142,0.0702563,8.681993,5.056465,4.3187346,2.7630954,4.7720766,7.771069,3.8023665
t120,12.563924,5.6065702,3.2639372,3.149514,5.6924167,0.027926657,8.717122,5.036043,4.361713,2.842145,4.9957867,7.646628,3.8288143
t121,12.506681,5.6738563,3.3343296,3.0581946,5.735285,0.039534032,8.679209,4.9807186,4.3138733,2.8895974,4.954618,7.6608186,3.8619618
t17,12.470988,5.2498274,3.2996807,3.037811,5.7885065,-0.37687045,8.354673,5.0552764,4.0694265,3.121646,4.797851,7.3915,3.369587
t88,12.437689,5.3412886,3.2434351,3.1033626,5.7188883,-0.25353304,8.510155,4.991275,4.2587457,2.9607618,4.9370885,7.6097503,3.4224205
t89,12.466469,5.3350677,3.3718028,3.0508745,5.7275305,-0.1839122,8.415648,5.0394583,4.13574,3.0690029,4.797822,7.5138626,3.4810522
t83,12.57783,5.2674212,3.3037364,3.1309583,5.779185,-0.25970346,8.394395,5.1425853,4.1356354,3.020314,4.9084916,7.484484,3.427176
t84,12.617267,5.266816,3.298399,3.1586466,5.783423,-0.25059026,8.394401,5.1732326,4.1438823,3.0019915,4.9330344,7.488794,3.4457946
t1,3.561,7.0101833,7.8929906,7.754125,3.6398697,3.2258887,4.1052485,6.9983087,4.9176345,5.976685,6.2165313,7.6903396,4.0696225
t2,3.6306455,6.954271,7.965623,7.735763,3.5816896,3.3362987,4.081078,6.9154882,4.9212084,6.025318,6.270153,7.6668925,4.0904393
t3,3.511526,7.0009794,7.858551,7.7769194,3.6302474,3.2070527,4.115254,7.0230064,4.932117,5.9330587,6.2374954,7.6741953,4.0601897
t6,3.5848932,7.018656,7.903515,8.010366,3.8448155,3.5286689,3.903058,6.7440834,4.7134724,5.961788,6.093631,7.821409,4.3586006
t103,-0.6238857,10.502503,-0.45366102,5.3600087,9.064145,-1.1419935,3.4129527,7.567289,7.1325927,7.1991634,5.378626,7.019393,-1.8527633
t104,-0.5465036,10.601691,-0.40526113,5.2661333,8.8826,-1.1512513,3.2119932,7.3863754,7.213321,7.0275,5.369988,7.0595064,-1.8590181
t113,-0.59282506,10.515036,-0.32467738,5.325022,8.931842,-1.2030884,3.3104553,7.430055,7.111004,7.1674595,5.3530326,6.9871883,-1.9556186
t114,-0.73599243,10.611445,-0.46080628,5.319385,9.1121,-0.9817211,3.5039465,7.61907,7.0292845,7.182634,5.5490685,7.0131044,-1.7447951
t92,-0.60608387,10.580746,-0.4518933,5.2795405,9.0016575,-1.0572339,3.3904574,7.530085,7.164951,7.1275454,5.4126,7.090244,-1.768315
t43,-0.53308296,10.509838,-0.5299353,5.292443,9.0309925,-1.0737873,3.3493407,7.602925,7.242481,7.09552,5.379092,7.1012735,-1.7313334
t122,-0.62326485,10.396507,-0.47319967,5.344556,9.143426,-1.0558153,3.5224094,7.761591,7.1000247,7.290818,5.3987556,6.991584,-1.7956339
t138,-0.66907746,10.479135,-0.41324914,5.365529,9.114203,-1.0953746,3.4691505,7.659145,7.026217,7.239664,5.4620433,6.9224176,-1.888252
t139,-0.6470992,10.455512,-0.451653,5.382043,9.116265,-1.1129178,3.421469,7.663392,7.079559,7.2205606,5.476539,6.9586143,-1.8403147
t21,-0.35718253,11.009703,-0.40490267,5.1794386,8.483389,-1.1762383,2.740633,6.807089,7.509155,6.8487473,5.2440214,7.6253166,-1.7032531
t29,-0.41113037,10.992971,-0.35993755,5.1835012,8.626088,-1.1812407,2.8809466,6.9450703,7.316275,6.8333135,5.242348,7.3296065,-1.830895
t30,-0.37040552,11.032905,-0.37913734,5.1972976,8.491554,-1.187673,2.7768397,6.8082104,7.4839416,6.8825145,5.213002,7.627657,-1.7277707
t31,-0.48314688,10.905875,-0.39008296,5.2264233,8.693549,-1.1795058,2.9755828,7.047682,7.309649,6.8624587,5.2741494,7.350802,-1.7579685
t105,-0.26833457,11.070948,-0.5175515,5.0909925,8.469514,-1.3583937,2.6041694,6.6903677,7.3393054,6.7094054,5.3929753,7.0487695,-1.8287153
t108,-0.33961016,11.14087,-0.52740574,5.067656,8.5201235,-1.352863,2.6065125,6.6384053,7.2628846,6.6252546,5.359077,6.9696727,-1.8888941
t132,-0.3640033,11.186208,-0.4592694,5.119659,8.531072,-1.3547133,2.60746,6.6277323,7.183722,6.6106615,5.397474,6.8852816,-1.9135379
t133,-0.36042237,11.17111,-0.48177463,5.1173153,8.5351515,-1.34831,2.6251101,6.6371694,7.1999216,6.6324124,5.363823,6.899353,-1.9210823
t36,-0.4368167,11.044319,-0.4315976,5.097905,8.658893,-1.1837106,2.7666793,6.821635,7.2293863,6.5853887,5.301445,7.014752,-1.8499745
t37,-0.40339428,10.976152,-0.4126963,5.1458154,8.651515,-1.2076674,2.8286874,6.9045815,7.306,6.7351856,5.3092866,7.100015,-1.8556434
t23,-0.3575485,11.045158,-0.39769343,5.1685767,8.491263,-1.2148547,2.739812,6.7781754,7.457249,6.8237643,5.2590885,7.548668,-1.7535526
t32,-0.39622062,10.926313,-0.40155503,5.162812,8.527748,-1.1417481,2.806439,6.990023,7.552357,6.735745,5.3332634,7.4627943,-1.6752687
t136,-0.33683026,10.966011,-0.55951536,5.0896025,8.666595,-1.1192161,2.7662714,6.9141936,7.5304823,6.5387964,5.2942133,7.3793902,-1.6287528
t137,-0.2934909,10.850107,-0.5496538,5.0956554,8.605304,-1.0991215,2.7464786,7.018198,7.6413636,6.562718,5.2717276,7.4295025,-1.6054862
