,0,1,2,3,4,5,6,7,8,9,10,11,12,13
t2,6.4455576,1.0892576,5.4846525,4.1972566,7.1510987,4.6819386,8.335117,4.3350554,2.5841544,2.5710561,-2.110287,-0.14911252,1.2024541,7.391993
t7,2.5731826,3.3695679,5.713932,7.075928,3.9521852,2.5913622,6.636163,4.951717,2.2354004,3.3187616,3.4807148,3.2579925,3.6252508,7.2180943
t18,2.483096,3.445004,5.711884,7.1725507,3.8135033,2.4149525,6.674469,4.952377,2.1533349,3.2882113,3.7040665,3.3376615,3.592183,7.205475
t44,2.520575,3.4705286,5.726438,7.215522,3.7967567,2.3722875,6.62625,4.9485135,2.093276,3.3238225,3.756256,3.3565602,3.6450381,7.1882677
t45,2.4260917,3.5341403,5.74624,7.259808,3.5308561,2.1497657,6.80869,5.0622926,2.1319952,3.1527789,4.008467,3.5485678,3.285804,7.1728044
t53,2.3186758,3.648916,5.579974,7.2970405,3.6820605,2.2665381,6.742661,4.893304,2.101519,3.1902997,3.9593453,3.4328089,3.4760711,7.1125875
t72,2.426189,3.6477447,5.677511,7.301135,3.8002393,2.1822662,6.92768,5.0093203,2.1150856,3.2565188,3.873884,3.3904996,3.3337345,7.148387
t73,2.4170177,3.7263026,5.5909557,7.2675176,3.631524,2.123485,6.635918,4.931152,2.0457067,3.251873,4.021611,3.5243108,3.370284,7.1031365
t48,2.4656408,3.4605794,5.714464,7.2937675,3.7135072,2.319035,6.7049227,4.998182,2.0598795,3.254148,3.86679,3.4289372,3.5950642,7.175946
t108,2.4453323,3.5665853,5.667081,7.3138294,3.6996715,2.2501423,6.839782,5.0499444,2.018779,3.2187057,3.9939091,3.4978874,3.4189548,7.119866
t109,2.3444414,3.5057561,5.7488365,7.236293,3.5610957,2.1892414,6.8374968,4.990013,2.1083562,3.1038096,3.9660332,3.4815931,3.374266,7.237551
t46,2.4449024,3.5103133,5.718579,7.3430734,3.6713636,2.2184725,6.9087253,5.0909986,1.9725064,3.1492298,4.039205,3.5175257,3.3732753,7.1398864
t132,2.2972858,3.5646055,5.725891,7.229402,3.6258934,2.1372952,6.8353477,4.9143987,2.0111506,3.1155653,4.021685,3.438971,3.4071126,7.233911
t133,2.3490646,3.626228,5.723461,7.303355,3.7049458,2.0929866,6.9057384,4.957684,1.9662538,3.1617308,4.021506,3.451221,3.366871,7.1768827
t101,2.2452211,3.6738405,5.730838,7.1798387,3.7201777,2.0562427,6.8532677,4.8232136,1.9758561,3.118175,3.9640567,3.35564,3.3499258,7.2576613
t89,3.058094,3.0194087,5.745567,7.4744015,3.5587473,2.187179,6.4241247,4.9919024,2.295105,3.609545,3.8875773,3.3339703,4.036459,7.132128
t90,3.110648,2.9864385,5.7930727,7.519719,3.6151948,2.1382377,6.4995112,5.032573,2.2281117,3.5960042,3.8163664,3.2599916,4.0641623,7.0878534
t104,3.1079915,3.0005426,5.791643,7.477904,3.6764545,2.1658452,6.5724487,5.022858,2.1746259,3.575745,3.730375,3.1631114,4.0452704,7.1015253
t105,3.1022716,3.0103319,5.84428,7.571222,3.6318517,2.1044452,6.5179586,5.079015,2.168392,3.555593,3.8336623,3.2640307,4.0450525,7.029171
t91,3.1772177,2.9309523,5.8016095,7.550267,3.5919611,2.0818024,6.497342,5.0447793,2.2416334,3.6521292,3.8157554,3.2161245,4.121428,7.091
t47,2.9864402,3.1184587,5.857488,7.5419207,3.5683424,2.1250648,6.4364653,5.1393547,2.2062547,3.5070057,3.9565072,3.3901267,3.947136,7.023487
t98,2.9550283,3.12924,5.8526864,7.5281587,3.6227057,2.1738348,6.478647,5.1076264,2.1628582,3.4643328,3.8998032,3.3875606,3.9236436,7.004289
t99,3.0050583,3.1103125,5.716711,7.4837317,3.4977157,2.1131337,6.426453,4.980983,2.3269088,3.4734397,4.0703845,3.4283924,3.963681,7.1743674
t14,2.5409243,3.4135396,5.71008,7.222485,3.801512,2.4150712,6.5908446,4.9583516,2.1793807,3.354668,3.657732,3.336001,3.675375,7.205056
t116,-2.246241,8.796195,6.452342,6.2834063,11.166433,4.691539,6.627555,3.4219558,2.7247524,4.9644713,4.772486,2.9125075,3.0120027,6.7824316
t117,-2.2430513,8.810998,6.5120783,6.290713,11.170877,4.6237874,6.68138,3.3603508,2.684952,4.9585724,4.7113814,2.9592795,3.057504,6.7401476
t74,-2.292545,8.81514,6.4754663,6.316218,11.22161,4.67961,6.6665397,3.4095266,2.6324906,5.002246,4.766469,3.0096765,3.0016367,6.791985
t24,-1.8123444,8.427706,6.457791,6.1985335,10.771788,4.756055,6.5368986,3.419705,2.6949453,4.572911,4.693566,2.985514,3.1186316,6.3009253
t36,-2.1258752,8.674591,6.502699,6.3052106,11.124629,4.5698233,6.7161484,3.2785368,2.6793277,4.7942724,4.598308,2.9419498,3.1588268,6.4921393
t79,-1.9568832,8.700638,6.535546,6.2084217,10.849709,4.6261616,6.5543513,3.4382288,2.7142396,4.788077,4.7066293,2.915702,3.120982,6.5304437
t95,-1.865231,8.485277,6.4089026,6.195893,10.780329,4.7345934,6.485987,3.4564207,2.7637117,4.6199536,4.6595926,2.9116464,3.1521025,6.376673
t129,-2.0056405,8.646287,6.417843,6.202788,10.92823,4.6530256,6.518481,3.4194891,2.7897058,4.7356234,4.6192656,2.894122,3.189431,6.5618873
t130,-1.9878494,8.676942,6.445414,6.203741,10.90193,4.614933,6.508764,3.432692,2.816551,4.7354817,4.637396,2.8422318,3.2102616,6.5384836
t100,-2.0400822,8.579356,6.391917,6.180953,11.113573,4.8504252,6.5521927,3.3969848,2.7747781,4.7433195,4.833897,2.835779,3.1000314,6.663329
t123,-2.0528858,8.569186,6.351984,6.278851,11.113903,4.866675,6.5824566,3.407751,2.6612248,4.6677155,4.8266416,2.9084554,3.0178325,6.671242
t124,-2.0936143,8.611822,6.362204,6.247722,11.159289,4.886251,6.549886,3.440961,2.7238133,4.7447553,4.869542,2.813373,3.041573,6.6759896
t96,-2.034338,8.511492,6.373076,6.195047,11.174681,4.845211,6.49558,3.3844929,2.8015282,4.6224623,4.791249,2.7247477,3.1545978,6.589843
t60,-2.1358888,8.637716,6.4093466,6.274345,11.135961,4.68901,6.6018395,3.3567677,2.77014,4.7775297,4.6500688,2.8499525,3.1582792,6.5200486
t61,-2.0475013,8.647955,6.5040927,6.3066716,11.074111,4.535958,6.7007537,3.2926626,2.6706343,4.6931615,4.5986075,2.8650873,3.1878576,6.38637
t76,-2.0262558,8.51091,6.474521,6.204575,11.089324,4.7094398,6.631822,3.2762055,2.7751648,4.8098536,4.6432805,2.8066242,3.1905131,6.3016706
t77,-1.8936117,8.369764,6.421008,6.317035,10.894182,4.775224,6.640834,3.3604622,2.6222794,4.5781574,4.717791,2.886852,3.0663376,6.190285
t75,-2.005818,8.6042,6.4695215,6.3579135,11.04296,4.6249766,6.7189994,3.3262572,2.5946128,4.6406527,4.6955137,2.9522274,3.0971725,6.3691363
t30,-1.9021032,8.449894,6.4393544,6.2535243,10.928693,4.801599,6.569022,3.4075968,2.66343,4.594702,4.769075,2.8810153,3.0662663,6.3041825
t19,-1.7940407,8.406549,6.4529424,6.2388225,10.759449,4.71287,6.5922894,3.3968735,2.6375217,4.516305,4.6737075,3.0518801,3.0937119,6.322691
t3,6.498532,1.1256679,5.431271,4.2684703,7.0997143,4.6146474,8.405225,4.2684345,2.6497614,2.5270314,-2.1824853,-0.12547804,1.2603391,7.386643
t54,3.3767176,-0.08976399,7.412147,1.9197333,3.334328,3.5212944,8.169821,4.63095,1.7996256,-0.5784322,2.0336263,2.8870685,3.7568793,4.499878
t55,3.314588,-0.03202593,7.427796,1.9375813,3.3960075,3.5755904,8.134715,4.659448,1.7375112,-0.64271194,1.9719093,2.8250759,3.8215063,4.561028
t64,3.2629921,-0.0043490836,7.401279,1.9614253,3.3392966,3.6027021,8.158213,4.63995,1.7927128,-0.69443476,2.0287242,2.8812373,3.7687976,4.5045695
t65,3.3323636,-0.05580331,7.4364715,1.918397,3.3998067,3.5524874,8.1217575,4.6764154,1.7308472,-0.62514585,1.9677675,2.8201172,3.830226,4.56439
t94,3.2918942,-0.00014179459,7.379341,1.9708416,3.440795,3.6110525,8.167468,4.6085916,1.6932406,-0.6635495,1.9278859,2.7815564,3.8617387,4.606886
t140,3.2604072,-0.0034157762,7.336068,2.0059223,3.326398,3.6220088,8.221477,4.5735116,1.7934082,-0.687894,2.0365767,2.8882723,3.7558692,4.499882
t141,3.296817,-0.017963417,7.331453,2.0145957,3.3372717,3.5979466,8.219927,4.5697083,1.7926673,-0.6553482,2.0295074,2.883402,3.7585099,4.5056295
t25,3.478111,-0.16990328,7.410849,1.8819683,3.259442,3.4423933,8.216401,4.5916963,1.9069068,-0.47411966,2.1120238,2.972587,3.6378431,4.416866
t4,6.459721,1.00717,5.417835,4.232665,7.203286,4.5327644,8.440092,4.2900968,2.6220133,2.6271286,-2.2682781,-0.23707731,1.1894327,7.4810395
t13,6.26802,0.6787368,5.4481616,4.233993,7.539385,4.3974524,8.491952,4.4699774,2.3672724,2.755748,-2.8444223,-0.7205533,0.88341075,7.578247
t142,6.169139,0.5772198,5.38572,4.0271683,7.846027,4.324143,8.630092,4.632359,2.1165552,3.0238664,-3.2457023,-1.0840455,0.6343833,7.7458596
t143,6.137785,0.47329664,5.45981,4.148893,7.9031906,4.325817,8.613932,4.688187,2.0467172,2.9532547,-3.320538,-1.172633,0.56541914,7.670698
t112,6.0980306,0.57187736,5.454687,4.0515723,7.8495245,4.3524623,8.718949,4.721905,1.9962264,2.9341884,-3.247217,-1.0644525,0.563404,7.659357
t113,6.1186748,0.6570993,5.50764,3.9896755,7.8432646,4.3897467,8.724745,4.6706586,2.146279,2.9724517,-3.1402335,-0.97968644,0.5843608,7.7726226
t84,6.164988,0.49298078,5.3058553,4.226469,7.7198215,4.3231554,8.486002,4.5986624,2.0460043,2.8601775,-3.3163548,-1.0778558,0.73764104,7.546215
t85,6.1459017,0.53415954,5.3331695,4.1737227,7.7455945,4.34973,8.335016,4.583695,2.1926677,2.9201396,-3.3220618,-1.1233135,0.6875752,7.645196
t52,6.2122693,0.5207312,5.26689,4.161993,7.7714577,4.381996,8.441046,4.559981,2.0693102,2.930825,-3.3872716,-1.1625842,0.7155122,7.530979
t41,6.283687,0.5979199,5.389318,4.201705,7.6730924,4.364054,8.4900875,4.5079017,2.3184972,2.864968,-2.9705753,-0.8898214,0.8030698,7.6040664
t83,6.1898,0.61548716,5.4108047,4.1265016,7.8445,4.2882953,8.487879,4.5635266,2.3934727,2.971257,-3.1285524,-1.0203904,0.6762602,7.809111
t118,6.160697,0.5835625,5.407115,4.058765,7.8205223,4.292579,8.472489,4.595687,2.3324804,3.0302396,-3.1778498,-1.0528159,0.650211,7.82262
t119,6.1544766,0.5375021,5.3611083,4.0720615,7.8390093,4.314706,8.395539,4.603006,2.3165345,3.0580456,-3.2835493,-1.1427141,0.6292149,7.800525
t49,6.1821685,0.6809743,5.359959,4.133071,7.655089,4.3153744,8.396658,4.546022,2.3840764,2.913823,-3.0253391,-0.89674455,0.74137205,7.7289524
t114,6.2251024,0.48384473,5.417462,4.1654754,7.760587,4.233542,8.544983,4.546401,2.216153,2.955496,-3.130115,-1.0178918,0.743238,7.7239537
t115,6.2940164,0.41490698,5.4832196,4.224906,7.7436967,4.1997633,8.513139,4.488339,2.198247,2.9061224,-3.0681217,-1.0297657,0.7640374,7.6786633
