"","t2","t22","t68","t124","t125","t49","t86","t87","t127","t128","t78","t157","t158","t139","t77","t52","t135","t136","t103","t104","t73","t74","t66","t67","t3","t63","t118","t119","t101","t102","t29","t30","t69","t70","t75","t76","t98","t137","t138","t53","t133","t147","t148","t114","t62","t33","t59","t60","t19","t31","t32","t41","t55","t56","t61","t71","t72","t145","t146","t117","t105","t97","t142","t151","t152","t131","t132","t44","t12","t95","t96","t84","t85","t20","t21","t13","t14","t9","t149","t150","t26","t47","t48","t155","t156","t126","t27","t43","t140","t141","t134","t42","t80","t81","t129","t130","t99","t100","t93","t5","t1","t34","t57","t58","t35","t36","t15","t37","t39","t40","t10","t6","t7","t50","t51","t45","t54","t92","t106","t107","t16","t17","t8","t11","t90","t91","t24","t25","t18","t23","t46","t120","t121","t153","t154","t64","t65","t110","t111","t4","t143","t144","t122","t123","t116","t115","t94","t112","t113","t88","t89","t79","t82","t83","t38","t108","t109","t28"
"t2",0,2.99891363445,4.3151320057,5.09054752023,5.09054752023,5.09054752033,5.09054752064,5.09054752064,5.09054752064,5.09054752064,5.09054752064,5.090547520602,5.090547520602,5.09054752063,5.09054752063,4.40787177415,5.09054752065,5.09054752065,5.09054752063,5.09054752063,4.56941879815,5.09054752085,5.01934257225,5.09054752075,0.98767546375,5.09054752032,5.09054752042,5.09054752042,5.09054752042,5.09054752042,5.09054752046,4.20218541046,5.09054752022,5.09054752022,4.52249824114,4.74383791384,5.09054752074,5.09054752074,5.09054752074,4.52762907644,5.09054752072,5.09054752065,5.09054752065,5.09054752064,5.09054752074,5.09054752094,4.23394820484,5.09054752024,2.44359529434,3.62936584714,5.09054752064,3.98608774034,5.09054752094,4.28289341434,4.34886862984,4.77111691744,5.09054752104,5.09054752106,5.09054752106,5.09054752104,5.09054752114,5.09054752114,5.09054752114,5.09054752117,5.09054752117,5.09054752114,5.09054752114,5.09054752074,2.93677166744,5.09054752074,5.09054752074,5.09054752074,5.09054752074,3.16857840604,2.81066756304,5.09054752074,3.59340819674,3.91970027244,5.09054752104,5.09054752104,4.12574204014,5.09054752054,4.07010070234,5.09054752144,5.09054752144,5.09054752144,4.42717984724,5.09054752141,5.09054752083,5.09054752083,5.09054752081,3.63013462484,4.73984133175,4.54287514075,5.09054752069,5.09054752069,5.09054752066,5.09054752066,5.09054752064,1.47700872544,0.90021038655,6.54534075885,6.02525730285,6.54534075885,5.65057866125,6.54534075815,5.70265962965,5.19164105827,5.65335820252,5.26587979072,6.54534075807,2.63848153487,3.06015709064,5.70593281264,5.66660861074,6.02287163544,5.47471108114,6.54534075814,6.54534075814,6.54534075814,3.75345683305,4.08719708145,3.73511325844,4.06565052167,6.54534075797,6.54534075797,6.30217861777,4.59871479477,5.08350413917,6.54534075757,5.25062929867,6.54534075777,6.54534075777,6.54534075766,6.54534075766,6.49396735477,6.54534075777,6.54534075757,6.44670098257,2.95213487344,6.54534075893,6.54534075893,6.545340758911,6.545340758911,6.545340758901,6.54534075883,6.54534075823,6.54534075833,6.54534075833,6.54534075822,6.54534075822,6.54534075855,6.54534075851,6.41743900741,5.70731901875,6.38231975395,6.54534075825,5.17224508085
"t22",2.99891363445,0,2.07834529505,2.85376080958,2.85376080958,2.85376080968,2.85376080999,2.85376080999,2.85376080999,2.85376080999,2.85376080999,2.853760809952,2.853760809952,2.85376080998,2.85376080998,2.1710850635,2.85376081,2.85376081,2.85376080998,2.85376080998,3.5077765929,4.0289053156,3.957700367,4.0289053155,2.9711519645,7.07402402107,7.07402402117,7.07402402117,7.07402402117,7.07402402117,7.07402402121,6.18566191121,7.07402402097,7.07402402097,6.50597474189,6.72731441459,7.07402402149,7.07402402149,7.07402402149,6.51110557719,7.07402402147,7.0740240214,7.0740240214,7.07402402139,7.07402402149,7.07402402169,6.21742470559,7.07402402099,4.42707179509,5.61284234789,7.07402402139,5.96956424109,7.07402402169,6.26636991509,6.33234513059,6.75459341819,7.07402402179,7.07402402181,7.07402402181,7.07402402179,7.07402402189,7.07402402189,7.07402402189,7.07402402192,7.07402402192,7.07402402189,7.07402402189,7.07402402149,4.92024816819,7.07402402149,7.07402402149,7.07402402149,7.07402402149,5.15205490679,4.79414406379,7.07402402149,5.57688469749,5.90317677319,7.07402402179,7.07402402179,6.10921854089,7.07402402129,6.05357720309,7.07402402219,7.07402402219,7.07402402219,6.41065634799,7.07402402216,7.07402402158,7.07402402158,7.07402402156,5.61361112559,6.7233178325,6.5263516415,7.07402402144,7.07402402144,7.07402402141,7.07402402141,7.07402402139,3.46048522619,3.8184561539,9.4635865262,8.9435030702,9.4635865262,8.5688244286,9.4635865255,8.620905397,8.10988682562,8.57160396987,8.18412555807,9.46358652542,5.55672730222,5.97840285799,8.62417857999,8.58485437809,8.94111740279,8.39295684849,9.46358652549,9.46358652549,9.46358652549,6.6717026004,7.0054428488,6.65335902579,6.98389628902,9.46358652532,9.46358652532,9.22042438512,7.51696056212,8.00174990652,9.46358652492,8.16887506602,9.46358652512,9.46358652512,9.46358652501,9.46358652501,9.41221312212,9.46358652512,9.46358652492,9.36494674992,5.87038064079,9.46358652628,9.46358652628,9.463586526261,9.463586526261,9.463586526251,9.46358652618,9.46358652558,9.46358652568,9.46358652568,9.46358652557,9.46358652557,9.4635865259,9.46358652586,9.33568477476,8.6255647861,9.3005655213,9.4635865256,8.0904908482
"t68",4.3151320057,2.07834529505,0,0.94092337547,0.94092337547,3.26924754157,3.26924754188,3.26924754188,3.26924754188,3.26924754188,3.26924754188,3.269247541842,3.269247541842,3.26924754187,3.26924754187,2.67177448375,3.35445023025,3.35445023025,3.35445023023,3.35445023023,4.82399496415,5.34512368685,5.27391873825,5.34512368675,4.28737033575,8.39024239232,8.39024239242,8.39024239242,8.39024239242,8.39024239242,8.39024239246,7.50188028246,8.39024239222,8.39024239222,7.82219311314,8.04353278584,8.39024239274,8.39024239274,8.39024239274,7.82732394844,8.39024239272,8.39024239265,8.39024239265,8.39024239264,8.39024239274,8.39024239294,7.53364307684,8.39024239224,5.74329016634,6.92906071914,8.39024239264,7.28578261234,8.39024239294,7.58258828634,7.64856350184,8.07081178944,8.39024239304,8.39024239306,8.39024239306,8.39024239304,8.39024239314,8.39024239314,8.39024239314,8.39024239317,8.39024239317,8.39024239314,8.39024239314,8.39024239274,6.23646653944,8.39024239274,8.39024239274,8.39024239274,8.39024239274,6.46827327804,6.11036243504,8.39024239274,6.89310306874,7.21939514444,8.39024239304,8.39024239304,7.42543691214,8.39024239254,7.36979557434,8.39024239344,8.39024239344,8.39024239344,7.72687471924,8.39024239341,8.39024239283,8.39024239283,8.39024239281,6.92982949684,8.03953620375,7.84257001275,8.39024239269,8.39024239269,8.39024239266,8.39024239266,8.39024239264,4.77670359744,5.13467452515,10.77980489745,10.25972144145,10.77980489745,9.88504279985,10.77980489675,9.93712376825,9.42610519687,9.88782234112,9.50034392932,10.77980489667,6.87294567347,7.29462122924,9.94039695124,9.90107274934,10.25733577404,9.70917521974,10.77980489674,10.77980489674,10.77980489674,7.98792097165,8.32166122005,7.96957739704,8.30011466027,10.77980489657,10.77980489657,10.53664275637,8.83317893337,9.31796827777,10.77980489617,9.48509343727,10.77980489637,10.77980489637,10.77980489626,10.77980489626,10.72843149337,10.77980489637,10.77980489617,10.68116512117,7.18659901204,10.77980489753,10.77980489753,10.779804897511,10.779804897511,10.779804897501,10.77980489743,10.77980489683,10.77980489693,10.77980489693,10.77980489682,10.77980489682,10.77980489715,10.77980489711,10.65190314601,9.94178315735,10.61678389255,10.77980489685,9.40670921945
"t124",5.09054752023,2.85376080958,0.94092337547,0,0.4488893974,4.0446630561,4.04466305641,4.04466305641,4.04466305641,4.04466305641,4.04466305641,4.044663056372,4.044663056372,4.0446630564,4.0446630564,3.44718999828,4.12986574478,4.12986574478,4.12986574476,4.12986574476,5.59941047868,6.12053920138,6.04933425278,6.12053920128,5.06278585028,9.16565790685,9.16565790695,9.16565790695,9.16565790695,9.16565790695,9.16565790699,8.27729579699,9.16565790675,9.16565790675,8.59760862767,8.81894830037,9.16565790727,9.16565790727,9.16565790727,8.60273946297,9.16565790725,9.16565790718,9.16565790718,9.16565790717,9.16565790727,9.16565790747,8.30905859137,9.16565790677,6.51870568087,7.70447623367,9.16565790717,8.06119812687,9.16565790747,8.35800380087,8.42397901637,8.84622730397,9.16565790757,9.16565790759,9.16565790759,9.16565790757,9.16565790767,9.16565790767,9.16565790767,9.1656579077,9.1656579077,9.16565790767,9.16565790767,9.16565790727,7.01188205397,9.16565790727,9.16565790727,9.16565790727,9.16565790727,7.24368879257,6.88577794957,9.16565790727,7.66851858327,7.99481065897,9.16565790757,9.16565790757,8.20085242667,9.16565790707,8.14521108887,9.16565790797,9.16565790797,9.16565790797,8.50229023377,9.16565790794,9.16565790736,9.16565790736,9.16565790734,7.70524501137,8.81495171828,8.61798552728,9.16565790722,9.16565790722,9.16565790719,9.16565790719,9.16565790717,5.55211911197,5.91009003968,11.55522041198,11.03513695598,11.55522041198,10.66045831438,11.55522041128,10.71253928278,10.2015207114,10.66323785565,10.27575944385,11.5552204112,7.648361188,8.07003674377,10.71581246577,10.67648826387,11.03275128857,10.48459073427,11.55522041127,11.55522041127,11.55522041127,8.76333648618,9.09707673458,8.74499291157,9.0755301748,11.5552204111,11.5552204111,11.3120582709,9.6085944479,10.0933837923,11.5552204107,10.2605089518,11.5552204109,11.5552204109,11.55522041079,11.55522041079,11.5038470079,11.5552204109,11.5552204107,11.4565806357,7.96201452657,11.55522041206,11.55522041206,11.555220412041,11.555220412041,11.555220412031,11.55522041196,11.55522041136,11.55522041146,11.55522041146,11.55522041135,11.55522041135,11.55522041168,11.55522041164,11.42731866054,10.71719867188,11.39219940708,11.55522041138,10.18212473398
"t125",5.09054752023,2.85376080958,0.94092337547,0.4488893974,0,4.0446630561,4.04466305641,4.04466305641,4.04466305641,4.04466305641,4.04466305641,4.044663056372,4.044663056372,4.0446630564,4.0446630564,3.44718999828,4.12986574478,4.12986574478,4.12986574476,4.12986574476,5.59941047868,6.12053920138,6.04933425278,6.12053920128,5.06278585028,9.16565790685,9.16565790695,9.16565790695,9.16565790695,9.16565790695,9.16565790699,8.27729579699,9.16565790675,9.16565790675,8.59760862767,8.81894830037,9.16565790727,9.16565790727,9.16565790727,8.60273946297,9.16565790725,9.16565790718,9.16565790718,9.16565790717,9.16565790727,9.16565790747,8.30905859137,9.16565790677,6.51870568087,7.70447623367,9.16565790717,8.06119812687,9.16565790747,8.35800380087,8.42397901637,8.84622730397,9.16565790757,9.16565790759,9.16565790759,9.16565790757,9.16565790767,9.16565790767,9.16565790767,9.1656579077,9.1656579077,9.16565790767,9.16565790767,9.16565790727,7.01188205397,9.16565790727,9.16565790727,9.16565790727,9.16565790727,7.24368879257,6.88577794957,9.16565790727,7.66851858327,7.99481065897,9.16565790757,9.16565790757,8.20085242667,9.16565790707,8.14521108887,9.16565790797,9.16565790797,9.16565790797,8.50229023377,9.16565790794,9.16565790736,9.16565790736,9.16565790734,7.70524501137,8.81495171828,8.61798552728,9.16565790722,9.16565790722,9.16565790719,9.16565790719,9.16565790717,5.55211911197,5.91009003968,11.55522041198,11.03513695598,11.55522041198,10.66045831438,11.55522041128,10.71253928278,10.2015207114,10.66323785565,10.27575944385,11.5552204112,7.648361188,8.07003674377,10.71581246577,10.67648826387,11.03275128857,10.48459073427,11.55522041127,11.55522041127,11.55522041127,8.76333648618,9.09707673458,8.74499291157,9.0755301748,11.5552204111,11.5552204111,11.3120582709,9.6085944479,10.0933837923,11.5552204107,10.2605089518,11.5552204109,11.5552204109,11.55522041079,11.55522041079,11.5038470079,11.5552204109,11.5552204107,11.4565806357,7.96201452657,11.55522041206,11.55522041206,11.555220412041,11.555220412041,11.555220412031,11.55522041196,11.55522041136,11.55522041146,11.55522041146,11.55522041135,11.55522041135,11.55522041168,11.55522041164,11.42731866054,10.71719867188,11.39219940708,11.55522041138,10.18212473398
"t49",5.09054752033,2.85376080968,3.26924754157,4.0446630561,4.0446630561,0,2.69913777231,2.69913777231,2.69913777231,2.69913777231,2.69913777231,3.120754317272,3.120754317272,3.1207543173,3.1207543173,3.44718999838,4.12986574488,4.12986574488,4.12986574486,4.12986574486,5.59941047878,6.12053920148,6.04933425288,6.12053920138,5.06278585038,9.16565790695,9.16565790705,9.16565790705,9.16565790705,9.16565790705,9.16565790709,8.27729579709,9.16565790685,9.16565790685,8.59760862777,8.81894830047,9.16565790737,9.16565790737,9.16565790737,8.60273946307,9.16565790735,9.16565790728,9.16565790728,9.16565790727,9.16565790737,9.16565790757,8.30905859147,9.16565790687,6.51870568097,7.70447623377,9.16565790727,8.06119812697,9.16565790757,8.35800380097,8.42397901647,8.84622730407,9.16565790767,9.16565790769,9.16565790769,9.16565790767,9.16565790777,9.16565790777,9.16565790777,9.1656579078,9.1656579078,9.16565790777,9.16565790777,9.16565790737,7.01188205407,9.16565790737,9.16565790737,9.16565790737,9.16565790737,7.24368879267,6.88577794967,9.16565790737,7.66851858337,7.99481065907,9.16565790767,9.16565790767,8.20085242677,9.16565790717,8.14521108897,9.16565790807,9.16565790807,9.16565790807,8.50229023387,9.16565790804,9.16565790746,9.16565790746,9.16565790744,7.70524501147,8.81495171838,8.61798552738,9.16565790732,9.16565790732,9.16565790729,9.16565790729,9.16565790727,5.55211911207,5.91009003978,11.55522041208,11.03513695608,11.55522041208,10.66045831448,11.55522041138,10.71253928288,10.2015207115,10.66323785575,10.27575944395,11.5552204113,7.6483611881,8.07003674387,10.71581246587,10.67648826397,11.03275128867,10.48459073437,11.55522041137,11.55522041137,11.55522041137,8.76333648628,9.09707673468,8.74499291167,9.0755301749,11.5552204112,11.5552204112,11.312058271,9.608594448,10.0933837924,11.5552204108,10.2605089519,11.555220411,11.555220411,11.55522041089,11.55522041089,11.503847008,11.555220411,11.5552204108,11.4565806358,7.96201452667,11.55522041216,11.55522041216,11.555220412141,11.555220412141,11.555220412131,11.55522041206,11.55522041146,11.55522041156,11.55522041156,11.55522041145,11.55522041145,11.55522041178,11.55522041174,11.42731866064,10.71719867198,11.39219940718,11.55522041148,10.18212473408
"t86",5.09054752064,2.85376080999,3.26924754188,4.04466305641,4.04466305641,2.69913777231,0,1.1449873346,2.5726846404,2.5726846404,2.5726846404,3.120754317582,3.120754317582,3.12075431761,3.12075431761,3.44718999869,4.12986574519,4.12986574519,4.12986574517,4.12986574517,5.59941047909,6.12053920179,6.04933425319,6.12053920169,5.06278585069,9.16565790726,9.16565790736,9.16565790736,9.16565790736,9.16565790736,9.1656579074,8.2772957974,9.16565790716,9.16565790716,8.59760862808,8.81894830078,9.16565790768,9.16565790768,9.16565790768,8.60273946338,9.16565790766,9.16565790759,9.16565790759,9.16565790758,9.16565790768,9.16565790788,8.30905859178,9.16565790718,6.51870568128,7.70447623408,9.16565790758,8.06119812728,9.16565790788,8.35800380128,8.42397901678,8.84622730438,9.16565790798,9.165657908,9.165657908,9.16565790798,9.16565790808,9.16565790808,9.16565790808,9.16565790811,9.16565790811,9.16565790808,9.16565790808,9.16565790768,7.01188205438,9.16565790768,9.16565790768,9.16565790768,9.16565790768,7.24368879298,6.88577794998,9.16565790768,7.66851858368,7.99481065938,9.16565790798,9.16565790798,8.20085242708,9.16565790748,8.14521108928,9.16565790838,9.16565790838,9.16565790838,8.50229023418,9.16565790835,9.16565790777,9.16565790777,9.16565790775,7.70524501178,8.81495171869,8.61798552769,9.16565790763,9.16565790763,9.1656579076,9.1656579076,9.16565790758,5.55211911238,5.91009004009,11.55522041239,11.03513695639,11.55522041239,10.66045831479,11.55522041169,10.71253928319,10.20152071181,10.66323785606,10.27575944426,11.55522041161,7.64836118841,8.07003674418,10.71581246618,10.67648826428,11.03275128898,10.48459073468,11.55522041168,11.55522041168,11.55522041168,8.76333648659,9.09707673499,8.74499291198,9.07553017521,11.55522041151,11.55522041151,11.31205827131,9.60859444831,10.09338379271,11.55522041111,10.26050895221,11.55522041131,11.55522041131,11.5552204112,11.5552204112,11.50384700831,11.55522041131,11.55522041111,11.45658063611,7.96201452698,11.55522041247,11.55522041247,11.555220412451,11.555220412451,11.555220412441,11.55522041237,11.55522041177,11.55522041187,11.55522041187,11.55522041176,11.55522041176,11.55522041209,11.55522041205,11.42731866095,10.71719867229,11.39219940749,11.55522041179,10.18212473439
"t87",5.09054752064,2.85376080999,3.26924754188,4.04466305641,4.04466305641,2.69913777231,1.1449873346,0,2.5726846404,2.5726846404,2.5726846404,3.120754317582,3.120754317582,3.12075431761,3.12075431761,3.44718999869,4.12986574519,4.12986574519,4.12986574517,4.12986574517,5.59941047909,6.12053920179,6.04933425319,6.12053920169,5.06278585069,9.16565790726,9.16565790736,9.16565790736,9.16565790736,9.16565790736,9.1656579074,8.2772957974,9.16565790716,9.16565790716,8.59760862808,8.81894830078,9.16565790768,9.16565790768,9.16565790768,8.60273946338,9.16565790766,9.16565790759,9.16565790759,9.16565790758,9.16565790768,9.16565790788,8.30905859178,9.16565790718,6.51870568128,7.70447623408,9.16565790758,8.06119812728,9.16565790788,8.35800380128,8.42397901678,8.84622730438,9.16565790798,9.165657908,9.165657908,9.16565790798,9.16565790808,9.16565790808,9.16565790808,9.16565790811,9.16565790811,9.16565790808,9.16565790808,9.16565790768,7.01188205438,9.16565790768,9.16565790768,9.16565790768,9.16565790768,7.24368879298,6.88577794998,9.16565790768,7.66851858368,7.99481065938,9.16565790798,9.16565790798,8.20085242708,9.16565790748,8.14521108928,9.16565790838,9.16565790838,9.16565790838,8.50229023418,9.16565790835,9.16565790777,9.16565790777,9.16565790775,7.70524501178,8.81495171869,8.61798552769,9.16565790763,9.16565790763,9.1656579076,9.1656579076,9.16565790758,5.55211911238,5.91009004009,11.55522041239,11.03513695639,11.55522041239,10.66045831479,11.55522041169,10.71253928319,10.20152071181,10.66323785606,10.27575944426,11.55522041161,7.64836118841,8.07003674418,10.71581246618,10.67648826428,11.03275128898,10.48459073468,11.55522041168,11.55522041168,11.55522041168,8.76333648659,9.09707673499,8.74499291198,9.07553017521,11.55522041151,11.55522041151,11.31205827131,9.60859444831,10.09338379271,11.55522041111,10.26050895221,11.55522041131,11.55522041131,11.5552204112,11.5552204112,11.50384700831,11.55522041131,11.55522041111,11.45658063611,7.96201452698,11.55522041247,11.55522041247,11.555220412451,11.555220412451,11.555220412441,11.55522041237,11.55522041177,11.55522041187,11.55522041187,11.55522041176,11.55522041176,11.55522041209,11.55522041205,11.42731866095,10.71719867229,11.39219940749,11.55522041179,10.18212473439
"t127",5.09054752064,2.85376080999,3.26924754188,4.04466305641,4.04466305641,2.69913777231,2.5726846404,2.5726846404,0,0.4221130308,1.4014254144,3.120754317582,3.120754317582,3.12075431761,3.12075431761,3.44718999869,4.12986574519,4.12986574519,4.12986574517,4.12986574517,5.59941047909,6.12053920179,6.04933425319,6.12053920169,5.06278585069,9.16565790726,9.16565790736,9.16565790736,9.16565790736,9.16565790736,9.1656579074,8.2772957974,9.16565790716,9.16565790716,8.59760862808,8.81894830078,9.16565790768,9.16565790768,9.16565790768,8.60273946338,9.16565790766,9.16565790759,9.16565790759,9.16565790758,9.16565790768,9.16565790788,8.30905859178,9.16565790718,6.51870568128,7.70447623408,9.16565790758,8.06119812728,9.16565790788,8.35800380128,8.42397901678,8.84622730438,9.16565790798,9.165657908,9.165657908,9.16565790798,9.16565790808,9.16565790808,9.16565790808,9.16565790811,9.16565790811,9.16565790808,9.16565790808,9.16565790768,7.01188205438,9.16565790768,9.16565790768,9.16565790768,9.16565790768,7.24368879298,6.88577794998,9.16565790768,7.66851858368,7.99481065938,9.16565790798,9.16565790798,8.20085242708,9.16565790748,8.14521108928,9.16565790838,9.16565790838,9.16565790838,8.50229023418,9.16565790835,9.16565790777,9.16565790777,9.16565790775,7.70524501178,8.81495171869,8.61798552769,9.16565790763,9.16565790763,9.1656579076,9.1656579076,9.16565790758,5.55211911238,5.91009004009,11.55522041239,11.03513695639,11.55522041239,10.66045831479,11.55522041169,10.71253928319,10.20152071181,10.66323785606,10.27575944426,11.55522041161,7.64836118841,8.07003674418,10.71581246618,10.67648826428,11.03275128898,10.48459073468,11.55522041168,11.55522041168,11.55522041168,8.76333648659,9.09707673499,8.74499291198,9.07553017521,11.55522041151,11.55522041151,11.31205827131,9.60859444831,10.09338379271,11.55522041111,10.26050895221,11.55522041131,11.55522041131,11.5552204112,11.5552204112,11.50384700831,11.55522041131,11.55522041111,11.45658063611,7.96201452698,11.55522041247,11.55522041247,11.555220412451,11.555220412451,11.555220412441,11.55522041237,11.55522041177,11.55522041187,11.55522041187,11.55522041176,11.55522041176,11.55522041209,11.55522041205,11.42731866095,10.71719867229,11.39219940749,11.55522041179,10.18212473439
"t128",5.09054752064,2.85376080999,3.26924754188,4.04466305641,4.04466305641,2.69913777231,2.5726846404,2.5726846404,0.4221130308,0,1.4014254144,3.120754317582,3.120754317582,3.12075431761,3.12075431761,3.44718999869,4.12986574519,4.12986574519,4.12986574517,4.12986574517,5.59941047909,6.12053920179,6.04933425319,6.12053920169,5.06278585069,9.16565790726,9.16565790736,9.16565790736,9.16565790736,9.16565790736,9.1656579074,8.2772957974,9.16565790716,9.16565790716,8.59760862808,8.81894830078,9.16565790768,9.16565790768,9.16565790768,8.60273946338,9.16565790766,9.16565790759,9.16565790759,9.16565790758,9.16565790768,9.16565790788,8.30905859178,9.16565790718,6.51870568128,7.70447623408,9.16565790758,8.06119812728,9.16565790788,8.35800380128,8.42397901678,8.84622730438,9.16565790798,9.165657908,9.165657908,9.16565790798,9.16565790808,9.16565790808,9.16565790808,9.16565790811,9.16565790811,9.16565790808,9.16565790808,9.16565790768,7.01188205438,9.16565790768,9.16565790768,9.16565790768,9.16565790768,7.24368879298,6.88577794998,9.16565790768,7.66851858368,7.99481065938,9.16565790798,9.16565790798,8.20085242708,9.16565790748,8.14521108928,9.16565790838,9.16565790838,9.16565790838,8.50229023418,9.16565790835,9.16565790777,9.16565790777,9.16565790775,7.70524501178,8.81495171869,8.61798552769,9.16565790763,9.16565790763,9.1656579076,9.1656579076,9.16565790758,5.55211911238,5.91009004009,11.55522041239,11.03513695639,11.55522041239,10.66045831479,11.55522041169,10.71253928319,10.20152071181,10.66323785606,10.27575944426,11.55522041161,7.64836118841,8.07003674418,10.71581246618,10.67648826428,11.03275128898,10.48459073468,11.55522041168,11.55522041168,11.55522041168,8.76333648659,9.09707673499,8.74499291198,9.07553017521,11.55522041151,11.55522041151,11.31205827131,9.60859444831,10.09338379271,11.55522041111,10.26050895221,11.55522041131,11.55522041131,11.5552204112,11.5552204112,11.50384700831,11.55522041131,11.55522041111,11.45658063611,7.96201452698,11.55522041247,11.55522041247,11.555220412451,11.555220412451,11.555220412441,11.55522041237,11.55522041177,11.55522041187,11.55522041187,11.55522041176,11.55522041176,11.55522041209,11.55522041205,11.42731866095,10.71719867229,11.39219940749,11.55522041179,10.18212473439
