"accepted_species","traits"
"t25",1
"t26",0
"t27",1
"t29",0
"t31",0
"t33",0
"t34",1
"t36",1
"t37",0
"t39",1
"t42",1
"t43",0
"t45",1
"t47",0
"t50",0
"t51",0
"t52",0
"t53",0
"t54",0
"t55",0
"t56",1
"t57",0
"t58",0
"t61",1
"t63",0
"t64",0
"t65",0
"t67",1
"t69",1
"t70",0
"t72",0
"t73",0
"t74",1
"t75",0
"t76",0
"t77",0
"t78",0
"t79",0
"t80",1
"t81",1
"t82",0
"t83",1
"t84",0
"t85",0
"t88",1
"t89",1
"t91",0
"t92",1
"t93",0
"t95",0
"t96",1
"t98",1
"t99",0
"t100",1
"t101",0
"t102",0
"t104",1
"t105",1
"t106",1
"t107",0
"t109",1
"t110",0
"t111",0
"t113",1
"t115",1
"t117",0
"t118",0
"t119",0
"t120",0
"t121",0
"t122",1
"t123",1
"t124",1
"t125",1
"t126",1
"t129",0
"t130",0
"t131",1
"t132",1
"t133",1
"t134",1
"t135",0
"t136",1
"t137",1
"t138",0
"t139",0
"t140",0
"t141",0
"t142",0
"t143",0
"t144",0
"t145",0
"t146",0
"t147",0
"t148",0
"t149",0
"t150",0
"t151",0
"t152",0
"t153",0
