"","t5","t7","t15","t19","t134","t135","t120","t88","t89","t83","t152","t153","t132","t133","t109","t106","t107","t93","t126","t127","t59","t154","t155","t102","t48","t74","t139","t140","t138","t160","t161","t119","t108","t148","t149","t143","t75","t76","t50","t53","t72","t91","t92","t54","t25","t79","t80","t11","t10","t17","t71","t130","t131","t117","t118","t90","t35","t36","t29","t61","t122","t123","t62","t105","t128","t129","t84","t85","t44","t45","t39","t30","t31","t24","t23","t13","t9","t98","t99","t73","t42","t43","t146","t147","t58","t64","t112","t113","t37","t40","t41","t68","t69","t28","t56","t57","t21","t63","t141","t142","t114","t81","t100","t101","t70","t77","t78","t144","t145","t20","t124","t125","t60","t66","t67","t55","t16","t6","t2","t3","t4","t18","t22","t95","t96","t14","t46","t136","t137","t121","t150","t151","t33","t82","t158","t159","t97","t94","t34","t38","t51","t52","t32","t86","t87","t65","t47","t156","t157","t49","t103","t104","t115","t116","t110","t111","t12","t26","t27","t8","t1"
"t5",0,2.8766121761,5.0633738708,6.8277775005,7.54833268544,7.54833268544,7.54833268544,7.54833268544,7.54833268544,7.54833268546,7.54833268552,7.54833268552,7.54833268556,7.54833268556,7.54833268556,7.54833268544,7.54833268544,7.54833268557,7.3832371364,7.54833268547,7.54833268527,7.54833268542,7.54833268542,7.54833268549,7.54833268517,7.54833268547,7.54833268544,7.54833268544,7.54833268547,7.54833268552,7.54833268552,7.54833268552,7.52484043482,7.54833268545,7.54833268545,7.54833268549,6.98651137419,7.13358540059,7.07087523159,7.2644261913,7.548332685554,7.548332685554,7.098583060934,6.854475819354,5.62842983927,7.5483326856,7.1974403979,4.2536618651,3.7132863316,5.403588448,7.3960936187,7.5483326854,7.5483326854,7.5483326852,7.5483326852,7.5483326852,7.0576821443,6.9308889213,5.8410354646,6.7011493642,7.54833268553,7.54833268553,7.54833268553,7.5483326855,7.5483326855,7.5483326855,7.5483326855,7.5483326855,7.54833268575,6.43567191755,6.85204022925,7.548332685082,5.924353158082,6.25198352865,5.8314999838,5.4237058814,4.9982517052,7.5483326851,7.5483326851,7.2611305383,7.54833268476,7.25611611476,7.54833268499,7.54833268499,6.58830541455,7.54833268516,7.54833268516,7.54833268516,7.5483326849,7.5483326855,7.2263483055,8.78101672398,8.78101672398,8.78101672338,8.78101672318,7.99116771148,8.78101672318,8.78101672356,8.78101672356,8.78101672356,8.53643807205,8.78101672356,8.78101672362,8.53287446272,8.78101672362,8.78101672362,8.78101672362,8.78101672318,8.78101672318,7.15243603478,8.70474535455,8.78101672325,8.69913902928,8.78101672328,8.78101672328,8.7810167233,6.3873083142,3.8811312492,3.53415862113,7.15865067162,5.43862960222,8.61917793016,8.17853200236,9.93133504076,10.00119294076,8.18003945996,9.59106081866,9.88753369078,10.00119294024,10.00119294026,10.00119294035,10.00119294035,10.00119294086,10.00119294079,10.00119294071,10.00119294071,10.00119294071,10.00119294069,8.54576270059,10.00119294116,9.94932431926,10.00119294026,10.00119294086,9.80892227521,10.00119294091,9.72053911631,8.97577513711,10.00119294035,10.00119294035,8.83618503078,10.00119294076,10.00119294076,10.00119294056,10.00119294056,10.00119294056,10.00119294056,7.54632751856,8.42261239682,8.40544637512,5.88495541093,5.12446078922
"t7",2.8766121761,0,2.7431415217,4.5075451514,5.22810033634,5.22810033634,5.22810033634,5.22810033634,5.22810033634,5.22810033636,5.22810033642,5.22810033642,5.22810033646,5.22810033646,5.22810033646,5.22810033634,5.22810033634,5.22810033647,5.0630047873,5.22810033637,5.22810033617,5.22810033632,5.22810033632,5.22810033639,5.22810033607,5.22810033637,5.22810033634,5.22810033634,5.22810033637,5.22810033642,5.22810033642,5.22810033642,5.20460808572,5.22810033635,5.22810033635,5.22810033639,4.66627902509,4.81335305149,4.75064288249,4.9441938422,5.228100336454,5.228100336454,4.778350711834,4.534243470254,3.30819749017,5.2281003365,4.8772080488,1.933429516,1.3930539825,3.0833560989,5.0758612696,5.2281003363,5.2281003363,5.2281003361,5.2281003361,5.2281003361,4.7374497952,4.6106565722,3.5208031155,4.3809170151,5.22810033643,5.22810033643,5.22810033643,5.2281003364,5.2281003364,5.2281003364,5.2281003364,5.2281003364,5.22810033665,4.11543956845,4.53180788015,5.228100335982,3.604120808982,3.93175117955,3.5112676347,3.1034735323,2.6780193561,5.228100336,5.228100336,4.9408981892,5.22810033566,4.93588376566,5.22810033589,5.22810033589,4.26807306545,5.22810033606,5.22810033606,5.22810033606,5.2281003358,5.2281003364,4.9061159564,6.82869299008,6.82869299008,6.82869298948,6.82869298928,6.03884397758,6.82869298928,6.82869298966,6.82869298966,6.82869298966,6.58411433815,6.82869298966,6.82869298972,6.58055072882,6.82869298972,6.82869298972,6.82869298972,6.82869298928,6.82869298928,5.20011230088,6.75242162065,6.82869298935,6.74681529538,6.82869298938,6.82869298938,6.8286929894,4.4349845803,1.9288075153,1.58183488723,5.20632693772,3.48630586832,6.66685419626,6.22620826846,7.97901130686,8.04886920686,6.22771572606,7.63873708476,7.93520995688,8.04886920634,8.04886920636,8.04886920645,8.04886920645,8.04886920696,8.04886920689,8.04886920681,8.04886920681,8.04886920681,8.04886920679,6.59343896669,8.04886920726,7.99700058536,8.04886920636,8.04886920696,7.85659854131,8.04886920701,7.76821538241,7.02345140321,8.04886920645,8.04886920645,6.88386129688,8.04886920686,8.04886920686,8.04886920666,8.04886920666,8.04886920666,8.04886920666,5.59400378466,6.47028866292,6.45312264122,3.93263167703,3.17213705532
"t15",5.0633738708,2.7431415217,0,2.3187762629,3.03933144784,3.03933144784,3.03933144784,3.03933144784,3.03933144784,3.03933144786,3.03933144792,3.03933144792,3.03933144796,3.03933144796,3.03933144796,3.03933144784,3.03933144784,3.03933144797,2.8742358988,3.03933144787,3.03933144767,3.03933144782,3.03933144782,3.03933144789,3.03933144757,3.03933144787,3.03933144784,3.03933144784,3.03933144787,3.03933144792,3.03933144792,3.03933144792,3.01583919722,3.03933144785,3.03933144785,3.03933144789,2.47751013659,2.62458416299,2.56187399399,2.7554249537,3.039331447954,3.039331447954,2.589581823334,2.345474581754,2.01579483867,3.935697685,3.5848053973,0.9904889879,1.9726549036,3.908759664,5.9012648347,6.0535039014,6.0535039014,6.0535039012,6.0535039012,6.0535039012,5.5628533603,5.4360601373,4.3462066806,5.2063205802,6.05350390153,6.05350390153,6.05350390153,6.0535039015,6.0535039015,6.0535039015,6.0535039015,6.0535039015,6.05350390175,4.94084313355,5.35721144525,6.053503901082,4.429524374082,4.75715474465,4.3366711998,3.9288770974,3.5034229212,6.3343158481,6.3343158481,6.0471137013,6.33431584776,6.04209927776,6.33431584799,6.33431584799,5.37428857755,6.33431584816,6.33431584816,6.33431584816,6.3343158479,6.3343158485,6.0123314685,9.01545468478,9.01545468478,9.01545468418,9.01545468398,8.22560567228,9.01545468398,9.01545468436,9.01545468436,9.01545468436,8.77087603285,9.01545468436,9.01545468442,8.76731242352,9.01545468442,9.01545468442,9.01545468442,9.01545468398,9.01545468398,7.38687399558,8.93918331535,9.01545468405,8.93357699008,9.01545468408,9.01545468408,9.0154546841,6.621746275,4.11556921,3.76859658193,7.39308863242,5.67306756302,8.85361589096,8.41296996316,10.16577300156,10.23563090156,8.41447742076,9.82549877946,10.12197165158,10.23563090104,10.23563090106,10.23563090115,10.23563090115,10.23563090166,10.23563090159,10.23563090151,10.23563090151,10.23563090151,10.23563090149,8.78020066139,10.23563090196,10.18376228006,10.23563090106,10.23563090166,10.04336023601,10.23563090171,9.95497707711,9.21021309791,10.23563090115,10.23563090115,9.07062299158,10.23563090156,10.23563090156,10.23563090136,10.23563090136,10.23563090136,10.23563090136,7.78076547936,8.65705035762,8.63988433592,6.11939337173,5.35889875002
"t19",6.8277775005,4.5075451514,2.3187762629,0,3.69894282094,3.69894282094,3.69894282094,3.69894282094,3.69894282094,3.69894282096,3.69894282102,3.69894282102,3.69894282106,3.69894282106,3.69894282106,3.69894282094,3.69894282094,3.69894282107,3.5338472719,3.69894282097,3.69894282077,3.69894282092,3.69894282092,3.69894282099,3.69894282067,3.69894282097,3.69894282094,3.69894282094,3.69894282097,3.69894282102,3.69894282102,3.69894282102,3.67545057032,3.69894282095,3.69894282095,3.69894282099,3.13712150969,3.28419553609,3.22148536709,3.4150363268,3.698942821054,3.698942821054,3.249193196434,3.005085954854,3.78019846837,5.7001013147,5.349209027,2.7548926176,3.7370585333,5.6731632937,7.6656684644,7.8179075311,7.8179075311,7.8179075309,7.8179075309,7.8179075309,7.32725699,7.200463767,6.1106103103,6.9707242099,7.81790753123,7.81790753123,7.81790753123,7.8179075312,7.8179075312,7.8179075312,7.8179075312,7.8179075312,7.81790753145,6.70524676325,7.12161507495,7.817907530782,6.193928003782,6.52155837435,6.1010748295,5.6932807271,5.2678265509,8.0987194778,8.0987194778,7.811517331,8.09871947746,7.80650290746,8.09871947769,8.09871947769,7.13869220725,8.09871947786,8.09871947786,8.09871947786,8.0987194776,8.0987194782,7.7767350982,10.77985831448,10.77985831448,10.77985831388,10.77985831368,9.99000930198,10.77985831368,10.77985831406,10.77985831406,10.77985831406,10.53527966255,10.77985831406,10.77985831412,10.53171605322,10.77985831412,10.77985831412,10.77985831412,10.77985831368,10.77985831368,9.15127762528,10.70358694505,10.77985831375,10.69798061978,10.77985831378,10.77985831378,10.7798583138,8.3861499047,5.8799728397,5.53300021163,9.15749226212,7.43747119272,10.61801952066,10.17737359286,11.93017663126,12.00003453126,10.17888105046,11.58990240916,11.88637528128,12.00003453074,12.00003453076,12.00003453085,12.00003453085,12.00003453136,12.00003453129,12.00003453121,12.00003453121,12.00003453121,12.00003453119,10.54460429109,12.00003453166,11.94816590976,12.00003453076,12.00003453136,11.80776386571,12.00003453141,11.71938070681,10.97461672761,12.00003453085,12.00003453085,10.83502662128,12.00003453126,12.00003453126,12.00003453106,12.00003453106,12.00003453106,12.00003453106,9.54516910906,10.42145398732,10.40428796562,7.88379700143,7.12330237972
"t134",7.54833268544,5.22810033634,3.03933144784,3.69894282094,0,0.3003491146,0.4750851386,2.0216686496,2.0216686496,2.02166864962,2.02166864968,2.02166864968,2.02166864972,2.02166864972,2.02166864972,2.0216686496,2.0216686496,3.02333806473,2.85824251556,3.02333806463,3.02333806443,3.02333806458,3.02333806458,3.02333806465,3.02333806433,3.02333806463,3.0233380646,3.0233380646,3.02333806463,3.02333806468,3.02333806468,3.02333806468,2.99984581398,3.02333806461,3.02333806461,3.02333806465,2.46151675335,2.60859077975,2.54588061075,2.80772589954,3.091632393794,3.091632393794,2.641882769174,2.397775527594,4.50075365331,6.42065649964,6.06976421194,3.47544780254,4.45761371824,6.39371847864,8.38622364934,8.53846271604,8.53846271604,8.53846271584,8.53846271584,8.53846271584,8.04781217494,7.92101895194,6.83116549524,7.69127939484,8.53846271617,8.53846271617,8.53846271617,8.53846271614,8.53846271614,8.53846271614,8.53846271614,8.53846271614,8.53846271639,7.42580194819,7.84217025989,8.538462715722,6.914483188722,7.24211355929,6.82163001444,6.41383591204,5.98838173584,8.81927466274,8.81927466274,8.53207251594,8.8192746624,8.5270580924,8.81927466263,8.81927466263,7.85924739219,8.8192746628,8.8192746628,8.8192746628,8.81927466254,8.81927466314,8.49729028314,11.50041349942,11.50041349942,11.50041349882,11.50041349862,10.71056448692,11.50041349862,11.500413499,11.500413499,11.500413499,11.25583484749,11.500413499,11.50041349906,11.25227123816,11.50041349906,11.50041349906,11.50041349906,11.50041349862,11.50041349862,9.87183281022,11.42414212999,11.50041349869,11.41853580472,11.50041349872,11.50041349872,11.50041349874,9.10670508964,6.60052802464,6.25355539657,9.87804744706,8.15802637766,11.3385747056,10.8979287778,12.6507318162,12.7205897162,10.8994362354,12.3104575941,12.60693046622,12.72058971568,12.7205897157,12.72058971579,12.72058971579,12.7205897163,12.72058971623,12.72058971615,12.72058971615,12.72058971615,12.72058971613,11.26515947603,12.7205897166,12.6687210947,12.7205897157,12.7205897163,12.52831905065,12.72058971635,12.43993589175,11.69517191255,12.72058971579,12.72058971579,11.55558180622,12.7205897162,12.7205897162,12.720589716,12.720589716,12.720589716,12.720589716,10.265724294,11.14200917226,11.12484315056,8.60435218637,7.84385756466
"t135",7.54833268544,5.22810033634,3.03933144784,3.69894282094,0.3003491146,0,0.4750851386,2.0216686496,2.0216686496,2.02166864962,2.02166864968,2.02166864968,2.02166864972,2.02166864972,2.02166864972,2.0216686496,2.0216686496,3.02333806473,2.85824251556,3.02333806463,3.02333806443,3.02333806458,3.02333806458,3.02333806465,3.02333806433,3.02333806463,3.0233380646,3.0233380646,3.02333806463,3.02333806468,3.02333806468,3.02333806468,2.99984581398,3.02333806461,3.02333806461,3.02333806465,2.46151675335,2.60859077975,2.54588061075,2.80772589954,3.091632393794,3.091632393794,2.641882769174,2.397775527594,4.50075365331,6.42065649964,6.06976421194,3.47544780254,4.45761371824,6.39371847864,8.38622364934,8.53846271604,8.53846271604,8.53846271584,8.53846271584,8.53846271584,8.04781217494,7.92101895194,6.83116549524,7.69127939484,8.53846271617,8.53846271617,8.53846271617,8.53846271614,8.53846271614,8.53846271614,8.53846271614,8.53846271614,8.53846271639,7.42580194819,7.84217025989,8.538462715722,6.914483188722,7.24211355929,6.82163001444,6.41383591204,5.98838173584,8.81927466274,8.81927466274,8.53207251594,8.8192746624,8.5270580924,8.81927466263,8.81927466263,7.85924739219,8.8192746628,8.8192746628,8.8192746628,8.81927466254,8.81927466314,8.49729028314,11.50041349942,11.50041349942,11.50041349882,11.50041349862,10.71056448692,11.50041349862,11.500413499,11.500413499,11.500413499,11.25583484749,11.500413499,11.50041349906,11.25227123816,11.50041349906,11.50041349906,11.50041349906,11.50041349862,11.50041349862,9.87183281022,11.42414212999,11.50041349869,11.41853580472,11.50041349872,11.50041349872,11.50041349874,9.10670508964,6.60052802464,6.25355539657,9.87804744706,8.15802637766,11.3385747056,10.8979287778,12.6507318162,12.7205897162,10.8994362354,12.3104575941,12.60693046622,12.72058971568,12.7205897157,12.72058971579,12.72058971579,12.7205897163,12.72058971623,12.72058971615,12.72058971615,12.72058971615,12.72058971613,11.26515947603,12.7205897166,12.6687210947,12.7205897157,12.7205897163,12.52831905065,12.72058971635,12.43993589175,11.69517191255,12.72058971579,12.72058971579,11.55558180622,12.7205897162,12.7205897162,12.720589716,12.720589716,12.720589716,12.720589716,10.265724294,11.14200917226,11.12484315056,8.60435218637,7.84385756466
"t120",7.54833268544,5.22810033634,3.03933144784,3.69894282094,0.4750851386,0.4750851386,0,2.0216686496,2.0216686496,2.02166864962,2.02166864968,2.02166864968,2.02166864972,2.02166864972,2.02166864972,2.0216686496,2.0216686496,3.02333806473,2.85824251556,3.02333806463,3.02333806443,3.02333806458,3.02333806458,3.02333806465,3.02333806433,3.02333806463,3.0233380646,3.0233380646,3.02333806463,3.02333806468,3.02333806468,3.02333806468,2.99984581398,3.02333806461,3.02333806461,3.02333806465,2.46151675335,2.60859077975,2.54588061075,2.80772589954,3.091632393794,3.091632393794,2.641882769174,2.397775527594,4.50075365331,6.42065649964,6.06976421194,3.47544780254,4.45761371824,6.39371847864,8.38622364934,8.53846271604,8.53846271604,8.53846271584,8.53846271584,8.53846271584,8.04781217494,7.92101895194,6.83116549524,7.69127939484,8.53846271617,8.53846271617,8.53846271617,8.53846271614,8.53846271614,8.53846271614,8.53846271614,8.53846271614,8.53846271639,7.42580194819,7.84217025989,8.538462715722,6.914483188722,7.24211355929,6.82163001444,6.41383591204,5.98838173584,8.81927466274,8.81927466274,8.53207251594,8.8192746624,8.5270580924,8.81927466263,8.81927466263,7.85924739219,8.8192746628,8.8192746628,8.8192746628,8.81927466254,8.81927466314,8.49729028314,11.50041349942,11.50041349942,11.50041349882,11.50041349862,10.71056448692,11.50041349862,11.500413499,11.500413499,11.500413499,11.25583484749,11.500413499,11.50041349906,11.25227123816,11.50041349906,11.50041349906,11.50041349906,11.50041349862,11.50041349862,9.87183281022,11.42414212999,11.50041349869,11.41853580472,11.50041349872,11.50041349872,11.50041349874,9.10670508964,6.60052802464,6.25355539657,9.87804744706,8.15802637766,11.3385747056,10.8979287778,12.6507318162,12.7205897162,10.8994362354,12.3104575941,12.60693046622,12.72058971568,12.7205897157,12.72058971579,12.72058971579,12.7205897163,12.72058971623,12.72058971615,12.72058971615,12.72058971615,12.72058971613,11.26515947603,12.7205897166,12.6687210947,12.7205897157,12.7205897163,12.52831905065,12.72058971635,12.43993589175,11.69517191255,12.72058971579,12.72058971579,11.55558180622,12.7205897162,12.7205897162,12.720589716,12.720589716,12.720589716,12.720589716,10.265724294,11.14200917226,11.12484315056,8.60435218637,7.84385756466
"t88",7.54833268544,5.22810033634,3.03933144784,3.69894282094,2.0216686496,2.0216686496,2.0216686496,0,1.077121687,1.32218084302,1.32218084308,1.32218084308,1.32218084312,1.32218084312,1.32218084312,1.6246728936,1.6246728936,3.02333806473,2.85824251556,3.02333806463,3.02333806443,3.02333806458,3.02333806458,3.02333806465,3.02333806433,3.02333806463,3.0233380646,3.0233380646,3.02333806463,3.02333806468,3.02333806468,3.02333806468,2.99984581398,3.02333806461,3.02333806461,3.02333806465,2.46151675335,2.60859077975,2.54588061075,2.80772589954,3.091632393794,3.091632393794,2.641882769174,2.397775527594,4.50075365331,6.42065649964,6.06976421194,3.47544780254,4.45761371824,6.39371847864,8.38622364934,8.53846271604,8.53846271604,8.53846271584,8.53846271584,8.53846271584,8.04781217494,7.92101895194,6.83116549524,7.69127939484,8.53846271617,8.53846271617,8.53846271617,8.53846271614,8.53846271614,8.53846271614,8.53846271614,8.53846271614,8.53846271639,7.42580194819,7.84217025989,8.538462715722,6.914483188722,7.24211355929,6.82163001444,6.41383591204,5.98838173584,8.81927466274,8.81927466274,8.53207251594,8.8192746624,8.5270580924,8.81927466263,8.81927466263,7.85924739219,8.8192746628,8.8192746628,8.8192746628,8.81927466254,8.81927466314,8.49729028314,11.50041349942,11.50041349942,11.50041349882,11.50041349862,10.71056448692,11.50041349862,11.500413499,11.500413499,11.500413499,11.25583484749,11.500413499,11.50041349906,11.25227123816,11.50041349906,11.50041349906,11.50041349906,11.50041349862,11.50041349862,9.87183281022,11.42414212999,11.50041349869,11.41853580472,11.50041349872,11.50041349872,11.50041349874,9.10670508964,6.60052802464,6.25355539657,9.87804744706,8.15802637766,11.3385747056,10.8979287778,12.6507318162,12.7205897162,10.8994362354,12.3104575941,12.60693046622,12.72058971568,12.7205897157,12.72058971579,12.72058971579,12.7205897163,12.72058971623,12.72058971615,12.72058971615,12.72058971615,12.72058971613,11.26515947603,12.7205897166,12.6687210947,12.7205897157,12.7205897163,12.52831905065,12.72058971635,12.43993589175,11.69517191255,12.72058971579,12.72058971579,11.55558180622,12.7205897162,12.7205897162,12.720589716,12.720589716,12.720589716,12.720589716,10.265724294,11.14200917226,11.12484315056,8.60435218637,7.84385756466
"t89",7.54833268544,5.22810033634,3.03933144784,3.69894282094,2.0216686496,2.0216686496,2.0216686496,1.077121687,0,1.32218084302,1.32218084308,1.32218084308,1.32218084312,1.32218084312,1.32218084312,1.6246728936,1.6246728936,3.02333806473,2.85824251556,3.02333806463,3.02333806443,3.02333806458,3.02333806458,3.02333806465,3.02333806433,3.02333806463,3.0233380646,3.0233380646,3.02333806463,3.02333806468,3.02333806468,3.02333806468,2.99984581398,3.02333806461,3.02333806461,3.02333806465,2.46151675335,2.60859077975,2.54588061075,2.80772589954,3.091632393794,3.091632393794,2.641882769174,2.397775527594,4.50075365331,6.42065649964,6.06976421194,3.47544780254,4.45761371824,6.39371847864,8.38622364934,8.53846271604,8.53846271604,8.53846271584,8.53846271584,8.53846271584,8.04781217494,7.92101895194,6.83116549524,7.69127939484,8.53846271617,8.53846271617,8.53846271617,8.53846271614,8.53846271614,8.53846271614,8.53846271614,8.53846271614,8.53846271639,7.42580194819,7.84217025989,8.538462715722,6.914483188722,7.24211355929,6.82163001444,6.41383591204,5.98838173584,8.81927466274,8.81927466274,8.53207251594,8.8192746624,8.5270580924,8.81927466263,8.81927466263,7.85924739219,8.8192746628,8.8192746628,8.8192746628,8.81927466254,8.81927466314,8.49729028314,11.50041349942,11.50041349942,11.50041349882,11.50041349862,10.71056448692,11.50041349862,11.500413499,11.500413499,11.500413499,11.25583484749,11.500413499,11.50041349906,11.25227123816,11.50041349906,11.50041349906,11.50041349906,11.50041349862,11.50041349862,9.87183281022,11.42414212999,11.50041349869,11.41853580472,11.50041349872,11.50041349872,11.50041349874,9.10670508964,6.60052802464,6.25355539657,9.87804744706,8.15802637766,11.3385747056,10.8979287778,12.6507318162,12.7205897162,10.8994362354,12.3104575941,12.60693046622,12.72058971568,12.7205897157,12.72058971579,12.72058971579,12.7205897163,12.72058971623,12.72058971615,12.72058971615,12.72058971615,12.72058971613,11.26515947603,12.7205897166,12.6687210947,12.7205897157,12.7205897163,12.52831905065,12.72058971635,12.43993589175,11.69517191255,12.72058971579,12.72058971579,11.55558180622,12.7205897162,12.7205897162,12.720589716,12.720589716,12.720589716,12.720589716,10.265724294,11.14200917226,11.12484315056,8.60435218637,7.84385756466
"t83",7.54833268546,5.22810033636,3.03933144786,3.69894282096,2.02166864962,2.02166864962,2.02166864962,1.32218084302,1.32218084302,0,1.17327029106,1.17327029106,1.1947896407,1.1947896407,1.1947896407,1.62467289362,1.62467289362,3.02333806475,2.85824251558,3.02333806465,3.02333806445,3.0233380646,3.0233380646,3.02333806467,3.02333806435,3.02333806465,3.02333806462,3.02333806462,3.02333806465,3.0233380647,3.0233380647,3.0233380647,2.999845814,3.02333806463,3.02333806463,3.02333806467,2.46151675337,2.60859077977,2.54588061077,2.80772589956,3.091632393814,3.091632393814,2.641882769194,2.397775527614,4.50075365333,6.42065649966,6.06976421196,3.47544780256,4.45761371826,6.39371847866,8.38622364936,8.53846271606,8.53846271606,8.53846271586,8.53846271586,8.53846271586,8.04781217496,7.92101895196,6.83116549526,7.69127939486,8.53846271619,8.53846271619,8.53846271619,8.53846271616,8.53846271616,8.53846271616,8.53846271616,8.53846271616,8.53846271641,7.42580194821,7.84217025991,8.538462715742,6.914483188742,7.24211355931,6.82163001446,6.41383591206,5.98838173586,8.81927466276,8.81927466276,8.53207251596,8.81927466242,8.52705809242,8.81927466265,8.81927466265,7.85924739221,8.81927466282,8.81927466282,8.81927466282,8.81927466256,8.81927466316,8.49729028316,11.50041349944,11.50041349944,11.50041349884,11.50041349864,10.71056448694,11.50041349864,11.50041349902,11.50041349902,11.50041349902,11.25583484751,11.50041349902,11.50041349908,11.25227123818,11.50041349908,11.50041349908,11.50041349908,11.50041349864,11.50041349864,9.87183281024,11.42414213001,11.50041349871,11.41853580474,11.50041349874,11.50041349874,11.50041349876,9.10670508966,6.60052802466,6.25355539659,9.87804744708,8.15802637768,11.33857470562,10.89792877782,12.65073181622,12.72058971622,10.89943623542,12.31045759412,12.60693046624,12.7205897157,12.72058971572,12.72058971581,12.72058971581,12.72058971632,12.72058971625,12.72058971617,12.72058971617,12.72058971617,12.72058971615,11.26515947605,12.72058971662,12.66872109472,12.72058971572,12.72058971632,12.52831905067,12.72058971637,12.43993589177,11.69517191257,12.72058971581,12.72058971581,11.55558180624,12.72058971622,12.72058971622,12.72058971602,12.72058971602,12.72058971602,12.72058971602,10.26572429402,11.14200917228,11.12484315058,8.60435218639,7.84385756468
