"","t80","t81","t67","t68","t108","t109","t5","t19","t20","t24","t33","t100","t101","t127","t128","t25","t1","t2","t3","t4","t82","t83","t102","t103","t29","t63","t64","t26","t27","t28","t43","t90","t91","t61","t18","t92","t93","t55","t72","t73","t53","t10","t56","t57","t31","t32","t121","t122","t77","t14","t22","t23","t38","t39","t30","t13","t94","t95","t40","t41","t123","t124","t87","t88","t98","t99","t89","t96","t97","t69","t21","t34","t35","t17","t42","t58","t59","t7","t106","t107","t9","t6","t11","t12","t36","t45","t46","t37","t117","t118","t47","t48","t110","t111","t15","t16","t125","t126","t8","t51","t52","t62","t74","t86","t119","t120","t49","t84","t85","t78","t79","t65","t66","t70","t71","t113","t114","t54","t44","t50","t75","t76","t60","t104","t105","t112","t115","t116"
"t80",0,0.5773668202,1.8271886095,1.8271886095,2.6672918979,2.6672918979,4.711806659,5.5551383476,4.3803538402,5.5551383483,5.5551383478,5.5551383478,5.5551383478,5.555138347791,5.555138347791,4.39607361793,5.0066535955,4.1330480794,5.2934017325,5.0436286332,7.4131346911,7.4131346911,7.24442267461,7.413134691,7.413134691,7.4131346911,7.4131346911,7.41313469084,6.79388903861,6.41571921911,7.41313469111,7.41313469121,7.41313469121,7.41313469121,7.41313469111,7.41313469161,7.41313469161,7.41313469151,7.41313469151,7.41313469151,7.41313469161,6.68913809195,8.43929639432,8.43929639432,8.02514083907,8.18390279547,8.43929639384,8.43929639384,8.43929639382,7.04935564362,7.29649173482,8.43929639425,8.43929639375,8.43929639375,7.68542113235,6.78095630956,8.43929639385,8.43929639385,8.43929639384,8.43929639384,8.43929639439,8.43929639439,8.43929639385,8.43929639385,8.43929639385,8.43929639385,8.43929639378,8.43929639382,8.43929639382,8.43929639381,8.43929639371,8.43929639395,8.43929639395,7.30119473593,8.43929639383,8.43929639373,8.43929639373,8.43929639401,8.43929639431,8.43929639431,6.67774444466,6.49059455256,7.34072185827,8.35669737227,7.70913352356,8.43929639395,8.43929639395,8.43929639395,8.363543076005,8.43929639403,8.43929639409,8.43929639409,8.43929639413,8.43929639413,7.2510841300644,8.4392963942644,8.43929639369,8.43929639369,6.57091077711,8.43929639408,8.43929639408,8.03522019797,8.43929639368,8.43929639375,8.43929639374,8.43929639374,8.43929639378,8.43929639368,8.37076388308,8.43929639378,8.43929639378,8.43929639431,8.43929639431,8.43929639392,8.43929639392,8.43929639402,8.43929639402,8.43929639392,8.4392963939,8.439296394,8.439296394,8.439296394,8.4392963939,8.4392963934,8.4392963934,8.4392963934,8.43929639341,8.43929639341
"t81",0.5773668202,0,1.8271886095,1.8271886095,2.6672918979,2.6672918979,4.711806659,5.5551383476,4.3803538402,5.5551383483,5.5551383478,5.5551383478,5.5551383478,5.555138347791,5.555138347791,4.39607361793,5.0066535955,4.1330480794,5.2934017325,5.0436286332,7.4131346911,7.4131346911,7.24442267461,7.413134691,7.413134691,7.4131346911,7.4131346911,7.41313469084,6.79388903861,6.41571921911,7.41313469111,7.41313469121,7.41313469121,7.41313469121,7.41313469111,7.41313469161,7.41313469161,7.41313469151,7.41313469151,7.41313469151,7.41313469161,6.68913809195,8.43929639432,8.43929639432,8.02514083907,8.18390279547,8.43929639384,8.43929639384,8.43929639382,7.04935564362,7.29649173482,8.43929639425,8.43929639375,8.43929639375,7.68542113235,6.78095630956,8.43929639385,8.43929639385,8.43929639384,8.43929639384,8.43929639439,8.43929639439,8.43929639385,8.43929639385,8.43929639385,8.43929639385,8.43929639378,8.43929639382,8.43929639382,8.43929639381,8.43929639371,8.43929639395,8.43929639395,7.30119473593,8.43929639383,8.43929639373,8.43929639373,8.43929639401,8.43929639431,8.43929639431,6.67774444466,6.49059455256,7.34072185827,8.35669737227,7.70913352356,8.43929639395,8.43929639395,8.43929639395,8.363543076005,8.43929639403,8.43929639409,8.43929639409,8.43929639413,8.43929639413,7.2510841300644,8.4392963942644,8.43929639369,8.43929639369,6.57091077711,8.43929639408,8.43929639408,8.03522019797,8.43929639368,8.43929639375,8.43929639374,8.43929639374,8.43929639378,8.43929639368,8.37076388308,8.43929639378,8.43929639378,8.43929639431,8.43929639431,8.43929639392,8.43929639392,8.43929639402,8.43929639402,8.43929639392,8.4392963939,8.439296394,8.439296394,8.439296394,8.4392963939,8.4392963934,8.4392963934,8.4392963934,8.43929639341,8.43929639341
"t67",1.8271886095,1.8271886095,0,0.7137455488,2.667291898,2.667291898,4.7118066591,5.5551383477,4.3803538403,5.5551383484,5.5551383479,5.5551383479,5.5551383479,5.555138347891,5.555138347891,4.39607361803,5.0066535956,4.1330480795,5.2934017326,5.0436286333,7.4131346912,7.4131346912,7.24442267471,7.4131346911,7.4131346911,7.4131346912,7.4131346912,7.41313469094,6.79388903871,6.41571921921,7.41313469121,7.41313469131,7.41313469131,7.41313469131,7.41313469121,7.41313469171,7.41313469171,7.41313469161,7.41313469161,7.41313469161,7.41313469171,6.68913809205,8.43929639442,8.43929639442,8.02514083917,8.18390279557,8.43929639394,8.43929639394,8.43929639392,7.04935564372,7.29649173492,8.43929639435,8.43929639385,8.43929639385,7.68542113245,6.78095630966,8.43929639395,8.43929639395,8.43929639394,8.43929639394,8.43929639449,8.43929639449,8.43929639395,8.43929639395,8.43929639395,8.43929639395,8.43929639388,8.43929639392,8.43929639392,8.43929639391,8.43929639381,8.43929639405,8.43929639405,7.30119473603,8.43929639393,8.43929639383,8.43929639383,8.43929639411,8.43929639441,8.43929639441,6.67774444476,6.49059455266,7.34072185837,8.35669737237,7.70913352366,8.43929639405,8.43929639405,8.43929639405,8.363543076105,8.43929639413,8.43929639419,8.43929639419,8.43929639423,8.43929639423,7.2510841301644,8.4392963943644,8.43929639379,8.43929639379,6.57091077721,8.43929639418,8.43929639418,8.03522019807,8.43929639378,8.43929639385,8.43929639384,8.43929639384,8.43929639388,8.43929639378,8.37076388318,8.43929639388,8.43929639388,8.43929639441,8.43929639441,8.43929639402,8.43929639402,8.43929639412,8.43929639412,8.43929639402,8.439296394,8.4392963941,8.4392963941,8.4392963941,8.439296394,8.4392963935,8.4392963935,8.4392963935,8.43929639351,8.43929639351
"t68",1.8271886095,1.8271886095,0.7137455488,0,2.667291898,2.667291898,4.7118066591,5.5551383477,4.3803538403,5.5551383484,5.5551383479,5.5551383479,5.5551383479,5.555138347891,5.555138347891,4.39607361803,5.0066535956,4.1330480795,5.2934017326,5.0436286333,7.4131346912,7.4131346912,7.24442267471,7.4131346911,7.4131346911,7.4131346912,7.4131346912,7.41313469094,6.79388903871,6.41571921921,7.41313469121,7.41313469131,7.41313469131,7.41313469131,7.41313469121,7.41313469171,7.41313469171,7.41313469161,7.41313469161,7.41313469161,7.41313469171,6.68913809205,8.43929639442,8.43929639442,8.02514083917,8.18390279557,8.43929639394,8.43929639394,8.43929639392,7.04935564372,7.29649173492,8.43929639435,8.43929639385,8.43929639385,7.68542113245,6.78095630966,8.43929639395,8.43929639395,8.43929639394,8.43929639394,8.43929639449,8.43929639449,8.43929639395,8.43929639395,8.43929639395,8.43929639395,8.43929639388,8.43929639392,8.43929639392,8.43929639391,8.43929639381,8.43929639405,8.43929639405,7.30119473603,8.43929639393,8.43929639383,8.43929639383,8.43929639411,8.43929639441,8.43929639441,6.67774444476,6.49059455266,7.34072185837,8.35669737237,7.70913352366,8.43929639405,8.43929639405,8.43929639405,8.363543076105,8.43929639413,8.43929639419,8.43929639419,8.43929639423,8.43929639423,7.2510841301644,8.4392963943644,8.43929639379,8.43929639379,6.57091077721,8.43929639418,8.43929639418,8.03522019807,8.43929639378,8.43929639385,8.43929639384,8.43929639384,8.43929639388,8.43929639378,8.37076388318,8.43929639388,8.43929639388,8.43929639441,8.43929639441,8.43929639402,8.43929639402,8.43929639412,8.43929639412,8.43929639402,8.439296394,8.4392963941,8.4392963941,8.4392963941,8.439296394,8.4392963935,8.4392963935,8.4392963935,8.43929639351,8.43929639351
"t108",2.6672918979,2.6672918979,2.667291898,2.667291898,0,0.3255809218,4.7118066589,5.5551383475,4.3803538401,5.5551383482,5.5551383477,5.5551383477,5.5551383477,5.555138347691,5.555138347691,4.39607361783,5.0066535954,4.1330480793,5.2934017324,5.0436286331,7.413134691,7.413134691,7.24442267451,7.4131346909,7.4131346909,7.413134691,7.413134691,7.41313469074,6.79388903851,6.41571921901,7.41313469101,7.41313469111,7.41313469111,7.41313469111,7.41313469101,7.41313469151,7.41313469151,7.41313469141,7.41313469141,7.41313469141,7.41313469151,6.68913809185,8.43929639422,8.43929639422,8.02514083897,8.18390279537,8.43929639374,8.43929639374,8.43929639372,7.04935564352,7.29649173472,8.43929639415,8.43929639365,8.43929639365,7.68542113225,6.78095630946,8.43929639375,8.43929639375,8.43929639374,8.43929639374,8.43929639429,8.43929639429,8.43929639375,8.43929639375,8.43929639375,8.43929639375,8.43929639368,8.43929639372,8.43929639372,8.43929639371,8.43929639361,8.43929639385,8.43929639385,7.30119473583,8.43929639373,8.43929639363,8.43929639363,8.43929639391,8.43929639421,8.43929639421,6.67774444456,6.49059455246,7.34072185817,8.35669737217,7.70913352346,8.43929639385,8.43929639385,8.43929639385,8.363543075905,8.43929639393,8.43929639399,8.43929639399,8.43929639403,8.43929639403,7.2510841299644,8.4392963941644,8.43929639359,8.43929639359,6.57091077701,8.43929639398,8.43929639398,8.03522019787,8.43929639358,8.43929639365,8.43929639364,8.43929639364,8.43929639368,8.43929639358,8.37076388298,8.43929639368,8.43929639368,8.43929639421,8.43929639421,8.43929639382,8.43929639382,8.43929639392,8.43929639392,8.43929639382,8.4392963938,8.4392963939,8.4392963939,8.4392963939,8.4392963938,8.4392963933,8.4392963933,8.4392963933,8.43929639331,8.43929639331
"t109",2.6672918979,2.6672918979,2.667291898,2.667291898,0.3255809218,0,4.7118066589,5.5551383475,4.3803538401,5.5551383482,5.5551383477,5.5551383477,5.5551383477,5.555138347691,5.555138347691,4.39607361783,5.0066535954,4.1330480793,5.2934017324,5.0436286331,7.413134691,7.413134691,7.24442267451,7.4131346909,7.4131346909,7.413134691,7.413134691,7.41313469074,6.79388903851,6.41571921901,7.41313469101,7.41313469111,7.41313469111,7.41313469111,7.41313469101,7.41313469151,7.41313469151,7.41313469141,7.41313469141,7.41313469141,7.41313469151,6.68913809185,8.43929639422,8.43929639422,8.02514083897,8.18390279537,8.43929639374,8.43929639374,8.43929639372,7.04935564352,7.29649173472,8.43929639415,8.43929639365,8.43929639365,7.68542113225,6.78095630946,8.43929639375,8.43929639375,8.43929639374,8.43929639374,8.43929639429,8.43929639429,8.43929639375,8.43929639375,8.43929639375,8.43929639375,8.43929639368,8.43929639372,8.43929639372,8.43929639371,8.43929639361,8.43929639385,8.43929639385,7.30119473583,8.43929639373,8.43929639363,8.43929639363,8.43929639391,8.43929639421,8.43929639421,6.67774444456,6.49059455246,7.34072185817,8.35669737217,7.70913352346,8.43929639385,8.43929639385,8.43929639385,8.363543075905,8.43929639393,8.43929639399,8.43929639399,8.43929639403,8.43929639403,7.2510841299644,8.4392963941644,8.43929639359,8.43929639359,6.57091077701,8.43929639398,8.43929639398,8.03522019787,8.43929639358,8.43929639365,8.43929639364,8.43929639364,8.43929639368,8.43929639358,8.37076388298,8.43929639368,8.43929639368,8.43929639421,8.43929639421,8.43929639382,8.43929639382,8.43929639392,8.43929639392,8.43929639382,8.4392963938,8.4392963939,8.4392963939,8.4392963939,8.4392963938,8.4392963933,8.4392963933,8.4392963933,8.43929639331,8.43929639331
"t5",4.711806659,4.711806659,4.7118066591,4.7118066591,4.7118066589,4.7118066589,0,3.7065357026,2.5317511952,3.7065357033,3.7065357028,3.7065357028,3.7065357028,3.706535702791,3.706535702791,2.54747097293,4.1633219065,3.2897163904,4.4500700435,4.2002969442,6.5698030021,6.5698030021,6.40109098561,6.569803002,6.569803002,6.5698030021,6.5698030021,6.56980300184,5.95055734961,5.57238753011,6.56980300211,6.56980300221,6.56980300221,6.56980300221,6.56980300211,6.56980300261,6.56980300261,6.56980300251,6.56980300251,6.56980300251,6.56980300261,5.84580640295,7.59596470532,7.59596470532,7.18180915007,7.34057110647,7.59596470484,7.59596470484,7.59596470482,6.20602395462,6.45316004582,7.59596470525,7.59596470475,7.59596470475,6.84208944335,5.93762462056,7.59596470485,7.59596470485,7.59596470484,7.59596470484,7.59596470539,7.59596470539,7.59596470485,7.59596470485,7.59596470485,7.59596470485,7.59596470478,7.59596470482,7.59596470482,7.59596470481,7.59596470471,7.59596470495,7.59596470495,6.45786304693,7.59596470483,7.59596470473,7.59596470473,7.59596470501,7.59596470531,7.59596470531,5.83441275566,5.64726286356,6.49739016927,7.51336568327,6.86580183456,7.59596470495,7.59596470495,7.59596470495,7.520211387005,7.59596470503,7.59596470509,7.59596470509,7.59596470513,7.59596470513,6.4077524410644,7.5959647052644,7.59596470469,7.59596470469,5.72757908811,7.59596470508,7.59596470508,7.19188850897,7.59596470468,7.59596470475,7.59596470474,7.59596470474,7.59596470478,7.59596470468,7.52743219408,7.59596470478,7.59596470478,7.59596470531,7.59596470531,7.59596470492,7.59596470492,7.59596470502,7.59596470502,7.59596470492,7.5959647049,7.595964705,7.595964705,7.595964705,7.5959647049,7.5959647044,7.5959647044,7.5959647044,7.59596470441,7.59596470441
"t19",5.5551383476,5.5551383476,5.5551383477,5.5551383477,5.5551383475,5.5551383475,3.7065357026,0,1.5605565546,3.6454822145,3.645482214,3.645482214,3.645482214,3.645482213991,3.645482213991,2.48641748413,5.0066535951,4.133048079,5.2934017321,5.0436286328,7.4131346907,7.4131346907,7.24442267421,7.4131346906,7.4131346906,7.4131346907,7.4131346907,7.41313469044,6.79388903821,6.41571921871,7.41313469071,7.41313469081,7.41313469081,7.41313469081,7.41313469071,7.41313469121,7.41313469121,7.41313469111,7.41313469111,7.41313469111,7.41313469121,6.68913809155,8.43929639392,8.43929639392,8.02514083867,8.18390279507,8.43929639344,8.43929639344,8.43929639342,7.04935564322,7.29649173442,8.43929639385,8.43929639335,8.43929639335,7.68542113195,6.78095630916,8.43929639345,8.43929639345,8.43929639344,8.43929639344,8.43929639399,8.43929639399,8.43929639345,8.43929639345,8.43929639345,8.43929639345,8.43929639338,8.43929639342,8.43929639342,8.43929639341,8.43929639331,8.43929639355,8.43929639355,7.30119473553,8.43929639343,8.43929639333,8.43929639333,8.43929639361,8.43929639391,8.43929639391,6.67774444426,6.49059455216,7.34072185787,8.35669737187,7.70913352316,8.43929639355,8.43929639355,8.43929639355,8.363543075605,8.43929639363,8.43929639369,8.43929639369,8.43929639373,8.43929639373,7.2510841296644,8.4392963938644,8.43929639329,8.43929639329,6.57091077671,8.43929639368,8.43929639368,8.03522019757,8.43929639328,8.43929639335,8.43929639334,8.43929639334,8.43929639338,8.43929639328,8.37076388268,8.43929639338,8.43929639338,8.43929639391,8.43929639391,8.43929639352,8.43929639352,8.43929639362,8.43929639362,8.43929639352,8.4392963935,8.4392963936,8.4392963936,8.4392963936,8.4392963935,8.439296393,8.439296393,8.439296393,8.43929639301,8.43929639301
"t20",4.3803538402,4.3803538402,4.3803538403,4.3803538403,4.3803538401,4.3803538401,2.5317511952,1.5605565546,0,2.4706977071,2.4706977066,2.4706977066,2.4706977066,2.470697706591,2.470697706591,1.31163297673,3.8318690877,2.9582635716,4.1186172247,3.8688441254,6.2383501833,6.2383501833,6.06963816681,6.2383501832,6.2383501832,6.2383501833,6.2383501833,6.23835018304,5.61910453081,5.24093471131,6.23835018331,6.23835018341,6.23835018341,6.23835018341,6.23835018331,6.23835018381,6.23835018381,6.23835018371,6.23835018371,6.23835018371,6.23835018381,5.51435358415,7.26451188652,7.26451188652,6.85035633127,7.00911828767,7.26451188604,7.26451188604,7.26451188602,5.87457113582,6.12170722702,7.26451188645,7.26451188595,7.26451188595,6.51063662455,5.60617180176,7.26451188605,7.26451188605,7.26451188604,7.26451188604,7.26451188659,7.26451188659,7.26451188605,7.26451188605,7.26451188605,7.26451188605,7.26451188598,7.26451188602,7.26451188602,7.26451188601,7.26451188591,7.26451188615,7.26451188615,6.12641022813,7.26451188603,7.26451188593,7.26451188593,7.26451188621,7.26451188651,7.26451188651,5.50295993686,5.31581004476,6.16593735047,7.18191286447,6.53434901576,7.26451188615,7.26451188615,7.26451188615,7.188758568205,7.26451188623,7.26451188629,7.26451188629,7.26451188633,7.26451188633,6.0762996222644,7.2645118864644,7.26451188589,7.26451188589,5.39612626931,7.26451188628,7.26451188628,6.86043569017,7.26451188588,7.26451188595,7.26451188594,7.26451188594,7.26451188598,7.26451188588,7.19597937528,7.26451188598,7.26451188598,7.26451188651,7.26451188651,7.26451188612,7.26451188612,7.26451188622,7.26451188622,7.26451188612,7.2645118861,7.2645118862,7.2645118862,7.2645118862,7.2645118861,7.2645118856,7.2645118856,7.2645118856,7.26451188561,7.26451188561
"t24",5.5551383483,5.5551383483,5.5551383484,5.5551383484,5.5551383482,5.5551383482,3.7065357033,3.6454822145,2.4706977071,0,2.4588806475,2.4588806475,2.4588806475,3.053713522491,3.053713522491,1.89464879263,5.0066535958,4.1330480797,5.2934017328,5.0436286335,7.4131346914,7.4131346914,7.24442267491,7.4131346913,7.4131346913,7.4131346914,7.4131346914,7.41313469114,6.79388903891,6.41571921941,7.41313469141,7.41313469151,7.41313469151,7.41313469151,7.41313469141,7.41313469191,7.41313469191,7.41313469181,7.41313469181,7.41313469181,7.41313469191,6.68913809225,8.43929639462,8.43929639462,8.02514083937,8.18390279577,8.43929639414,8.43929639414,8.43929639412,7.04935564392,7.29649173512,8.43929639455,8.43929639405,8.43929639405,7.68542113265,6.78095630986,8.43929639415,8.43929639415,8.43929639414,8.43929639414,8.43929639469,8.43929639469,8.43929639415,8.43929639415,8.43929639415,8.43929639415,8.43929639408,8.43929639412,8.43929639412,8.43929639411,8.43929639401,8.43929639425,8.43929639425,7.30119473623,8.43929639413,8.43929639403,8.43929639403,8.43929639431,8.43929639461,8.43929639461,6.67774444496,6.49059455286,7.34072185857,8.35669737257,7.70913352386,8.43929639425,8.43929639425,8.43929639425,8.363543076305,8.43929639433,8.43929639439,8.43929639439,8.43929639443,8.43929639443,7.2510841303644,8.4392963945644,8.43929639399,8.43929639399,6.57091077741,8.43929639438,8.43929639438,8.03522019827,8.43929639398,8.43929639405,8.43929639404,8.43929639404,8.43929639408,8.43929639398,8.37076388338,8.43929639408,8.43929639408,8.43929639461,8.43929639461,8.43929639422,8.43929639422,8.43929639432,8.43929639432,8.43929639422,8.4392963942,8.4392963943,8.4392963943,8.4392963943,8.4392963942,8.4392963937,8.4392963937,8.4392963937,8.43929639371,8.43929639371
