"","t9","t10","t2","t6","t59","t95","t123","t124","t113","t114","t86","t43","t52","t54","t127","t128","t89","t60","t48","t77","t78","t83","t84","t33","t55","t56","t57","t117","t118","t110","t58","t85","t129","t130","t18","t46","t51","t121","t122","t90","t91","t108","t109","t94","t104","t125","t126","t42","t15","t44","t45","t29","t30","t23","t19","t20","t7","t13","t50","t53","t67","t68","t24","t31","t71","t72","t75","t76","t119","t120","t101","t107","t111","t112","t37","t115","t116","t61","t62","t97","t98","t102","t103","t63","t64","t69","t70","t28","t92","t93","t32","t14","t47","t87","t88","t38","t81","t82","t99","t100","t96","t49","t12","t11","t16","t17","t8","t21","t22","t41","t105","t106","t65","t79","t80","t66","t34","t35","t73","t74","t26","t27","t5","t25","t36","t39","t40","t4","t3","t1"
"t9",0,2.7861127833,4.6055836189,5.055178905631,7.6111193841,7.6111193841,7.61111938403,7.61111938403,7.61111938407,7.61111938407,7.6111193841,7.6111193841,7.61111938404,7.61111938409,7.61111938405,7.61111938405,7.61111938404,7.61111938404,7.61111938405,7.61111938395,7.26154923809,7.61111938405,7.61111938405,7.4914850901,7.6111193842,7.058069791547,7.078750806247,7.61111938406,7.61111938406,7.61111938407,7.6111193841,7.6111193841,7.611119384113,7.611119384113,6.37426389258,7.61111938418,7.61111938419,7.61111938414,7.61111938414,7.6111193845,7.6111193845,7.61111938409,7.61111938409,7.6111193841,7.61111938417,7.61111938417,7.61111938417,7.61111938417,6.69281828767,7.61111938417,7.61111938417,7.61111938435,7.61111938435,7.61111938377,6.36543017007,7.61111938427,6.827493304841,6.220760088041,7.611119383841,7.611119383801,7.611119383901,7.611119383901,7.611119384241,7.611119383541,7.491740918341,7.611119384041,7.611119383941,7.611119383941,7.611119383881,7.611119383881,7.611119383901,7.611119383891,7.611119383921,7.611119383921,6.77951269441,7.61111938407,7.61111938407,7.61111938411,7.12904218841,7.61111938408,7.61111938408,7.61111938412,7.61111938412,7.61111938409,7.61111938409,7.61111938409,7.61111938409,7.61111938405,7.61111938415,7.61111938415,7.57040722985,5.79476703923,7.61111938407,7.61111938407,7.61111938407,7.61111938437,7.61111938407,7.61111938407,7.61111938408,7.61111938408,7.43963669484,7.61111938406,5.58183457814,7.61111938415,7.61111938435,6.16383387695,5.4732497889,7.234319957657,7.611119383657,7.61111938377,7.61111938377,7.61111938377,7.61111938377,7.61111938387,7.61111938387,7.61111938387,7.61111938337,7.61111938337,7.61111938377,7.61111938377,7.0048350259,6.20177681803,5.0260654004,7.3087183899,7.611119384,7.47363332032,7.61111938382,5.9598770679,4.2434498022,4.2780391957
"t10",2.7861127833,0,6.1118242976,6.561419584331,9.1173600628,9.1173600628,9.11736006273,9.11736006273,9.11736006277,9.11736006277,9.1173600628,9.1173600628,9.11736006274,9.11736006279,9.11736006275,9.11736006275,9.11736006274,9.11736006274,9.11736006275,9.11736006265,8.76778991679,9.11736006275,9.11736006275,8.9977257688,9.1173600629,8.564310470247,8.584991484947,9.11736006276,9.11736006276,9.11736006277,9.1173600628,9.1173600628,9.117360062813,9.117360062813,7.88050457128,9.11736006288,9.11736006289,9.11736006284,9.11736006284,9.1173600632,9.1173600632,9.11736006279,9.11736006279,9.1173600628,9.11736006287,9.11736006287,9.11736006287,9.11736006287,8.19905896637,9.11736006287,9.11736006287,9.11736006305,9.11736006305,9.11736006247,7.87167084877,9.11736006297,8.333733983541,7.727000766741,9.117360062541,9.117360062501,9.117360062601,9.117360062601,9.117360062941,9.117360062241,8.997981597041,9.117360062741,9.117360062641,9.117360062641,9.117360062581,9.117360062581,9.117360062601,9.117360062591,9.117360062621,9.117360062621,8.28575337311,9.11736006277,9.11736006277,9.11736006281,8.63528286711,9.11736006278,9.11736006278,9.11736006282,9.11736006282,9.11736006279,9.11736006279,9.11736006279,9.11736006279,9.11736006275,9.11736006285,9.11736006285,9.07664790855,7.30100771793,9.11736006277,9.11736006277,9.11736006277,9.11736006307,9.11736006277,9.11736006277,9.11736006278,9.11736006278,8.94587737354,9.11736006276,7.08807525684,9.11736006285,9.11736006305,7.67007455565,6.9794904676,8.740560636357,9.117360062357,9.11736006247,9.11736006247,9.11736006247,9.11736006247,9.11736006257,9.11736006257,9.11736006257,9.11736006207,9.11736006207,9.11736006247,9.11736006247,8.5110757046,7.70801749673,6.5323060791,8.8149590686,9.1173600627,8.97987399902,9.11736006252,7.4661177466,5.7496904809,5.7842798744
"t2",4.6055836189,6.1118242976,0,3.215173074731,5.7711135532,5.7711135532,5.77111355313,5.77111355313,5.77111355317,5.77111355317,5.7711135532,5.7711135532,5.77111355314,5.77111355319,5.77111355315,5.77111355315,5.77111355314,5.77111355314,5.77111355315,5.77111355305,5.42154340719,5.77111355315,5.77111355315,5.6514792592,5.7711135533,5.218063960647,5.238744975347,5.77111355316,5.77111355316,5.77111355317,5.7711135532,5.7711135532,5.771113553213,5.771113553213,4.53425806168,5.77111355328,5.77111355329,5.77111355324,5.77111355324,5.7711135536,5.7711135536,5.77111355319,5.77111355319,5.7711135532,5.77111355327,5.77111355327,5.77111355327,5.77111355327,4.85281245677,5.77111355327,5.77111355327,5.77111355345,5.77111355345,5.77111355287,4.52542433917,5.77111355337,4.987487473941,4.380754257141,5.771113552941,5.771113552901,5.771113553001,5.771113553001,5.771113553341,5.771113552641,5.651735087441,5.771113553141,5.771113553041,5.771113553041,5.771113552981,5.771113552981,5.771113553001,5.771113552991,5.771113553021,5.771113553021,4.93950686351,5.77111355317,5.77111355317,5.77111355321,5.28903635751,5.77111355318,5.77111355318,5.77111355322,5.77111355322,5.77111355319,5.77111355319,5.77111355319,5.77111355319,5.77111355315,5.77111355325,5.77111355325,5.73040139895,3.95476120833,5.77111355317,5.77111355317,5.77111355317,5.77111355347,5.77111355317,5.77111355317,5.77111355318,5.77111355318,5.59963086394,5.77111355316,3.74182874724,5.77111355325,5.77111355345,4.32382804605,3.633243958,5.394314126757,5.771113552757,5.77111355287,5.77111355287,5.77111355287,5.77111355287,5.77111355297,5.77111355297,5.77111355297,5.77111355247,5.77111355247,5.77111355287,5.77111355287,5.164829195,4.36177098713,3.1860595695,5.468712559,5.7711135531,5.63362748942,5.77111355292,4.119871237,2.4034439713,2.77874411
"t6",5.055178905631,6.561419584331,3.215173074731,0,2.566376755331,2.566376755331,2.566376755261,2.566376755261,2.566376755301,2.566376755301,2.566376755331,2.566376755331,2.566376755271,2.566376755321,2.566376755281,2.566376755281,2.566376755271,2.566376755271,2.566376755281,2.566376755181,2.216806609321,2.566376755281,2.566376755281,2.446742461331,2.566376755431,2.013327162778,2.034008177478,2.566376755291,2.566376755291,2.566376755301,2.566376755331,2.566376755331,2.566376755344,2.566376755344,1.329521263811,2.566376755411,2.566376755421,2.566376755371,2.566376755371,2.566376755731,2.566376755731,2.566376755321,2.566376755321,2.566376755331,2.928358965001,2.928358965001,2.928358965001,2.928358965001,2.010057868501,2.928358965001,2.928358965001,2.928358965181,2.928358965181,2.928358964601,1.682669750901,2.928358965101,2.144732885672,1.537999668872,2.928358964672,2.928358964632,2.928358964732,2.928358964732,2.928358965072,2.928358964372,2.808980499172,2.928358964872,2.928358964772,2.928358964772,2.928358964712,2.928358964712,2.928358964732,2.928358964722,2.928358964752,2.928358964752,2.096752275241,2.928358964901,2.928358964901,2.928358964941,2.446281769241,2.928358964911,2.928358964911,2.928358964951,2.928358964951,2.928358964921,2.928358964921,2.928358964921,2.928358964921,2.928358964881,2.928358964981,2.928358964981,2.887646810681,1.112006620061,2.928358964901,2.928358964901,2.928358964901,2.928358965201,2.928358964901,2.928358964901,2.928358964911,2.928358964911,2.756876275671,2.928358964891,0.899074158971,2.928358964981,2.928358965181,1.481073457781,3.774637181731,5.535707350488,5.912506776488,5.912506776601,5.912506776601,5.912506776601,5.912506776601,5.912506776701,5.912506776701,5.912506776701,5.912506776201,5.912506776201,5.912506776601,5.912506776601,5.306222418731,4.503164210861,3.327452793231,5.610105782731,5.912506776831,5.775020713151,5.912506776651,4.261264460731,2.544837195031,3.228339396731
"t59",7.6111193841,9.1173600628,5.7711135532,2.566376755331,0,1.3350835372,1.33508353713,1.33508353713,1.33508353717,1.33508353717,1.3350835372,1.7677076424,2.55943562994,2.55943562999,2.55943562995,2.55943562995,2.55943562994,2.55943562994,2.55943562995,2.55943562985,2.20986548399,2.55943562995,2.55943562995,2.439801336,3.8068979109,3.253848318247,3.274529332947,3.80689791076,3.80689791076,3.80689791077,3.8068979108,3.8068979108,3.806897910813,3.806897910813,2.57004241928,3.80689791088,3.80689791089,3.80689791084,3.80689791084,4.1966296754,4.1966296754,4.19662967499,4.19662967499,4.196629675,5.48429944347,5.48429944347,5.48429944347,5.48429944347,4.56599834697,5.48429944347,5.48429944347,5.48429944365,5.48429944365,5.48429944307,4.23861022937,5.48429944357,4.700673364141,4.093940147341,5.484299443141,5.484299443101,5.484299443201,5.484299443201,5.484299443541,5.484299442841,5.364920977641,5.484299443341,5.484299443241,5.484299443241,5.484299443181,5.484299443181,5.484299443201,5.484299443191,5.484299443221,5.484299443221,4.65269275371,5.48429944337,5.48429944337,5.48429944341,5.00222224771,5.48429944338,5.48429944338,5.48429944342,5.48429944342,5.48429944339,5.48429944339,5.48429944339,5.48429944339,5.48429944335,5.48429944345,5.48429944345,5.44358728915,3.66794709853,5.48429944337,5.48429944337,5.48429944337,5.48429944367,5.48429944337,5.48429944337,5.48429944338,5.48429944338,5.31281675414,5.48429944336,3.45501463744,5.48429944345,5.48429944365,4.03701393625,6.3305776602,8.091647828957,8.468447254957,8.46844725507,8.46844725507,8.46844725507,8.46844725507,8.46844725517,8.46844725517,8.46844725517,8.46844725467,8.46844725467,8.46844725507,8.46844725507,7.8621628972,7.05910468933,5.8833932717,8.1660462612,8.4684472553,8.33096119162,8.46844725512,6.8172049392,5.1007776735,5.7842798752
"t95",7.6111193841,9.1173600628,5.7711135532,2.566376755331,1.3350835372,0,0.53126296113,0.53126296113,0.91666299317,0.91666299317,0.9166629932,1.7677076424,2.55943562994,2.55943562999,2.55943562995,2.55943562995,2.55943562994,2.55943562994,2.55943562995,2.55943562985,2.20986548399,2.55943562995,2.55943562995,2.439801336,3.8068979109,3.253848318247,3.274529332947,3.80689791076,3.80689791076,3.80689791077,3.8068979108,3.8068979108,3.806897910813,3.806897910813,2.57004241928,3.80689791088,3.80689791089,3.80689791084,3.80689791084,4.1966296754,4.1966296754,4.19662967499,4.19662967499,4.196629675,5.48429944347,5.48429944347,5.48429944347,5.48429944347,4.56599834697,5.48429944347,5.48429944347,5.48429944365,5.48429944365,5.48429944307,4.23861022937,5.48429944357,4.700673364141,4.093940147341,5.484299443141,5.484299443101,5.484299443201,5.484299443201,5.484299443541,5.484299442841,5.364920977641,5.484299443341,5.484299443241,5.484299443241,5.484299443181,5.484299443181,5.484299443201,5.484299443191,5.484299443221,5.484299443221,4.65269275371,5.48429944337,5.48429944337,5.48429944341,5.00222224771,5.48429944338,5.48429944338,5.48429944342,5.48429944342,5.48429944339,5.48429944339,5.48429944339,5.48429944339,5.48429944335,5.48429944345,5.48429944345,5.44358728915,3.66794709853,5.48429944337,5.48429944337,5.48429944337,5.48429944367,5.48429944337,5.48429944337,5.48429944338,5.48429944338,5.31281675414,5.48429944336,3.45501463744,5.48429944345,5.48429944365,4.03701393625,6.3305776602,8.091647828957,8.468447254957,8.46844725507,8.46844725507,8.46844725507,8.46844725507,8.46844725517,8.46844725517,8.46844725517,8.46844725467,8.46844725467,8.46844725507,8.46844725507,7.8621628972,7.05910468933,5.8833932717,8.1660462612,8.4684472553,8.33096119162,8.46844725512,6.8172049392,5.1007776735,5.7842798752
"t123",7.61111938403,9.11736006273,5.77111355313,2.566376755261,1.33508353713,0.53126296113,0,0.07209197446,0.9166629931,0.9166629931,0.91666299313,1.76770764233,2.55943562987,2.55943562992,2.55943562988,2.55943562988,2.55943562987,2.55943562987,2.55943562988,2.55943562978,2.20986548392,2.55943562988,2.55943562988,2.43980133593,3.80689791083,3.253848318177,3.274529332877,3.80689791069,3.80689791069,3.8068979107,3.80689791073,3.80689791073,3.806897910743,3.806897910743,2.57004241921,3.80689791081,3.80689791082,3.80689791077,3.80689791077,4.19662967533,4.19662967533,4.19662967492,4.19662967492,4.19662967493,5.4842994434,5.4842994434,5.4842994434,5.4842994434,4.5659983469,5.4842994434,5.4842994434,5.48429944358,5.48429944358,5.484299443,4.2386102293,5.4842994435,4.700673364071,4.093940147271,5.484299443071,5.484299443031,5.484299443131,5.484299443131,5.484299443471,5.484299442771,5.364920977571,5.484299443271,5.484299443171,5.484299443171,5.484299443111,5.484299443111,5.484299443131,5.484299443121,5.484299443151,5.484299443151,4.65269275364,5.4842994433,5.4842994433,5.48429944334,5.00222224764,5.48429944331,5.48429944331,5.48429944335,5.48429944335,5.48429944332,5.48429944332,5.48429944332,5.48429944332,5.48429944328,5.48429944338,5.48429944338,5.44358728908,3.66794709846,5.4842994433,5.4842994433,5.4842994433,5.4842994436,5.4842994433,5.4842994433,5.48429944331,5.48429944331,5.31281675407,5.48429944329,3.45501463737,5.48429944338,5.48429944358,4.03701393618,6.33057766013,8.091647828887,8.468447254887,8.468447255,8.468447255,8.468447255,8.468447255,8.4684472551,8.4684472551,8.4684472551,8.4684472546,8.4684472546,8.468447255,8.468447255,7.86216289713,7.05910468926,5.88339327163,8.16604626113,8.46844725523,8.33096119155,8.46844725505,6.81720493913,5.10077767343,5.78427987513
"t124",7.61111938403,9.11736006273,5.77111355313,2.566376755261,1.33508353713,0.53126296113,0.07209197446,0,0.9166629931,0.9166629931,0.91666299313,1.76770764233,2.55943562987,2.55943562992,2.55943562988,2.55943562988,2.55943562987,2.55943562987,2.55943562988,2.55943562978,2.20986548392,2.55943562988,2.55943562988,2.43980133593,3.80689791083,3.253848318177,3.274529332877,3.80689791069,3.80689791069,3.8068979107,3.80689791073,3.80689791073,3.806897910743,3.806897910743,2.57004241921,3.80689791081,3.80689791082,3.80689791077,3.80689791077,4.19662967533,4.19662967533,4.19662967492,4.19662967492,4.19662967493,5.4842994434,5.4842994434,5.4842994434,5.4842994434,4.5659983469,5.4842994434,5.4842994434,5.48429944358,5.48429944358,5.484299443,4.2386102293,5.4842994435,4.700673364071,4.093940147271,5.484299443071,5.484299443031,5.484299443131,5.484299443131,5.484299443471,5.484299442771,5.364920977571,5.484299443271,5.484299443171,5.484299443171,5.484299443111,5.484299443111,5.484299443131,5.484299443121,5.484299443151,5.484299443151,4.65269275364,5.4842994433,5.4842994433,5.48429944334,5.00222224764,5.48429944331,5.48429944331,5.48429944335,5.48429944335,5.48429944332,5.48429944332,5.48429944332,5.48429944332,5.48429944328,5.48429944338,5.48429944338,5.44358728908,3.66794709846,5.4842994433,5.4842994433,5.4842994433,5.4842994436,5.4842994433,5.4842994433,5.48429944331,5.48429944331,5.31281675407,5.48429944329,3.45501463737,5.48429944338,5.48429944358,4.03701393618,6.33057766013,8.091647828887,8.468447254887,8.468447255,8.468447255,8.468447255,8.468447255,8.4684472551,8.4684472551,8.4684472551,8.4684472546,8.4684472546,8.468447255,8.468447255,7.86216289713,7.05910468926,5.88339327163,8.16604626113,8.46844725523,8.33096119155,8.46844725505,6.81720493913,5.10077767343,5.78427987513
"t113",7.61111938407,9.11736006277,5.77111355317,2.566376755301,1.33508353717,0.91666299317,0.9166629931,0.9166629931,0,0.11096575754,0.66494622517,1.76770764237,2.55943562991,2.55943562996,2.55943562992,2.55943562992,2.55943562991,2.55943562991,2.55943562992,2.55943562982,2.20986548396,2.55943562992,2.55943562992,2.43980133597,3.80689791087,3.253848318217,3.274529332917,3.80689791073,3.80689791073,3.80689791074,3.80689791077,3.80689791077,3.806897910783,3.806897910783,2.57004241925,3.80689791085,3.80689791086,3.80689791081,3.80689791081,4.19662967537,4.19662967537,4.19662967496,4.19662967496,4.19662967497,5.48429944344,5.48429944344,5.48429944344,5.48429944344,4.56599834694,5.48429944344,5.48429944344,5.48429944362,5.48429944362,5.48429944304,4.23861022934,5.48429944354,4.700673364111,4.093940147311,5.484299443111,5.484299443071,5.484299443171,5.484299443171,5.484299443511,5.484299442811,5.364920977611,5.484299443311,5.484299443211,5.484299443211,5.484299443151,5.484299443151,5.484299443171,5.484299443161,5.484299443191,5.484299443191,4.65269275368,5.48429944334,5.48429944334,5.48429944338,5.00222224768,5.48429944335,5.48429944335,5.48429944339,5.48429944339,5.48429944336,5.48429944336,5.48429944336,5.48429944336,5.48429944332,5.48429944342,5.48429944342,5.44358728912,3.6679470985,5.48429944334,5.48429944334,5.48429944334,5.48429944364,5.48429944334,5.48429944334,5.48429944335,5.48429944335,5.31281675411,5.48429944333,3.45501463741,5.48429944342,5.48429944362,4.03701393622,6.33057766017,8.091647828927,8.468447254927,8.46844725504,8.46844725504,8.46844725504,8.46844725504,8.46844725514,8.46844725514,8.46844725514,8.46844725464,8.46844725464,8.46844725504,8.46844725504,7.86216289717,7.0591046893,5.88339327167,8.16604626117,8.46844725527,8.33096119159,8.46844725509,6.81720493917,5.10077767347,5.78427987517
"t114",7.61111938407,9.11736006277,5.77111355317,2.566376755301,1.33508353717,0.91666299317,0.9166629931,0.9166629931,0.11096575754,0,0.66494622517,1.76770764237,2.55943562991,2.55943562996,2.55943562992,2.55943562992,2.55943562991,2.55943562991,2.55943562992,2.55943562982,2.20986548396,2.55943562992,2.55943562992,2.43980133597,3.80689791087,3.253848318217,3.274529332917,3.80689791073,3.80689791073,3.80689791074,3.80689791077,3.80689791077,3.806897910783,3.806897910783,2.57004241925,3.80689791085,3.80689791086,3.80689791081,3.80689791081,4.19662967537,4.19662967537,4.19662967496,4.19662967496,4.19662967497,5.48429944344,5.48429944344,5.48429944344,5.48429944344,4.56599834694,5.48429944344,5.48429944344,5.48429944362,5.48429944362,5.48429944304,4.23861022934,5.48429944354,4.700673364111,4.093940147311,5.484299443111,5.484299443071,5.484299443171,5.484299443171,5.484299443511,5.484299442811,5.364920977611,5.484299443311,5.484299443211,5.484299443211,5.484299443151,5.484299443151,5.484299443171,5.484299443161,5.484299443191,5.484299443191,4.65269275368,5.48429944334,5.48429944334,5.48429944338,5.00222224768,5.48429944335,5.48429944335,5.48429944339,5.48429944339,5.48429944336,5.48429944336,5.48429944336,5.48429944336,5.48429944332,5.48429944342,5.48429944342,5.44358728912,3.6679470985,5.48429944334,5.48429944334,5.48429944334,5.48429944364,5.48429944334,5.48429944334,5.48429944335,5.48429944335,5.31281675411,5.48429944333,3.45501463741,5.48429944342,5.48429944362,4.03701393622,6.33057766017,8.091647828927,8.468447254927,8.46844725504,8.46844725504,8.46844725504,8.46844725504,8.46844725514,8.46844725514,8.46844725514,8.46844725464,8.46844725464,8.46844725504,8.46844725504,7.86216289717,7.0591046893,5.88339327167,8.16604626117,8.46844725527,8.33096119159,8.46844725509,6.81720493917,5.10077767347,5.78427987517
