"","t2","t95","t96","t73","t52","t147","t148","t34","t26","t93","t94","t84","t85","t71","t72","t70","t145","t146","t48","t36","t37","t62","t66","t67","t49","t19","t20","t43","t60","t61","t124","t127","t128","t69","t114","t115","t91","t139","t140","t135","t136","t33","t8","t9","t4","t5","t29","t30","t58","t59","t122","t123","t68","t16","t21","t44","t77","t78","t31","t32","t11","t18","t22","t23","t17","t13","t24","t40","t41","t92","t143","t144","t54","t27","t75","t76","t125","t126","t12","t50","t51","t25","t74","t80","t81","t38","t39","t129","t130","t15","t1","t28","t120","t121","t83","t141","t142","t65","t110","t111","t87","t42","t57","t118","t119","t53","t45","t108","t109","t133","t134","t14","t10","t46","t47","t3","t6","t7","t35","t79","t88","t89","t86","t63","t64","t99","t100","t116","t117","t101","t102","t131","t132","t103","t97","t98","t90","t105","t106","t82","t104","t112","t113","t137","t138","t107","t55","t56"
"t2",0,5.1100425641,5.1426121733,5.1426121733,5.1426121733,5.142612173356,5.142612173356,5.14261217365,4.45679686865,5.14261217355,5.14261217355,5.14261217345,5.14261217345,5.14261217345,4.98390229415,5.14261217345,5.14261217346,5.14261217346,4.78293891805,4.44567844275,5.14261217325,5.14261217357,4.92556405248,5.14261217358,5.14261217347,5.14261217384,4.20687298404,5.14261217375,5.14261217345,4.47725117455,5.1426121734,5.14261217342,5.14261217342,5.1426121734,5.142612172739,5.142612172739,5.142612172639,5.142612172709,5.142612172709,5.142612172739,5.142612172739,4.105134406489,2.892803554109,2.657240732809,2.099715924156,3.58903937017,5.60284453057,4.55406589237,5.60284453067,5.60284453067,5.60284453077,5.60284453077,5.60284453077,3.65108855744,5.22299302704,4.67174622014,5.60284453064,5.60284453064,5.04134930974,4.73020651304,3.21918543727,4.06115590317,5.60284453117,4.84601129627,4.00694427087,4.21963598377,4.80267204517,5.60284453147,4.55120858334,5.60284453136,5.60284453131,5.60284453131,5.60284453136,5.01425773626,5.35034378407,5.60284453127,5.60284453135,5.60284453135,4.72989295027,5.60284453077,5.60284453077,5.60284453047,5.60284453077,5.60284453077,5.40844188277,5.60284453127,5.27116389197,5.60284453074,5.60284453074,3.93137067577,2.343206391,5.8452259462,5.8452259468,5.80460962035,6.0830443067,6.08304430673,6.08304430673,6.0830443068,6.0830443068,6.0830443068,6.0830443068,5.4715201975,6.07029095205,6.08304430685,6.08304430685,6.0830443068,5.1580866695,6.0830443068,6.0830443068,6.08304430675,6.08304430675,3.4496770912,3.8389983922,6.0830443073,6.0830443073,3.0122633458,3.17780168386,3.5996548237,6.58538082558,6.31039421438,6.5277079744,6.5853808256,6.58538082568,5.84071733315,6.585380825689,6.585380825689,6.585380825689,6.585380825689,6.454766582113,6.58538082565,6.53898042105,6.58538082568,6.58538082568,6.58538082572,6.58538082572,6.58538082572,6.58538082572,6.58538082572,6.58538082572,6.58538082572,6.58538082578,6.58538082577,6.58538082577,6.58538082584,6.58538082584,6.58538082585,6.5853808257,6.5853808257
"t95",5.1100425641,0,0.5903289254,1.3058624406,1.7662156494,6.095249849456,6.095249849456,6.09524984975,5.40943454475,6.09524984965,6.09524984965,6.09524984955,6.09524984955,6.09524984955,5.93653997025,6.09524984955,6.09524984956,6.09524984956,5.73557659415,5.39831611885,6.09524984935,6.09524984967,5.87820172858,6.09524984968,6.09524984957,6.09524984994,5.15951066014,6.09524984985,6.09524984955,5.42988885065,6.0952498495,6.09524984952,6.09524984952,6.0952498495,6.677246602239,6.677246602239,6.677246602139,6.677246602209,6.677246602209,6.677246602239,6.677246602239,5.639768835989,4.427437983609,4.191875162309,4.604876844256,6.09420029027,8.10800545067,7.05922681247,8.10800545077,8.10800545077,8.10800545087,8.10800545087,8.10800545087,6.15624947754,7.72815394714,7.17690714024,8.10800545074,8.10800545074,7.54651022984,7.23536743314,5.72434635737,6.56631682327,8.10800545127,7.35117221637,6.51210519097,6.72479690387,7.30783296527,8.10800545157,7.05636950344,8.10800545146,8.10800545141,8.10800545141,8.10800545146,7.51941865636,7.85550470417,8.10800545137,8.10800545145,8.10800545145,7.23505387037,8.10800545087,8.10800545087,8.10800545057,8.10800545087,8.10800545087,7.91360280287,8.10800545137,7.77632481207,8.10800545084,8.10800545084,6.43653159587,4.8483673111,8.3503868663,8.3503868669,8.30977054045,8.5882052268,8.58820522683,8.58820522683,8.5882052269,8.5882052269,8.5882052269,8.5882052269,7.9766811176,8.57545187215,8.58820522695,8.58820522695,8.5882052269,7.6632475896,8.5882052269,8.5882052269,8.58820522685,8.58820522685,5.9548380113,6.3441593123,8.5882052274,8.5882052274,5.5174242659,5.68296260396,6.1048157438,9.09054174568,8.81555513448,9.0328688945,9.0905417457,9.09054174578,8.34587825325,9.090541745789,9.090541745789,9.090541745789,9.090541745789,8.959927502213,9.09054174575,9.04414134115,9.09054174578,9.09054174578,9.09054174582,9.09054174582,9.09054174582,9.09054174582,9.09054174582,9.09054174582,9.09054174582,9.09054174588,9.09054174587,9.09054174587,9.09054174594,9.09054174594,9.09054174595,9.0905417458,9.0905417458
"t96",5.1426121733,0.5903289254,0,1.3384320498,1.7987852586,6.127819458656,6.127819458656,6.12781945895,5.44200415395,6.12781945885,6.12781945885,6.12781945875,6.12781945875,6.12781945875,5.96910957945,6.12781945875,6.12781945876,6.12781945876,5.76814620335,5.43088572805,6.12781945855,6.12781945887,5.91077133778,6.12781945888,6.12781945877,6.12781945914,5.19208026934,6.12781945905,6.12781945875,5.46245845985,6.1278194587,6.12781945872,6.12781945872,6.1278194587,6.709816211439,6.709816211439,6.709816211339,6.709816211409,6.709816211409,6.709816211439,6.709816211439,5.672338445189,4.460007592809,4.224444771509,4.637446453456,6.12676989947,8.14057505987,7.09179642167,8.14057505997,8.14057505997,8.14057506007,8.14057506007,8.14057506007,6.18881908674,7.76072355634,7.20947674944,8.14057505994,8.14057505994,7.57907983904,7.26793704234,5.75691596657,6.59888643247,8.14057506047,7.38374182557,6.54467480017,6.75736651307,7.34040257447,8.14057506077,7.08893911264,8.14057506066,8.14057506061,8.14057506061,8.14057506066,7.55198826556,7.88807431337,8.14057506057,8.14057506065,8.14057506065,7.26762347957,8.14057506007,8.14057506007,8.14057505977,8.14057506007,8.14057506007,7.94617241207,8.14057506057,7.80889442127,8.14057506004,8.14057506004,6.46910120507,4.8809369203,8.3829564755,8.3829564761,8.34234014965,8.620774836,8.62077483603,8.62077483603,8.6207748361,8.6207748361,8.6207748361,8.6207748361,8.0092507268,8.60802148135,8.62077483615,8.62077483615,8.6207748361,7.6958171988,8.6207748361,8.6207748361,8.62077483605,8.62077483605,5.9874076205,6.3767289215,8.6207748366,8.6207748366,5.5499938751,5.71553221316,6.137385353,9.12311135488,8.84812474368,9.0654385037,9.1231113549,9.12311135498,8.37844786245,9.123111354989,9.123111354989,9.123111354989,9.123111354989,8.992497111413,9.12311135495,9.07671095035,9.12311135498,9.12311135498,9.12311135502,9.12311135502,9.12311135502,9.12311135502,9.12311135502,9.12311135502,9.12311135502,9.12311135508,9.12311135507,9.12311135507,9.12311135514,9.12311135514,9.12311135515,9.123111355,9.123111355
"t73",5.1426121733,1.3058624406,1.3384320498,0,1.7987852586,6.127819458656,6.127819458656,6.12781945895,5.44200415395,6.12781945885,6.12781945885,6.12781945875,6.12781945875,6.12781945875,5.96910957945,6.12781945875,6.12781945876,6.12781945876,5.76814620335,5.43088572805,6.12781945855,6.12781945887,5.91077133778,6.12781945888,6.12781945877,6.12781945914,5.19208026934,6.12781945905,6.12781945875,5.46245845985,6.1278194587,6.12781945872,6.12781945872,6.1278194587,6.709816211439,6.709816211439,6.709816211339,6.709816211409,6.709816211409,6.709816211439,6.709816211439,5.672338445189,4.460007592809,4.224444771509,4.637446453456,6.12676989947,8.14057505987,7.09179642167,8.14057505997,8.14057505997,8.14057506007,8.14057506007,8.14057506007,6.18881908674,7.76072355634,7.20947674944,8.14057505994,8.14057505994,7.57907983904,7.26793704234,5.75691596657,6.59888643247,8.14057506047,7.38374182557,6.54467480017,6.75736651307,7.34040257447,8.14057506077,7.08893911264,8.14057506066,8.14057506061,8.14057506061,8.14057506066,7.55198826556,7.88807431337,8.14057506057,8.14057506065,8.14057506065,7.26762347957,8.14057506007,8.14057506007,8.14057505977,8.14057506007,8.14057506007,7.94617241207,8.14057506057,7.80889442127,8.14057506004,8.14057506004,6.46910120507,4.8809369203,8.3829564755,8.3829564761,8.34234014965,8.620774836,8.62077483603,8.62077483603,8.6207748361,8.6207748361,8.6207748361,8.6207748361,8.0092507268,8.60802148135,8.62077483615,8.62077483615,8.6207748361,7.6958171988,8.6207748361,8.6207748361,8.62077483605,8.62077483605,5.9874076205,6.3767289215,8.6207748366,8.6207748366,5.5499938751,5.71553221316,6.137385353,9.12311135488,8.84812474368,9.0654385037,9.1231113549,9.12311135498,8.37844786245,9.123111354989,9.123111354989,9.123111354989,9.123111354989,8.992497111413,9.12311135495,9.07671095035,9.12311135498,9.12311135498,9.12311135502,9.12311135502,9.12311135502,9.12311135502,9.12311135502,9.12311135502,9.12311135502,9.12311135508,9.12311135507,9.12311135507,9.12311135514,9.12311135514,9.12311135515,9.123111355,9.123111355
"t52",5.1426121733,1.7662156494,1.7987852586,1.7987852586,0,6.127819458656,6.127819458656,6.12781945895,5.44200415395,6.12781945885,6.12781945885,6.12781945875,6.12781945875,6.12781945875,5.96910957945,6.12781945875,6.12781945876,6.12781945876,5.76814620335,5.43088572805,6.12781945855,6.12781945887,5.91077133778,6.12781945888,6.12781945877,6.12781945914,5.19208026934,6.12781945905,6.12781945875,5.46245845985,6.1278194587,6.12781945872,6.12781945872,6.1278194587,6.709816211439,6.709816211439,6.709816211339,6.709816211409,6.709816211409,6.709816211439,6.709816211439,5.672338445189,4.460007592809,4.224444771509,4.637446453456,6.12676989947,8.14057505987,7.09179642167,8.14057505997,8.14057505997,8.14057506007,8.14057506007,8.14057506007,6.18881908674,7.76072355634,7.20947674944,8.14057505994,8.14057505994,7.57907983904,7.26793704234,5.75691596657,6.59888643247,8.14057506047,7.38374182557,6.54467480017,6.75736651307,7.34040257447,8.14057506077,7.08893911264,8.14057506066,8.14057506061,8.14057506061,8.14057506066,7.55198826556,7.88807431337,8.14057506057,8.14057506065,8.14057506065,7.26762347957,8.14057506007,8.14057506007,8.14057505977,8.14057506007,8.14057506007,7.94617241207,8.14057506057,7.80889442127,8.14057506004,8.14057506004,6.46910120507,4.8809369203,8.3829564755,8.3829564761,8.34234014965,8.620774836,8.62077483603,8.62077483603,8.6207748361,8.6207748361,8.6207748361,8.6207748361,8.0092507268,8.60802148135,8.62077483615,8.62077483615,8.6207748361,7.6958171988,8.6207748361,8.6207748361,8.62077483605,8.62077483605,5.9874076205,6.3767289215,8.6207748366,8.6207748366,5.5499938751,5.71553221316,6.137385353,9.12311135488,8.84812474368,9.0654385037,9.1231113549,9.12311135498,8.37844786245,9.123111354989,9.123111354989,9.123111354989,9.123111354989,8.992497111413,9.12311135495,9.07671095035,9.12311135498,9.12311135498,9.12311135502,9.12311135502,9.12311135502,9.12311135502,9.12311135502,9.12311135502,9.12311135502,9.12311135508,9.12311135507,9.12311135507,9.12311135514,9.12311135514,9.12311135515,9.123111355,9.123111355
"t147",5.142612173356,6.095249849456,6.127819458656,6.127819458656,6.127819458656,0,0.002368689412,2.412436271706,2.041136995106,3.087129577806,3.087129577806,3.087129577706,3.087129577706,3.388385726506,3.229675847206,3.388385726506,3.388385726516,3.388385726516,3.028712471106,2.691451995806,3.388385726306,3.447165940926,3.230117819836,3.447165940936,3.447165940826,3.447165941196,2.511426751396,3.447165941106,3.447165940806,2.781804941906,3.447165940756,3.447165940776,3.447165940776,3.447165940756,6.709816211495,6.709816211495,6.709816211395,6.709816211465,6.709816211465,6.709816211495,6.709816211495,5.672338445245,4.460007592865,4.224444771565,4.637446453512,6.126769899526,8.140575059926,7.091796421726,8.140575060026,8.140575060026,8.140575060126,8.140575060126,8.140575060126,6.188819086796,7.760723556396,7.209476749496,8.140575059996,8.140575059996,7.579079839096,7.267937042396,5.756915966626,6.598886432526,8.140575060526,7.383741825626,6.544674800226,6.757366513126,7.340402574526,8.140575060826,7.088939112696,8.140575060716,8.140575060666,8.140575060666,8.140575060716,7.551988265616,7.888074313426,8.140575060626,8.140575060706,8.140575060706,7.267623479626,8.140575060126,8.140575060126,8.140575059826,8.140575060126,8.140575060126,7.946172412126,8.140575060626,7.808894421326,8.140575060096,8.140575060096,6.469101205126,4.880936920356,8.382956475556,8.382956476156,8.342340149706,8.620774836056,8.620774836086,8.620774836086,8.620774836156,8.620774836156,8.620774836156,8.620774836156,8.009250726856,8.608021481406,8.620774836206,8.620774836206,8.620774836156,7.695817198856,8.620774836156,8.620774836156,8.620774836106,8.620774836106,5.987407620556,6.376728921556,8.620774836656,8.620774836656,5.549993875156,5.715532213216,6.137385353056,9.123111354936,8.848124743736,9.065438503756,9.123111354956,9.123111355036,8.378447862506,9.123111355045,9.123111355045,9.123111355045,9.123111355045,8.992497111469,9.123111355006,9.076710950406,9.123111355036,9.123111355036,9.123111355076,9.123111355076,9.123111355076,9.123111355076,9.123111355076,9.123111355076,9.123111355076,9.123111355136,9.123111355126,9.123111355126,9.123111355196,9.123111355196,9.123111355206,9.123111355056,9.123111355056
"t148",5.142612173356,6.095249849456,6.127819458656,6.127819458656,6.127819458656,0.002368689412,0,2.412436271706,2.041136995106,3.087129577806,3.087129577806,3.087129577706,3.087129577706,3.388385726506,3.229675847206,3.388385726506,3.388385726516,3.388385726516,3.028712471106,2.691451995806,3.388385726306,3.447165940926,3.230117819836,3.447165940936,3.447165940826,3.447165941196,2.511426751396,3.447165941106,3.447165940806,2.781804941906,3.447165940756,3.447165940776,3.447165940776,3.447165940756,6.709816211495,6.709816211495,6.709816211395,6.709816211465,6.709816211465,6.709816211495,6.709816211495,5.672338445245,4.460007592865,4.224444771565,4.637446453512,6.126769899526,8.140575059926,7.091796421726,8.140575060026,8.140575060026,8.140575060126,8.140575060126,8.140575060126,6.188819086796,7.760723556396,7.209476749496,8.140575059996,8.140575059996,7.579079839096,7.267937042396,5.756915966626,6.598886432526,8.140575060526,7.383741825626,6.544674800226,6.757366513126,7.340402574526,8.140575060826,7.088939112696,8.140575060716,8.140575060666,8.140575060666,8.140575060716,7.551988265616,7.888074313426,8.140575060626,8.140575060706,8.140575060706,7.267623479626,8.140575060126,8.140575060126,8.140575059826,8.140575060126,8.140575060126,7.946172412126,8.140575060626,7.808894421326,8.140575060096,8.140575060096,6.469101205126,4.880936920356,8.382956475556,8.382956476156,8.342340149706,8.620774836056,8.620774836086,8.620774836086,8.620774836156,8.620774836156,8.620774836156,8.620774836156,8.009250726856,8.608021481406,8.620774836206,8.620774836206,8.620774836156,7.695817198856,8.620774836156,8.620774836156,8.620774836106,8.620774836106,5.987407620556,6.376728921556,8.620774836656,8.620774836656,5.549993875156,5.715532213216,6.137385353056,9.123111354936,8.848124743736,9.065438503756,9.123111354956,9.123111355036,8.378447862506,9.123111355045,9.123111355045,9.123111355045,9.123111355045,8.992497111469,9.123111355006,9.076710950406,9.123111355036,9.123111355036,9.123111355076,9.123111355076,9.123111355076,9.123111355076,9.123111355076,9.123111355076,9.123111355076,9.123111355136,9.123111355126,9.123111355126,9.123111355196,9.123111355196,9.123111355206,9.123111355056,9.123111355056
"t34",5.14261217365,6.09524984975,6.12781945895,6.12781945895,6.12781945895,2.412436271706,2.412436271706,0,2.0411369954,3.0871295781,3.0871295781,3.087129578,3.087129578,3.3883857268,3.2296758475,3.3883857268,3.38838572681,3.38838572681,3.0287124714,2.6914519961,3.3883857266,3.44716594122,3.23011782013,3.44716594123,3.44716594112,3.44716594149,2.51142675169,3.4471659414,3.4471659411,2.7818049422,3.44716594105,3.44716594107,3.44716594107,3.44716594105,6.709816211789,6.709816211789,6.709816211689,6.709816211759,6.709816211759,6.709816211789,6.709816211789,5.672338445539,4.460007593159,4.224444771859,4.637446453806,6.12676989982,8.14057506022,7.09179642202,8.14057506032,8.14057506032,8.14057506042,8.14057506042,8.14057506042,6.18881908709,7.76072355669,7.20947674979,8.14057506029,8.14057506029,7.57907983939,7.26793704269,5.75691596692,6.59888643282,8.14057506082,7.38374182592,6.54467480052,6.75736651342,7.34040257482,8.14057506112,7.08893911299,8.14057506101,8.14057506096,8.14057506096,8.14057506101,7.55198826591,7.88807431372,8.14057506092,8.140575061,8.140575061,7.26762347992,8.14057506042,8.14057506042,8.14057506012,8.14057506042,8.14057506042,7.94617241242,8.14057506092,7.80889442162,8.14057506039,8.14057506039,6.46910120542,4.88093692065,8.38295647585,8.38295647645,8.34234015,8.62077483635,8.62077483638,8.62077483638,8.62077483645,8.62077483645,8.62077483645,8.62077483645,8.00925072715,8.6080214817,8.6207748365,8.6207748365,8.62077483645,7.69581719915,8.62077483645,8.62077483645,8.6207748364,8.6207748364,5.98740762085,6.37672892185,8.62077483695,8.62077483695,5.54999387545,5.71553221351,6.13738535335,9.12311135523,8.84812474403,9.06543850405,9.12311135525,9.12311135533,8.3784478628,9.123111355339,9.123111355339,9.123111355339,9.123111355339,8.992497111763,9.1231113553,9.0767109507,9.12311135533,9.12311135533,9.12311135537,9.12311135537,9.12311135537,9.12311135537,9.12311135537,9.12311135537,9.12311135537,9.12311135543,9.12311135542,9.12311135542,9.12311135549,9.12311135549,9.1231113555,9.12311135535,9.12311135535
"t26",4.45679686865,5.40943454475,5.44200415395,5.44200415395,5.44200415395,2.041136995106,2.041136995106,2.0411369954,0,2.4013142731,2.4013142731,2.401314273,2.401314273,2.7025704218,2.5438605425,2.7025704218,2.70257042181,2.70257042181,2.3428971664,2.0056366911,2.7025704216,2.76135063622,2.54430251513,2.76135063623,2.76135063612,2.76135063649,1.82561144669,2.7613506364,2.7613506361,2.0959896372,2.76135063605,2.76135063607,2.76135063607,2.76135063605,6.024000906789,6.024000906789,6.024000906689,6.024000906759,6.024000906759,6.024000906789,6.024000906789,4.986523140539,3.774192288159,3.538629466859,3.951631148806,5.44095459482,7.45475975522,6.40598111702,7.45475975532,7.45475975532,7.45475975542,7.45475975542,7.45475975542,5.50300378209,7.07490825169,6.52366144479,7.45475975529,7.45475975529,6.89326453439,6.58212173769,5.07110066192,5.91307112782,7.45475975582,6.69792652092,5.85885949552,6.07155120842,6.65458726982,7.45475975612,6.40312380799,7.45475975601,7.45475975596,7.45475975596,7.45475975601,6.86617296091,7.20225900872,7.45475975592,7.454759756,7.454759756,6.58180817492,7.45475975542,7.45475975542,7.45475975512,7.45475975542,7.45475975542,7.26035710742,7.45475975592,7.12307911662,7.45475975539,7.45475975539,5.78328590042,4.19512161565,7.69714117085,7.69714117145,7.656524845,7.93495953135,7.93495953138,7.93495953138,7.93495953145,7.93495953145,7.93495953145,7.93495953145,7.32343542215,7.9222061767,7.9349595315,7.9349595315,7.93495953145,7.01000189415,7.93495953145,7.93495953145,7.9349595314,7.9349595314,5.30159231585,5.69091361685,7.93495953195,7.93495953195,4.86417857045,5.02971690851,5.45157004835,8.43729605023,8.16230943903,8.37962319905,8.43729605025,8.43729605033,7.6926325578,8.437296050339,8.437296050339,8.437296050339,8.437296050339,8.306681806763,8.4372960503,8.3908956457,8.43729605033,8.43729605033,8.43729605037,8.43729605037,8.43729605037,8.43729605037,8.43729605037,8.43729605037,8.43729605037,8.43729605043,8.43729605042,8.43729605042,8.43729605049,8.43729605049,8.4372960505,8.43729605035,8.43729605035
"t93",5.14261217355,6.09524984965,6.12781945885,6.12781945885,6.12781945885,3.087129577806,3.087129577806,3.0871295781,2.4013142731,0,0.6262683104,1.6356018065,1.6356018065,3.3883857267,3.2296758474,3.3883857267,3.38838572671,3.38838572671,3.0287124713,2.691451996,3.3883857265,3.44716594112,3.23011782003,3.44716594113,3.44716594102,3.44716594139,2.51142675159,3.4471659413,3.447165941,2.7818049421,3.44716594095,3.44716594097,3.44716594097,3.44716594095,6.709816211689,6.709816211689,6.709816211589,6.709816211659,6.709816211659,6.709816211689,6.709816211689,5.672338445439,4.460007593059,4.224444771759,4.637446453706,6.12676989972,8.14057506012,7.09179642192,8.14057506022,8.14057506022,8.14057506032,8.14057506032,8.14057506032,6.18881908699,7.76072355659,7.20947674969,8.14057506019,8.14057506019,7.57907983929,7.26793704259,5.75691596682,6.59888643272,8.14057506072,7.38374182582,6.54467480042,6.75736651332,7.34040257472,8.14057506102,7.08893911289,8.14057506091,8.14057506086,8.14057506086,8.14057506091,7.55198826581,7.88807431362,8.14057506082,8.1405750609,8.1405750609,7.26762347982,8.14057506032,8.14057506032,8.14057506002,8.14057506032,8.14057506032,7.94617241232,8.14057506082,7.80889442152,8.14057506029,8.14057506029,6.46910120532,4.88093692055,8.38295647575,8.38295647635,8.3423401499,8.62077483625,8.62077483628,8.62077483628,8.62077483635,8.62077483635,8.62077483635,8.62077483635,8.00925072705,8.6080214816,8.6207748364,8.6207748364,8.62077483635,7.69581719905,8.62077483635,8.62077483635,8.6207748363,8.6207748363,5.98740762075,6.37672892175,8.62077483685,8.62077483685,5.54999387535,5.71553221341,6.13738535325,9.12311135513,8.84812474393,9.06543850395,9.12311135515,9.12311135523,8.3784478627,9.123111355239,9.123111355239,9.123111355239,9.123111355239,8.992497111663,9.1231113552,9.0767109506,9.12311135523,9.12311135523,9.12311135527,9.12311135527,9.12311135527,9.12311135527,9.12311135527,9.12311135527,9.12311135527,9.12311135533,9.12311135532,9.12311135532,9.12311135539,9.12311135539,9.1231113554,9.12311135525,9.12311135525
